Date,JXN
2021-09-01,25.593610763549805
2021-09-02,23.762592315673828
2021-09-03,23.41265869140625
2021-09-07,23.39638900756836
2021-09-08,23.599836349487305
2021-09-09,22.948802947998047
2021-09-10,21.972261428833008
2021-09-13,22.297771453857422
2021-09-14,21.158472061157227
2021-09-15,20.271448135375977
2021-09-16,20.100549697875977
2021-09-17,20.68647575378418
2021-09-20,21.239849090576172
2021-09-21,21.589780807495117
2021-09-22,21.45957374572754
2021-09-23,21.68743324279785
2021-09-24,22.704669952392578
2021-09-27,22.34659767150879
2021-09-28,21.78508949279785
2021-09-29,21.768810272216797
2021-09-30,21.158472061157227
2021-10-01,21.182886123657227
2021-10-04,21.492124557495117
2021-10-05,21.467708587646484
2021-10-06,22.01294708251953
2021-10-07,22.403566360473633
2021-10-08,22.582599639892578
2021-10-11,22.973217010498047
2021-10-12,23.013906478881836
2021-10-13,23.08715057373047
2021-10-14,23.477764129638672
2021-10-15,22.87556266784668
2021-10-18,22.777908325195312
2021-10-19,23.209218978881836
2021-10-20,23.518451690673828
2021-10-21,23.42894172668457
2021-10-22,23.494041442871094
2021-10-25,23.39638900756836
2021-10-26,23.518451690673828
2021-10-27,22.88370132446289
2021-10-28,22.769773483276367
2021-10-29,22.029224395751953
2021-11-01,22.24081039428711
2021-11-02,22.322189331054688
2021-11-03,22.753498077392578
2021-11-04,22.2814998626709
2021-11-05,22.297771453857422
2021-11-08,22.647701263427734
2021-11-09,22.305910110473633
2021-11-10,24.755409240722656
2021-11-11,26.757328033447266
2021-11-12,26.944503784179688
2021-11-15,27.652494430541992
2021-11-16,28.327945709228516
2021-11-17,29.58930778503418
2021-11-18,28.599149703979492
2021-11-19,28.029804229736328
2021-11-22,28.013301849365234
2021-11-23,27.75750732421875
2021-11-24,28.194828033447266
2021-11-26,27.122156143188477
2021-11-29,27.353199005126953
2021-11-30,26.123743057250977
2021-12-01,27.138662338256836
2021-12-02,28.079313278198242
2021-12-03,28.17832374572754
2021-12-06,32.03170394897461
2021-12-07,30.94253158569336
2021-12-08,31.34684944152832
2021-12-09,31.231325149536133
2021-12-10,32.14722442626953
2021-12-13,30.455705642700195
2021-12-14,31.429353713989258
2021-12-15,32.18022918701172
2021-12-16,31.569625854492188
2021-12-17,31.17356300354004
2021-12-20,30.612478256225586
2021-12-21,33.731483459472656
2021-12-22,33.1868896484375
2021-12-23,32.881587982177734
2021-12-27,33.41793441772461
2021-12-28,34.38333511352539
2021-12-29,34.21006393432617
2021-12-30,34.416343688964844
2021-12-31,34.51535415649414
2022-01-03,34.919673919677734
2022-01-04,37.2218017578125
2022-01-05,35.92634201049805
2022-01-06,36.80097961425781
2022-01-07,37.766387939453125
2022-01-10,38.45124435424805
2022-01-11,37.68387222290039
2022-01-12,36.6112060546875
2022-01-13,36.107872009277344
2022-01-14,36.33891677856445
2022-01-18,35.19197463989258
2022-01-19,35.010440826416016
2022-01-20,34.64738464355469
2022-01-21,32.66706085205078
2022-01-24,32.31224822998047
2022-01-25,31.62739372253418
2022-01-26,32.229740142822266
2022-01-27,31.074552536010742
2022-01-28,30.83526039123535
2022-01-31,31.6603946685791
2022-02-01,31.6603946685791
2022-02-02,31.157058715820312
2022-02-03,30.82700538635254
2022-02-04,32.13896942138672
2022-02-07,33.0878791809082
2022-02-08,34.77939987182617
2022-02-09,35.0599479675293
2022-02-10,35.88508224487305
2022-02-11,34.77115249633789
2022-02-14,33.6737174987793
2022-02-15,35.33224105834961
2022-02-16,35.8355712890625
2022-02-17,34.29258346557617
2022-02-18,34.04503631591797
2022-02-22,33.508697509765625
2022-02-23,33.013614654541016
2022-02-24,32.79083251953125
2022-02-25,33.995521545410156
2022-02-28,33.73973083496094
2022-03-01,30.97553253173828
2022-03-02,32.601043701171875
2022-03-03,34.1027946472168
2022-03-04,31.63564109802246
2022-03-07,29.605819702148438
2022-03-08,30.67023277282715
2022-03-09,32.6588020324707
2022-03-10,32.7413215637207
2022-03-11,33.176422119140625
2022-03-14,33.70355987548828
2022-03-15,34.13866424560547
2022-03-16,35.99620819091797
2022-03-17,36.615394592285156
2022-03-18,36.31417465209961
2022-03-21,35.577850341796875
2022-03-22,37.82028579711914
2022-03-23,37.334991455078125
2022-03-24,37.79518127441406
2022-03-25,39.108856201171875
2022-03-28,38.6821174621582
2022-03-29,38.4227294921875
2022-03-30,37.962528228759766
2022-03-31,37.00865936279297
2022-04-01,36.15518569946289
2022-04-04,35.469058990478516
2022-04-05,35.33518600463867
2022-04-06,35.31009292602539
2022-04-07,34.9837646484375
2022-04-08,35.962745666503906
2022-04-11,35.99620819091797
2022-04-12,35.72846221923828
2022-04-13,36.06315231323242
2022-04-14,36.40620422363281
2022-04-18,36.431312561035156
2022-04-19,37.535797119140625
2022-04-20,37.92905807495117
2022-04-21,37.90395736694336
2022-04-22,37.083961486816406
2022-04-25,36.34762954711914
2022-04-26,35.293357849121094
2022-04-27,35.72846221923828
2022-04-28,36.34762954711914
2022-04-29,35.402130126953125
2022-05-02,35.93762969970703
2022-05-03,36.72417068481445
2022-05-04,37.56089782714844
2022-05-05,36.55682373046875
2022-05-06,35.00886535644531
2022-05-09,32.92540740966797
2022-05-10,31.109695434570312
2022-05-11,26.139507293701172
2022-05-12,24.44930648803711
2022-05-13,26.817262649536133
2022-05-16,27.637250900268555
2022-05-17,28.808683395385742
2022-05-18,28.30664825439453
2022-05-19,28.549291610717773
2022-05-20,28.06399154663086
2022-05-23,27.704198837280273
2022-05-24,27.168684005737305
2022-05-25,27.921743392944336
2022-05-26,29.21031379699707
2022-05-27,30.323169708251953
2022-05-31,30.465408325195312
2022-06-01,29.904699325561523
2022-06-02,30.032135009765625
2022-06-03,29.87920570373535
2022-06-06,30.159568786621094
2022-06-07,29.26752471923828
2022-06-08,28.596363067626953
2022-06-09,27.797779083251953
2022-06-10,26.642366409301758
2022-06-13,23.15065574645996
2022-06-14,24.03420066833496
2022-06-15,24.357036590576172
2022-06-16,23.549949645996094
2022-06-17,24.40800666809082
2022-06-21,24.47597312927246
2022-06-22,23.957738876342773
2022-06-23,23.0487060546875
2022-06-24,23.448001861572266
2022-06-27,23.448001861572266
2022-06-28,23.23560905456543
2022-06-29,22.946760177612305
2022-06-30,22.725872039794922
2022-07-01,22.955251693725586
2022-07-05,23.252599716186523
2022-07-06,21.901790618896484
2022-07-07,21.876304626464844
2022-07-08,21.689401626586914
2022-07-11,21.426034927368164
2022-07-12,21.349573135375977
2022-07-13,21.103199005126953
2022-07-14,20.202661514282227
2022-07-15,21.001251220703125
2022-07-18,20.94178581237793
2022-07-19,22.05471420288086
2022-07-20,22.487993240356445
2022-07-21,22.513479232788086
2022-07-22,22.39453887939453
2022-07-25,22.504981994628906
2022-07-26,22.284095764160156
2022-07-27,22.751359939575195
2022-07-28,22.980737686157227
2022-07-29,23.371540069580078
2022-08-01,23.23560905456543
2022-08-02,23.380035400390625
2022-08-03,24.127655029296875
2022-08-04,23.711362838745117
2022-08-05,23.91526222229004
2022-08-08,23.991724014282227
2022-08-09,24.28057289123535
2022-08-10,27.440954208374023
2022-08-11,27.98467445373535
2022-08-12,28.587871551513672
2022-08-15,28.468931198120117
2022-08-16,28.7322998046875
2022-08-17,28.536893844604492
2022-08-18,30.100101470947266
2022-08-19,29.199554443359375
2022-08-22,28.05264663696289
2022-08-23,28.47742462158203
2022-08-24,28.485919952392578
2022-08-25,28.7322998046875
2022-08-26,27.406972885131836
2022-08-29,27.05015754699707
2022-08-30,26.362014770507812
2022-08-31,27.036624908447266
2022-09-01,26.17173194885254
2022-09-02,26.37066078186035
2022-09-06,26.01605224609375
2022-09-07,26.647422790527344
2022-09-08,27.520967483520508
2022-09-09,28.567487716674805
2022-09-12,29.285354614257812
2022-09-13,28.013957977294922
2022-09-14,27.88422966003418
2022-09-15,28.0312557220459
2022-09-16,27.728546142578125
2022-09-19,27.70259666442871
2022-09-20,27.356639862060547
2022-09-21,26.967435836791992
2022-09-22,26.240924835205078
2022-09-23,25.211702346801758
2022-09-26,24.770599365234375
2022-09-27,24.3468017578125
2022-09-28,25.038721084594727
2022-09-29,24.441940307617188
2022-09-30,24.000844955444336
2022-10-03,25.436569213867188
2022-10-04,27.486373901367188
2022-10-05,27.010677337646484
2022-10-06,27.06257438659668
2022-10-07,26.465797424316406
2022-10-10,26.379308700561523
2022-10-11,26.37066078186035
2022-10-12,26.163082122802734
2022-10-13,27.347990036010742
2022-10-14,26.733915328979492
2022-10-17,27.650705337524414
2022-10-18,28.35127067565918
2022-10-19,27.806385040283203
2022-10-20,27.650705337524414
2022-10-21,29.09507179260254
2022-10-24,29.821590423583984
2022-10-25,31.13623046875
2022-10-26,31.34380531311035
2022-10-27,31.854093551635742
2022-10-28,32.90061569213867
2022-10-31,33.17738723754883
2022-11-01,32.60654830932617
2022-11-02,30.10700798034668
2022-11-03,27.434476852416992
2022-11-04,28.705873489379883
2022-11-07,29.06048011779785
2022-11-08,27.382583618164062
2022-11-09,26.898244857788086
2022-11-10,31.64651870727539
2022-11-11,32.001129150390625
2022-11-14,32.33843994140625
2022-11-15,32.79683303833008
2022-11-16,31.810848236083984
2022-11-17,31.30055809020996
2022-11-18,31.750308990478516
2022-11-21,31.93193244934082
2022-11-22,32.87466812133789
2022-11-23,32.64114761352539
2022-11-25,32.727638244628906
2022-11-28,32.26059341430664
2022-11-29,32.848724365234375
2022-11-30,32.77851104736328
2022-12-01,32.497676849365234
2022-12-02,32.22562789916992
2022-12-05,30.953100204467773
2022-12-06,31.181272506713867
2022-12-07,31.242713928222656
2022-12-08,31.54987907409668
2022-12-09,31.57619285583496
2022-12-12,32.29582977294922
2022-12-13,32.190521240234375
2022-12-14,31.71661376953125
2022-12-15,30.075496673583984
2022-12-16,29.73322868347168
2022-12-19,29.908750534057617
2022-12-20,30.29489517211914
2022-12-21,31.111072540283203
2022-12-22,30.54940414428711
2022-12-23,30.73369789123535
2022-12-27,30.32122230529785
2022-12-28,29.847314834594727
2022-12-29,31.37434959411621
2022-12-30,30.53185272216797
2023-01-03,30.391433715820312
2023-01-04,30.865331649780273
2023-01-05,31.093521118164062
2023-01-06,31.172500610351562
2023-01-09,30.716144561767578
2023-01-10,31.6815128326416
2023-01-11,31.663959503173828
2023-01-12,31.953571319580078
2023-01-13,31.54987907409668
2023-01-17,32.83116912841797
2023-01-18,33.63856887817383
2023-01-19,33.91062545776367
2023-01-20,35.73604202270508
2023-01-23,36.48200988769531
2023-01-24,36.72772979736328
2023-01-25,37.06999969482422
2023-01-26,38.149452209472656
2023-01-27,38.28109359741211
2023-01-30,37.61410903930664
2023-01-31,38.64969253540039
2023-02-01,40.24692916870117
2023-02-02,40.852474212646484
2023-02-03,41.027992248535156
2023-02-06,40.84369659423828
2023-02-07,40.720829010009766
2023-02-08,40.98411178588867
2023-02-09,40.176719665527344
2023-02-10,39.97487258911133
2023-02-13,41.15085220336914
2023-02-14,42.01091384887695
2023-02-15,42.70421600341797
2023-02-16,42.66911315917969
2023-02-17,43.134246826171875
2023-02-21,40.966556549072266
2023-02-22,40.966556549072266
