Date,ELS
2010-01-04,8.54895305633545
2010-01-05,8.586421966552734
2010-01-06,8.555763244628906
2010-01-07,8.474005699157715
2010-01-08,8.439940452575684
2010-01-11,8.436529159545898
2010-01-12,8.215097427368164
2010-01-13,8.436529159545898
2010-01-14,8.448455810546875
2010-01-15,8.460379600524902
2010-01-19,8.594939231872559
2010-01-20,8.419499397277832
2010-01-21,8.14867115020752
2010-01-22,7.971526145935059
2010-01-25,7.9851531982421875
2010-01-26,8.044770240783691
2010-01-27,8.054991722106934
2010-01-28,8.111200332641602
2010-01-29,8.230428695678711
2010-02-01,8.390545845031738
2010-02-02,8.35477352142334
2010-02-03,8.244058609008789
2010-02-04,8.090758323669434
2010-02-05,8.191251754760742
2010-02-08,8.083945274353027
2010-02-09,8.048177719116211
2010-02-10,8.014108657836914
2010-02-11,8.039657592773438
2010-02-12,8.065211296081543
2010-02-16,8.199771881103516
2010-02-17,8.332627296447754
2010-02-18,8.404167175292969
2010-02-19,8.341145515441895
2010-02-22,8.327519416809082
2010-02-23,8.322406768798828
2010-02-24,8.390545845031738
2010-02-25,8.434829711914062
2010-02-26,8.472302436828613
2010-03-01,8.571093559265137
2010-03-02,8.508073806762695
2010-03-03,8.569391250610352
2010-03-04,8.560873985290527
2010-03-05,8.719285011291504
2010-03-08,8.789118766784668
2010-03-09,8.717578887939453
2010-03-10,8.751643180847168
2010-03-11,8.772088050842285
2010-03-12,8.860657691955566
2010-03-15,8.887910842895508
2010-03-16,9.04461669921875
2010-03-17,9.274564743041992
2010-03-18,9.330770492553711
2010-03-19,9.143410682678223
2010-03-22,9.230278015136719
2010-03-23,9.264344215393066
2010-03-24,9.271199226379395
2010-03-25,9.178704261779785
2010-03-26,9.216386795043945
2010-03-29,9.248931884765625
2010-03-30,9.266054153442383
2010-03-31,9.228373527526855
2010-04-01,9.368824005126953
2010-04-05,9.510982513427734
2010-04-06,9.764473915100098
2010-04-07,9.610325813293457
2010-04-08,9.610325813293457
2010-04-09,9.723366737365723
2010-04-12,9.668557167053223
2010-04-13,9.947735786437988
2010-04-14,10.00597095489502
2010-04-15,9.786737442016602
2010-04-16,9.550376892089844
2010-04-19,9.603472709655762
2010-04-20,9.654855728149414
2010-04-21,9.624019622802734
2010-04-22,9.58977222442627
2010-04-23,9.598336219787598
2010-04-26,9.800439834594727
2010-04-27,9.517834663391113
2010-04-28,9.644579887390137
2010-04-29,9.91347885131836
2010-04-30,9.507558822631836
2010-05-03,9.731927871704102
2010-05-04,9.471586227416992
2010-05-05,9.344844818115234
2010-05-06,8.940632820129395
2010-05-07,8.75564956665039
2010-05-10,9.401369094848633
2010-05-11,9.442473411560059
2010-05-12,9.695958137512207
2010-05-13,9.502419471740723
2010-05-14,9.2061128616333
2010-05-17,9.2061128616333
2010-05-18,9.029695510864258
2010-05-19,8.890960693359375
2010-05-20,8.361717224121094
2010-05-21,8.538132667541504
2010-05-24,8.306910514831543
2010-05-25,8.360003471374512
2010-05-26,8.452494621276855
2010-05-27,8.880684852600098
2010-05-28,8.872121810913086
2010-06-01,8.567252159118652
2010-06-02,8.80361270904541
2010-06-03,8.841290473937988
2010-06-04,8.281218528747559
2010-06-07,8.233262062072754
2010-06-08,8.274364471435547
2010-06-09,8.257238388061523
2010-06-10,8.584376335144043
2010-06-11,8.741951942443848
2010-06-14,8.894386291503906
2010-06-15,9.026268005371094
2010-06-16,9.004005432128906
2010-06-17,8.97659969329834
2010-06-18,8.993729591369629
2010-06-21,8.86526870727539
2010-06-22,8.647749900817871
2010-06-23,8.63913631439209
2010-06-24,8.472002983093262
2010-06-25,8.704608917236328
2010-06-28,8.683932304382324
2010-06-29,8.440986633300781
2010-06-30,8.310043334960938
2010-07-01,8.365175247192383
2010-07-02,8.254903793334961
2010-07-06,8.09638500213623
2010-07-07,8.389300346374512
2010-07-08,8.53057861328125
2010-07-09,8.609844207763672
2010-07-12,8.568492889404297
2010-07-13,8.861398696899414
2010-07-14,8.683932304382324
2010-07-15,8.601226806640625
2010-07-16,8.323822021484375
2010-07-19,8.492677688598633
2010-07-20,8.749406814575195
2010-07-21,8.635686874389648
2010-07-22,8.913091659545898
2010-07-23,9.030255317687988
2010-07-26,9.174986839294434
2010-07-27,9.2197847366333
2010-07-28,9.204277038574219
2010-07-29,9.10779094696045
2010-07-30,9.11984920501709
2010-08-02,9.452391624450684
2010-08-03,9.43171501159668
2010-08-04,9.467902183532715
2010-08-05,9.361071586608887
2010-08-06,9.374858856201172
2010-08-09,9.469620704650879
2010-08-10,9.293874740600586
2010-08-11,9.181879997253418
2010-08-12,8.935492515563965
2010-08-13,8.944103240966797
2010-08-16,9.004406929016113
2010-08-17,9.193939208984375
2010-08-18,9.161203384399414
2010-08-19,8.876909255981445
2010-08-20,8.804544448852539
2010-08-23,8.728727340698242
2010-08-24,8.716670036315918
2010-08-25,8.890692710876465
2010-08-26,8.873461723327637
2010-08-27,9.014748573303223
2010-08-30,8.90964412689209
2010-08-31,8.913091659545898
2010-09-01,9.228400230407715
2010-09-02,9.293874740600586
2010-09-03,9.336952209472656
2010-09-07,9.226678848266602
2010-09-08,9.286981582641602
2010-09-09,9.204277038574219
2010-09-10,9.281814575195312
2010-09-13,9.414484977722168
2010-09-14,9.455835342407227
2010-09-15,9.412764549255371
2010-09-16,9.309382438659668
2010-09-17,9.336952209472656
2010-09-20,9.672934532165527
2010-09-21,9.479960441589355
2010-09-22,9.355223655700684
2010-09-23,9.214890480041504
2010-09-24,9.509413719177246
2010-09-27,9.398530960083008
2010-09-28,9.473026275634766
2010-09-29,9.436646461486816
2010-09-30,9.438384056091309
2010-10-01,9.492086410522461
2010-10-04,9.474761009216309
2010-10-05,9.589104652404785
2010-10-06,9.59949779510498
2010-10-07,9.608160972595215
2010-10-08,9.64281177520752
2010-10-11,9.59949779510498
2010-10-12,9.653205871582031
2010-10-13,9.738093376159668
2010-10-14,9.670528411865234
2010-10-15,9.578707695007324
2010-10-18,9.765813827514648
2010-10-19,9.861099243164062
2010-10-20,10.169472694396973
2010-10-21,10.091508865356445
2010-10-22,10.027411460876465
2010-10-25,10.062058448791504
2010-10-26,9.894015312194824
2010-10-27,9.878423690795898
2010-10-28,9.836844444274902
2010-10-29,9.861099243164062
2010-11-01,9.861099243164062
2010-11-02,9.914801597595215
2010-11-03,9.904407501220703
2010-11-04,10.178135871887207
2010-11-05,10.294211387634277
2010-11-08,10.266491889953613
2010-11-09,10.058598518371582
2010-11-10,10.157346725463867
2010-11-11,10.0897798538208
2010-11-12,9.97544002532959
2010-11-15,9.932129859924316
2010-11-16,9.473026275634766
2010-11-17,9.48689079284668
2010-11-18,9.583908081054688
2010-11-19,9.52846622467041
2010-11-22,9.512873649597168
2010-11-23,9.370818138122559
2010-11-24,9.440112113952637
2010-11-26,9.469564437866211
2010-11-29,9.382943153381348
2010-11-30,9.334432601928711
2010-12-01,9.519808769226074
2010-12-02,9.59949779510498
2010-12-03,9.504212379455566
2010-12-06,9.438384056091309
2010-12-07,9.407198905944824
2010-12-08,9.26860237121582
2010-12-09,9.225288391113281
2010-12-10,9.275530815124512
2010-12-13,9.395069122314453
2010-12-14,9.306714057922363
2010-12-15,9.327503204345703
2010-12-16,9.379478454589844
2010-12-17,9.46609878540039
2010-12-20,9.606431007385254
2010-12-21,9.627215385437012
2010-12-22,9.661865234375
2010-12-23,9.604696273803711
2010-12-27,9.701714515686035
2010-12-28,9.680926322937012
2010-12-29,9.788915634155273
2010-12-30,9.78368854522705
2010-12-31,9.741886138916016
2011-01-03,9.895166397094727
2011-01-04,9.726208686828613
2011-01-05,9.771499633789062
2011-01-06,9.701823234558105
2011-01-07,9.651313781738281
2011-01-10,9.635636329650879
2011-01-11,9.572932243347168
2011-01-12,9.61125373840332
2011-01-13,9.585123062133789
2011-01-14,9.61473560333252
2011-01-18,9.705307006835938
2011-01-19,9.54332447052002
2011-01-20,9.505001068115234
2011-01-21,9.579899787902832
2011-01-24,9.607767105102539
2011-01-25,9.773240089416504
2011-01-26,9.914325714111328
2011-01-27,9.938708305358887
2011-01-28,9.771499633789062
2011-01-31,9.907361030578613
2011-02-01,9.997931480407715
2011-02-02,10.01883602142334
2011-02-03,10.015348434448242
2011-02-04,9.860328674316406
2011-02-07,9.942194938659668
2011-02-08,9.928261756896973
2011-02-09,10.022316932678223
2011-02-10,10.003157615661621
2011-02-11,10.088505744934082
2011-02-14,10.1303071975708
2011-02-15,10.050185203552246
2011-02-16,10.017090797424316
2011-02-17,10.008380889892578
2011-02-18,9.983997344970703
2011-02-22,9.891679763793945
2011-02-23,9.848134994506836
2011-02-24,9.745369911193848
2011-02-25,9.914325714111328
2011-02-28,10.109406471252441
2011-03-01,9.876005172729492
2011-03-02,9.848134994506836
2011-03-03,10.024059295654297
2011-03-04,10.015348434448242
2011-03-07,9.910842895507812
2011-03-08,10.046701431274414
2011-03-09,9.987479209899902
2011-03-10,9.886456489562988
2011-03-11,9.942194938659668
2011-03-14,9.891679763793945
2011-03-15,9.870779037475586
2011-03-16,9.715763092041016
2011-03-17,9.762791633605957
2011-03-18,9.848134994506836
2011-03-21,9.968318939208984
2011-03-22,9.912581443786621
2011-03-23,9.82929801940918
2011-03-24,9.738125801086426
2011-03-25,9.774946212768555
2011-03-28,9.781957626342773
2011-03-29,9.824037551879883
2011-03-30,10.022164344787598
2011-03-31,10.10807991027832
2011-04-01,10.215039253234863
2011-04-04,10.211532592773438
2011-04-05,10.23783016204834
2011-04-06,10.208024024963379
2011-04-07,10.04145622253418
2011-04-08,9.99236011505127
2011-04-11,9.939759254455566
2011-04-12,9.857352256774902
2011-04-13,9.843323707580566
2011-04-14,10.020414352416992
2011-04-15,10.048471450805664
2011-04-18,9.95028018951416
2011-04-19,10.05022144317627
2011-04-20,10.206271171569824
2011-04-21,10.201010704040527
2011-04-25,10.26588249206543
2011-04-26,10.413164138793945
2011-04-27,10.44472599029541
2011-04-28,10.481542587280273
2011-04-29,10.48855972290039
2011-05-02,10.469270706176758
2011-05-03,10.385111808776855
2011-05-04,10.332510948181152
2011-05-05,10.367579460144043
2011-05-06,10.24308967590332
2011-05-09,10.343029975891113
2011-05-10,10.528885841369629
2011-05-11,10.355305671691895
2011-05-12,10.376344680786133
2011-05-13,10.278154373168945
2011-05-16,10.299196243286133
2011-05-17,10.264128684997559
2011-05-18,10.332510948181152
2011-05-19,10.346538543701172
2011-05-20,10.23432731628418
2011-05-23,10.155423164367676
2011-05-24,10.132630348205566
2011-05-25,10.158928871154785
2011-05-26,10.178215980529785
2011-05-27,10.204516410827637
2011-05-31,10.300951957702637
2011-06-01,10.542914390563965
2011-06-02,10.968976974487305
2011-06-03,10.933908462524414
2011-06-06,10.818188667297363
2011-06-07,10.783123016357422
2011-06-08,10.895337104797363
2011-06-09,10.937417984008789
2011-06-10,10.8707914352417
2011-06-13,10.919883728027344
2011-06-14,10.821701049804688
2011-06-15,10.762085914611816
2011-06-16,10.912871360778809
2011-06-17,11.203927993774414
2011-06-20,11.286334991455078
2011-06-21,11.365234375
2011-06-22,11.399624824523926
2011-06-23,11.018697738647461
2011-06-24,11.045148849487305
2011-06-27,11.023988723754883
2011-06-28,10.99753189086914
2011-06-29,11.068077087402344
2011-06-30,11.01164436340332
2011-07-01,11.258538246154785
2011-07-05,11.478987693786621
2011-07-06,11.665921211242676
2011-07-07,11.76291275024414
2011-07-08,11.743515968322754
2011-07-11,11.764684677124023
2011-07-12,11.803482055664062
2011-07-13,11.575979232788086
2011-07-14,11.503678321838379
2011-07-15,11.605960845947266
2011-07-18,11.554818153381348
2011-07-19,11.637703895568848
2011-07-20,11.928689956665039
2011-07-21,11.95338249206543
2011-07-22,11.99747085571289
2011-07-25,11.902236938476562
2011-07-26,11.859911918640137
2011-07-27,11.508963584899902
2011-07-28,11.401386260986328
2011-07-29,11.491331100463867
2011-08-01,11.42431640625
