Date,AMCR
2012-05-15,4.6416802406311035
2012-05-16,4.6416802406311035
2012-05-17,4.6416802406311035
2012-05-18,4.6416802406311035
2012-05-21,4.6416802406311035
2012-05-22,4.6416802406311035
2012-05-23,4.6416802406311035
2012-05-24,4.6416802406311035
2012-05-25,4.6416802406311035
2012-05-29,4.6416802406311035
2012-05-30,4.6416802406311035
2012-05-31,4.6416802406311035
2012-06-01,4.6416802406311035
2012-06-04,4.6416802406311035
2012-06-05,4.6416802406311035
2012-06-06,4.6416802406311035
2012-06-07,4.460835933685303
2012-06-08,4.460835933685303
2012-06-11,4.460835933685303
2012-06-12,4.460835933685303
2012-06-13,4.460835933685303
2012-06-14,4.460835933685303
2012-06-15,4.460835933685303
2012-06-18,4.460835933685303
2012-06-19,4.460835933685303
2012-06-20,4.460835933685303
2012-06-21,4.460835933685303
2012-06-22,4.460835933685303
2012-06-25,4.460835933685303
2012-06-26,4.460835933685303
2012-06-27,4.460835933685303
2012-06-28,4.460835933685303
2012-06-29,4.460835933685303
2012-07-02,4.460835933685303
2012-07-03,4.460835933685303
2012-07-05,4.460835933685303
2012-07-06,4.460835933685303
2012-07-09,4.460835933685303
2012-07-10,4.460835933685303
2012-07-11,4.460835933685303
2012-07-12,4.460835933685303
2012-07-13,4.460835933685303
2012-07-16,4.460835933685303
2012-07-17,4.460835933685303
2012-07-18,4.460835933685303
2012-07-19,4.460835933685303
2012-07-20,4.460835933685303
2012-07-23,4.460835933685303
2012-07-24,4.460835933685303
2012-07-25,4.460835933685303
2012-07-26,4.460835933685303
2012-07-27,4.460835933685303
2012-07-30,4.460835933685303
2012-07-31,4.460835933685303
2012-08-01,4.460835933685303
2012-08-02,4.460835933685303
2012-08-03,4.460835933685303
2012-08-06,4.460835933685303
2012-08-07,4.460835933685303
2012-08-08,4.460835933685303
2012-08-09,4.460835933685303
2012-08-10,4.460835933685303
2012-08-13,4.460835933685303
2012-08-14,4.460835933685303
2012-08-15,4.460835933685303
2012-08-16,4.460835933685303
2012-08-17,4.701961994171143
2012-08-20,4.701961994171143
2012-08-21,4.701961994171143
2012-08-22,4.701961994171143
2012-08-23,4.665792942047119
2012-08-24,4.665792942047119
2012-08-27,4.665792942047119
2012-08-28,4.551258563995361
2012-08-29,4.551258563995361
2012-08-30,4.551258563995361
2012-08-31,4.551258563995361
2012-09-04,4.551258563995361
2012-09-05,4.551258563995361
2012-09-06,4.551258563995361
2012-09-07,4.551258563995361
2012-09-10,4.551258563995361
2012-09-11,4.551258563995361
2012-09-12,4.551258563995361
2012-09-13,4.551258563995361
2012-09-14,4.551258563995361
2012-09-17,4.551258563995361
2012-09-18,4.551258563995361
2012-09-19,4.551258563995361
2012-09-20,4.551258563995361
2012-09-21,4.551258563995361
2012-09-24,4.551258563995361
2012-09-25,4.551258563995361
2012-09-26,4.551258563995361
2012-09-27,4.551258563995361
2012-09-28,4.551258563995361
2012-10-01,4.551258563995361
2012-10-02,4.551258563995361
2012-10-03,4.551258563995361
2012-10-04,4.551258563995361
2012-10-05,4.551258563995361
2012-10-08,4.551258563995361
2012-10-09,4.551258563995361
2012-10-10,4.551258563995361
2012-10-11,4.551258563995361
2012-10-12,4.551258563995361
2012-10-15,4.792383670806885
2012-10-16,4.792383670806885
2012-10-17,4.792383670806885
2012-10-18,4.792383670806885
2012-10-19,4.792383670806885
2012-10-22,4.792383670806885
2012-10-23,4.792383670806885
2012-10-24,4.792383670806885
2012-10-25,4.792383670806885
2012-10-26,4.792383670806885
2012-10-31,4.792383670806885
2012-11-01,4.76224422454834
2012-11-02,4.76224422454834
2012-11-05,4.76224422454834
2012-11-06,4.76224422454834
2012-11-07,4.76224422454834
2012-11-08,4.76224422454834
2012-11-09,4.76224422454834
2012-11-12,4.76224422454834
2012-11-13,4.76224422454834
2012-11-14,4.76224422454834
2012-11-15,4.76224422454834
2012-11-16,4.76224422454834
2012-11-19,4.76224422454834
2012-11-20,4.76224422454834
2012-11-21,4.76224422454834
2012-11-23,4.76224422454834
2012-11-26,4.76224422454834
2012-11-27,4.918974876403809
2012-11-28,4.918974876403809
2012-11-29,4.918974876403809
2012-11-30,4.943087577819824
2012-12-03,4.943087577819824
2012-12-04,4.943087577819824
2012-12-05,4.943087577819824
2012-12-06,4.943087577819824
2012-12-07,4.943087577819824
2012-12-10,4.943087577819824
2012-12-11,4.943087577819824
2012-12-12,4.943087577819824
2012-12-13,4.943087577819824
2012-12-14,4.943087577819824
2012-12-17,4.943087577819824
2012-12-18,5.045565605163574
2012-12-19,5.045565605163574
2012-12-20,5.045565605163574
2012-12-21,5.045565605163574
2012-12-24,5.045565605163574
2012-12-26,5.045565605163574
2012-12-27,5.045565605163574
2012-12-28,5.045565605163574
2012-12-31,5.045565605163574
2013-01-02,5.045565605163574
2013-01-03,5.045565605163574
2013-01-04,5.045565605163574
2013-01-07,5.220383167266846
2013-01-08,5.220383167266846
2013-01-09,5.220383167266846
2013-01-10,5.220383167266846
2013-01-11,5.220383167266846
2013-01-14,5.220383167266846
2013-01-15,5.4675374031066895
2013-01-16,5.515761375427246
2013-01-17,5.515761375427246
2013-01-18,5.515761375427246
2013-01-22,5.515761375427246
2013-01-23,5.3288893699646
2013-01-24,5.3288893699646
2013-01-25,5.280664443969727
2013-01-28,5.262579441070557
2013-01-29,5.3469743728637695
2013-01-30,5.3469743728637695
2013-01-31,5.3288893699646
2013-02-01,5.3288893699646
2013-02-04,5.3288893699646
2013-02-05,5.365056991577148
2013-02-06,5.425340175628662
2013-02-07,5.425340175628662
2013-02-08,5.425340175628662
2013-02-11,5.449452877044678
2013-02-12,5.449452877044678
2013-02-13,5.726747512817383
2013-02-14,5.726747512817383
2013-02-15,5.726747512817383
2013-02-19,5.666467189788818
2013-02-20,6.052267551422119
2013-02-21,5.781001091003418
2013-02-22,5.781001091003418
2013-02-25,5.793056011199951
2013-02-26,5.726747512817383
2013-02-27,5.762916564941406
2013-02-28,5.762916564941406
2013-03-01,5.461508750915527
2013-03-04,5.340945243835449
2013-03-05,5.449452877044678
2013-03-06,5.557958126068115
2013-03-07,5.557958126068115
2013-03-08,5.624268054962158
2013-03-11,5.823196887969971
2013-03-12,5.949789524078369
2013-03-13,5.726747512817383
2013-03-14,5.835255146026611
2013-03-15,5.835255146026611
2013-03-18,5.835255146026611
2013-03-19,5.515761375427246
2013-03-20,5.793056011199951
2013-03-21,5.732775688171387
2013-03-22,5.732775688171387
2013-03-25,5.793056011199951
2013-03-26,5.732775688171387
2013-03-27,5.823196887969971
2013-03-28,5.883480548858643
2013-04-01,5.762916564941406
2013-04-02,5.998015403747559
2013-04-03,5.998015403747559
2013-04-04,5.998015403747559
2013-04-05,5.998015403747559
2013-04-08,5.895534992218018
2013-04-09,5.877452850341797
2013-04-10,6.0824079513549805
2013-04-11,6.239142894744873
2013-04-12,6.178859710693359
2013-04-15,6.178859710693359
2013-04-16,5.937733173370361
2013-04-17,5.937733173370361
2013-04-18,5.937733173370361
2013-04-19,5.8171706199646
2013-04-22,5.8171706199646
2013-04-23,5.76894474029541
2013-04-24,6.124606132507324
2013-04-25,6.14871883392334
2013-04-26,6.14871883392334
2013-04-29,6.022129058837891
2013-04-30,6.058296203613281
2013-05-01,6.14871883392334
2013-05-02,6.14871883392334
2013-05-03,6.14871883392334
2013-05-06,6.14871883392334
2013-05-07,5.967873573303223
2013-05-08,5.955815315246582
2013-05-09,5.937733173370361
2013-05-10,5.998015403747559
2013-05-13,5.998015403747559
2013-05-14,6.202972888946533
2013-05-15,6.022129058837891
2013-05-16,6.022129058837891
2013-05-17,5.805114269256592
2013-05-20,5.805114269256592
