Date,MMM
2010-01-04,43.157203674316406
2010-01-05,42.88689041137695
2010-01-06,43.49508285522461
2010-01-07,43.52628707885742
2010-01-08,43.83298110961914
2010-01-11,43.656246185302734
2010-01-12,43.692626953125
2010-01-13,43.55226516723633
2010-01-14,43.4067268371582
2010-01-15,43.33915328979492
2010-01-19,44.248863220214844
2010-01-20,44.04091262817383
2010-01-21,42.990840911865234
2010-01-22,42.35664749145508
2010-01-25,42.53858184814453
2010-01-26,42.43461608886719
2010-01-27,42.78290939331055
2010-01-28,41.9771728515625
2010-01-29,41.84199523925781
2010-02-01,41.81600570678711
2010-02-02,41.8108024597168
2010-02-03,42.36705017089844
2010-02-04,41.176612854003906
2010-02-05,40.828304290771484
2010-02-08,40.30328369140625
2010-02-09,40.92188262939453
2010-02-10,40.86991500854492
2010-02-11,41.72764587402344
2010-02-12,41.16100311279297
2010-02-16,41.83161163330078
2010-02-17,41.93363952636719
2010-02-18,42.44118881225586
2010-02-19,42.655731201171875
2010-02-22,42.21620178222656
2010-02-23,41.708621978759766
2010-02-24,41.897010803222656
2010-02-25,41.724334716796875
2010-02-26,41.93886947631836
2010-03-01,42.16387176513672
2010-03-02,42.45166015625
2010-03-03,42.383636474609375
2010-03-04,42.394100189208984
2010-03-05,43.13711929321289
2010-03-08,42.545841217041016
2010-03-09,42.90166473388672
2010-03-10,42.676639556884766
2010-03-11,42.51968765258789
2010-03-12,42.58248519897461
2010-03-15,42.51968765258789
2010-03-16,42.7289924621582
2010-03-17,43.00106430053711
2010-03-18,43.78071594238281
2010-03-19,42.88596725463867
2010-03-22,42.82316970825195
2010-03-23,43.09003829956055
2010-03-24,42.702816009521484
2010-03-25,42.34700393676758
2010-03-26,42.383636474609375
2010-03-29,42.5720100402832
2010-03-30,44.09990692138672
2010-03-31,43.728389739990234
2010-04-01,43.874900817871094
2010-04-05,44.05280685424805
2010-04-06,44.13655471801758
2010-04-07,43.77549743652344
2010-04-08,43.40397644042969
2010-04-09,43.68653869628906
2010-04-12,43.57665252685547
2010-04-13,43.9220085144043
2010-04-14,44.15748596191406
2010-04-15,44.47665786743164
2010-04-16,43.82783126831055
2010-04-19,43.90106964111328
2010-04-20,44.6179313659668
2010-04-21,44.84294509887695
2010-04-22,45.02608108520508
2010-04-23,45.30339050292969
2010-04-26,45.753387451171875
2010-04-27,46.03072738647461
2010-04-28,46.172000885009766
2010-04-29,46.74235916137695
2010-04-30,46.39700698852539
2010-05-03,46.99351119995117
2010-05-04,45.87897491455078
2010-05-05,45.30862808227539
2010-05-06,44.07898712158203
2010-05-07,43.236541748046875
2010-05-10,44.984214782714844
2010-05-11,44.49759292602539
2010-05-12,45.23015213012695
2010-05-13,44.78535461425781
2010-05-14,44.309207916259766
2010-05-17,44.309207916259766
2010-05-18,43.963871002197266
2010-05-19,43.46099853515625
2010-05-20,41.90244674682617
2010-05-21,42.49217224121094
2010-05-24,41.90769958496094
2010-05-25,41.844520568847656
2010-05-26,41.68656539916992
2010-05-27,42.876548767089844
2010-05-28,41.76028060913086
2010-06-01,41.107357025146484
2010-06-02,41.460147857666016
2010-06-03,41.249534606933594
2010-06-04,40.070064544677734
2010-06-07,39.35396957397461
2010-06-08,39.44873046875
2010-06-09,39.38029861450195
2010-06-10,40.770381927490234
2010-06-11,41.228450775146484
2010-06-14,41.14421844482422
2010-06-15,42.00247573852539
2010-06-16,42.58694076538086
2010-06-17,42.665931701660156
2010-06-18,42.74491500854492
2010-06-21,42.89760971069336
2010-06-22,42.13938522338867
2010-06-23,42.1867790222168
2010-06-24,41.165283203125
2010-06-25,41.54438781738281
2010-06-28,41.58652114868164
2010-06-29,41.3285026550293
2010-06-30,41.59178161621094
2010-07-01,41.36009979248047
2010-07-02,40.8967399597168
2010-07-06,41.14421844482422
2010-07-07,42.39739227294922
2010-07-08,42.76597595214844
2010-07-09,43.260921478271484
2010-07-12,43.313575744628906
2010-07-13,43.992828369140625
2010-07-14,43.72954177856445
2010-07-15,43.73480224609375
2010-07-16,42.623817443847656
2010-07-19,42.76597595214844
2010-07-20,43.2767219543457
2010-07-21,43.33462905883789
2010-07-22,44.62468719482422
2010-07-23,45.37236785888672
2010-07-26,45.977909088134766
2010-07-27,45.70410919189453
2010-07-28,45.64618682861328
2010-07-29,45.46186828613281
2010-07-30,45.04063415527344
2010-08-02,46.025299072265625
2010-08-03,45.92000198364258
2010-08-04,46.33595275878906
2010-08-05,46.188514709472656
2010-08-06,45.96210479736328
2010-08-09,46.35173797607422
2010-08-10,45.86733627319336
2010-08-11,44.282432556152344
2010-08-12,44.23502731323242
2010-08-13,44.23502731323242
2010-08-16,43.92962646484375
2010-08-17,44.27716064453125
2010-08-18,44.30100631713867
2010-08-19,43.347267150878906
2010-08-20,42.73793411254883
2010-08-23,42.96047592163086
2010-08-24,42.62665557861328
2010-08-25,42.785621643066406
2010-08-26,42.27166748046875
2010-08-27,42.918087005615234
2010-08-30,42.20280075073242
2010-08-31,41.61994934082031
2010-09-01,42.923377990722656
2010-09-02,43.37905502319336
2010-09-03,44.232112884521484
2010-09-07,43.52211380004883
2010-09-08,43.845340728759766
2010-09-09,43.95660400390625
2010-09-10,44.47586441040039
2010-09-13,44.963321685791016
2010-09-14,44.84146499633789
2010-09-15,44.81494903564453
2010-09-16,45.01100158691406
2010-09-17,45.60444259643555
2010-09-20,46.314456939697266
2010-09-21,45.8587646484375
2010-09-22,45.901161193847656
2010-09-23,45.318302154541016
2010-09-24,46.07599639892578
2010-09-27,45.66801452636719
2010-09-28,46.118404388427734
2010-09-29,46.18726348876953
2010-09-30,45.943546295166016
2010-10-01,46.42572021484375
2010-10-04,45.93825149536133
2010-10-05,47.082733154296875
2010-10-06,47.62846374511719
2010-10-07,47.10393142700195
2010-10-08,47.24168014526367
2010-10-11,46.759517669677734
