Date,CMA
2010-01-04,19.038206100463867
2010-01-05,19.106870651245117
2010-01-06,19.531333923339844
2010-01-07,20.59247398376465
2010-01-08,20.330307006835938
2010-01-11,20.11184310913086
2010-01-12,20.317827224731445
2010-01-13,20.698583602905273
2010-01-14,21.304065704345703
2010-01-15,20.511333465576172
2010-01-19,20.623685836791992
2010-01-20,20.954513549804688
2010-01-21,22.358970642089844
2010-01-22,22.2341251373291
2010-01-25,22.15923500061035
2010-01-26,21.709806442260742
2010-01-27,22.090560913085938
2010-01-28,21.971975326538086
2010-01-29,21.541261672973633
2010-02-01,22.128019332885742
2010-02-02,21.971975326538086
2010-02-03,21.55998992919922
2010-02-04,20.81094741821289
2010-02-05,21.24165153503418
2010-02-08,20.860885620117188
2010-02-09,21.254131317138672
2010-02-10,21.609933853149414
2010-02-11,21.87209129333496
2010-02-12,21.847129821777344
2010-02-16,22.221654891967773
2010-02-17,21.978208541870117
2010-02-18,21.697309494018555
2010-02-19,22.19044303894043
2010-02-22,22.571205139160156
2010-02-23,21.9532413482666
2010-02-24,22.48381805419922
2010-02-25,22.34025001525879
2010-02-26,22.52127456665039
2010-03-01,22.302797317504883
2010-03-02,22.265335083007812
2010-03-03,22.17171287536621
2010-03-04,22.309038162231445
2010-03-05,22.933242797851562
2010-03-08,22.652347564697266
2010-03-09,22.284074783325195
2010-03-10,22.777189254760742
2010-03-11,22.870946884155273
2010-03-12,23.039714813232422
2010-03-15,23.28973388671875
2010-03-16,23.59602165222168
2010-03-17,23.90229606628418
2010-03-18,23.739774703979492
2010-03-19,23.83979034423828
2010-03-22,23.82103729248047
2010-03-23,23.82103729248047
2010-03-24,24.021060943603516
2010-03-25,23.889795303344727
2010-03-26,23.477256774902344
2010-03-29,23.677276611328125
2010-03-30,23.664777755737305
2010-03-31,23.77728843688965
2010-04-01,23.73352813720703
2010-04-05,24.33984375
2010-04-06,25.35869026184082
2010-04-07,25.496204376220703
2010-04-08,25.62747573852539
2010-04-09,25.977493286132812
2010-04-12,26.083757400512695
2010-04-13,25.839984893798828
2010-04-14,26.521299362182617
2010-04-15,26.321279525756836
2010-04-16,25.483692169189453
2010-04-19,25.577463150024414
2010-04-20,26.39003562927246
2010-04-21,27.127601623535156
2010-04-22,27.87767791748047
2010-04-23,27.677663803100586
2010-04-26,26.640060424804688
2010-04-27,25.93999481201172
2010-04-28,25.914989471435547
2010-04-29,26.196269989013672
2010-04-30,26.25252342224121
2010-05-03,26.971342086791992
2010-05-04,26.30252456665039
2010-05-05,26.6275577545166
2010-05-06,25.896249771118164
2010-05-07,25.18366813659668
2010-05-10,26.64630699157715
2010-05-11,26.971342086791992
2010-05-12,27.296369552612305
2010-05-13,27.096351623535156
2010-05-14,26.39003562927246
2010-05-17,26.290029525756836
2010-05-18,25.508695602416992
2010-05-19,25.4086971282959
2010-05-20,23.589765548706055
2010-05-21,24.158567428588867
2010-05-24,23.327241897583008
2010-05-25,23.739774703979492
2010-05-26,23.739774703979492
2010-05-27,24.42734718322754
2010-05-28,23.814786911010742
2010-06-01,23.28973388671875
2010-06-02,24.10856819152832
2010-06-03,23.74604034423828
2010-06-04,22.658435821533203
2010-06-07,22.464662551879883
2010-06-08,22.977203369140625
2010-06-09,22.883447647094727
2010-06-10,23.577268600463867
2010-06-11,23.433311462402344
2010-06-14,23.571006774902344
2010-06-15,24.25322151184082
2010-06-16,24.134307861328125
2010-06-17,24.027904510498047
2010-06-18,24.547391891479492
2010-06-21,24.428476333618164
2010-06-22,23.977834701538086
2010-06-23,23.658634185791016
2010-06-24,23.070302963256836
2010-06-25,24.052946090698242
2010-06-28,24.146827697753906
2010-06-29,23.314388275146484
2010-06-30,23.051513671875
2010-07-01,22.794898986816406
2010-07-02,22.081384658813477
2010-07-06,22.55706787109375
2010-07-07,24.059192657470703
2010-07-08,23.896472930908203
2010-07-09,24.503585815429688
2010-07-12,24.365888595581055
2010-07-13,25.085670471191406
2010-07-14,24.516096115112305
2010-07-15,24.27825927734375
2010-07-16,22.638425827026367
2010-07-19,22.66346549987793
2010-07-20,23.038997650146484
2010-07-21,22.66972541809082
2010-07-22,23.370725631713867
2010-07-23,23.62108612060547
2010-07-26,24.215673446655273
2010-07-27,24.509841918945312
2010-07-28,24.38465690612793
2010-07-29,24.27825927734375
2010-07-30,24.009136199951172
2010-08-02,24.66004753112793
2010-08-03,24.56617546081543
2010-08-04,24.303302764892578
2010-08-05,23.9215087890625
2010-08-06,23.2580623626709
2010-08-09,23.358196258544922
2010-08-10,23.53345489501953
2010-08-11,22.688507080078125
2010-08-12,22.688507080078125
2010-08-13,22.450660705566406
2010-08-16,22.53829002380371
2010-08-17,22.73857307434082
2010-08-18,22.7761287689209
2010-08-19,22.231609344482422
2010-08-20,22.118940353393555
2010-08-23,21.931175231933594
2010-08-24,21.405427932739258
2010-08-25,21.16758918762207
2010-08-26,20.848388671875
2010-08-27,21.31780433654785
2010-08-30,20.92975616455078
2010-08-31,21.536869049072266
2010-09-01,22.237863540649414
2010-09-02,22.732318878173828
2010-09-03,23.114103317260742
2010-09-07,22.575847625732422
2010-09-08,22.907569885253906
2010-09-09,23.007705688476562
2010-09-10,22.970149993896484
2010-09-13,23.82878875732422
2010-09-14,23.50288200378418
