Date,HIPO
2022-10-14,16.770000457763672
2022-10-17,16.399999618530273
2022-10-18,15.970000267028809
2022-10-19,14.100000381469727
2022-10-20,13.9399995803833
2022-10-21,14.479999542236328
2022-10-24,13.84000015258789
2022-10-25,14.930000305175781
2022-10-26,15.680000305175781
2022-10-27,15.6899995803833
2022-10-28,16.049999237060547
2022-10-31,17.280000686645508
2022-11-01,17.989999771118164
2022-11-02,18.25
2022-11-03,17.3700008392334
2022-11-04,17.6200008392334
2022-11-07,17.389999389648438
2022-11-08,17.280000686645508
2022-11-09,15.569999694824219
2022-11-10,16.770000457763672
2022-11-11,16.209999084472656
2022-11-14,14.579999923706055
2022-11-15,14.40999984741211
2022-11-16,13.710000038146973
2022-11-17,13.850000381469727
2022-11-18,13.460000038146973
2022-11-21,13.170000076293945
2022-11-22,13.510000228881836
2022-11-23,13.779999732971191
2022-11-25,14.8100004196167
2022-11-28,15.130000114440918
2022-11-29,14.729999542236328
2022-11-30,14.930000305175781
2022-12-01,14.319999694824219
2022-12-02,14.4399995803833
2022-12-05,13.869999885559082
2022-12-06,14.210000038146973
2022-12-07,14.279999732971191
2022-12-08,14.300000190734863
2022-12-09,14.100000381469727
2022-12-12,14.350000381469727
2022-12-13,14.199999809265137
2022-12-14,14.239999771118164
2022-12-15,13.8100004196167
2022-12-16,13.680000305175781
2022-12-19,13.0600004196167
2022-12-20,12.210000038146973
2022-12-21,12.170000076293945
2022-12-22,12.420000076293945
2022-12-23,12.09000015258789
2022-12-27,11.680000305175781
2022-12-28,11.550000190734863
2022-12-29,12.510000228881836
2022-12-30,13.600000381469727
2023-01-03,14.539999961853027
2023-01-04,15.40999984741211
2023-01-05,15.180000305175781
2023-01-06,16.149999618530273
2023-01-09,16.34000015258789
2023-01-10,16.920000076293945
2023-01-11,17.34000015258789
2023-01-12,16.389999389648438
2023-01-13,16.40999984741211
2023-01-17,17.149999618530273
2023-01-18,17.600000381469727
2023-01-19,17.09000015258789
2023-01-20,17.020000457763672
2023-01-23,16.8700008392334
2023-01-24,15.800000190734863
2023-01-25,15.75
2023-01-26,16.0
2023-01-27,17.09000015258789
2023-01-30,16.899999618530273
2023-01-31,16.780000686645508
2023-02-01,17.670000076293945
2023-02-02,19.709999084472656
2023-02-03,18.84000015258789
2023-02-06,18.309999465942383
2023-02-07,18.670000076293945
2023-02-08,18.100000381469727
2023-02-09,17.360000610351562
2023-02-10,16.860000610351562
2023-02-13,17.549999237060547
2023-02-14,17.579999923706055
2023-02-15,18.860000610351562
2023-02-16,18.799999237060547
2023-02-17,17.600000381469727
2023-02-21,16.559999465942383
2023-02-22,16.59000015258789
2023-02-23,16.479999542236328
2023-02-24,16.329999923706055
2023-02-27,16.200000762939453
2023-02-28,17.209999084472656
2023-03-01,16.59000015258789
2023-03-02,16.729999542236328
2023-03-03,16.600000381469727
2023-03-06,15.880000114440918
2023-03-07,16.510000228881836
2023-03-08,14.25
2023-03-09,13.029999732971191
2023-03-10,13.279999732971191
2023-03-13,14.170000076293945
2023-03-14,14.279999732971191
2023-03-15,14.050000190734863
2023-03-16,14.680000305175781
2023-03-17,14.869999885559082
2023-03-20,14.140000343322754
2023-03-21,15.489999771118164
2023-03-22,14.550000190734863
2023-03-23,14.890000343322754
2023-03-24,15.109999656677246
2023-03-27,15.460000038146973
2023-03-28,15.350000381469727
2023-03-29,16.219999313354492
2023-03-30,16.020000457763672
2023-03-31,16.229999542236328
2023-04-03,16.549999237060547
2023-04-04,16.84000015258789
2023-04-05,16.90999984741211
2023-04-06,16.149999618530273
2023-04-10,17.290000915527344
2023-04-11,18.149999618530273
2023-04-12,17.5
2023-04-13,17.8799991607666
2023-04-14,17.040000915527344
2023-04-17,17.6200008392334
2023-04-18,18.25
2023-04-19,18.920000076293945
2023-04-20,18.5
2023-04-21,18.479999542236328
2023-04-24,18.31999969482422
2023-04-25,17.559999465942383
2023-04-26,17.520000457763672
2023-04-27,17.799999237060547
2023-04-28,18.239999771118164
2023-05-01,18.6200008392334
2023-05-02,18.209999084472656
2023-05-03,18.65999984741211
2023-05-04,17.18000030517578
2023-05-05,18.43000030517578
2023-05-08,18.5
2023-05-09,19.8799991607666
2023-05-10,19.809999465942383
2023-05-11,19.219999313354492
2023-05-12,19.25
2023-05-15,19.040000915527344
2023-05-16,18.670000076293945
2023-05-17,18.719999313354492
2023-05-18,18.940000534057617
2023-05-19,18.84000015258789
2023-05-22,18.25
2023-05-23,17.170000076293945
2023-05-24,16.989999771118164
2023-05-25,16.440000534057617
2023-05-26,16.09000015258789
2023-05-30,16.149999618530273
2023-05-31,15.720000267028809
2023-06-01,15.5600004196167
2023-06-02,16.290000915527344
2023-06-05,16.020000457763672
2023-06-06,17.049999237060547
2023-06-07,17.0
2023-06-08,16.799999237060547
2023-06-09,15.979999542236328
2023-06-12,15.90999984741211
2023-06-13,16.81999969482422
2023-06-14,16.1299991607666
2023-06-15,15.949999809265137
2023-06-16,15.8100004196167
2023-06-20,15.199999809265137
2023-06-21,15.050000190734863
2023-06-22,16.059999465942383
2023-06-23,16.90999984741211
2023-06-26,16.420000076293945
2023-06-27,16.420000076293945
2023-06-28,16.329999923706055
2023-06-29,16.670000076293945
2023-06-30,16.530000686645508
2023-07-03,16.81999969482422
2023-07-05,16.56999969482422
2023-07-06,16.0
2023-07-07,16.540000915527344
2023-07-10,17.100000381469727
2023-07-11,17.290000915527344
2023-07-12,17.389999389648438
2023-07-13,18.030000686645508
2023-07-14,16.850000381469727
2023-07-17,16.670000076293945
2023-07-18,16.8799991607666
2023-07-19,17.100000381469727
2023-07-20,17.25
2023-07-21,17.459999084472656
2023-07-24,17.100000381469727
2023-07-25,16.690000534057617
2023-07-26,17.149999618530273
2023-07-27,16.25
2023-07-28,16.700000762939453
2023-07-31,17.200000762939453
2023-08-01,17.360000610351562
2023-08-02,16.93000030517578
2023-08-03,16.389999389648438
2023-08-04,15.279999732971191
2023-08-07,14.460000038146973
2023-08-08,12.569999694824219
2023-08-09,11.279999732971191
2023-08-10,10.329999923706055
2023-08-11,9.6899995803833
2023-08-14,10.010000228881836
2023-08-15,9.979999542236328
2023-08-16,10.140000343322754
2023-08-17,10.710000038146973
2023-08-18,10.75
2023-08-21,10.369999885559082
2023-08-22,10.239999771118164
2023-08-23,10.109999656677246
2023-08-24,9.489999771118164
2023-08-25,9.65999984741211
2023-08-28,10.050000190734863
2023-08-29,10.100000381469727
2023-08-30,10.229999542236328
2023-08-31,9.979999542236328
2023-09-01,10.479999542236328
2023-09-05,10.0600004196167
2023-09-06,10.260000228881836
2023-09-07,10.220000267028809
2023-09-08,9.720000267028809
2023-09-11,9.84000015258789
2023-09-12,9.859999656677246
2023-09-13,9.399999618530273
2023-09-14,9.40999984741211
2023-09-15,9.40999984741211
2023-09-18,9.399999618530273
2023-09-19,9.4399995803833
2023-09-20,9.199999809265137
2023-09-21,9.149999618530273
2023-09-22,8.789999961853027
2023-09-25,8.930000305175781
2023-09-26,8.890000343322754
2023-09-27,8.75
2023-09-28,8.0
2023-09-29,7.96999979019165
2023-10-02,7.489999771118164
2023-10-03,7.329999923706055
2023-10-04,7.21999979019165
2023-10-05,6.900000095367432
2023-10-06,8.079999923706055
2023-10-09,7.21999979019165
2023-10-10,7.449999809265137
2023-10-11,7.46999979019165
2023-10-12,7.389999866485596
2023-10-13,7.980000019073486
2023-10-16,7.989999771118164
2023-10-17,8.279999732971191
2023-10-18,8.109999656677246
2023-10-19,7.880000114440918
2023-10-20,7.550000190734863
2023-10-23,7.28000020980835
2023-10-24,7.46999979019165
2023-10-25,7.309999942779541
2023-10-26,7.349999904632568
2023-10-27,7.079999923706055
2023-10-30,7.130000114440918
2023-10-31,7.199999809265137
2023-11-01,7.210000038146973
2023-11-02,8.039999961853027
2023-11-03,9.779999732971191
2023-11-06,9.75
2023-11-07,9.350000381469727
2023-11-08,8.720000267028809
2023-11-09,8.359999656677246
2023-11-10,8.390000343322754
2023-11-13,8.5600004196167
2023-11-14,9.130000114440918
2023-11-15,8.5
2023-11-16,7.980000019073486
2023-11-17,8.069999694824219
2023-11-20,8.40999984741211
2023-11-21,8.470000267028809
2023-11-22,8.220000267028809
2023-11-24,8.40999984741211
2023-11-27,8.470000267028809
2023-11-28,8.710000038146973
2023-11-29,8.84000015258789
2023-11-30,8.550000190734863
2023-12-01,8.920000076293945
2023-12-04,9.130000114440918
2023-12-05,8.869999885559082
2023-12-06,8.729999542236328
2023-12-07,8.699999809265137
2023-12-08,8.569999694824219
2023-12-11,8.949999809265137
2023-12-12,8.539999961853027
2023-12-13,8.739999771118164
2023-12-14,8.399999618530273
2023-12-15,8.270000457763672
2023-12-18,8.09000015258789
2023-12-19,8.850000381469727
2023-12-20,8.8100004196167
2023-12-21,9.399999618530273
2023-12-22,9.449999809265137
2023-12-26,9.25
2023-12-27,9.539999961853027
2023-12-28,9.380000114440918
2023-12-29,9.119999885559082
2024-01-02,9.029999732971191
2024-01-03,8.6899995803833
2024-01-04,8.779999732971191
2024-01-05,8.640000343322754
2024-01-08,8.609999656677246
2024-01-09,8.539999961853027
2024-01-10,8.380000114440918
2024-01-11,8.1899995803833
2024-01-12,8.350000381469727
2024-01-16,7.960000038146973
2024-01-17,7.960000038146973
2024-01-18,8.079999923706055
2024-01-19,8.430000305175781
2024-01-22,9.140000343322754
2024-01-23,9.109999656677246
2024-01-24,9.050000190734863
2024-01-25,9.119999885559082
2024-01-26,9.119999885559082
2024-01-29,9.75
2024-01-30,9.579999923706055
2024-01-31,9.25
2024-02-01,9.270000457763672
2024-02-02,9.130000114440918
2024-02-05,8.949999809265137
2024-02-06,9.520000457763672
2024-02-07,9.069999694824219
2024-02-08,9.350000381469727
2024-02-09,9.789999961853027
2024-02-12,11.359999656677246
2024-02-13,10.279999732971191
2024-02-14,10.979999542236328
2024-02-15,11.119999885559082
2024-02-16,10.619999885559082
2024-02-20,10.960000038146973
2024-02-21,10.770000457763672
2024-02-22,10.90999984741211
2024-02-23,11.8100004196167
2024-02-26,13.149999618530273
2024-02-27,14.399999618530273
2024-02-28,13.430000305175781
2024-02-29,14.050000190734863
2024-03-01,14.680000305175781
2024-03-04,15.539999961853027
2024-03-05,14.460000038146973
2024-03-06,19.389999389648438
2024-03-07,18.450000762939453
2024-03-08,17.90999984741211
2024-03-11,18.389999389648438
2024-03-12,18.690000534057617
2024-03-13,18.850000381469727
2024-03-14,17.110000610351562
2024-03-15,17.530000686645508
2024-03-18,17.139999389648438
2024-03-19,16.760000228881836
2024-03-20,17.729999542236328
2024-03-21,17.049999237060547
2024-03-22,17.229999542236328
2024-03-25,17.5
2024-03-26,17.760000228881836
2024-03-27,18.209999084472656
2024-03-28,18.270000457763672
2024-04-01,19.270000457763672
2024-04-02,19.139999389648438
2024-04-03,21.829999923706055
2024-04-04,22.010000228881836
2024-04-05,24.040000915527344
2024-04-08,24.43000030517578
2024-04-09,24.020000457763672
2024-04-10,23.079999923706055
2024-04-11,23.149999618530273
2024-04-12,22.489999771118164
2024-04-15,21.030000686645508
2024-04-16,21.200000762939453
2024-04-17,20.280000686645508
2024-04-18,19.690000534057617
2024-04-19,20.020000457763672
2024-04-22,20.549999237060547
2024-04-23,21.329999923706055
2024-04-24,21.020000457763672
2024-04-25,20.850000381469727
2024-04-26,21.81999969482422
2024-04-29,21.950000762939453
2024-04-30,21.389999389648438
2024-05-01,21.969999313354492
2024-05-02,18.969999313354492
2024-05-03,18.260000228881836
2024-05-06,18.59000015258789
2024-05-07,18.540000915527344
2024-05-08,18.520000457763672
2024-05-09,18.520000457763672
2024-05-10,17.979999542236328
2024-05-13,18.360000610351562
2024-05-14,18.399999618530273
2024-05-15,17.549999237060547
2024-05-16,17.34000015258789
2024-05-17,17.540000915527344
2024-05-20,18.190000534057617
2024-05-21,17.850000381469727
2024-05-22,17.68000030517578
2024-05-23,17.549999237060547
2024-05-24,18.200000762939453
2024-05-28,18.68000030517578
2024-05-29,18.139999389648438
2024-05-30,18.09000015258789
2024-05-31,17.639999389648438
2024-06-03,17.469999313354492
2024-06-04,17.729999542236328
2024-06-05,17.84000015258789
2024-06-06,18.309999465942383
2024-06-07,17.809999465942383
2024-06-10,17.93000030517578
2024-06-11,17.229999542236328
2024-06-12,16.56999969482422
2024-06-13,15.619999885559082
2024-06-14,15.220000267028809
2024-06-17,15.970000267028809
2024-06-18,15.3100004196167
2024-06-20,15.75
2024-06-21,16.020000457763672
2024-06-24,15.970000267028809
2024-06-25,15.949999809265137
2024-06-26,16.3799991607666
2024-06-27,17.0
2024-06-28,17.190000534057617
2024-07-01,16.030000686645508
2024-07-02,15.510000228881836
2024-07-03,15.710000038146973
2024-07-05,15.630000114440918
2024-07-08,15.630000114440918
2024-07-09,14.979999542236328
2024-07-10,15.350000381469727
2024-07-11,15.600000381469727
2024-07-12,15.760000228881836
2024-07-15,17.530000686645508
2024-07-16,19.06999969482422
2024-07-17,19.899999618530273
2024-07-18,20.309999465942383
2024-07-19,19.309999465942383
2024-07-22,18.510000228881836
2024-07-23,19.15999984741211
2024-07-24,18.309999465942383
2024-07-25,18.690000534057617
2024-07-26,18.889999389648438
2024-07-29,18.90999984741211
2024-07-30,19.079999923706055
2024-07-31,17.739999771118164
2024-08-01,16.389999389648438
2024-08-02,16.030000686645508
2024-08-05,15.779999732971191
2024-08-06,15.109999656677246
2024-08-07,15.569999694824219
2024-08-08,19.899999618530273
2024-08-09,18.450000762939453
2024-08-12,17.959999084472656
2024-08-13,18.68000030517578
2024-08-14,18.399999618530273
2024-08-15,18.84000015258789
2024-08-16,18.350000381469727
2024-08-19,19.6200008392334
2024-08-20,18.31999969482422
2024-08-21,18.579999923706055
2024-08-22,18.299999237060547
2024-08-23,19.559999465942383
2024-08-26,19.850000381469727
2024-08-27,20.18000030517578
2024-08-28,19.469999313354492
2024-08-29,19.93000030517578
2024-08-30,19.850000381469727
2024-09-03,18.56999969482422
2024-09-04,18.510000228881836
2024-09-05,18.600000381469727
2024-09-06,18.049999237060547
2024-09-09,18.15999984741211
2024-09-10,18.079999923706055
2024-09-11,17.850000381469727
2024-09-12,18.8700008392334
2024-09-13,19.559999465942383
2024-09-16,19.229999542236328
2024-09-17,18.1299991607666
2024-09-18,17.479999542236328
2024-09-19,18.059999465942383
2024-09-20,17.440000534057617
2024-09-23,17.899999618530273
2024-09-24,18.149999618530273
2024-09-25,17.950000762939453
2024-09-26,17.670000076293945
2024-09-27,17.170000076293945
2024-09-30,16.8799991607666
2024-10-01,16.469999313354492
2024-10-02,17.290000915527344
2024-10-03,17.100000381469727
2024-10-04,17.110000610351562
2024-10-07,16.8700008392334
2024-10-08,17.360000610351562
2024-10-09,16.760000228881836
2024-10-10,16.40999984741211
2024-10-11,17.65999984741211
2024-10-14,18.309999465942383
2024-10-15,18.270000457763672
2024-10-16,19.43000030517578
2024-10-17,19.190000534057617
2024-10-18,19.5
2024-10-21,19.0
2024-10-22,18.959999084472656
2024-10-23,18.920000076293945
2024-10-24,18.579999923706055
2024-10-25,18.34000015258789
2024-10-28,19.3799991607666
2024-10-29,18.93000030517578
2024-10-30,18.75
2024-10-31,22.170000076293945
2024-11-01,21.3700008392334
2024-11-04,22.260000228881836
2024-11-05,23.0
2024-11-06,23.489999771118164
2024-11-07,23.6200008392334
2024-11-08,28.149999618530273
2024-11-11,29.65999984741211
2024-11-12,27.020000457763672
2024-11-13,26.90999984741211
2024-11-14,26.5
2024-11-15,27.290000915527344
2024-11-18,28.540000915527344
2024-11-19,29.100000381469727
2024-11-20,28.760000228881836
2024-11-21,32.060001373291016
2024-11-22,34.0099983215332
2024-11-25,32.9900016784668
2024-11-26,32.59000015258789
2024-11-27,32.90999984741211
2024-11-29,33.040000915527344
2024-12-02,31.15999984741211
2024-12-03,31.219999313354492
2024-12-04,31.15999984741211
2024-12-05,30.6200008392334
2024-12-06,30.969999313354492
2024-12-09,29.540000915527344
2024-12-10,28.670000076293945
2024-12-11,28.799999237060547
2024-12-12,27.860000610351562
2024-12-13,27.110000610351562
2024-12-16,28.219999313354492
2024-12-17,26.329999923706055
2024-12-18,25.100000381469727
2024-12-19,25.260000228881836
2024-12-20,26.290000915527344
2024-12-23,25.84000015258789
2024-12-24,26.940000534057617
2024-12-26,28.40999984741211
2024-12-27,27.360000610351562
2024-12-30,26.479999542236328
2024-12-31,26.770000457763672
2025-01-02,25.639999389648438
2025-01-03,26.799999237060547
2025-01-06,27.040000915527344
2025-01-07,26.209999084472656
2025-01-08,26.15999984741211
2025-01-10,24.420000076293945
2025-01-13,24.549999237060547
2025-01-14,25.549999237060547
2025-01-15,26.799999237060547
2025-01-16,27.770000457763672
2025-01-17,27.299999237060547
2025-01-21,26.649999618530273
2025-01-22,26.31999969482422
2025-01-23,26.020000457763672
2025-01-24,25.989999771118164
2025-01-27,26.850000381469727
2025-01-28,27.360000610351562
2025-01-29,27.610000610351562
2025-01-30,27.68000030517578
2025-01-31,28.0
2025-02-03,27.280000686645508
2025-02-04,30.200000762939453
2025-02-05,30.84000015258789
2025-02-06,31.219999313354492
2025-02-07,31.170000076293945
2025-02-10,30.959999084472656
2025-02-11,30.760000228881836
2025-02-12,30.190000534057617
2025-02-13,30.90999984741211
2025-02-14,30.110000610351562
2025-02-18,29.989999771118164
2025-02-19,30.1200008392334
2025-02-20,28.290000915527344
2025-02-21,27.09000015258789
2025-02-24,27.329999923706055
2025-02-25,27.030000686645508
2025-02-26,27.8700008392334
2025-02-27,27.989999771118164
2025-02-28,28.729999542236328
2025-03-03,28.639999389648438
2025-03-04,29.209999084472656
2025-03-05,29.59000015258789
2025-03-06,30.280000686645508
2025-03-07,30.200000762939453
