Date,NNN
2010-01-04,9.777852058410645
2010-01-05,9.750397682189941
2010-01-06,9.841912269592285
2010-01-07,9.883089065551758
2010-01-08,9.741249084472656
2010-01-11,9.796154975891113
2010-01-12,9.677192687988281
2010-01-13,9.764129638671875
2010-01-14,9.654313087463379
2010-01-15,9.585680961608887
2010-01-19,9.791583061218262
2010-01-20,9.741249084472656
2010-01-21,9.558228492736816
2010-01-22,9.457566261291504
2010-01-25,9.498745918273926
2010-01-26,9.457566261291504
2010-01-27,9.548439979553223
2010-01-28,9.32009506225586
2010-01-29,9.413293838500977
2010-02-01,9.571737289428711
2010-02-02,9.702218055725098
2010-02-03,9.553098678588867
2010-02-04,9.301457405090332
2010-02-05,9.226896286010742
2010-02-08,9.063793182373047
2010-02-09,9.077773094177246
2010-02-10,9.068451881408691
2010-02-11,9.096412658691406
2010-02-12,9.226896286010742
2010-02-16,9.501836776733398
2010-02-17,9.609020233154297
2010-02-18,9.767457008361816
2010-02-19,9.795422554016113
2010-02-22,9.8606595993042
2010-02-23,9.790765762329102
2010-02-24,9.92124080657959
2010-02-25,9.944543838500977
2010-02-26,9.888619422912598
2010-03-01,9.95852279663086
2010-03-02,10.009782791137695
2010-03-03,10.102983474731445
2010-03-04,10.093663215637207
2010-03-05,10.34064769744873
2010-03-08,10.429187774658203
2010-03-09,10.601607322692871
2010-03-10,10.666850090026855
2010-03-11,10.713451385498047
2010-03-12,10.750731468200684
2010-03-15,10.72743034362793
2010-03-16,10.885869026184082
2010-03-17,10.91383171081543
2010-03-18,10.904513359069824
2010-03-19,10.68548583984375
2010-03-22,10.69481086730957
2010-03-23,10.713451385498047
2010-03-24,10.699464797973633
2010-03-25,10.704129219055176
2010-03-26,10.760048866271973
2010-03-29,10.76937198638916
2010-03-30,10.760048866271973
2010-03-31,10.638888359069824
2010-04-01,10.648209571838379
2010-04-05,10.834610939025879
2010-04-06,11.058293342590332
2010-04-07,11.044313430786133
2010-04-08,11.132854461669922
2010-04-09,11.128193855285645
2010-04-12,10.946454048156738
2010-04-13,11.23537540435791
2010-04-14,11.23537540435791
2010-04-15,11.01635456085205
2010-04-16,10.918490409851074
2010-04-19,11.011689186096191
2010-04-20,11.128193855285645
2010-04-21,11.319255828857422
2010-04-22,11.319255828857422
2010-04-23,11.309935569763184
2010-04-26,11.365854263305664
2010-04-27,11.146835327148438
2010-04-28,11.16813850402832
2010-04-29,11.53267765045166
2010-04-30,11.139734268188477
2010-05-03,11.4285249710083
2010-05-04,10.997703552246094
2010-05-05,10.775195121765137
2010-05-06,10.287562370300293
2010-05-07,10.278096199035645
2010-05-10,10.860411643981934
2010-05-11,10.959831237792969
2010-05-12,11.016644477844238
2010-05-13,10.841475486755371
2010-05-14,10.713651657104492
2010-05-17,10.708913803100586
2010-05-18,10.439062118530273
2010-05-19,10.401188850402832
2010-05-20,9.975106239318848
2010-05-21,10.325439453125
2010-05-24,10.140803337097168
2010-05-25,10.235492706298828
2010-05-26,10.074522018432617
2010-05-27,10.524277687072754
2010-05-28,10.40592098236084
2010-06-01,10.244956016540527
2010-06-02,10.467466354370117
2010-06-03,10.368050575256348
2010-06-04,9.889888763427734
2010-06-07,9.87568187713623
2010-06-08,10.031916618347168
2010-06-09,10.008243560791016
2010-06-10,10.320706367492676
2010-06-11,10.410655975341797
2010-06-14,10.514810562133789
2010-06-15,10.813066482543945
2010-06-16,10.661574363708496
2010-06-17,10.69471263885498
2010-06-18,10.543218612670898
2010-06-21,10.410655975341797
2010-06-22,10.17393684387207
2010-06-23,10.282832145690918
2010-06-24,10.159743309020996
2010-06-25,10.39172077178955
2010-06-28,10.33017635345459
2010-06-29,10.107662200927734
2010-06-30,10.150273323059082
2010-07-01,10.25915813446045
2010-07-02,10.159743309020996
2010-07-06,9.965635299682617
2010-07-07,10.439062118530273
2010-07-08,10.566886901855469
2010-07-09,10.642640113830566
2010-07-12,10.595292091369629
2010-07-13,10.794134140014648
2010-07-14,10.803603172302246
2010-07-15,10.794134140014648
2010-07-16,10.543218612670898
2010-07-19,10.595292091369629
2010-07-20,10.841475486755371
2010-07-21,10.529014587402344
2010-07-22,10.917223930358887
2010-07-23,10.988236427307129
2010-07-26,11.239153861999512
2010-07-27,11.239153861999512
2010-07-28,11.234343528747559
2010-07-29,11.17660903930664
2010-07-30,11.123682975769043
2010-08-02,11.253585815429688
2010-08-03,11.320948600769043
2010-08-04,11.345002174377441
2010-08-05,11.229531288146973
2010-08-06,11.253585815429688
2010-08-09,11.455657958984375
2010-08-10,11.426791191101074
2010-08-11,11.195852279663086
2010-08-12,11.268021583557129
2010-08-13,11.258399963378906
2010-08-16,11.378680229187012
2010-08-17,11.643304824829102
2010-08-18,11.787638664245605
2010-08-19,11.465283393859863
2010-08-20,11.441229820251465
2010-08-23,11.325758934020996
2010-08-24,11.38349437713623
2010-08-25,11.57113265991211
2010-08-26,11.465283393859863
2010-08-27,11.643304824829102
2010-08-30,11.503774642944336
2010-08-31,11.720279693603516
2010-09-01,12.008956909179688
2010-09-02,12.11480712890625
2010-09-03,12.085939407348633
2010-09-07,11.984898567199707
2010-09-08,11.936786651611328
2010-09-09,11.874244689941406
2010-09-10,11.826128959655762
2010-09-13,12.023391723632812
2010-09-14,11.975276947021484
2010-09-15,12.10036849975586
2010-09-16,11.994525909423828
2010-09-17,12.134051322937012
2010-09-20,12.3938570022583
2010-09-21,12.23990249633789
2010-09-22,12.167729377746582
2010-09-23,11.864619255065918
2010-09-24,12.211033821105957
2010-09-27,12.076316833496094
2010-09-28,12.138863563537598
2010-09-29,12.03782844543457
2010-09-30,12.081130027770996
2010-10-01,12.119617462158203
2010-10-04,12.28801155090332
2010-10-05,12.509331703186035
2010-10-06,12.523768424987793
2010-10-07,12.610367774963379
2010-10-08,12.696969032287598
2010-10-11,12.615177154541016
2010-10-12,12.7306489944458
2010-10-13,12.860552787780762
2010-10-14,12.788385391235352
2010-10-15,12.855746269226074
2010-10-18,13.043383598327637
2010-10-19,12.995270729064941
2010-10-20,13.25989055633545
2010-10-21,13.149230003356934
2010-10-22,13.23583698272705
2010-10-25,13.341678619384766
