Date,FCBC
2010-01-04,7.027458667755127
2010-01-05,6.93119478225708
2010-01-06,6.8632426261901855
2010-01-07,7.050111293792725
2010-01-08,6.914206027984619
2010-01-11,6.64805793762207
2010-01-12,6.642393112182617
2010-01-13,6.6876959800720215
2010-01-14,6.795288562774658
2010-01-15,6.789628505706787
2010-01-19,6.902881145477295
2010-01-20,6.982158184051514
2010-01-21,6.925530910491943
2010-01-22,6.817939758300781
2010-01-25,6.812276363372803
2010-01-26,6.783961296081543
2010-01-27,7.095411777496338
2010-01-28,6.653719425201416
2010-01-29,6.602752685546875
2010-02-01,6.53480339050293
2010-02-02,6.597093105316162
2010-02-03,6.568533897399902
2010-02-04,6.568533897399902
2010-02-05,6.568533897399902
2010-02-08,6.288658142089844
2010-02-09,6.260098934173584
2010-02-10,6.420028209686279
2010-02-11,6.625649452209473
2010-02-12,6.797001361846924
2010-02-16,6.682769775390625
2010-02-17,6.682769775390625
2010-02-18,6.751309394836426
2010-02-19,6.757022380828857
2010-02-22,6.836986541748047
2010-02-23,6.722751617431641
2010-02-24,6.848412990570068
2010-02-25,6.854122161865234
2010-02-26,6.568533897399902
2010-03-01,6.6656341552734375
2010-03-02,6.922665119171143
2010-03-03,6.882680892944336
2010-03-04,7.173980236053467
2010-03-05,7.431008338928223
2010-03-08,7.425297737121582
2010-03-09,7.396738052368164
2010-03-10,7.316773414611816
2010-03-11,7.362467288970947
2010-03-12,7.396738052368164
2010-03-15,7.402453899383545
2010-03-16,7.425297737121582
2010-03-17,7.493840217590332
2010-03-18,7.436722278594971
2010-03-19,7.4195876121521
2010-03-22,7.619498252868652
2010-03-23,7.550959587097168
2010-03-24,7.339624404907227
2010-03-25,7.248233318328857
2010-03-26,7.208251476287842
2010-03-29,7.082592487335205
2010-03-30,7.179689884185791
2010-03-31,7.065457820892334
2010-04-01,7.156843662261963
2010-04-05,7.225384712219238
2010-04-06,7.265368938446045
2010-04-07,7.299638748168945
2010-04-08,7.425297737121582
2010-04-09,7.533822536468506
2010-04-12,7.459569931030273
2010-04-13,7.259654998779297
2010-04-14,7.442431926727295
2010-04-15,7.528111934661865
2010-04-16,7.533822536468506
2010-04-19,7.613787651062012
2010-04-20,7.79656457901001
2010-04-21,8.253507614135742
2010-04-22,8.687597274780273
2010-04-23,8.796121597290039
2010-04-26,9.218793869018555
2010-04-27,9.36729621887207
2010-04-28,9.492960929870605
2010-04-29,9.82424259185791
2010-04-30,9.510093688964844
2010-05-03,9.424415588378906
2010-05-04,8.978900909423828
2010-05-05,9.178812026977539
2010-05-06,8.756138801574707
2010-05-07,8.830392837524414
2010-05-10,9.464398384094238
2010-05-11,9.618618965148926
2010-05-12,9.980609893798828
2010-05-13,9.980609893798828
2010-05-14,9.750772476196289
2010-05-17,9.836963653564453
2010-05-18,9.687567710876465
2010-05-19,9.768007278442383
2010-05-20,9.164692878723145
2010-05-21,9.06126594543457
2010-05-24,8.785465240478516
2010-05-25,8.773974418640137
2010-05-26,8.768226623535156
2010-05-27,9.245135307312012
2010-05-28,9.22789478302002
2010-06-01,8.871652603149414
2010-06-02,9.245135307312012
2010-06-03,9.302592277526855
2010-06-04,8.670544624328613
2010-06-07,8.492420196533203
2010-06-08,8.549883842468262
2010-06-09,8.555627822875977
2010-06-10,8.808446884155273
2010-06-11,9.032538414001465
2010-06-14,8.929110527038574
2010-06-15,9.135960578918457
2010-06-16,9.187675476074219
2010-06-17,9.250880241394043
2010-06-18,9.388784408569336
2010-06-21,9.164692878723145
2010-06-22,8.975074768066406
2010-06-23,8.952095985412598
2010-06-24,8.791211128234863
2010-06-25,9.233640670776367
2010-06-28,9.118721961975098
2010-06-29,8.728004455566406
2010-06-30,8.440710067749023
2010-07-01,8.400489807128906
2010-07-02,8.26258659362793
2010-07-06,8.302804946899414
2010-07-07,8.647564888000488
2010-07-08,8.722257614135742
2010-07-09,8.82568359375
2010-07-12,8.74524211883545
2010-07-13,9.22789478302002
2010-07-14,9.009552955627441
2010-07-15,8.837175369262695
2010-07-16,8.337284088134766
2010-07-19,8.279828071594238
2010-07-20,8.440710067749023
2010-07-21,8.176396369934082
2010-07-22,8.693532943725586
2010-07-23,8.699275016784668
2010-07-26,9.044029235839844
2010-07-27,8.722257614135742
2010-07-28,8.549883842468262
2010-07-29,8.578612327575684
2010-07-30,8.452202796936035
2010-08-02,8.492420196533203
2010-08-03,8.538390159606934
2010-08-04,8.653310775756836
2010-08-05,8.256841659545898
2010-08-06,8.233859062194824
2010-08-09,8.22811222076416
2010-08-10,8.078718185424805
2010-08-11,7.725708961486816
2010-08-12,7.696774005889893
2010-08-13,7.5289530754089355
2010-08-16,7.5983967781066895
2010-08-17,7.679411888122559
2010-08-18,7.60418176651001
2010-08-19,7.442144393920898
2010-08-20,7.494228363037109
2010-08-23,7.268529891967773
2010-08-24,7.297464847564697
2010-08-25,7.471078872680664
2010-08-26,7.430570602416992
2010-08-27,7.650478839874268
2010-08-30,7.436357021331787
2010-08-31,7.471078872680664
2010-09-01,7.829876899719238
2010-09-02,7.829876899719238
2010-09-03,7.934044361114502
2010-09-07,7.581034183502197
2010-09-08,7.609967231750488
2010-09-09,7.540524482727051
2010-09-10,7.471078872680664
2010-09-13,7.644692897796631
2010-09-14,7.447929859161377
2010-09-15,7.337975978851318
2010-09-16,7.071773529052734
2010-09-17,7.037049293518066
2010-09-20,7.175940036773682
2010-09-21,7.0775628089904785
2010-09-22,6.996542930603027
2010-09-23,6.956031322479248
2010-09-24,7.2511749267578125
2010-09-27,7.135429859161377
2010-09-28,7.2511749267578125
2010-09-29,7.297464847564697
2010-09-30,7.465292453765869
2010-10-01,7.546309947967529
2010-10-04,7.262746334075928
2010-10-05,7.795154571533203
2010-10-06,7.91089391708374
2010-10-07,7.754646301269531
2010-10-08,7.934044361114502
2010-10-11,7.928253650665283
2010-10-12,7.795154571533203
2010-10-13,8.107653617858887
2010-10-14,8.17131233215332
2010-10-15,8.072931289672852
2010-10-18,8.391216278076172
2010-10-19,8.194462776184082
