Date,OFLX
2010-01-04,10.78455638885498
2010-01-05,10.220033645629883
2010-01-06,9.552870750427246
2010-01-07,9.63351821899414
2010-01-08,9.530876159667969
2010-01-11,9.4795560836792
2010-01-12,9.472224235534668
2010-01-13,9.574868202209473
2010-01-14,9.46489143371582
2010-01-15,9.23028564453125
2010-01-19,9.171635627746582
2010-01-20,8.966355323791504
2010-01-21,8.21121597290039
2010-01-22,8.06458854675293
2010-01-25,8.636441230773926
2010-01-26,8.159897804260254
2010-01-27,8.167228698730469
2010-01-28,7.84464168548584
2010-01-29,7.7639994621276855
2010-02-01,7.536725044250488
2010-02-02,7.448747158050537
2010-02-03,7.522058963775635
2010-02-04,7.500065803527832
2010-02-05,7.624701499938965
2010-02-08,7.404758930206299
2010-02-09,7.698012351989746
2010-02-10,7.756666660308838
2010-02-11,7.829983234405518
2010-02-12,7.668689250946045
2010-02-16,7.734674453735352
2010-02-17,8.526468276977539
2010-02-18,8.284530639648438
2010-02-19,8.079251289367676
2010-02-22,7.434083938598633
2010-02-23,7.698012351989746
2010-02-24,7.683352947235107
2010-02-25,7.698012351989746
2010-02-26,7.566047668457031
2010-03-01,7.698012351989746
2010-03-02,7.676023483276367
2010-03-03,7.712679862976074
2010-03-04,7.720011234283447
2010-03-05,7.771330833435059
2010-03-08,7.800655364990234
2010-03-09,7.807986259460449
2010-03-10,7.917959690093994
2010-03-11,7.976611614227295
2010-03-12,7.976611614227295
2010-03-15,7.917959690093994
2010-03-16,7.954617023468018
2010-03-17,7.939955234527588
2010-03-18,7.954617023468018
2010-03-19,7.917959690093994
2010-03-22,7.866636276245117
2010-03-23,7.881299018859863
2010-03-24,7.698012351989746
2010-03-25,7.639360427856445
2010-03-26,7.742005825042725
2010-03-29,7.698012351989746
2010-03-30,7.698012351989746
2010-03-31,7.698012351989746
2010-04-01,7.720011234283447
2010-04-05,8.027932167053223
2010-04-06,7.771330833435059
2010-04-07,7.851978302001953
2010-04-08,7.837313175201416
2010-04-09,7.84464168548584
2010-04-12,7.851978302001953
2010-04-13,7.7933244705200195
2010-04-14,8.343181610107422
2010-04-15,8.218546867370605
2010-04-16,8.504477500915527
2010-04-19,8.599782943725586
2010-04-20,8.563125610351562
2010-04-21,8.819726943969727
2010-04-22,8.797730445861816
2010-04-23,8.797730445861816
2010-04-26,8.827058792114258
2010-04-27,8.695090293884277
2010-04-28,8.753743171691895
2010-04-29,8.863713264465332
2010-04-30,9.068997383117676
2010-05-03,9.16430377960205
2010-05-04,8.761077880859375
2010-05-05,8.7317476272583
2010-05-06,8.350516319274902
2010-05-07,8.511804580688477
2010-05-10,8.827058792114258
2010-05-11,8.99567985534668
2010-05-12,9.604188919067383
2010-05-13,9.714163780212402
2010-05-14,9.472224235534668
2010-05-17,9.772815704345703
2010-05-18,10.242029190063477
2010-05-19,9.413575172424316
2010-05-20,8.775735855102539
2010-05-21,8.834389686584473
2010-05-24,8.702425003051758
2010-05-25,8.775735855102539
2010-05-26,8.768406867980957
2010-05-27,9.93410587310791
2010-05-28,9.662841796875
2010-06-01,9.413575172424316
2010-06-02,9.63351821899414
2010-06-03,9.611522674560547
2010-06-04,9.149641036987305
2010-06-07,8.673097610473633
2010-06-08,8.74641227722168
2010-06-09,8.841720581054688
2010-06-10,8.944361686706543
2010-06-11,9.025006294250488
2010-06-14,8.797730445861816
2010-06-15,9.428235054016113
2010-06-16,8.973686218261719
2010-06-17,9.28160572052002
2010-06-18,9.45023250579834
2010-06-21,9.003012657165527
2010-06-22,9.134979248046875
2010-06-23,9.127647399902344
2010-06-24,9.090987205505371
2010-06-25,10.586602210998535
2010-06-28,10.821211814880371
2010-06-29,10.564607620239258
2010-06-30,10.689244270324707
2010-07-01,11.525030136108398
2010-07-02,11.53236198425293
2010-07-06,10.667250633239746
2010-07-07,10.923848152160645
2010-07-08,10.461968421936035
2010-07-09,10.52795124053955
2010-07-12,10.198038101196289
2010-07-13,11.011829376220703
2010-07-14,11.195113182067871
2010-07-15,10.703907012939453
2010-07-16,10.359330177307129
2010-07-19,10.571941375732422
2010-07-20,10.410649299621582
2010-07-21,10.322670936584473
2010-07-22,10.351996421813965
2010-07-23,10.652589797973633
2010-07-26,10.975167274475098
2010-07-27,10.703907012939453
2010-07-28,10.447309494018555
2010-07-29,10.542616844177246
2010-07-30,10.395986557006836
2010-08-02,10.571941375732422
2010-08-03,10.630594253540039
2010-08-04,10.75522518157959
2010-08-05,10.813879013061523
2010-08-06,10.938511848449707
2010-08-09,10.90185546875
2010-08-10,10.47663402557373
2010-08-11,9.831465721130371
2010-08-12,10.535285949707031
2010-08-13,10.16137981414795
2010-08-16,10.535285949707031
2010-08-17,10.330004692077637
2010-08-18,10.410649299621582
2010-08-19,10.264020919799805
2010-08-20,10.16871166229248
2010-08-23,9.853460311889648
2010-08-24,9.75815200805664
2010-08-25,9.662841796875
2010-08-26,9.266945838928223
2010-08-27,9.677505493164062
2010-08-30,9.420906066894531
2010-08-31,9.23028564453125
2010-09-01,9.8461275100708
2010-09-02,9.765482902526855
2010-09-03,9.802142143249512
2010-09-07,9.523545265197754
2010-09-08,9.63351821899414
2010-09-09,9.047001838684082
2010-09-10,9.112983703613281
2010-09-13,9.508881568908691
2010-09-14,9.457562446594238
2010-09-15,9.838799476623535
2010-09-16,9.574868202209473
2010-09-17,9.50154972076416
2010-09-20,9.890115737915039
2010-09-21,9.948769569396973
2010-09-22,10.190706253051758
2010-09-23,10.124725341796875
2010-09-24,10.498625755310059
2010-09-27,10.689244270324707
2010-09-28,10.777220726013184
2010-09-29,10.967840194702148
2010-09-30,10.469301223754883
2010-10-01,10.483965873718262
2010-10-04,10.447309494018555
2010-10-05,10.505958557128906
2010-10-06,10.718570709228516
2010-10-07,10.52795124053955
2010-10-08,10.718570709228516
2010-10-11,10.491293907165527
2010-10-12,10.483965873718262
2010-10-13,10.835871696472168
2010-10-14,10.86520004272461
2010-10-15,11.004496574401855
2010-10-18,11.231771469116211
2010-10-19,10.894523620605469
2010-10-20,11.107138633728027
2010-10-21,10.90185546875
2010-10-22,10.86520004272461
2010-10-25,10.86520004272461
2010-10-26,10.461968421936035
2010-10-27,10.022083282470703
2010-10-28,9.882783889770508
2010-10-29,10.102725982666016
2010-11-01,9.853460311889648
2010-11-02,10.330004692077637
2010-11-03,10.608600616455078
2010-11-04,10.982499122619629
2010-11-05,10.975167274475098
2010-11-08,10.997164726257324
2010-11-09,11.275762557983398
2010-11-10,11.986910820007324
2010-11-11,12.177525520324707
2010-11-12,12.77137565612793
2010-11-15,12.639406204223633
2010-11-16,12.368144989013672
2010-11-17,12.529433250427246
2010-11-18,12.991316795349121
2010-11-19,12.69805908203125
2010-11-22,12.778706550598145
2010-11-23,12.558761596679688
2010-11-24,12.734716415405273
2010-11-26,12.734716415405273
2010-11-29,12.683396339416504
2010-11-30,12.441458702087402
2010-12-01,12.456121444702148
2010-12-02,12.382806777954102
2010-12-03,12.184859275817871
2010-12-06,12.177525520324707
2010-12-07,12.104214668273926
2010-12-08,12.096882820129395
2010-12-09,11.986910820007324
2010-12-10,12.353480339050293
2010-12-13,12.390138626098633
2010-12-14,12.463456153869629
2010-12-15,12.287498474121094
2010-12-16,12.676065444946289
2010-12-17,12.536768913269043
2010-12-20,12.463456153869629
2010-12-21,12.478116989135742
2010-12-22,12.492779731750488
2010-12-23,12.272838592529297
2010-12-27,12.316823959350586
2010-12-28,12.412132263183594
2010-12-29,12.426796913146973
2010-12-30,12.170194625854492
2010-12-31,12.126208305358887
2011-01-03,11.73030948638916
2011-01-04,11.297752380371094
2011-01-05,11.30508804321289
2011-01-06,11.312418937683105
2011-01-07,10.40331745147705
2011-01-10,10.124725341796875
2011-01-11,10.359330177307129
2011-01-12,10.469301223754883
2011-01-13,10.454635620117188
2011-01-14,10.630594253540039
2011-01-18,10.256690979003906
2011-01-19,10.447309494018555
2011-01-20,10.52795124053955
2011-01-21,10.154048919677734
2011-01-24,10.11739444732666
2011-01-25,9.948769569396973
2011-01-26,9.956101417541504
2011-01-27,9.64818000793457
2011-01-28,9.090987205505371
2011-01-31,9.523545265197754
2011-02-01,9.442899703979492
2011-02-02,8.973686218261719
2011-02-03,8.885712623596191
2011-02-04,9.003012657165527
2011-02-07,8.92236614227295
2011-02-08,9.244952201843262
2011-02-09,9.16430377960205
2011-02-10,9.07632827758789
2011-02-11,9.186300277709961
2011-02-14,9.16430377960205
2011-02-15,9.347591400146484
2011-02-16,9.369585990905762
2011-02-17,9.171635627746582
2011-02-18,9.28893756866455
2011-02-22,9.530876159667969
2011-02-23,9.244952201843262
2011-02-24,9.508881568908691
2011-02-25,9.530876159667969
2011-02-28,9.582197189331055
2011-03-01,9.090987205505371
2011-03-02,9.486888885498047
2011-03-03,9.63351821899414
2011-03-04,9.428235054016113
2011-03-07,9.50154972076416
2011-03-08,9.626187324523926
2011-03-09,9.552870750427246
2011-03-10,9.508881568908691
2011-03-11,9.582197189331055
2011-03-14,9.347591400146484
2011-03-15,9.208294868469238
2011-03-16,9.516212463378906
2011-03-17,9.611522674560547
2011-03-18,9.802142143249512
2011-03-21,10.322670936584473
2011-03-22,9.91944408416748
2011-03-23,9.706829071044922
2011-03-24,9.5968599319458
2011-03-25,9.640847206115723
2011-03-28,9.728824615478516
2011-03-29,9.699499130249023
2011-03-30,9.699499130249023
2011-03-31,9.86079216003418
2011-04-01,9.897449493408203
2011-04-04,10.080734252929688
2011-04-05,10.095398902893066
2011-04-06,10.359330177307129
2011-04-07,10.300678253173828
2011-04-08,10.264020919799805
2011-04-11,10.264020919799805
2011-04-12,10.234694480895996
2011-04-13,10.205368041992188
2011-04-14,10.102725982666016
2011-04-15,10.278684616088867
2011-04-18,10.16871166229248
2011-04-19,10.271350860595703
2011-04-20,10.088065147399902
2011-04-21,10.16137981414795
2011-04-25,10.271350860595703
2011-04-26,10.154048919677734
2011-04-27,10.351996421813965
2011-04-28,10.220033645629883
2011-04-29,10.344667434692383
2011-05-02,10.11739444732666
2011-05-03,10.264020919799805
2011-05-04,10.264020919799805
2011-05-05,10.264020919799805
2011-05-06,10.300678253173828
2011-05-09,10.366663932800293
2011-05-10,10.366663932800293
2011-05-11,10.264020919799805
2011-05-12,10.359330177307129
2011-05-13,10.264020919799805
2011-05-16,10.183375358581543
2011-05-17,10.278684616088867
2011-05-18,10.30800724029541
2011-05-19,10.183375358581543
2011-05-20,10.256690979003906
2011-05-23,9.941436767578125
2011-05-24,9.780146598815918
2011-05-25,9.890115737915039
2011-05-26,9.86079216003418
2011-05-27,9.75815200805664
2011-05-31,9.780146598815918
2011-06-01,9.494220733642578
2011-06-02,9.530876159667969
2011-06-03,9.46489143371582
2011-06-06,9.508881568908691
2011-06-07,9.560201644897461
2011-06-08,9.530876159667969
2011-06-09,9.780146598815918
2011-06-10,9.574868202209473
2011-06-13,10.11739444732666
2011-06-14,10.154048919677734
2011-06-15,9.714163780212402
2011-06-16,9.868124008178711
2011-06-17,9.890115737915039
2011-06-20,9.618853569030762
2011-06-21,9.692166328430176
2011-06-22,9.391576766967773
2011-06-23,9.516212463378906
2011-06-24,9.640847206115723
2011-06-27,10.11739444732666
2011-06-28,10.366663932800293
2011-06-29,10.351996421813965
2011-06-30,10.286015510559082
2011-07-01,9.728824615478516
2011-07-05,9.816802978515625
2011-07-06,9.831465721130371
2011-07-07,10.80654525756836
2011-07-08,10.90185546875
2011-07-11,9.831465721130371
2011-07-12,10.007420539855957
2011-07-13,10.022083282470703
2011-07-14,9.750821113586426
2011-07-15,9.897449493408203
2011-07-18,9.523545265197754
2011-07-19,9.890115737915039
2011-07-20,9.684839248657227
2011-07-21,9.765482902526855
2011-07-22,9.82413387298584
2011-07-25,9.699499130249023
2011-07-26,9.743488311767578
2011-07-27,9.508881568908691
2011-07-28,9.552870750427246
2011-07-29,9.508881568908691
2011-08-01,9.45023250579834
2011-08-02,9.362252235412598
2011-08-03,9.611522674560547
2011-08-04,9.538209915161133
2011-08-05,9.457562446594238
2011-08-08,9.222954750061035
2011-08-09,10.264020919799805
2011-08-10,9.538209915161133
2011-08-11,9.706829071044922
2011-08-12,9.530876159667969
2011-08-15,10.066072463989258
2011-08-16,9.435568809509277
2011-08-17,9.523545265197754
2011-08-18,9.420906066894531
2011-08-19,9.45023250579834
2011-08-22,9.662841796875
2011-08-23,9.897449493408203
2011-08-24,10.05873966217041
2011-08-25,9.750821113586426
2011-08-26,9.890115737915039
2011-08-29,10.036746978759766
2011-08-30,9.956101417541504
2011-08-31,9.604188919067383
2011-09-01,9.662841796875
2011-09-02,10.02941608428955
2011-09-06,10.080734252929688
2011-09-07,10.183375358581543
2011-09-08,9.354921340942383
2011-09-09,9.457562446594238
2011-09-12,9.63351821899414
2011-09-13,9.552870750427246
2011-09-14,9.838799476623535
2011-09-15,9.816802978515625
2011-09-16,10.432645797729492
2011-09-19,9.86079216003418
2011-09-20,9.640847206115723
2011-09-21,9.296269416809082
2011-09-22,9.274276733398438
2011-09-23,9.530876159667969
2011-09-26,9.93410587310791
2011-09-27,10.044079780578613
2011-09-28,9.73615837097168
2011-09-29,9.63351821899414
2011-09-30,9.750821113586426
2011-10-03,9.435568809509277
2011-10-04,9.992758750915527
2011-10-05,10.044079780578613
2011-10-06,9.9707612991333
2011-10-07,9.73615837097168
2011-10-10,9.941436767578125
2011-10-11,9.523545265197754
2011-10-12,9.662841796875
2011-10-13,9.435568809509277
2011-10-14,9.50154972076416
2011-10-17,8.504477500915527
2011-10-18,8.739079475402832
2011-10-19,7.624701499938965
2011-10-20,8.108577728271484
2011-10-21,8.592453002929688
2011-10-24,8.973686218261719
2011-10-25,8.577790260314941
2011-10-26,9.061665534973145
2011-10-27,9.73615837097168
2011-10-28,9.677505493164062
2011-10-31,8.643773078918457
2011-11-01,8.827058792114258
2011-11-02,9.28160572052002
2011-11-03,9.28160572052002
2011-11-04,9.376917839050293
2011-11-07,9.215621948242188
2011-11-08,9.523545265197754
2011-11-09,9.16430377960205
2011-11-10,9.384247779846191
2011-11-11,9.494220733642578
2011-11-14,9.50154972076416
2011-11-15,9.816802978515625
2011-11-16,9.472224235534668
2011-11-17,9.897449493408203
2011-11-18,9.809471130371094
2011-11-21,9.787476539611816
2011-11-22,9.611522674560547
2011-11-23,9.296269416809082
2011-11-25,8.724416732788086
2011-11-28,9.193629264831543
2011-11-29,8.92236614227295
2011-11-30,9.875456809997559
2011-12-01,9.406241416931152
2011-12-02,10.000090599060059
2011-12-05,10.022083282470703
2011-12-06,9.948769569396973
2011-12-07,9.904779434204102
2011-12-08,9.7214937210083
