Date,NSSC
2010-01-04,0.9298969507217407
2010-01-05,0.9347403049468994
2010-01-06,0.9153674244880676
2010-01-07,0.9105242490768433
2010-01-08,0.9153674244880676
2010-01-11,0.9153674244880676
2010-01-12,0.9153674244880676
2010-01-13,0.9686428904533386
2010-01-14,0.9637995362281799
2010-01-15,0.9686428904533386
2010-01-19,0.9105242490768433
2010-01-20,0.9880157709121704
2010-01-21,0.9686428904533386
2010-01-22,0.9202106595039368
2010-01-25,0.9928587079048157
2010-01-26,0.9686428904533386
2010-01-27,0.9686428904533386
2010-01-28,0.9686428904533386
2010-01-29,0.9783293008804321
2010-02-01,1.0122315883636475
2010-02-02,0.9734860062599182
2010-02-03,1.0267614126205444
2010-02-04,1.0122315883636475
2010-02-05,1.0170748233795166
2010-02-08,1.0170748233795166
2010-02-09,1.0461342334747314
2010-02-10,1.0267614126205444
2010-02-11,1.0316046476364136
2010-02-12,1.0606638193130493
2010-02-16,0.9783293008804321
2010-02-17,1.0170748233795166
2010-02-18,1.0558207035064697
2010-02-19,1.070350170135498
2010-02-22,1.0897231101989746
2010-02-23,1.1042529344558716
2010-02-24,1.0897231101989746
2010-02-25,1.0897231101989746
2010-02-26,1.0655070543289185
2010-03-01,1.1042529344558716
2010-03-02,1.1042529344558716
2010-03-03,1.0800367593765259
2010-03-04,1.0945664644241333
2010-03-05,1.1187824010849
2010-03-08,1.0897231101989746
2010-03-09,1.0800367593765259
2010-03-10,1.084879994392395
2010-03-11,1.0897231101989746
2010-03-12,1.0558207035064697
2010-03-15,1.1333118677139282
2010-03-16,1.0364478826522827
2010-03-17,1.050977349281311
2010-03-18,1.0897231101989746
2010-03-19,1.0897231101989746
2010-03-22,1.0800367593765259
2010-03-23,1.1139391660690308
2010-03-24,1.099409580230713
2010-03-25,1.0897231101989746
2010-03-26,1.1042529344558716
2010-03-29,1.0655070543289185
2010-03-30,1.070350170135498
2010-03-31,1.1139391660690308
2010-04-01,1.0897231101989746
2010-04-05,1.084879994392395
2010-04-06,1.1381553411483765
2010-04-07,1.162371277809143
2010-04-08,1.172057867050171
2010-04-09,1.1865873336791992
2010-04-12,1.2011170387268066
2010-04-13,1.1865873336791992
2010-04-14,1.1478418111801147
2010-04-15,1.1817442178726196
2010-04-16,1.157528281211853
2010-04-19,1.157528281211853
2010-04-20,1.1865873336791992
2010-04-21,1.1187824010849
2010-04-22,1.215646743774414
2010-04-23,1.2011170387268066
2010-04-26,1.191430687904358
2010-04-27,1.191430687904358
2010-04-28,1.1429983377456665
2010-04-29,1.1187824010849
2010-04-30,1.1672147512435913
2010-05-03,1.0945664644241333
2010-05-04,1.0606638193130493
2010-05-05,1.050977349281311
2010-05-06,1.0655070543289185
2010-05-07,1.070350170135498
2010-05-10,1.084879994392395
2010-05-11,1.0897231101989746
2010-05-12,1.0945664644241333
2010-05-13,1.099409580230713
2010-05-14,1.0412912368774414
2010-05-17,1.070350170135498
2010-05-18,1.0316046476364136
2010-05-19,1.0316046476364136
2010-05-20,1.0800367593765259
2010-05-21,1.0655070543289185
2010-05-24,1.0800367593765259
2010-05-25,1.0025451183319092
2010-05-26,1.0122315883636475
2010-05-27,0.9831724762916565
2010-05-28,0.9783293008804321
2010-06-01,0.9831724762916565
2010-06-02,1.0219180583953857
2010-06-03,0.9831724762916565
2010-06-04,0.9347403049468994
2010-06-07,0.9347403049468994
2010-06-08,0.9347403049468994
2010-06-09,0.9153674244880676
2010-06-10,0.9589564204216003
2010-06-11,0.9444268345832825
2010-06-14,0.8766217827796936
2010-06-15,0.8572489023208618
2010-06-16,0.8766217827796936
2010-06-17,0.9298969507217407
2010-06-18,0.8717784881591797
2010-06-21,0.9105242490768433
2010-06-22,0.8524056673049927
2010-06-23,0.8911514282226562
2010-06-24,0.8911514282226562
2010-06-25,0.8572489023208618
2010-06-28,0.8427192568778992
2010-06-29,0.8717784881591797
2010-06-30,0.8717784881591797
2010-07-01,0.8475624322891235
2010-07-02,0.8717784881591797
2010-07-06,0.8959946036338806
2010-07-07,0.8959946036338806
2010-07-08,0.8524056673049927
2010-07-09,0.8911514282226562
2010-07-12,0.8475624322891235
2010-07-13,0.8475624322891235
2010-07-14,0.8233464956283569
2010-07-15,0.8669353127479553
2010-07-16,0.818503201007843
2010-07-19,0.8330327868461609
2010-07-20,0.8427192568778992
2010-07-21,0.8039734959602356
2010-07-22,0.818503201007843
2010-07-23,0.8669353127479553
2010-07-26,0.9589564204216003
2010-07-27,0.9734860062599182
2010-07-28,0.9686428904533386
2010-07-29,0.9153674244880676
2010-07-30,0.83787602186203
2010-08-02,0.9589564204216003
2010-08-03,0.9928587079048157
2010-08-04,0.9202106595039368
2010-08-05,0.9056809544563293
2010-08-06,0.9008378386497498
2010-08-09,0.9153674244880676
2010-08-10,0.9008378386497498
2010-08-11,0.83787602186203
2010-08-12,0.9202106595039368
2010-08-13,0.8959946036338806
2010-08-16,0.8717784881591797
2010-08-17,0.9056809544563293
2010-08-18,0.9250538349151611
2010-08-19,0.8911514282226562
2010-08-20,0.9686428904533386
2010-08-23,0.9153674244880676
2010-08-24,0.8766217827796936
2010-08-25,0.9298969507217407
2010-08-26,0.8475624322891235
2010-08-27,0.8620920777320862
2010-08-30,0.9202106595039368
2010-08-31,0.9686428904533386
2010-09-01,0.9444268345832825
2010-09-02,0.8717784881591797
2010-09-03,0.8717784881591797
2010-09-07,0.881464958190918
