Date,SYBT
2010-01-04,9.57093620300293
2010-01-05,9.368985176086426
2010-01-06,9.268007278442383
2010-01-07,9.6543550491333
2010-01-08,9.601670265197754
2010-01-11,9.42166805267334
2010-01-12,9.382155418395996
2010-01-13,9.377762794494629
2010-01-14,9.461180686950684
2010-01-15,9.241663932800293
2010-01-19,9.311907768249512
2010-01-20,9.268007278442383
2010-01-21,9.18019962310791
2010-01-22,9.162639617919922
2010-01-25,9.193367004394531
2010-01-26,9.101171493530273
2010-01-27,9.456791877746582
2010-01-28,9.342637062072754
2010-01-29,9.303130149841309
2010-02-01,9.17580795288086
2010-02-02,9.131905555725098
2010-02-03,9.0177583694458
2010-02-04,8.912388801574707
2010-02-05,9.070440292358398
2010-02-08,8.780674934387207
2010-02-09,8.86848258972168
2010-02-10,8.79384708404541
2010-02-11,9.022147178649902
2010-02-12,9.026537895202637
2010-02-16,9.23288345336914
2010-02-17,9.298739433288574
2010-02-18,9.430450439453125
2010-02-19,9.426057815551758
2010-02-22,9.50069522857666
2010-02-23,9.588500022888184
2010-02-24,9.632406234741211
2010-02-25,9.601670265197754
2010-02-26,9.636795997619629
2010-03-01,9.671913146972656
2010-03-02,9.891434669494629
2010-03-03,10.018754959106445
2010-03-04,10.088996887207031
2010-03-05,10.115341186523438
2010-03-08,10.15046501159668
2010-03-09,10.110953330993652
2010-03-10,10.07143783569336
2010-03-11,10.252781867980957
2010-03-12,10.257208824157715
2010-03-15,10.221824645996094
2010-03-16,10.164320945739746
2010-03-17,10.137784957885742
2010-03-18,10.124515533447266
2010-03-19,10.323551177978516
2010-03-22,10.301437377929688
2010-03-23,10.075860977172852
2010-03-24,9.845858573913574
2010-03-25,9.867972373962402
2010-03-26,10.01835823059082
2010-03-29,10.058168411254883
2010-03-30,10.08470344543457
2010-03-31,10.062590599060059
2010-04-01,10.12009334564209
2010-04-05,10.186439514160156
2010-04-06,10.31470775604248
2010-04-07,10.261631965637207
2010-04-08,10.332398414611816
2010-04-09,10.243938446044922
2010-04-12,10.177587509155273
2010-04-13,10.199706077575684
2010-04-14,10.372209548950195
2010-04-15,10.491629600524902
2010-04-16,10.49605655670166
2010-04-19,10.442975997924805
2010-04-20,10.593363761901855
2010-04-21,10.61548137664795
2010-04-22,10.571249961853027
2010-04-23,10.677403450012207
2010-04-26,10.66413402557373
2010-04-27,10.350091934204102
2010-04-28,10.442975997924805
2010-04-29,10.97817611694336
2010-04-30,10.50047779083252
2010-05-03,10.743749618530273
2010-05-04,10.504901885986328
2010-05-05,10.292594909667969
2010-05-06,10.230669975280762
2010-05-07,10.164320945739746
2010-05-10,10.650863647460938
2010-05-11,10.504901885986328
2010-05-12,11.048949241638184
2010-05-13,10.97375202178955
2010-05-14,10.858752250671387
2010-05-17,10.982597351074219
2010-05-18,10.77029037475586
2010-05-19,10.721632957458496
2010-05-20,10.239513397216797
2010-05-21,10.297019004821777
2010-05-24,10.12009334564209
2010-05-25,10.20412826538086
2010-05-26,10.19528579711914
2010-05-27,10.611054420471191
2010-05-28,10.36778450012207
2010-06-01,10.168745994567871
2010-06-02,10.460672378540039
2010-06-03,10.469514846801758
2010-06-04,10.186439514160156
2010-06-07,10.199706077575684
2010-06-08,10.226248741149902
2010-06-09,10.133358001708984
2010-06-10,10.445293426513672
2010-06-11,10.52104663848877
2010-06-14,10.49876880645752
2010-06-15,10.650279998779297
2010-06-16,10.668103218078613
2010-06-17,10.69929313659668
2010-06-18,10.703750610351562
2010-06-21,10.458662033081055
2010-06-22,10.356168746948242
2010-06-23,10.39627456665039
2010-06-24,10.360626220703125
2010-06-25,10.436378479003906
2010-06-28,10.414098739624023
2010-06-29,10.235849380493164
2010-06-30,10.24030590057373
2010-07-01,10.293782234191895
2010-07-02,10.244766235351562
2010-07-06,10.275955200195312
2010-07-07,10.668103218078613
2010-07-08,10.668103218078613
2010-07-09,10.752767562866211
2010-07-12,10.47648811340332
2010-07-13,10.904277801513672
2010-07-14,10.645820617675781
2010-07-15,10.48539924621582
2010-07-16,10.249221801757812
2010-07-19,10.25367259979248
2010-07-20,10.32943344116211
2010-07-21,10.293782234191895
2010-07-22,10.654732704162598
2010-07-23,11.002315521240234
2010-07-26,11.336529731750488
2010-07-27,11.296425819396973
2010-07-28,11.069158554077148
2010-07-29,11.109265327453613
2010-07-30,11.109265327453613
2010-08-02,11.216215133666992
2010-08-03,11.078071594238281
2010-08-04,11.22957706451416
2010-08-05,10.988947868347168
2010-08-06,10.868631362915039
2010-08-09,11.176106452941895
2010-08-10,10.971122741699219
2010-08-11,10.672557830810547
2010-08-12,10.641362190246582
