Date,ORA
2010-01-04,33.942256927490234
2010-01-05,34.05876922607422
2010-01-06,34.05876922607422
2010-01-07,33.62854766845703
2010-01-08,32.96529769897461
2010-01-11,33.31485366821289
2010-01-12,32.54405212402344
2010-01-13,33.96018600463867
2010-01-14,33.41345977783203
2010-01-15,33.646480560302734
2010-01-19,33.52997589111328
2010-01-20,33.279022216796875
2010-01-21,32.490264892578125
2010-01-22,31.701547622680664
2010-01-25,31.791187286376953
2010-01-26,31.916662216186523
2010-01-27,32.006290435791016
2010-01-28,32.14969253540039
2010-01-29,30.850078582763672
2010-02-01,31.889780044555664
2010-02-02,31.871835708618164
2010-02-03,31.970428466796875
2010-02-04,30.168903350830078
2010-02-05,30.48259925842285
2010-02-08,30.38402557373047
2010-02-09,30.679790496826172
2010-02-10,30.007570266723633
2010-02-11,30.097204208374023
2010-02-12,29.792463302612305
2010-02-16,30.410907745361328
2010-02-17,30.3660888671875
2010-02-18,30.563274383544922
2010-02-19,30.930736541748047
2010-02-22,30.80525779724121
2010-02-23,29.73868179321289
2010-02-24,28.59143829345703
2010-02-25,27.79374885559082
2010-02-26,25.929475784301758
2010-03-01,25.804004669189453
2010-03-02,26.29695701599121
2010-03-03,26.07289695739746
2010-03-04,26.512067794799805
2010-03-05,27.211162567138672
2010-03-08,27.291833877563477
2010-03-09,27.291833877563477
2010-03-10,27.184280395507812
2010-03-11,27.005014419555664
2010-03-12,27.07701873779297
2010-03-15,26.64507293701172
2010-03-16,26.978029251098633
2010-03-17,27.5179443359375
2010-03-18,27.005022048950195
2010-03-19,26.26712989807129
2010-03-22,26.429109573364258
2010-03-23,26.096158981323242
2010-03-24,25.52923583984375
2010-03-25,25.016313552856445
2010-03-26,24.908323287963867
2010-03-29,24.980310440063477
2010-03-30,25.133302688598633
2010-03-31,25.322269439697266
2010-04-01,26.087158203125
2010-04-05,26.1501522064209
2010-04-06,26.447101593017578
2010-04-07,26.177154541015625
2010-04-08,26.537086486816406
2010-04-09,26.99602508544922
2010-04-12,27.895893096923828
2010-04-13,27.931888580322266
2010-04-14,27.742916107177734
2010-04-15,28.309829711914062
2010-04-16,26.951026916503906
2010-04-19,27.23899269104004
2010-04-20,27.60793685913086
2010-04-21,27.922889709472656
2010-04-22,28.102859497070312
2010-04-23,28.003883361816406
2010-04-26,28.678775787353516
2010-04-27,28.57079315185547
2010-04-28,28.63378143310547
2010-04-29,28.876754760742188
2010-04-30,28.669780731201172
2010-05-03,29.1107120513916
2010-05-04,28.867748260498047
2010-05-05,27.67092514038086
2010-05-06,26.28512954711914
2010-05-07,25.12430191040039
2010-05-10,26.72606086730957
2010-05-11,26.951026916503906
2010-05-12,27.895893096923828
2010-05-13,27.62592124938965
2010-05-14,27.01302146911621
2010-05-17,27.472702026367188
2010-05-18,26.481237411499023
2010-05-19,26.16576385498047
2010-05-20,24.390138626098633
2010-05-21,24.4982852935791
2010-05-24,24.471256256103516
2010-05-25,24.083681106567383
2010-05-26,24.435199737548828
2010-05-27,25.68805694580078
2010-05-28,25.679048538208008
2010-06-01,24.795740127563477
2010-06-02,24.804752349853516
2010-06-03,25.273452758789062
2010-06-04,24.543363571166992
2010-06-07,23.93045997619629
2010-06-08,24.381128311157227
2010-06-09,24.750667572021484
2010-06-10,25.30950164794922
2010-06-11,25.40865135192871
2010-06-14,25.8863525390625
2010-06-15,26.733612060546875
2010-06-16,26.850784301757812
2010-06-17,26.68853759765625
2010-06-18,26.742626190185547
2010-06-21,26.625442504882812
2010-06-22,25.913389205932617
2010-06-23,25.859317779541016
2010-06-24,25.552858352661133
2010-06-25,25.606945037841797
2010-06-28,25.895370483398438
2010-06-29,25.246397018432617
2010-06-30,25.498781204223633
2010-07-01,25.381601333618164
2010-07-02,25.787214279174805
2010-07-06,25.45371437072754
2010-07-07,25.976484298706055
2010-07-08,26.057598114013672
2010-07-09,26.129714965820312
2010-07-12,26.0485897064209
2010-07-13,26.003528594970703
2010-07-14,25.778196334838867
2010-07-15,25.345556259155273
2010-07-16,24.930938720703125
2010-07-19,24.85882568359375
2010-07-20,25.33654022216797
2010-07-21,24.903898239135742
2010-07-22,25.751157760620117
2010-07-23,25.832277297973633
2010-07-26,26.16576385498047
2010-07-27,26.23788070678711
2010-07-28,25.80523109436035
2010-07-29,25.1652889251709
2010-07-30,25.07515525817871
2010-08-02,25.967472076416016
2010-08-03,25.47174835205078
2010-08-04,25.904382705688477
2010-08-05,25.73312759399414
2010-08-06,26.156753540039062
2010-08-09,25.904382705688477
2010-08-10,25.4446964263916
2010-08-11,24.119739532470703
2010-08-12,23.966510772705078
2010-08-13,24.454145431518555
2010-08-16,24.381906509399414
2010-08-17,24.634750366210938
2010-08-18,24.43609046936035
2010-08-19,23.867177963256836
2010-08-20,23.59626007080078
2010-08-23,23.95748519897461
2010-08-24,23.668508529663086
2010-08-25,24.27353858947754
2010-08-26,24.336753845214844
2010-08-27,25.167545318603516
2010-08-30,24.734088897705078
2010-08-31,24.887605667114258
2010-09-01,25.62807846069336
2010-09-02,25.889965057373047
2010-09-03,25.92609214782715
2010-09-07,25.411359786987305
2010-09-08,25.63712501525879
2010-09-09,26.043493270874023
2010-09-10,25.93511962890625
2010-09-13,26.052518844604492
2010-09-14,26.36857795715332
2010-09-15,26.29633331298828
2010-09-16,26.39566993713379
2010-09-17,26.287309646606445
2010-09-20,26.59433364868164
2010-09-21,26.350521087646484
2010-09-22,26.269254684448242
2010-09-23,26.242155075073242
2010-09-24,26.57628059387207
2010-09-27,26.187973022460938
2010-09-28,26.314395904541016
2010-09-29,26.332448959350586
2010-09-30,26.341482162475586
2010-10-01,26.838150024414062
2010-10-04,26.747854232788086
2010-10-05,27.100034713745117
2010-10-06,27.027793884277344
2010-10-07,26.820091247558594
2010-10-08,27.163244247436523
2010-10-11,27.163244247436523
2010-10-12,26.955551147460938
2010-10-13,27.063913345336914
2010-10-14,26.675607681274414
2010-10-15,26.29633331298828
2010-10-18,26.485973358154297
2010-10-19,25.980274200439453
2010-10-20,26.169906616210938
2010-10-21,25.808700561523438
2010-10-22,25.835798263549805
2010-10-25,25.962209701538086
2010-10-26,25.66420555114746
2010-10-27,25.591964721679688
2010-10-28,25.591964721679688
2010-10-29,25.7454891204834
2010-11-01,25.375242233276367
2010-11-02,25.3481502532959
2010-11-03,25.45651626586914
2010-11-04,25.45651626586914
2010-11-05,25.492630004882812
2010-11-08,24.815357208251953
2010-11-09,24.508329391479492
2010-11-10,24.770212173461914
2010-11-11,24.65281105041504
2010-11-12,24.2103271484375
2010-11-15,24.336990356445312
2010-11-16,24.409372329711914
2010-11-17,24.43650245666504
2010-11-18,24.979337692260742
2010-11-19,24.916013717651367
2010-11-22,24.50887680053711
2010-11-23,24.481752395629883
2010-11-24,24.635549545288086
2010-11-26,24.445552825927734
2010-11-29,24.282703399658203
2010-11-30,24.24652099609375
2010-12-01,24.318893432617188
2010-12-02,24.689834594726562
2010-12-03,24.771249771118164
2010-12-06,25.042667388916016
2010-12-07,25.16029167175293
2010-12-08,25.178377151489258
2010-12-09,25.495031356811523
2010-12-10,25.694080352783203
2010-12-13,25.395511627197266
2010-12-14,25.657875061035156
2010-12-15,25.449792861938477
2010-12-16,25.59455108642578
2010-12-17,25.91120147705078
2010-12-20,26.010725021362305
2010-12-21,26.010725021362305
2010-12-22,26.68926429748535
2010-12-23,26.68926429748535
2010-12-27,26.68926429748535
2010-12-28,26.589738845825195
2010-12-29,26.770687103271484
2010-12-30,26.671167373657227
2010-12-31,26.761638641357422
2011-01-03,26.66212272644043
2011-01-04,26.60784339904785
2011-01-05,26.996871948242188
2011-01-06,26.915447235107422
2011-01-07,27.033058166503906
2011-01-10,26.861160278320312
2011-01-11,27.29542350769043
2011-01-12,27.955873489379883
2011-01-13,28.00110626220703
2011-01-14,28.145864486694336
2011-01-18,28.20919418334961
2011-01-19,27.747783660888672
2011-01-20,27.376853942871094
2011-01-21,27.621129989624023
2011-01-24,27.856355667114258
2011-01-25,27.820165634155273
2011-01-26,27.747783660888672
2011-01-27,28.182048797607422
2011-01-28,28.028249740600586
2011-01-31,27.82921600341797
2011-02-01,28.20919418334961
2011-02-02,27.865400314331055
2011-02-03,27.593976974487305
2011-02-04,27.485410690307617
2011-02-07,27.557798385620117
2011-02-08,27.431137084960938
2011-02-09,26.707361221313477
2011-02-10,26.49927520751953
2011-02-11,26.526416778564453
2011-02-14,26.960681915283203
2011-02-15,26.58069610595703
2011-02-16,26.42689323425293
2011-02-17,25.920249938964844
2011-02-18,26.173572540283203
2011-02-22,25.286949157714844
2011-02-23,22.76277732849121
2011-02-24,21.722347259521484
2011-02-25,22.473264694213867
2011-02-28,22.66326141357422
2011-03-01,22.201847076416016
2011-03-02,22.111371994018555
2011-03-03,22.19280242919922
2011-03-04,21.984708786010742
2011-03-07,21.541399002075195
2011-03-08,21.577594757080078
2011-03-09,21.33331871032715
2011-03-10,21.025705337524414
2011-03-11,21.098243713378906
2011-03-14,21.524377822875977
2011-03-15,22.004911422729492
2011-03-16,22.322246551513672
2011-03-17,22.530784606933594
2011-03-18,22.56705093383789
2011-03-21,22.31318473815918
2011-03-22,22.684917449951172
2011-03-23,22.775585174560547
2011-03-24,22.712121963500977
2011-03-25,22.630516052246094
2011-03-28,22.276914596557617
2011-03-29,22.603321075439453
2011-03-30,23.256122589111328
2011-03-31,22.96599006652832
2011-04-01,23.083852767944336
2011-04-04,23.237991333007812
2011-04-05,23.201725006103516
2011-04-06,23.682260513305664
2011-04-07,23.691328048706055
2011-04-08,23.4827880859375
2011-04-11,23.265186309814453
2011-04-12,22.46731948852539
2011-04-13,22.73932456970215
2011-04-14,22.775585174560547
2011-04-15,23.00225067138672
2011-04-18,23.183584213256836
2011-04-19,22.24065399169922
2011-04-20,22.50358009338379
2011-04-21,22.91159439086914
2011-04-25,22.684917449951172
2011-04-26,22.748384475708008
2011-04-27,22.83905601501465
2011-04-28,22.48545265197754
2011-04-29,22.576114654541016
2011-05-02,22.576114654541016
2011-05-03,22.023048400878906
2011-05-04,21.92331314086914
2011-05-05,20.10997200012207
2011-05-06,20.68117904663086
2011-05-09,20.52704429626465
2011-05-10,20.79904556274414
2011-05-11,20.046512603759766
2011-05-12,21.216106414794922
2011-05-13,20.826244354248047
2011-05-16,21.14413070678711
2011-05-17,21.171375274658203
2011-05-18,21.13504409790039
2011-05-19,21.38028335571289
2011-05-20,21.098718643188477
2011-05-23,20.54469108581543
2011-05-24,20.263124465942383
2011-05-25,20.299455642700195
2011-05-26,20.017900466918945
2011-05-27,19.963409423828125
2011-05-31,19.990646362304688
2011-06-01,19.427534103393555
2011-06-02,19.60918617248535
2011-06-03,19.100561141967773
2011-06-06,18.83716583251953
2011-06-07,18.71001625061035
2011-06-08,19.02790069580078
2011-06-09,20.47202491760254
2011-06-10,19.990646362304688
2011-06-13,19.97248649597168
2011-06-14,20.59917640686035
2011-06-15,20.33578872680664
2011-06-16,20.526519775390625
2011-06-17,20.408443450927734
2011-06-20,20.481111526489258
2011-06-21,20.626426696777344
2011-06-22,20.59917640686035
2011-06-23,20.21771240234375
2011-06-24,19.818082809448242
2011-06-27,19.64551544189453
2011-06-28,19.890745162963867
2011-06-29,20.208629608154297
2011-06-30,19.990646362304688
2011-07-01,20.55376625061035
2011-07-05,20.299455642700195
2011-07-06,20.39936065673828
2011-07-07,20.54469108581543
2011-07-08,20.798995971679688
2011-07-11,20.090557098388672
2011-07-12,20.0269775390625
2011-07-13,19.727258682250977
2011-07-14,19.27313232421875
2011-07-15,19.899826049804688
2011-07-18,19.40936279296875
2011-07-19,19.681846618652344
2011-07-20,19.818082809448242
2011-07-21,19.899826049804688
2011-07-22,19.64551544189453
2011-07-25,19.772676467895508
2011-07-26,19.46385955810547
2011-07-27,19.27313232421875
2011-07-28,19.055150985717773
2011-07-29,18.946165084838867
2011-08-01,18.7009334564209
2011-08-02,18.065155029296875
2011-08-03,17.747272491455078
2011-08-04,16.784526824951172
2011-08-05,15.403970718383789
2011-08-08,13.968929290771484
2011-08-09,15.258647918701172
2011-08-10,14.88626766204834
2011-08-11,15.821768760681152
2011-08-12,15.82176685333252
2011-08-15,16.495426177978516
2011-08-16,16.176801681518555
2011-08-17,15.967426300048828
2011-08-18,15.275564193725586
2011-08-19,14.729358673095703
2011-08-22,14.410737037658691
2011-08-23,14.374320983886719
2011-08-24,14.929631233215332
2011-08-25,14.36522102355957
2011-08-26,14.683839797973633
2011-08-29,15.20273494720459
2011-08-30,14.902325630187988
2011-08-31,15.439427375793457
2011-09-01,14.665634155273438
2011-09-02,14.29239273071289
2011-09-06,13.800809860229492
2011-09-07,14.265084266662598
2011-09-08,13.800809860229492
