Date,DIOD
2010-01-04,20.5
2010-01-05,20.540000915527344
2010-01-06,20.510000228881836
2010-01-07,20.719999313354492
2010-01-08,20.850000381469727
2010-01-11,20.68000030517578
2010-01-12,19.34000015258789
2010-01-13,19.579999923706055
2010-01-14,19.59000015258789
2010-01-15,18.639999389648438
2010-01-19,18.959999084472656
2010-01-20,18.43000030517578
2010-01-21,18.079999923706055
2010-01-22,17.469999313354492
2010-01-25,17.450000762939453
2010-01-26,17.850000381469727
2010-01-27,17.979999542236328
2010-01-28,17.40999984741211
2010-01-29,16.68000030517578
2010-02-01,17.329999923706055
2010-02-02,17.639999389648438
2010-02-03,17.799999237060547
2010-02-04,16.889999389648438
2010-02-05,16.93000030517578
2010-02-08,17.260000228881836
2010-02-09,17.889999389648438
2010-02-10,19.190000534057617
2010-02-11,19.540000915527344
2010-02-12,19.81999969482422
2010-02-16,20.40999984741211
2010-02-17,20.059999465942383
2010-02-18,20.729999542236328
2010-02-19,20.559999465942383
2010-02-22,20.40999984741211
2010-02-23,20.1299991607666
2010-02-24,20.0
2010-02-25,19.510000228881836
2010-02-26,19.610000610351562
2010-03-01,20.020000457763672
2010-03-02,21.15999984741211
2010-03-03,21.229999542236328
2010-03-04,21.290000915527344
2010-03-05,22.1200008392334
2010-03-08,22.399999618530273
2010-03-09,21.559999465942383
2010-03-10,21.530000686645508
2010-03-11,21.209999084472656
2010-03-12,21.219999313354492
2010-03-15,21.40999984741211
2010-03-16,22.049999237060547
2010-03-17,22.309999465942383
2010-03-18,22.34000015258789
2010-03-19,22.020000457763672
2010-03-22,22.700000762939453
2010-03-23,23.09000015258789
2010-03-24,22.860000610351562
2010-03-25,22.469999313354492
2010-03-26,22.459999084472656
2010-03-29,22.670000076293945
2010-03-30,23.020000457763672
2010-03-31,22.399999618530273
2010-04-01,22.690000534057617
2010-04-05,23.389999389648438
2010-04-06,23.139999389648438
2010-04-07,23.299999237060547
2010-04-08,22.979999542236328
2010-04-09,22.719999313354492
2010-04-12,22.520000457763672
2010-04-13,23.059999465942383
2010-04-14,24.6200008392334
2010-04-15,24.68000030517578
2010-04-16,23.610000610351562
2010-04-19,23.25
2010-04-20,23.979999542236328
2010-04-21,23.829999923706055
2010-04-22,23.899999618530273
2010-04-23,23.399999618530273
2010-04-26,24.170000076293945
2010-04-27,23.84000015258789
2010-04-28,23.3799991607666
2010-04-29,23.360000610351562
2010-04-30,21.469999313354492
2010-05-03,21.579999923706055
2010-05-04,21.190000534057617
2010-05-05,20.920000076293945
2010-05-06,20.1200008392334
2010-05-07,19.440000534057617
2010-05-10,20.889999389648438
2010-05-11,21.15999984741211
2010-05-12,21.299999237060547
2010-05-13,21.100000381469727
2010-05-14,20.389999389648438
2010-05-17,20.649999618530273
2010-05-18,19.90999984741211
2010-05-19,19.719999313354492
2010-05-20,18.8700008392334
2010-05-21,19.15999984741211
2010-05-24,19.280000686645508
2010-05-25,18.610000610351562
2010-05-26,18.489999771118164
2010-05-27,20.040000915527344
2010-05-28,19.760000228881836
2010-06-01,18.899999618530273
2010-06-02,19.5
2010-06-03,19.700000762939453
2010-06-04,18.690000534057617
2010-06-07,17.40999984741211
2010-06-08,17.440000534057617
2010-06-09,17.520000457763672
2010-06-10,18.020000457763672
2010-06-11,18.899999618530273
2010-06-14,18.649999618530273
2010-06-15,19.5
2010-06-16,19.299999237060547
2010-06-17,19.149999618530273
2010-06-18,18.90999984741211
2010-06-21,18.889999389648438
2010-06-22,17.829999923706055
2010-06-23,17.010000228881836
2010-06-24,16.920000076293945
2010-06-25,16.899999618530273
2010-06-28,17.209999084472656
2010-06-29,16.31999969482422
2010-06-30,15.869999885559082
2010-07-01,16.190000534057617
2010-07-02,15.84000015258789
2010-07-06,16.200000762939453
2010-07-07,17.450000762939453
2010-07-08,17.579999923706055
2010-07-09,18.209999084472656
2010-07-12,17.719999313354492
2010-07-13,18.3799991607666
2010-07-14,18.260000228881836
2010-07-15,18.270000457763672
2010-07-16,17.68000030517578
2010-07-19,18.209999084472656
2010-07-20,18.729999542236328
2010-07-21,18.56999969482422
2010-07-22,19.040000915527344
2010-07-23,19.399999618530273
2010-07-26,19.600000381469727
2010-07-27,19.440000534057617
2010-07-28,19.010000228881836
2010-07-29,18.18000030517578
2010-07-30,17.68000030517578
2010-08-02,17.649999618530273
2010-08-03,17.260000228881836
2010-08-04,17.3799991607666
2010-08-05,17.309999465942383
2010-08-06,18.1299991607666
2010-08-09,18.239999771118164
2010-08-10,17.399999618530273
2010-08-11,16.610000610351562
2010-08-12,16.31999969482422
2010-08-13,16.020000457763672
2010-08-16,16.25
2010-08-17,16.459999084472656
2010-08-18,16.229999542236328
2010-08-19,16.260000228881836
2010-08-20,15.920000076293945
2010-08-23,15.670000076293945
2010-08-24,15.09000015258789
2010-08-25,15.289999961853027
2010-08-26,14.960000038146973
2010-08-27,15.260000228881836
2010-08-30,14.84000015258789
2010-08-31,14.729999542236328
2010-09-01,14.609999656677246
2010-09-02,15.25
2010-09-03,15.5600004196167
2010-09-07,14.819999694824219
2010-09-08,14.989999771118164
2010-09-09,15.399999618530273
2010-09-10,15.300000190734863
2010-09-13,15.850000381469727
2010-09-14,16.200000762939453
2010-09-15,16.229999542236328
2010-09-16,16.860000610351562
2010-09-17,16.469999313354492
2010-09-20,16.979999542236328
2010-09-21,17.09000015258789
2010-09-22,16.40999984741211
2010-09-23,16.5
2010-09-24,17.15999984741211
2010-09-27,17.149999618530273
2010-09-28,17.309999465942383
2010-09-29,17.299999237060547
2010-09-30,17.09000015258789
2010-10-01,17.100000381469727
2010-10-04,17.110000610351562
2010-10-05,17.809999465942383
2010-10-06,17.280000686645508
2010-10-07,17.350000381469727
2010-10-08,17.770000457763672
2010-10-11,18.06999969482422
2010-10-12,18.459999084472656
2010-10-13,18.559999465942383
2010-10-14,18.920000076293945
2010-10-15,19.25
2010-10-18,19.149999618530273
2010-10-19,19.100000381469727
2010-10-20,18.969999313354492
2010-10-21,19.09000015258789
2010-10-22,19.68000030517578
2010-10-25,20.110000610351562
2010-10-26,19.75
2010-10-27,20.709999084472656
2010-10-28,21.459999084472656
2010-10-29,21.979999542236328
2010-11-01,22.360000610351562
2010-11-02,22.709999084472656
2010-11-03,22.790000915527344
2010-11-04,22.979999542236328
2010-11-05,23.299999237060547
2010-11-08,23.219999313354492
2010-11-09,23.860000610351562
2010-11-10,24.0
2010-11-11,23.450000762939453
2010-11-12,23.15999984741211
2010-11-15,23.110000610351562
2010-11-16,22.770000457763672
2010-11-17,23.09000015258789
2010-11-18,23.6299991607666
2010-11-19,23.969999313354492
2010-11-22,24.079999923706055
2010-11-23,24.100000381469727
2010-11-24,24.81999969482422
2010-11-26,24.860000610351562
2010-11-29,24.979999542236328
2010-11-30,24.700000762939453
2010-12-01,25.040000915527344
2010-12-02,25.579999923706055
2010-12-03,26.06999969482422
2010-12-06,26.520000457763672
2010-12-07,27.020000457763672
2010-12-08,27.3799991607666
2010-12-09,27.049999237060547
2010-12-10,27.59000015258789
2010-12-13,27.219999313354492
2010-12-14,27.290000915527344
2010-12-15,27.34000015258789
2010-12-16,27.350000381469727
2010-12-17,27.899999618530273
2010-12-20,27.329999923706055
2010-12-21,27.860000610351562
2010-12-22,27.549999237060547
2010-12-23,27.719999313354492
2010-12-27,27.690000534057617
2010-12-28,27.1299991607666
2010-12-29,27.31999969482422
2010-12-30,27.270000457763672
2010-12-31,26.989999771118164
2011-01-03,27.84000015258789
2011-01-04,26.950000762939453
2011-01-05,26.8799991607666
2011-01-06,27.149999618530273
2011-01-07,27.209999084472656
2011-01-10,27.190000534057617
2011-01-11,27.100000381469727
2011-01-12,27.139999389648438
2011-01-13,27.360000610351562
2011-01-14,27.84000015258789
2011-01-18,27.639999389648438
2011-01-19,25.950000762939453
2011-01-20,25.09000015258789
2011-01-21,24.950000762939453
2011-01-24,25.110000610351562
2011-01-25,25.229999542236328
2011-01-26,26.1200008392334
2011-01-27,26.299999237060547
2011-01-28,24.950000762939453
2011-01-31,25.739999771118164
2011-02-01,26.559999465942383
2011-02-02,26.610000610351562
2011-02-03,25.600000381469727
2011-02-04,25.780000686645508
2011-02-07,25.90999984741211
2011-02-08,26.059999465942383
2011-02-09,25.639999389648438
2011-02-10,29.6200008392334
2011-02-11,29.459999084472656
2011-02-14,29.639999389648438
2011-02-15,29.239999771118164
2011-02-16,30.729999542236328
2011-02-17,30.770000457763672
2011-02-18,30.93000030517578
2011-02-22,28.68000030517578
2011-02-23,27.84000015258789
2011-02-24,29.0
2011-02-25,29.549999237060547
2011-02-28,28.959999084472656
2011-03-01,29.049999237060547
2011-03-02,30.219999313354492
2011-03-03,30.959999084472656
2011-03-04,31.75
2011-03-07,30.399999618530273
2011-03-08,31.0
2011-03-09,29.450000762939453
2011-03-10,28.40999984741211
2011-03-11,28.469999313354492
2011-03-14,28.420000076293945
2011-03-15,29.09000015258789
2011-03-16,29.030000686645508
2011-03-17,31.59000015258789
2011-03-18,30.860000610351562
2011-03-21,31.6200008392334
2011-03-22,31.350000381469727
2011-03-23,32.439998626708984
2011-03-24,32.9900016784668
2011-03-25,33.7599983215332
2011-03-28,32.720001220703125
2011-03-29,32.81999969482422
2011-03-30,33.36000061035156
2011-03-31,34.060001373291016
2011-04-01,33.52000045776367
2011-04-04,33.15999984741211
2011-04-05,32.939998626708984
2011-04-06,33.380001068115234
2011-04-07,33.650001525878906
2011-04-08,33.279998779296875
2011-04-11,33.0
2011-04-12,33.08000183105469
2011-04-13,33.25
2011-04-14,32.310001373291016
2011-04-15,32.38999938964844
2011-04-18,31.459999084472656
2011-04-19,31.93000030517578
2011-04-20,33.18000030517578
2011-04-21,32.970001220703125
2011-04-25,33.029998779296875
2011-04-26,34.0099983215332
2011-04-27,34.06999969482422
2011-04-28,34.0
2011-04-29,34.220001220703125
2011-05-02,33.689998626708984
2011-05-03,32.0099983215332
2011-05-04,31.639999389648438
2011-05-05,32.45000076293945
2011-05-06,32.88999938964844
2011-05-09,33.66999816894531
2011-05-10,30.510000228881836
2011-05-11,30.81999969482422
2011-05-12,30.649999618530273
2011-05-13,30.3700008392334
2011-05-16,29.0
2011-05-17,29.299999237060547
2011-05-18,30.1299991607666
2011-05-19,29.84000015258789
2011-05-20,29.729999542236328
2011-05-23,29.100000381469727
2011-05-24,28.06999969482422
2011-05-25,28.59000015258789
2011-05-26,29.209999084472656
2011-05-27,29.149999618530273
2011-05-31,29.200000762939453
2011-06-01,28.440000534057617
2011-06-02,28.459999084472656
2011-06-03,27.770000457763672
2011-06-06,27.479999542236328
2011-06-07,28.030000686645508
2011-06-08,27.469999313354492
2011-06-09,27.360000610351562
2011-06-10,23.610000610351562
2011-06-13,22.979999542236328
2011-06-14,23.329999923706055
2011-06-15,24.030000686645508
2011-06-16,23.68000030517578
2011-06-17,23.700000762939453
2011-06-20,23.5
2011-06-21,24.479999542236328
2011-06-22,24.459999084472656
2011-06-23,25.110000610351562
2011-06-24,24.709999084472656
2011-06-27,24.989999771118164
2011-06-28,25.8700008392334
2011-06-29,25.559999465942383
2011-06-30,26.100000381469727
2011-07-01,26.6299991607666
2011-07-05,26.530000686645508
2011-07-06,26.540000915527344
2011-07-07,26.940000534057617
2011-07-08,26.6299991607666
2011-07-11,26.229999542236328
2011-07-12,24.520000457763672
2011-07-13,23.940000534057617
2011-07-14,24.329999923706055
2011-07-15,24.520000457763672
2011-07-18,24.139999389648438
2011-07-19,25.690000534057617
2011-07-20,25.309999465942383
2011-07-21,25.799999237060547
2011-07-22,25.809999465942383
2011-07-25,25.18000030517578
2011-07-26,25.1200008392334
