Date,JMSB
2017-03-02,16.938886642456055
2017-03-03,16.938886642456055
2017-03-06,16.938886642456055
2017-03-07,16.938886642456055
2017-03-08,16.938886642456055
2017-03-09,16.938886642456055
2017-03-10,16.748563766479492
2017-03-13,16.748563766479492
2017-03-14,16.748563766479492
2017-03-15,16.748563766479492
2017-03-16,16.748563766479492
2017-03-17,16.824695587158203
2017-03-20,16.824695587158203
2017-03-21,16.748563766479492
2017-03-22,16.748563766479492
2017-03-23,16.672433853149414
2017-03-24,16.672433853149414
2017-03-27,16.619144439697266
2017-03-28,16.59630584716797
2017-03-29,16.619144439697266
2017-03-30,16.619144439697266
2017-03-31,16.558237075805664
2017-04-03,16.558237075805664
2017-04-04,16.558237075805664
2017-04-05,16.558237075805664
2017-04-06,16.3679141998291
2017-04-07,14.845318794250488
2017-04-10,15.60661506652832
2017-04-11,15.233580589294434
2017-04-12,15.225967407226562
2017-04-13,15.073708534240723
2017-04-17,14.845318794250488
2017-04-18,14.846078872680664
2017-04-19,15.073708534240723
2017-04-20,15.073708534240723
2017-04-21,14.997577667236328
2017-04-24,14.997577667236328
2017-04-25,15.302858352661133
2017-04-26,15.720810890197754
2017-04-27,15.987263679504395
2017-04-28,15.987263679504395
2017-05-01,15.987263679504395
2017-05-02,15.911134719848633
2017-05-03,15.644681930541992
2017-05-04,15.530487060546875
2017-05-05,15.378226280212402
2017-05-08,15.378226280212402
2017-05-09,15.378226280212402
2017-05-10,15.378226280212402
2017-05-11,15.340923309326172
2017-05-12,15.378226280212402
2017-05-15,15.378226280212402
2017-05-16,16.177589416503906
2017-05-17,15.873072624206543
2017-05-18,16.06339454650879
2017-05-19,16.215656280517578
2017-05-22,15.835005760192871
2017-05-23,15.835005760192871
2017-05-24,16.444046020507812
2017-05-25,16.444046020507812
2017-05-26,16.177589416503906
2017-05-30,16.177589416503906
2017-05-31,16.1395263671875
2017-06-01,16.06339454650879
2017-06-02,16.06339454650879
2017-06-05,16.1395263671875
2017-06-06,15.835005760192871
2017-06-07,15.987263679504395
2017-06-08,15.987263679504395
2017-06-09,16.06339454650879
2017-06-12,16.06339454650879
2017-06-13,15.987263679504395
2017-06-14,15.987263679504395
2017-06-15,15.911134719848633
2017-06-16,15.987263679504395
2017-06-19,15.987263679504395
2017-06-20,15.682747840881348
2017-06-21,15.682747840881348
2017-06-22,15.682747840881348
2017-06-23,15.690360069274902
2017-06-26,15.682747840881348
2017-06-27,15.682747840881348
2017-06-28,15.682747840881348
2017-06-29,15.835005760192871
2017-06-30,15.835005760192871
2017-07-03,15.835005760192871
2017-07-05,15.987263679504395
2017-07-06,15.796940803527832
2017-07-07,15.796940803527832
2017-07-10,15.987263679504395
2017-07-11,15.988029479980469
2017-07-12,16.06339454650879
2017-07-13,16.101459503173828
2017-07-14,16.177589416503906
2017-07-17,16.177589416503906
2017-07-18,15.949201583862305
2017-07-19,15.949201583862305
2017-07-20,15.949201583862305
2017-07-21,15.949201583862305
2017-07-24,15.941588401794434
2017-07-25,16.177589416503906
2017-07-26,16.177589416503906
2017-07-27,16.824695587158203
2017-07-28,16.97695541381836
2017-07-31,17.04547119140625
2017-08-01,16.748563766479492
2017-08-02,16.748563766479492
2017-08-03,16.748563766479492
2017-08-04,16.748563766479492
2017-08-07,16.748563766479492
2017-08-08,17.053083419799805
2017-08-09,17.083538055419922
2017-08-10,17.053083419799805
2017-08-11,17.052324295043945
2017-08-14,17.091148376464844
2017-08-15,16.90082359313965
2017-08-16,16.90082359313965
2017-08-17,16.86275863647461
2017-08-18,16.86275863647461
2017-08-21,16.672433853149414
2017-08-22,16.748563766479492
2017-08-23,16.748563766479492
2017-08-24,16.444046020507812
2017-08-25,16.444046020507812
2017-08-28,16.59630584716797
2017-08-29,16.59630584716797
2017-08-30,16.59630584716797
2017-08-31,16.60391616821289
2017-09-01,16.60391616821289
2017-09-05,16.824695587158203
2017-09-06,21.030866622924805
2017-09-07,17.605026245117188
2017-09-08,17.605026245117188
2017-09-11,17.157764434814453
2017-09-12,17.271957397460938
2017-09-13,17.176794052124023
2017-09-14,17.176794052124023
2017-09-15,17.176794052124023
2017-09-18,17.129213333129883
2017-09-19,17.31954002380371
2017-09-20,17.176794052124023
2017-09-21,17.605026245117188
2017-09-22,17.605026245117188
2017-09-25,17.605026245117188
2017-09-26,17.605026245117188
2017-09-27,17.605026245117188
2017-09-28,17.50986099243164
2017-09-29,17.50986099243164
2017-10-02,17.462282180786133
2017-10-03,17.557445526123047
2017-10-04,17.557445526123047
2017-10-05,17.557445526123047
2017-10-06,17.36711883544922
2017-10-09,17.36711883544922
2017-10-10,17.36711883544922
2017-10-11,17.36711883544922
2017-10-12,17.462282180786133
2017-10-13,17.462282180786133
2017-10-16,17.462282180786133
2017-10-17,17.36711883544922
2017-10-18,17.414701461791992
2017-10-19,17.414701461791992
2017-10-20,17.36711883544922
2017-10-23,17.414701461791992
2017-10-24,17.50986099243164
2017-10-25,17.50986099243164
2017-10-26,17.557445526123047
2017-10-27,17.557445526123047
2017-10-30,17.557445526123047
2017-10-31,17.508913040161133
2017-11-01,17.50986099243164
2017-11-02,17.50986099243164
2017-11-03,17.224376678466797
2017-11-06,17.224376678466797
2017-11-07,17.224376678466797
2017-11-08,17.271957397460938
2017-11-09,17.36711883544922
2017-11-10,17.557445526123047
2017-11-13,17.271957397460938
2017-11-14,17.271957397460938
2017-11-15,17.224376678466797
2017-11-16,17.176794052124023
2017-11-17,17.176794052124023
2017-11-20,17.14824867248535
2017-11-21,17.129213333129883
2017-11-22,17.176794052124023
2017-11-24,17.176794052124023
2017-11-27,17.176794052124023
2017-11-28,17.081632614135742
2017-11-29,17.081632614135742
2017-11-30,17.081632614135742
2017-12-01,17.081632614135742
2017-12-04,17.129213333129883
2017-12-05,17.129213333129883
2017-12-06,17.129213333129883
2017-12-07,17.167278289794922
2017-12-08,17.129213333129883
2017-12-11,17.224376678466797
2017-12-12,17.138731002807617
