Date,EQH
2018-05-10,16.853736877441406
2018-05-11,17.723770141601562
2018-05-14,17.814916610717773
2018-05-15,17.897775650024414
2018-05-16,17.897775650024414
2018-05-17,17.964061737060547
2018-05-18,17.881208419799805
2018-05-21,18.11321449279785
2018-05-22,18.10492706298828
2018-05-23,17.997209548950195
2018-05-24,18.046920776367188
2018-05-25,18.187782287597656
2018-05-29,17.185176849365234
2018-05-30,17.76519775390625
2018-05-31,17.698915481567383
2018-06-01,17.848058700561523
2018-06-04,17.964061737060547
2018-06-05,17.798349380493164
2018-06-06,17.715484619140625
2018-06-07,17.616052627563477
2018-06-08,17.450334548950195
2018-06-11,17.682342529296875
2018-06-12,17.715484619140625
2018-06-13,17.922632217407227
2018-06-14,17.566333770751953
2018-06-15,17.50004768371582
2018-06-18,17.342615127563477
2018-06-19,17.31775665283203
2018-06-20,17.508337020874023
2018-06-21,17.574621200561523
2018-06-22,17.972347259521484
2018-06-25,17.483476638793945
2018-06-26,17.2514705657959
2018-06-27,16.75430679321289
2018-06-28,16.779163360595703
2018-06-29,17.077463150024414
2018-07-02,17.094026565551758
2018-07-03,17.226612091064453
2018-07-05,17.458616256713867
2018-07-06,17.566333770751953
2018-07-09,18.005495071411133
2018-07-10,17.848058700561523
2018-07-11,17.433761596679688
2018-07-12,17.483476638793945
2018-07-13,17.433761596679688
2018-07-16,17.59119415283203
2018-07-17,17.60776710510254
2018-07-18,17.5994815826416
2018-07-19,17.375762939453125
2018-07-20,17.53318977355957
2018-07-23,17.814916610717773
2018-07-24,17.889490127563477
2018-07-25,17.872915267944336
2018-07-26,18.06349754333496
2018-07-27,18.01378059387207
2018-07-30,18.245790481567383
2018-07-31,18.220932006835938
2018-08-01,17.94749641418457
2018-08-02,17.922632217407227
2018-08-03,18.196069717407227
2018-08-06,18.179500579833984
2018-08-07,17.889490127563477
2018-08-08,18.088356018066406
2018-08-09,17.955778121948242
2018-08-10,17.649192810058594
2018-08-13,17.690628051757812
2018-08-14,18.121498107910156
2018-08-15,17.922632217407227
2018-08-16,18.245790481567383
2018-08-17,18.4197940826416
2018-08-20,18.527511596679688
2018-08-21,18.79266357421875
2018-08-22,18.86766242980957
2018-08-23,18.725990295410156
2018-08-24,18.734329223632812
2018-08-27,18.992679595947266
2018-08-28,19.034345626831055
2018-08-29,18.95100975036621
2018-08-30,19.167686462402344
2018-08-31,19.126018524169922
2018-09-04,19.192689895629883
2018-09-05,19.084348678588867
2018-09-06,18.784334182739258
2018-09-07,18.609325408935547
2018-09-10,18.750995635986328
2018-09-11,18.709325790405273
2018-09-12,18.709325790405273
2018-09-13,18.525985717773438
2018-09-14,18.54265785217285
2018-09-17,18.617658615112305
2018-09-18,18.51764488220215
2018-09-19,18.742658615112305
2018-09-20,18.79266357421875
2018-09-21,18.71766471862793
2018-09-24,18.509319305419922
2018-09-25,18.20930290222168
2018-09-26,17.834287643432617
2018-09-27,18.184301376342773
2018-09-28,17.87594985961914
2018-10-01,17.609272003173828
2018-10-02,17.559267044067383
2018-10-03,17.809276580810547
2018-10-04,18.15096092224121
2018-10-05,18.192636489868164
2018-10-08,18.217634201049805
2018-10-09,18.192636489868164
2018-10-10,17.81761360168457
2018-10-11,17.100910186767578
2018-10-12,17.200912475585938
2018-10-15,17.200912475585938
2018-10-16,17.317590713500977
2018-10-17,17.53426742553711
2018-10-18,17.259252548217773
2018-10-19,17.284250259399414
2018-10-22,17.21758460998535
2018-10-23,17.37592124938965
2018-10-24,16.62588119506836
2018-10-25,16.809223175048828
2018-10-26,16.575881958007812
2018-10-29,16.550884246826172
2018-10-30,16.834228515625
2018-10-31,16.909236907958984
2018-11-01,16.78422737121582
2018-11-02,17.17591667175293
2018-11-05,17.325923919677734
2018-11-06,17.592601776123047
2018-11-07,18.250972747802734
2018-11-08,18.08429527282715
2018-11-09,17.8509521484375
2018-11-12,17.567598342895508
2018-11-13,17.392593383789062
2018-11-14,17.417593002319336
2018-11-15,17.042573928833008
2018-11-16,16.875892639160156
2018-11-19,16.834228515625
2018-11-20,16.32586669921875
2018-11-21,16.375871658325195
2018-11-23,16.434595108032227
2018-11-26,16.803728103637695
2018-11-27,16.686275482177734
2018-11-28,16.946340560913086
2018-11-29,16.669492721557617
2018-11-30,16.51009750366211
2018-12-03,16.61916160583496
2018-12-04,15.620831489562988
2018-12-06,14.949692726135254
2018-12-07,14.563788414001465
2018-12-10,14.54700756072998
2018-12-11,14.622512817382812
2018-12-12,14.706405639648438
2018-12-13,14.71479606628418
2018-12-14,14.152710914611816
2018-12-17,14.119153022766113
2018-12-18,13.808749198913574
2018-12-19,13.615795135498047
