Date,NCMI
2010-01-04,65.27163696289062
2010-01-05,66.77169799804688
2010-01-06,66.23321533203125
2010-01-07,65.77166748046875
2010-01-08,66.11784362792969
2010-01-11,65.04087829589844
2010-01-12,63.4638786315918
2010-01-13,65.31011199951172
2010-01-14,65.27163696289062
2010-01-15,63.31003189086914
2010-01-19,65.34858703613281
2010-01-20,61.27147674560547
2010-01-21,59.57911682128906
2010-01-22,60.233001708984375
2010-01-25,59.309898376464844
2010-01-26,57.7328987121582
2010-01-27,59.002159118652344
2010-01-28,59.46373748779297
2010-01-29,57.61751174926758
2010-02-01,58.88681411743164
2010-02-02,58.732948303222656
2010-02-03,58.80986785888672
2010-02-04,54.7327995300293
2010-02-05,59.19449234008789
2010-02-08,59.46373748779297
2010-02-09,60.771484375
2010-02-10,59.040645599365234
2010-02-11,59.65606689453125
2010-02-12,60.50223159790039
2010-02-16,62.38692092895508
2010-02-17,61.38689041137695
2010-02-18,63.040794372558594
2010-02-19,63.42544937133789
2010-02-22,62.15614700317383
2010-02-23,62.694618225097656
2010-02-24,63.4638786315918
2010-02-25,62.88692855834961
2010-02-26,61.88689422607422
2010-03-01,61.77153015136719
2010-03-02,61.54074478149414
2010-03-03,60.656089782714844
2010-03-04,61.54074478149414
2010-03-05,62.0407600402832
2010-03-08,62.92539978027344
2010-03-09,66.38706970214844
2010-03-10,66.69477081298828
2010-03-11,66.54090881347656
2010-03-12,67.27167510986328
2010-03-15,67.34861755371094
2010-03-16,69.13423156738281
2010-03-17,69.8329849243164
2010-03-18,69.21189880371094
2010-03-19,69.67770385742188
2010-03-22,71.42447662353516
2010-03-23,72.43374633789062
2010-03-24,70.18231201171875
2010-03-25,69.98824310302734
2010-03-26,71.23041534423828
2010-03-29,69.17305755615234
2010-03-30,68.8237075805664
2010-03-31,66.99925994873047
2010-04-01,68.55200958251953
2010-04-05,71.61860656738281
2010-04-06,72.8218994140625
2010-04-07,72.51139831542969
2010-04-08,72.78313446044922
2010-04-09,72.20083618164062
2010-04-12,72.58901977539062
2010-04-13,72.58901977539062
2010-04-14,73.36541748046875
2010-04-15,73.01605987548828
2010-04-16,72.31731414794922
2010-04-19,73.98648071289062
2010-04-20,74.76282501220703
2010-04-21,75.69444274902344
2010-04-22,75.92733764648438
2010-04-23,77.90703582763672
2010-04-26,77.36360931396484
2010-04-27,74.84046173095703
2010-04-28,74.6463623046875
2010-04-29,75.42269897460938
2010-04-30,73.90882110595703
2010-05-03,76.58727264404297
2010-05-04,73.17130279541016
2010-05-05,72.39492797851562
2010-05-06,69.48362731933594
2010-05-07,68.86253356933594
2010-05-10,70.84222412109375
2010-05-11,71.07512664794922
2010-05-12,74.87926483154297
2010-05-13,73.83118438720703
2010-05-14,72.74431610107422
2010-05-17,73.44300079345703
2010-05-18,72.26729583740234
2010-05-19,72.14972686767578
2010-05-20,67.72118377685547
2010-05-21,69.2496337890625
2010-05-24,67.6820068359375
2010-05-25,67.7995834350586
2010-05-26,68.38743591308594
2010-05-27,68.54418182373047
2010-05-28,68.54418182373047
2010-06-01,66.58466339111328
2010-06-02,69.64154052734375
2010-06-03,70.66048431396484
2010-06-04,66.85902404785156
2010-06-07,65.25218200683594
2010-06-08,65.1346435546875
2010-06-09,65.01705169677734
2010-06-10,66.62384796142578
2010-06-11,67.29010009765625
2010-06-14,67.13333129882812
2010-06-15,69.17124938964844
2010-06-16,71.36592102050781
2010-06-17,71.32671356201172
2010-06-18,70.62128448486328
2010-06-21,69.64154052734375
2010-06-22,68.19148254394531
2010-06-23,69.52394104003906
2010-06-24,67.32929992675781
2010-06-25,66.66307830810547
2010-06-28,67.72118377685547
2010-06-29,66.19276428222656
2010-06-30,65.2914047241211
2010-07-01,68.07391357421875
2010-07-02,68.97526550292969
2010-07-06,67.21170806884766
2010-07-07,69.83749389648438
2010-07-08,69.83749389648438
2010-07-09,70.38616180419922
2010-07-12,69.79828643798828
2010-07-13,71.05238342285156
2010-07-14,71.56185150146484
2010-07-15,70.6996841430664
2010-07-16,67.72118377685547
2010-07-19,68.07391357421875
2010-07-20,69.44556427001953
2010-07-21,67.52525329589844
2010-07-22,70.8956298828125
2010-07-23,71.24836730957031
2010-07-26,72.50243377685547
2010-07-27,70.8956298828125
2010-07-28,69.68071746826172
2010-07-29,70.30778503417969
