Date,CNOB
2010-01-04,6.724717140197754
2010-01-05,6.554562091827393
2010-01-06,6.229053974151611
2010-01-07,6.517574310302734
2010-01-08,6.524971961975098
2010-01-11,6.406603813171387
2010-01-12,6.436300754547119
2010-01-13,6.503113746643066
2010-01-14,6.428875923156738
2010-01-15,6.324946403503418
2010-01-19,6.540232181549072
2010-01-20,6.45857048034668
2010-01-21,6.2432861328125
2010-01-22,6.228438377380371
2010-01-25,6.23586368560791
2010-01-26,6.3397932052612305
2010-01-27,6.473418712615967
2010-01-28,6.317520618438721
2010-01-29,6.146777629852295
2010-02-01,6.406603813171387
2010-02-02,6.436300754547119
2010-02-03,6.465994834899902
2010-02-04,6.399183750152588
2010-02-05,6.517960548400879
2010-02-08,6.436300754547119
2010-02-09,6.443723201751709
2010-02-10,6.428875923156738
2010-02-11,6.436300754547119
2010-02-12,6.414030075073242
2010-02-16,6.510537624359131
2010-02-17,6.488265514373779
2010-02-18,6.555079936981201
2010-02-19,6.562502861022949
2010-02-22,6.495687961578369
2010-02-23,6.436300754547119
2010-02-24,6.495687961578369
2010-02-25,6.473418712615967
2010-02-26,6.2804036140441895
2010-03-01,6.332368850708008
2010-03-02,6.228438377380371
2010-03-03,6.436300754547119
2010-03-04,6.3397932052612305
2010-03-05,6.621890544891357
2010-03-08,6.592200756072998
2010-03-09,6.681281566619873
2010-03-10,6.7109761238098145
2010-03-11,6.644162178039551
2010-03-12,6.503113746643066
2010-03-15,6.5253825187683105
2010-03-16,6.569926738739014
2010-03-17,6.540232181549072
2010-03-18,6.473418712615967
2010-03-19,6.473418712615967
2010-03-22,6.428875923156738
2010-03-23,6.451145648956299
2010-03-24,6.3472161293029785
2010-03-25,6.384332180023193
2010-03-26,6.332368850708008
2010-03-29,6.198746204376221
2010-03-30,6.42145299911499
2010-03-31,6.169050216674805
2010-04-01,6.16162633895874
2010-04-05,6.310096740722656
2010-04-06,6.733246326446533
2010-04-07,6.62931489944458
2010-04-08,6.5476555824279785
2010-04-09,6.569926738739014
2010-04-12,6.23586368560791
2010-04-13,6.295462608337402
2010-04-14,6.444468021392822
2010-04-15,6.466820240020752
2010-04-16,6.437018394470215
2010-04-19,6.45936918258667
2010-04-20,6.3252644538879395
2010-04-21,6.407217979431152
2010-04-22,6.466820240020752
2010-04-23,6.288012981414795
2010-04-26,6.45936918258667
2010-04-27,6.280566215515137
2010-04-28,6.399770736694336
2010-04-29,6.437018394470215
2010-04-30,6.198610782623291
2010-05-03,6.280566215515137
2010-05-04,6.109207630157471
2010-05-05,5.997452735900879
2010-05-06,5.624941825866699
2010-05-07,5.759047508239746
2010-05-10,6.183711528778076
2010-05-11,6.258212089538574
2010-05-12,6.5040693283081055
2010-05-13,6.474269390106201
2010-05-14,6.206059455871582
2010-05-17,6.273113250732422
2010-05-18,6.139008045196533
2010-05-19,6.049605846405029
2010-05-20,5.8707990646362305
2010-05-21,5.7664947509765625
2010-05-24,5.662193775177002
2010-05-25,5.475936412811279
2010-05-26,5.379083633422852
2010-05-27,5.647291660308838
2010-05-28,5.490837097167969
2010-06-01,5.163026809692383
2010-06-02,5.475936412811279
2010-06-03,5.386534214019775
2010-06-04,5.267329216003418
2010-06-07,5.252429008483887
2010-06-08,5.222628593444824
2010-06-09,5.297130107879639
2010-06-10,5.393982410430908
2010-06-11,5.513188362121582
2010-06-14,5.520638465881348
2010-06-15,5.706892490386963
2010-06-16,5.706892490386963
2010-06-17,5.6919941902160645
2010-06-18,5.6919941902160645
2010-06-21,5.662193775177002
2010-06-22,5.632391929626465
2010-06-23,5.677093029022217
2010-06-24,5.505737781524658
2010-06-25,5.446134567260742
2010-06-28,5.513188362121582
2010-06-29,5.326930522918701
2010-06-30,5.647291660308838
2010-07-01,5.498286247253418
2010-07-02,5.423784255981445
2010-07-06,5.408883094787598
2010-07-07,5.528087615966797
2010-07-08,5.453587055206299
2010-07-09,5.5355377197265625
2010-07-12,5.6919941902160645
2010-07-13,5.639636039733887
2010-07-14,5.579799652099609
2010-07-15,5.527441024780273
2010-07-16,5.534921646118164
2010-07-19,5.594758987426758
2010-07-20,5.602236270904541
2010-07-21,5.445165157318115
2010-07-22,5.490043640136719
2010-07-23,5.662075996398926
2010-07-26,5.602236270904541
2010-07-27,5.4750847816467285
2010-07-28,5.460126876831055
2010-07-29,5.4750847816467285
2010-07-30,5.490043640136719
2010-08-02,5.527441024780273
2010-08-03,5.460126876831055
2010-08-04,5.460126876831055
2010-08-05,5.46760368347168
2010-08-06,5.519962787628174
2010-08-09,5.505001544952393
2010-08-10,5.497523784637451
2010-08-11,5.33297061920166
2010-08-12,5.370370388031006
2010-08-13,5.4750847816467285
2010-08-16,5.527441024780273
2010-08-17,5.497523784637451
2010-08-18,5.497523784637451
2010-08-19,5.445165157318115
2010-08-20,5.519962787628174
2010-08-23,5.4825639724731445
2010-08-24,5.4825639724731445
2010-08-25,5.422728061676025
2010-08-26,5.400288105010986
2010-08-27,5.490043640136719
2010-08-30,5.460126876831055
2010-08-31,5.4825639724731445
2010-09-01,5.519962787628174
2010-09-02,5.557360649108887
2010-09-03,5.549879550933838
2010-09-07,5.534921646118164
2010-09-08,5.534921646118164
2010-09-09,5.542402744293213
2010-09-10,5.542402744293213
2010-09-13,5.639636039733887
2010-09-14,5.594758987426758
2010-09-15,5.572319984436035
2010-09-16,5.579799652099609
2010-09-17,5.632156848907471
2010-09-20,5.572319984436035
2010-09-21,5.632156848907471
2010-09-22,5.609716415405273
2010-09-23,5.677032947540283
2010-09-24,5.624676704406738
2010-09-27,5.759310722351074
2010-09-28,5.729392051696777
2010-09-29,5.669554710388184
2010-09-30,5.751829624176025
2010-10-01,5.744350910186768
2010-10-04,5.729392051696777
2010-10-05,5.691993236541748
2010-10-06,5.6994709968566895
2010-10-07,5.677032947540283
2010-10-08,5.684514045715332
2010-10-11,5.632156848907471
2010-10-12,5.714432239532471
2010-10-13,5.7820143699646
2010-10-14,5.834578514099121
2010-10-15,5.766996383666992
2010-10-18,5.736960411071777
2010-10-19,5.7444682121276855
2010-10-20,5.887142658233643
2010-10-21,5.924688339233398
2010-10-22,5.917179107666016
2010-10-25,5.827070236206055
2010-10-26,5.827070236206055
2010-10-27,5.759486675262451
2010-10-28,5.684396266937256
2010-10-29,5.684396266937256
2010-11-01,5.797031879425049
2010-11-02,5.834578514099121
2010-11-03,5.797031879425049
2010-11-04,5.834578514099121
2010-11-05,6.014797210693359
2010-11-08,6.0598530769348145
2010-11-09,5.962233066558838
2010-11-10,6.0598530769348145
2010-11-11,6.044833183288574
2010-11-12,6.0072855949401855
2010-11-15,5.9847612380981445
2010-11-16,6.0072855949401855
2010-11-17,5.977251052856445
2010-11-18,5.939703941345215
2010-11-19,6.0823798179626465
2010-11-22,5.939703941345215
2010-11-23,5.872123718261719
2010-11-24,5.9847612380981445
2010-11-26,5.992269039154053
2010-11-29,5.932196140289307
2010-11-30,5.894650936126709
2010-12-01,5.812051296234131
2010-12-02,5.819560527801514
2010-12-03,5.804542064666748
2010-12-06,5.699415683746338
2010-12-07,5.616814136505127
2010-12-08,5.564249515533447
2010-12-09,5.5942864418029785
2010-12-10,5.556742191314697
2010-12-13,5.57175874710083
2010-12-14,5.519195556640625
2010-12-15,5.474139213562012
2010-12-16,5.511685848236084
2010-12-17,5.684396266937256
2010-12-20,5.654361248016357
2010-12-21,5.706923007965088
2010-12-22,5.699415683746338
2010-12-23,5.8420891761779785
2010-12-27,5.917179107666016
2010-12-28,6.037324905395508
2010-12-29,6.044833183288574
2010-12-30,6.089888572692871
2010-12-31,6.119922637939453
2011-01-03,5.90216064453125
2011-01-04,6.0748701095581055
2011-01-05,6.232560157775879
2011-01-06,6.435305595397949
2011-01-07,6.653069019317627
2011-01-10,6.465343475341797
2011-01-11,6.412593841552734
2011-01-12,6.472879886627197
2011-01-13,6.405060768127441
2011-01-14,6.555769920349121
2011-01-18,6.668798446655273
2011-01-19,6.442738056182861
2011-01-20,6.487948894500732
2011-01-21,6.533159255981445
2011-01-24,6.442738056182861
2011-01-25,6.518089294433594
2011-01-26,6.563302993774414
2011-01-27,6.593443393707275
2011-01-28,6.555769920349121
2011-01-31,6.781828880310059
2011-02-01,6.729082107543945
2011-02-02,6.766758918762207
2011-02-03,6.736618995666504
2011-02-04,6.729082107543945
2011-02-07,6.819505214691162
2011-02-08,6.75168514251709
2011-02-09,6.879787921905518
2011-02-10,6.819505214691162
2011-02-11,6.842111587524414
2011-02-14,6.834575176239014
2011-02-15,6.932535648345947
2011-02-16,6.947607517242432
2011-02-17,6.879787921905518
2011-02-18,6.932535648345947
2011-02-22,6.894857406616211
2011-02-23,6.872252464294434
2011-02-24,6.819505214691162
2011-02-25,6.887326717376709
2011-02-28,6.917465686798096
2011-03-01,6.864716529846191
2011-03-02,6.872252464294434
2011-03-03,6.849645614624023
2011-03-04,6.842111587524414
2011-03-07,6.819505214691162
2011-03-08,6.872252464294434
2011-03-09,6.902392864227295
2011-03-10,6.917465686798096
2011-03-11,6.902392864227295
2011-03-14,6.887326717376709
2011-03-15,6.902392864227295
2011-03-16,6.864716529846191
2011-03-17,6.8270392417907715
2011-03-18,6.887326717376709
2011-03-21,6.849645614624023
2011-03-22,6.864716529846191
2011-03-23,7.1133856773376465
2011-03-24,6.924999237060547
2011-03-25,7.083247184753418
2011-03-28,7.083247184753418
2011-03-29,7.128456115722656
2011-03-30,7.1962738037109375
2011-03-31,7.22641134262085
2011-04-01,7.22641134262085
2011-04-04,7.188736915588379
2011-04-05,7.271626949310303
2011-04-06,7.271626949310303
2011-04-07,7.301766872406006
2011-04-08,7.407261848449707
2011-04-11,7.422335147857666
2011-04-12,7.482800006866455
2011-04-13,7.384544849395752
2011-04-14,7.445010185241699
2011-04-15,7.339191436767578
2011-04-18,7.4147748947143555
2011-04-19,7.497918128967285
2011-04-20,7.520596027374268
2011-04-21,7.467684745788574
2011-04-25,7.445010185241699
2011-04-26,7.188024997711182
2011-04-27,7.3769850730896
2011-04-28,7.3240766525268555
2011-04-29,7.240933418273926
2011-05-02,7.233372688293457
2011-05-03,7.256049633026123
2011-05-04,7.278726577758789
2011-05-05,7.361867427825928
2011-05-06,7.43745231628418
2011-05-09,7.482800006866455
2011-05-10,7.505477428436279
2011-05-11,7.482800006866455
2011-05-12,7.558387279510498
2011-05-13,7.5281524658203125
2011-05-16,7.611293792724609
2011-05-17,7.535709857940674
2011-05-18,7.61885404586792
2011-05-19,7.596179008483887
2011-05-20,7.535709857940674
2011-05-23,7.520596027374268
2011-05-24,7.581061840057373
2011-05-25,7.603736400604248
2011-05-26,7.558387279510498
2011-05-27,7.611293792724609
2011-05-31,7.671760082244873
2011-06-01,7.709553241729736
2011-06-02,7.671760082244873
2011-06-03,7.686878204345703
2011-06-06,7.785137176513672
2011-06-07,7.777578830718994
2011-06-08,7.936304569244385
2011-06-09,7.845605373382568
2011-06-10,7.724669456481934
2011-06-13,7.717113018035889
2011-06-14,7.770020961761475
2011-06-15,7.732226848602295
2011-06-16,7.860722064971924
2011-06-17,7.792698860168457
2011-06-20,7.815369129180908
2011-06-21,7.860722064971924
2011-06-22,7.792698860168457
2011-06-23,7.732226848602295
2011-06-24,7.543264865875244
2011-06-27,7.822931289672852
2011-06-28,7.898514747619629
2011-06-29,7.890957355499268
2011-06-30,7.890957355499268
2011-07-01,8.170614242553711
2011-07-05,8.215961456298828
2011-07-06,8.22352409362793
2011-07-07,8.261316299438477
2011-07-08,8.22352409362793
2011-07-11,8.193288803100586
2011-07-12,8.193288803100586
2011-07-13,8.200870513916016
2011-07-14,8.04928207397461
2011-07-15,8.056861877441406
2011-07-18,7.981069087982178
2011-07-19,8.284242630004883
2011-07-20,8.15539264678955
2011-07-21,8.178131103515625
2011-07-22,8.162971496582031
2011-07-25,8.094755172729492
2011-07-26,7.7991623878479
2011-07-27,7.3671393394470215
2011-07-28,7.928014755249023
2011-07-29,7.609679698944092
2011-08-01,7.79158353805542
2011-08-02,7.609679698944092
2011-08-03,7.897695064544678
2011-08-04,7.693050861358643
2011-08-05,7.405038356781006
2011-08-08,7.086703300476074
2011-08-09,7.473251819610596
2011-08-10,7.07912540435791
2011-08-11,7.321664810180664
2011-08-12,7.132179260253906
2011-08-15,7.223133087158203
2011-08-16,7.063965320587158
2011-08-17,7.1549177169799805
2011-08-18,7.010907173156738
2011-08-19,6.995748519897461
2011-08-22,6.9881696701049805
2011-08-23,7.018486976623535
2011-08-24,7.177655220031738
2011-08-25,6.973010540008545
2011-08-26,7.1549177169799805
2011-08-29,7.192811489105225
2011-08-30,7.374721527099609
2011-08-31,7.268609523773193
2011-09-01,6.950274467468262
2011-09-02,6.829005718231201
2011-09-06,6.882060527801514
2011-09-07,7.117020606994629
2011-09-08,6.821425914764404
2011-09-09,6.745632171630859
2011-09-12,7.010907173156738
2011-09-13,7.291349411010742
2011-09-14,7.245871067047119
2011-09-15,7.238291263580322
2011-09-16,7.230710506439209
2011-09-19,6.942693710327148
2011-09-20,6.882060527801514
2011-09-21,6.7532124519348145
2011-09-22,6.450039386749268
2011-09-23,6.631941318511963
2011-09-26,7.117020606994629
2011-09-27,7.177655220031738
2011-09-28,6.738052845001221
2011-09-29,6.950274467468262
2011-09-30,7.314084053039551
2011-10-03,6.7532124519348145
2011-10-04,7.283766746520996
2011-10-05,7.344402313232422
2011-10-06,7.382298469543457
2011-10-07,7.041225910186768
2011-10-10,7.3671393394470215
2011-10-11,7.3671393394470215
2011-10-12,7.405158519744873
2011-10-13,7.405158519744873
2011-10-14,7.564815044403076
2011-10-17,7.154262542724609
2011-10-18,7.496389389038086
2011-10-19,7.116246223449707
2011-10-20,6.926174163818359
2011-10-21,7.298712253570557
2011-10-24,7.389947891235352
2011-10-25,7.108642101287842
2011-10-26,7.222686767578125
2011-10-27,7.542006492614746
2011-10-28,7.374743938446045
2011-10-31,7.055421829223633
2011-11-01,6.888161659240723
2011-11-02,7.1466569900512695
2011-11-03,7.5572099685668945
2011-11-04,7.511591911315918
2011-11-07,7.473576545715332
2011-11-08,7.48878812789917
2011-11-09,7.08583402633667
2011-11-10,7.078233242034912
