Date,OSUR
2010-01-04,5.289999961853027
2010-01-05,5.099999904632568
2010-01-06,4.940000057220459
2010-01-07,4.880000114440918
2010-01-08,4.949999809265137
2010-01-11,5.090000152587891
2010-01-12,5.090000152587891
2010-01-13,5.110000133514404
2010-01-14,5.289999961853027
2010-01-15,5.389999866485596
2010-01-19,5.46999979019165
2010-01-20,5.300000190734863
2010-01-21,5.28000020980835
2010-01-22,5.190000057220459
2010-01-25,5.170000076293945
2010-01-26,5.170000076293945
2010-01-27,5.159999847412109
2010-01-28,5.059999942779541
2010-01-29,5.119999885559082
2010-02-01,5.349999904632568
2010-02-02,5.309999942779541
2010-02-03,5.199999809265137
2010-02-04,4.960000038146973
2010-02-05,4.900000095367432
2010-02-08,4.909999847412109
2010-02-09,4.849999904632568
2010-02-10,4.949999809265137
2010-02-11,4.840000152587891
2010-02-12,4.949999809265137
2010-02-16,5.010000228881836
2010-02-17,5.110000133514404
2010-02-18,5.170000076293945
2010-02-19,5.260000228881836
2010-02-22,5.369999885559082
2010-02-23,5.349999904632568
2010-02-24,5.489999771118164
2010-02-25,5.489999771118164
2010-02-26,5.5
2010-03-01,5.869999885559082
2010-03-02,5.75
2010-03-03,5.519999980926514
2010-03-04,5.360000133514404
2010-03-05,5.429999828338623
2010-03-08,5.269999980926514
2010-03-09,5.349999904632568
2010-03-10,5.28000020980835
2010-03-11,5.429999828338623
2010-03-12,5.349999904632568
2010-03-15,5.409999847412109
2010-03-16,5.440000057220459
2010-03-17,5.550000190734863
2010-03-18,5.460000038146973
2010-03-19,5.400000095367432
2010-03-22,5.579999923706055
2010-03-23,5.880000114440918
2010-03-24,5.840000152587891
2010-03-25,5.949999809265137
2010-03-26,5.909999847412109
2010-03-29,5.699999809265137
2010-03-30,5.78000020980835
2010-03-31,5.929999828338623
2010-04-01,5.929999828338623
2010-04-05,6.03000020980835
2010-04-06,6.0
2010-04-07,6.070000171661377
2010-04-08,6.059999942779541
2010-04-09,6.239999771118164
2010-04-12,6.309999942779541
2010-04-13,6.409999847412109
2010-04-14,6.739999771118164
2010-04-15,6.769999980926514
2010-04-16,6.610000133514404
2010-04-19,6.360000133514404
2010-04-20,6.650000095367432
2010-04-21,6.550000190734863
2010-04-22,6.5
2010-04-23,6.269999980926514
2010-04-26,6.260000228881836
2010-04-27,6.099999904632568
2010-04-28,6.190000057220459
2010-04-29,6.5
2010-04-30,6.340000152587891
2010-05-03,6.579999923706055
2010-05-04,6.389999866485596
2010-05-05,6.300000190734863
2010-05-06,5.769999980926514
2010-05-07,5.329999923706055
2010-05-10,5.539999961853027
2010-05-11,5.630000114440918
2010-05-12,5.940000057220459
2010-05-13,5.659999847412109
2010-05-14,5.340000152587891
2010-05-17,5.329999923706055
2010-05-18,5.269999980926514
2010-05-19,5.059999942779541
2010-05-20,4.75
2010-05-21,4.659999847412109
2010-05-24,4.610000133514404
2010-05-25,4.599999904632568
2010-05-26,4.559999942779541
2010-05-27,4.670000076293945
2010-05-28,4.519999980926514
2010-06-01,4.360000133514404
2010-06-02,4.75
2010-06-03,5.0
2010-06-04,4.610000133514404
2010-06-07,4.360000133514404
2010-06-08,4.269999980926514
2010-06-09,4.190000057220459
2010-06-10,4.300000190734863
2010-06-11,4.590000152587891
2010-06-14,4.760000228881836
2010-06-15,4.869999885559082
2010-06-16,5.239999771118164
2010-06-17,5.059999942779541
2010-06-18,5.190000057220459
2010-06-21,4.989999771118164
2010-06-22,4.949999809265137
2010-06-23,4.849999904632568
2010-06-24,4.849999904632568
2010-06-25,4.980000019073486
2010-06-28,5.039999961853027
2010-06-29,4.789999961853027
2010-06-30,4.630000114440918
2010-07-01,4.559999942779541
2010-07-02,4.449999809265137
2010-07-06,4.389999866485596
2010-07-07,4.659999847412109
2010-07-08,4.579999923706055
2010-07-09,4.650000095367432
2010-07-12,4.420000076293945
2010-07-13,4.800000190734863
2010-07-14,4.789999961853027
2010-07-15,4.550000190734863
2010-07-16,4.25
2010-07-19,4.320000171661377
2010-07-20,4.460000038146973
2010-07-21,4.25
2010-07-22,4.639999866485596
2010-07-23,4.860000133514404
2010-07-26,5.0
2010-07-27,4.599999904632568
2010-07-28,4.440000057220459
2010-07-29,4.539999961853027
2010-07-30,4.739999771118164
2010-08-02,4.619999885559082
2010-08-03,4.440000057220459
2010-08-04,4.449999809265137
2010-08-05,4.349999904632568
2010-08-06,4.139999866485596
2010-08-09,4.099999904632568
2010-08-10,4.079999923706055
2010-08-11,3.740000009536743
2010-08-12,3.640000104904175
2010-08-13,3.450000047683716
2010-08-16,3.4800000190734863
2010-08-17,3.4800000190734863
2010-08-18,3.4600000381469727
2010-08-19,3.369999885559082
2010-08-20,3.490000009536743
2010-08-23,3.3499999046325684
2010-08-24,3.3499999046325684
2010-08-25,3.359999895095825
2010-08-26,3.25
2010-08-27,3.369999885559082
2010-08-30,3.2899999618530273
2010-08-31,3.380000114440918
2010-09-01,3.609999895095825
2010-09-02,3.559999942779541
2010-09-03,3.690000057220459
2010-09-07,3.380000114440918
2010-09-08,3.359999895095825
2010-09-09,3.3499999046325684
2010-09-10,3.4000000953674316
2010-09-13,3.450000047683716
2010-09-14,3.3399999141693115
2010-09-15,3.359999895095825
2010-09-16,3.2699999809265137
2010-09-17,3.5
2010-09-20,3.75
2010-09-21,3.9800000190734863
2010-09-22,3.869999885559082
2010-09-23,3.7799999713897705
2010-09-24,4.079999923706055
