Date,COKE
2010-01-04,2.8235044479370117
2010-01-05,2.7523770332336426
2010-01-06,2.7634401321411133
2010-01-07,2.725506067276001
2010-01-08,2.7133891582489014
2010-01-11,2.7044308185577393
2010-01-12,2.673872947692871
2010-01-13,2.762913942337036
2010-01-14,2.7423667907714844
2010-01-15,2.6865177154541016
2010-01-19,2.701270580291748
2010-01-20,2.6765072345733643
2010-01-21,2.634357213973999
2010-01-22,2.612755298614502
2010-01-25,2.6443681716918945
2010-01-26,2.566391706466675
2010-01-27,2.7133891582489014
2010-01-28,2.6680774688720703
2010-01-29,2.6591200828552246
2010-02-01,2.675981044769287
2010-02-02,2.660701036453247
2010-02-03,2.646475315093994
2010-02-04,2.568108558654785
2010-02-05,2.600937604904175
2010-02-08,2.619999647140503
2010-02-09,2.675069570541382
2010-02-10,2.6761281490325928
2010-02-11,2.726430654525757
2010-02-12,2.743375301361084
2010-02-16,2.7269608974456787
2010-02-17,2.7476112842559814
2010-02-18,2.7454934120178223
2010-02-19,2.7364914417266846
2010-02-22,2.7147815227508545
2010-02-23,2.7163703441619873
2010-02-24,2.735961437225342
2010-02-25,3.019777536392212
2010-02-26,2.946704626083374
2010-03-01,2.9864189624786377
2010-03-02,3.016071319580078
2010-03-03,3.028778553009033
2010-03-04,3.039369583129883
2010-03-05,3.1050281524658203
2010-03-08,3.1193249225616455
2010-03-09,3.119853973388672
2010-03-10,3.0902018547058105
2010-03-11,3.079611301422119
2010-03-12,3.085965871810913
2010-03-15,3.107146739959717
2010-03-16,3.130974054336548
2010-03-17,3.1150894165039062
2010-03-18,3.1219725608825684
2010-03-19,3.128856658935547
2010-03-22,3.1330931186676025
2010-03-23,3.180218458175659
2010-03-24,3.1664528846740723
2010-03-25,3.1246204376220703
2010-03-26,3.112440824508667
2010-03-29,3.105558395385742
2010-03-30,3.124091386795044
2010-03-31,3.1060876846313477
2010-04-01,3.094968318939209
2010-04-05,3.112440824508667
2010-04-06,3.113499641418457
2010-04-07,3.0854363441467285
2010-04-08,3.0324862003326416
2010-04-09,3.0070691108703613
2010-04-12,2.952531099319458
2010-04-13,2.979004383087158
2010-04-14,3.1129698753356934
2010-04-15,3.099733352661133
2010-04-16,2.9991273880004883
2010-04-19,2.9805941581726074
2010-04-20,3.011835813522339
2010-04-21,2.9816529750823975
2010-04-22,2.90010929107666
2010-04-23,2.8874008655548096
2010-04-26,2.9223504066467285
2010-04-27,2.9096410274505615
2010-04-28,2.8995790481567383
2010-04-29,2.95941424369812
2010-04-30,2.9165239334106445
2010-05-03,2.9324097633361816
2010-05-04,2.925525665283203
2010-05-05,3.062511444091797
2010-05-06,3.078040599822998
2010-05-07,3.024245500564575
2010-05-10,3.135164499282837
2010-05-11,3.102442502975464
2010-05-12,3.1235191822052
2010-05-13,3.073050022125244
2010-05-14,2.934953451156616
2010-05-17,2.872283935546875
2010-05-18,2.8844847679138184
2010-05-19,2.8645198345184326
2010-05-20,2.8012948036193848
2010-05-21,2.8617465496063232
2010-05-24,2.807950019836426
2010-05-25,2.761363983154297
2010-05-26,2.7635819911956787
2010-05-27,2.8556458950042725
2010-05-28,2.759699583053589
2010-06-01,2.6693003177642822
2010-06-02,2.740288496017456
2010-06-03,2.7746739387512207
2010-06-04,2.698138952255249
2010-06-07,2.6448965072631836
2010-06-08,2.6288132667541504
2010-06-09,2.636023759841919
2010-06-10,2.6881561279296875
2010-06-11,2.7907564640045166
2010-06-14,2.805176019668579
2010-06-15,2.8334617614746094
2010-06-16,2.7963032722473145
2010-06-17,2.821814775466919
2010-06-18,2.7935307025909424
2010-06-21,2.7585904598236084
2010-06-22,2.7480521202087402
2010-06-23,2.7397348880767822
2010-06-24,2.6748452186584473
2010-06-25,2.692591667175293
2010-06-28,2.682056427001953
2010-06-29,2.6532161235809326
2010-06-30,2.6576526165008545
2010-07-01,2.5911002159118652
2010-07-02,2.564479351043701
2010-07-06,2.5467329025268555
2010-07-07,2.6482250690460205
2010-07-08,2.6737358570098877
2010-07-09,2.721431255340576
2010-07-12,2.6870458126068115
2010-07-13,2.776892900466919
2010-07-14,2.8262526988983154
2010-07-15,2.795193910598755
2010-07-16,2.786874771118164
2010-07-19,2.7907564640045166
2010-07-20,2.847327470779419
2010-07-21,2.786874771118164
2010-07-22,2.856755256652832
2010-07-23,2.8939123153686523
2010-07-26,2.9743311405181885
2010-07-27,2.8983500003814697
2010-07-28,2.8667373657226562
2010-07-29,2.8611910343170166
2010-07-30,2.8617465496063232
2010-08-02,2.8661835193634033
2010-08-03,2.8362345695495605
2010-08-04,2.864100933074951
2010-08-05,2.8144986629486084
2010-08-06,2.836791515350342
2010-08-09,2.8696751594543457
2010-08-10,2.8334479331970215
2010-08-11,2.7615528106689453
2010-08-12,2.7621097564697266
2010-08-13,2.747619390487671
2010-08-16,2.7927629947662354
2010-08-17,2.8089258670806885
2010-08-18,2.8117117881774902
2010-08-19,2.7587664127349854
2010-08-20,2.7938785552978516
2010-08-23,2.7130656242370605
2010-08-24,2.811155319213867
2010-08-25,2.8652150630950928
2010-08-26,2.8211865425109863
2010-08-27,2.876361846923828
2010-08-30,2.764340400695801
2010-08-31,2.771585702896118
2010-09-01,2.8384640216827393
2010-09-02,2.832890510559082
2010-09-03,2.836791515350342
2010-09-07,2.791090726852417
2010-09-08,2.8306620121002197
2010-09-09,2.8434808254241943
2010-09-10,2.869117259979248
2010-09-13,2.8908531665802
2010-09-14,2.877476453781128
2010-09-15,2.871347188949585
2010-09-16,2.8172850608825684
2010-09-17,2.8089258670806885
2010-09-20,2.8696751594543457
2010-09-21,2.8551836013793945
2010-09-22,2.84236478805542
2010-09-23,2.824530839920044
2010-09-24,2.868560314178467
2010-09-27,2.892524480819702
2010-09-28,2.942127227783203
2010-09-29,2.9594035148620605
2010-09-30,2.9499282836914062
2010-10-01,2.950486421585083
2010-10-04,2.935438871383667
2010-10-05,3.0279557704925537
2010-10-06,3.0257256031036377
2010-10-07,2.980025053024292
2010-10-08,3.0017597675323486
2010-10-11,2.9861552715301514
2010-10-12,2.9605178833007812
2010-10-13,2.98114013671875
2010-10-14,2.973336935043335
2010-10-15,2.9928433895111084
2010-10-18,3.008448600769043
2010-10-19,2.9872689247131348
2010-10-20,3.036872148513794
2010-10-21,2.9816973209381104
2010-10-22,2.9794671535491943
2010-10-25,2.995629072189331
2010-10-26,3.0352001190185547
2010-10-27,2.98114013671875
2010-10-28,3.004547595977783
2010-10-29,2.9716649055480957
2010-11-01,2.9783518314361572
2010-11-02,3.08034348487854
2010-11-03,3.062509775161743
2010-11-04,3.2312536239624023
2010-11-05,3.25227427482605
2010-11-08,3.2849717140197754
2010-11-09,3.235924482345581
2010-11-10,3.3112471103668213
2010-11-11,3.2668707370758057
2010-11-12,3.2721261978149414
2010-11-15,3.36613130569458
2010-11-16,3.4005823135375977
2010-11-17,3.3778107166290283
2010-11-18,3.4029195308685303
2010-11-19,3.386569023132324
2010-11-22,3.4227712154388428
2010-11-23,3.387737274169922
2010-11-24,3.386569023132324
2010-11-26,3.3894879817962646
2010-11-29,3.438534736633301
2010-11-30,3.4157638549804688
2010-12-01,3.4140124320983887
2010-12-02,3.3964943885803223
2010-12-03,3.4525487422943115
2010-12-06,3.4169304370880127
2010-12-07,3.440286636352539
2010-12-08,3.4426217079162598
2010-12-09,3.412844657897949
2010-12-10,3.432112693786621
2010-12-13,3.4070045948028564
2010-12-14,3.3871543407440186
2010-12-15,3.3217580318450928
2010-12-16,3.3906564712524414
2010-12-17,3.3772265911102295
2010-12-20,3.367884635925293
2010-12-21,3.366715908050537
2010-12-22,3.336937189102173
2010-12-23,3.320005416870117
2010-12-27,3.3462798595428467
2010-12-28,3.325260639190674
2010-12-29,3.3030717372894287
2010-12-30,3.276798963546753
2010-12-31,3.245267629623413
2011-01-03,3.325260639190674
2011-01-04,3.2954819202423096
2011-01-05,3.310664653778076
2011-01-06,3.27329421043396
2011-01-07,3.2697906494140625
2011-01-10,3.2569456100463867
2011-01-11,3.259864330291748
2011-01-12,3.273879051208496
2011-01-13,3.2709579467773438
2011-01-14,3.2721261978149414
2011-01-18,3.276798963546753
2011-01-19,3.1827917098999023
2011-01-20,3.195636510848999
2011-01-21,3.174032688140869
2011-01-24,3.256361484527588
2011-01-25,3.1950526237487793
2011-01-26,3.247018814086914
2011-01-27,3.211402177810669
2011-01-28,3.1185641288757324
2011-01-31,3.154181718826294
2011-02-01,3.23067045211792
