Date,CYTK
2010-01-04,18.65999984741211
2010-01-05,18.84000015258789
2010-01-06,18.540000915527344
2010-01-07,18.719999313354492
2010-01-08,19.979999542236328
2010-01-11,20.700000762939453
2010-01-12,19.559999465942383
2010-01-13,20.34000015258789
2010-01-14,21.239999771118164
2010-01-15,19.920000076293945
2010-01-19,19.6200008392334
2010-01-20,18.059999465942383
2010-01-21,18.360000610351562
2010-01-22,18.059999465942383
2010-01-25,18.18000030517578
2010-01-26,17.760000228881836
2010-01-27,17.8799991607666
2010-01-28,17.520000457763672
2010-01-29,18.1200008392334
2010-02-01,18.239999771118164
2010-02-02,18.65999984741211
2010-02-03,17.940000534057617
2010-02-04,18.65999984741211
2010-02-05,18.059999465942383
2010-02-08,18.360000610351562
2010-02-09,18.1200008392334
2010-02-10,17.760000228881836
2010-02-11,18.18000030517578
2010-02-12,18.479999542236328
2010-02-16,18.780000686645508
2010-02-17,18.899999618530273
2010-02-18,18.899999618530273
2010-02-19,18.65999984741211
2010-02-22,18.719999313354492
2010-02-23,18.600000381469727
2010-02-24,18.479999542236328
2010-02-25,18.899999618530273
2010-02-26,18.239999771118164
2010-03-01,18.719999313354492
2010-03-02,19.020000457763672
2010-03-03,19.440000534057617
2010-03-04,19.860000610351562
2010-03-05,20.280000686645508
2010-03-08,20.34000015258789
2010-03-09,19.979999542236328
2010-03-10,20.15999984741211
2010-03-11,20.15999984741211
2010-03-12,20.219999313354492
2010-03-15,19.6200008392334
2010-03-16,19.799999237060547
2010-03-17,19.079999923706055
2010-03-18,19.920000076293945
2010-03-19,19.799999237060547
2010-03-22,20.34000015258789
2010-03-23,20.940000534057617
2010-03-24,20.81999969482422
2010-03-25,20.15999984741211
2010-03-26,20.520000457763672
2010-03-29,20.15999984741211
2010-03-30,19.440000534057617
2010-03-31,19.200000762939453
2010-04-01,19.200000762939453
2010-04-05,19.5
2010-04-06,20.399999618530273
2010-04-07,21.0
2010-04-08,21.18000030517578
2010-04-09,20.940000534057617
2010-04-12,20.579999923706055
2010-04-13,20.100000381469727
2010-04-14,21.360000610351562
2010-04-15,20.34000015258789
2010-04-16,19.799999237060547
2010-04-19,19.440000534057617
2010-04-20,19.5
2010-04-21,19.260000228881836
2010-04-22,19.31999969482422
2010-04-23,19.200000762939453
2010-04-26,19.079999923706055
2010-04-27,18.959999084472656
2010-04-28,19.200000762939453
2010-04-29,19.020000457763672
2010-04-30,19.31999969482422
2010-05-03,19.799999237060547
2010-05-04,18.65999984741211
2010-05-05,18.0
2010-05-06,17.81999969482422
2010-05-07,17.459999084472656
2010-05-10,17.940000534057617
2010-05-11,17.760000228881836
2010-05-12,18.1200008392334
2010-05-13,18.299999237060547
2010-05-14,17.81999969482422
2010-05-17,18.1200008392334
2010-05-18,17.940000534057617
2010-05-19,17.760000228881836
2010-05-20,16.860000610351562
2010-05-21,16.559999465942383
2010-05-24,17.040000915527344
2010-05-25,17.040000915527344
2010-05-26,17.219999313354492
2010-05-27,18.0
2010-05-28,17.639999389648438
2010-06-01,16.799999237060547
2010-06-02,17.34000015258789
2010-06-03,17.940000534057617
