Date,WSFS
2010-01-04,7.302432060241699
2010-01-05,7.153170585632324
2010-01-06,7.119378089904785
2010-01-07,7.184151649475098
2010-01-08,7.310879230499268
2010-01-11,7.170072078704834
2010-01-12,7.1757025718688965
2010-01-13,7.201046943664551
2010-01-14,7.2883501052856445
2010-01-15,7.150355339050293
2010-01-19,7.319330215454102
2010-01-20,7.198232173919678
2010-01-21,7.333408355712891
2010-01-22,7.322144031524658
2010-01-25,7.243291854858398
2010-01-26,7.2573747634887695
2010-01-27,7.319330215454102
2010-01-28,7.2573747634887695
2010-01-29,7.603765487670898
2010-02-01,7.688253879547119
2010-02-02,7.806532382965088
2010-02-03,7.831878185272217
2010-02-04,7.8177971839904785
2010-02-05,7.854410171508789
2010-02-08,7.555891036987305
2010-02-09,7.696696758270264
2010-02-10,7.815502166748047
2010-02-11,7.95410680770874
2010-02-12,7.92299222946167
2010-02-16,8.033307075500488
2010-02-17,7.990878105163574
2010-02-18,7.94279146194458
2010-02-19,8.273741722106934
2010-02-22,8.460432052612305
2010-02-23,8.369915008544922
2010-02-24,8.630149841308594
2010-02-25,8.533973693847656
2010-02-26,8.681062698364258
2010-03-01,8.904522895812988
2010-03-02,9.294877052307129
2010-03-03,9.24678897857666
2010-03-04,9.393876075744629
2010-03-05,10.021835327148438
2010-03-08,10.290555953979492
2010-03-09,10.239636421203613
2010-03-10,10.318840026855469
2010-03-11,10.338643074035645
2010-03-12,10.443305015563965
2010-03-15,10.525333404541016
2010-03-16,10.53381061553955
2010-03-17,10.680909156799316
2010-03-18,10.658279418945312
2010-03-19,10.805364608764648
2010-03-22,10.884564399719238
2010-03-23,10.92699909210205
2010-03-24,10.955281257629395
2010-03-25,10.955281257629395
2010-03-26,10.895883560180664
2010-03-29,11.048625946044922
2010-03-30,11.243803977966309
2010-03-31,11.031659126281738
2010-04-01,11.240973472595215
2010-04-05,11.52949333190918
2010-04-06,11.54080867767334
2010-04-07,11.634157180786133
2010-04-08,11.625666618347168
2010-04-09,11.614352226257324
2010-04-12,11.574751853942871
2010-04-13,11.484234809875488
2010-04-14,11.659610748291016
2010-04-15,11.696382522583008
2010-04-16,11.724668502807617
2010-04-19,11.752952575683594
2010-04-20,11.928330421447754
2010-04-21,11.993389129638672
2010-04-22,12.236652374267578
2010-04-23,12.386566162109375
2010-04-26,12.443140983581543
2010-04-27,12.148962020874023
2010-04-28,12.23099136352539
2010-04-29,12.36393928527832
2010-04-30,11.911360740661621
2010-05-03,12.253623962402344
2010-05-04,12.083905220031738
2010-05-05,12.024334907531738
2010-05-06,11.519423484802246
2010-05-07,11.36907958984375
2010-05-10,11.834285736083984
2010-05-11,12.347705841064453
2010-05-12,12.642715454101562
2010-05-13,12.750507354736328
2010-05-14,12.622857093811035
2010-05-17,12.373235702514648
2010-05-18,12.166166305541992
2010-05-19,11.85413932800293
2010-05-20,11.34638786315918
2010-05-21,11.383262634277344
2010-05-24,11.298166275024414
2010-05-25,11.014509201049805
2010-05-26,11.093935012817383
2010-05-27,11.666926383972168
2010-05-28,11.439994812011719
2010-06-01,11.366246223449707
2010-06-02,11.91370964050293
2010-06-03,11.729328155517578
2010-06-04,11.33788013458252
2010-06-07,11.312352180480957
2010-06-08,11.133644104003906
2010-06-09,10.781905174255371
2010-06-10,11.196048736572266
2010-06-11,11.318024635314941
2010-06-14,11.005997657775879
2010-06-15,11.136479377746582
2010-06-16,11.272639274597168
2010-06-17,11.091094970703125
2010-06-18,10.949267387390137
2010-06-21,10.80743408203125
2010-06-22,10.603196144104004
2010-06-23,10.359251022338867
2010-06-24,9.73803997039795
2010-06-25,10.211750984191895
2010-06-28,10.262809753417969
2010-06-29,10.132328033447266
2010-06-30,10.191893577575684
2010-07-01,10.146510124206543
2010-07-02,9.913907051086426
2010-07-06,9.76640796661377
2010-07-07,9.908236503601074
2010-07-08,9.831647872924805
2010-07-09,10.067083358764648
2010-07-12,10.257134437561035
2010-07-13,10.623055458068848
2010-07-14,10.642913818359375
2010-07-15,10.350746154785156
2010-07-16,9.84299087524414
2010-07-19,9.981986999511719
2010-07-20,10.078431129455566
2010-07-21,10.001845359802246
2010-07-22,10.506754875183105
2010-07-23,10.501081466674805
2010-07-26,10.855657577514648
2010-07-27,10.847147941589355
2010-07-28,10.85282039642334
2010-07-29,10.739357948303223
2010-07-30,10.779072761535645
2010-08-02,10.274152755737305
2010-08-03,10.620223045349121
2010-08-04,10.594612121582031
2010-08-05,10.617380142211914
2010-08-06,10.660062789916992
2010-08-09,10.660062789916992
2010-08-10,10.5803804397583
2010-08-11,10.48931884765625
2010-08-12,10.557616233825684
