Date,ADT
2018-01-19,9.692641258239746
2018-01-22,8.957283973693848
2018-01-23,9.317140579223633
2018-01-24,9.317140579223633
2018-01-25,9.309317588806152
2018-01-26,9.309317588806152
2018-01-29,9.450132369995117
2018-01-30,9.700465202331543
2018-01-31,9.763046264648438
2018-02-01,9.974268913269043
2018-02-02,10.060320854187012
2018-02-05,9.888215065002441
2018-02-06,9.622235298156738
2018-02-07,9.786518096923828
2018-02-08,9.676994323730469
2018-02-09,9.888215065002441
2018-02-12,9.919504165649414
2018-02-13,9.504890441894531
2018-02-14,9.340607643127441
2018-02-15,9.145035743713379
2018-02-16,9.058981895446777
2018-02-20,9.066803932189941
2018-02-21,9.11374568939209
2018-02-22,9.317140579223633
2018-02-23,9.371899604797363
2018-02-26,9.504890441894531
2018-02-27,9.074627876281738
2018-02-28,8.261040687561035
2018-03-01,8.354917526245117
2018-03-02,8.660012245178223
2018-03-05,8.386208534240723
2018-03-06,8.096757888793945
2018-03-07,8.135875701904297
2018-03-08,8.229747772216797
2018-03-09,8.23757266998291
2018-03-12,8.378382682800293
2018-03-13,8.245392799377441
2018-03-14,7.987237930297852
2018-03-15,6.985899448394775
2018-03-16,6.829439640045166
2018-03-19,7.150181293487549
2018-03-20,7.0093674659729
2018-03-21,7.017190933227539
2018-03-22,6.782502174377441
2018-03-23,6.362279415130615
2018-03-26,6.244457721710205
2018-03-27,5.938124656677246
2018-03-28,5.969545364379883
2018-03-29,6.228748321533203
2018-04-02,6.150200843811035
2018-04-03,5.930270195007324
2018-04-04,6.165911674499512
2018-04-05,6.919960021972656
2018-04-06,6.872829914093018
2018-04-09,7.163451671600342
2018-04-10,7.108470439910889
2018-04-11,7.084907054901123
2018-04-12,7.147744655609131
2018-04-13,7.061342239379883
2018-04-16,7.061342239379883
2018-04-17,7.265563488006592
2018-04-18,7.509058952331543
2018-04-19,7.367673873901367
2018-04-20,7.304836750030518
2018-04-23,7.029922962188721
2018-04-24,7.061342239379883
2018-04-25,7.163451671600342
2018-04-26,7.132033824920654
2018-04-27,7.15559720993042
2018-04-30,6.998506546020508
2018-05-01,6.817848205566406
2018-05-02,6.833559036254883
2018-05-03,6.503660678863525
2018-05-04,6.346567630767822
2018-05-07,6.629335403442383
2018-05-08,6.731447219848633
2018-05-09,6.14234733581543
2018-05-10,6.220893859863281
2018-05-11,5.812452793121338
2018-05-14,5.7339043617248535
2018-05-15,5.600376129150391
2018-05-16,5.498264789581299
2018-05-17,5.631794452667236
2018-05-18,5.71034049987793
2018-05-21,6.08736515045166
2018-05-22,6.00096321105957
2018-05-23,6.024526596069336
2018-05-24,6.04809045791626
2018-05-25,5.867433547973633
2018-05-29,5.859578609466553
2018-05-30,6.024526596069336
2018-05-31,5.906706809997559
2018-06-01,6.00096321105957
2018-06-04,6.126638412475586
2018-06-05,6.2523112297058105
2018-06-06,6.2523112297058105
2018-06-07,6.283730983734131
2018-06-08,6.456534385681152
2018-06-11,6.260167598724365
2018-06-12,6.511516571044922
2018-06-13,6.323004722595215
2018-06-14,6.3544230461120605
2018-06-15,6.268022060394287
2018-06-18,6.511516571044922
2018-06-19,6.48795223236084
2018-06-20,6.833559036254883
2018-06-21,6.809993743896484
2018-06-22,6.884914875030518
2018-06-25,6.853369235992432
2018-06-26,6.916461944580078
2018-06-27,6.995324611663818
2018-06-28,6.640434265136719
2018-06-29,6.821821212768555
2018-07-02,6.4274983406066895
2018-07-03,6.348633766174316
2018-07-05,6.372293472290039
2018-07-06,6.45115852355957
2018-07-09,6.735071182250977
2018-07-10,6.7981648445129395
2018-07-11,6.766617774963379
2018-07-12,7.034758567810059
2018-07-13,7.066303730010986
2018-07-16,7.239807605743408
2018-07-17,7.405426025390625
2018-07-18,7.452741622924805
2018-07-19,7.381762981414795
2018-07-20,7.373876094818115
2018-07-23,7.381762981414795
2018-07-24,7.295013904571533
2018-07-25,7.279239654541016
2018-07-26,7.176716327667236
2018-07-27,7.105737686157227
2018-07-30,6.924346446990967
2018-07-31,7.105737686157227
2018-08-01,7.058419227600098
2018-08-02,6.7981648445129395
2018-08-03,7.0268731117248535
2018-08-06,7.0820770263671875
2018-08-07,7.2161478996276855
2018-08-08,7.476404190063477
2018-08-09,6.679866790771484
2018-08-10,7.018985748291016
2018-08-13,7.2161478996276855
2018-08-14,7.018985748291016
2018-08-15,6.884914875030518
2018-08-16,6.877027988433838
2018-08-17,6.869143009185791
2018-08-20,6.853369235992432
2018-08-21,7.208261966705322
2018-08-22,7.160943031311035
2018-08-23,7.089963912963867
2018-08-24,7.105737686157227
2018-08-27,7.129398345947266
2018-08-28,7.2634663581848145
2018-08-29,7.295013904571533
2018-08-30,7.042646884918213
2018-08-31,7.058419227600098
2018-09-04,7.247694492340088
2018-09-05,6.916461944580078
2018-09-06,7.066303730010986
2018-09-07,6.940121173858643
2018-09-10,6.813936233520508
2018-09-11,6.71929931640625
2018-09-12,6.790277481079102
2018-09-13,6.774505615234375
2018-09-14,6.750845432281494
2018-09-17,6.651856899261475
2018-09-18,6.802318572998047
2018-09-19,6.628102779388428
2018-09-20,7.0636396408081055
2018-09-21,7.419990539550781
2018-09-24,7.332882881164551
2018-09-25,7.30912446975708
2018-09-26,7.427909851074219
2018-09-27,7.435829162597656
2018-09-28,7.435829162597656
2018-10-01,7.285367965698242
2018-10-02,6.921101093292236
2018-10-03,6.976531982421875
2018-10-04,6.960694789886475
2018-10-05,6.881505489349365
2018-10-08,6.841911792755127
2018-10-09,6.833992004394531
2018-10-10,6.445968151092529
2018-10-11,6.152968883514404
2018-10-12,5.954996585845947
2018-10-15,6.113375186920166
2018-10-16,6.343022346496582
2018-10-17,6.152968883514404
2018-10-18,6.137132167816162
2018-10-19,6.152968883514404
2018-10-22,5.844132900238037
2018-10-23,5.939159870147705
2018-10-24,5.836214542388916
2018-10-25,5.931240558624268
2018-10-26,5.875807762145996
2018-10-29,5.780782222747803
2018-10-30,5.780782222747803
2018-10-31,6.129212379455566
2018-11-01,6.113375186920166
2018-11-02,6.152968883514404
2018-11-05,6.097536563873291
2018-11-06,5.796618461608887
2018-11-07,5.875807762145996
2018-11-08,6.4142937660217285
2018-11-09,6.216320037841797
2018-11-12,5.899565696716309
2018-11-13,6.216320037841797
2018-11-14,6.129212379455566
2018-11-15,6.2638325691223145
2018-11-16,6.382616996765137
2018-11-19,6.081699371337891
2018-11-20,5.875807762145996
2018-11-21,6.026267051696777
2018-11-23,6.065860748291016
2018-11-26,6.018348217010498
2018-11-27,5.92332124710083
2018-11-28,6.224238395690918
2018-11-29,6.216320037841797
2018-11-30,6.1846442222595215
2018-12-03,6.129212379455566
2018-12-04,5.875807762145996
2018-12-06,6.0737810134887695
2018-12-07,5.899565696716309
2018-12-10,5.7491068840026855
2018-12-11,5.7491068840026855
2018-12-12,5.859971523284912
2018-12-13,5.720731258392334
2018-12-14,5.426341533660889
2018-12-17,5.33881950378418
2018-12-18,5.227428436279297
2018-12-19,5.187645435333252
2018-12-20,5.084211349487305
2018-12-21,4.940993309020996
2018-12-24,4.781863212585449
2018-12-26,5.004645347595215
2018-12-27,4.901211261749268
2018-12-28,4.861429214477539
2018-12-31,4.781863212585449
2019-01-02,5.100123405456543
2019-01-03,5.028515338897705
2019-01-04,5.306992530822754
2019-01-07,5.402471542358398
2019-01-08,5.529774188995361
2019-01-09,5.561601161956787
2019-01-10,5.5059051513671875
2019-01-11,5.649123668670654
2019-01-14,5.545687675476074
2019-01-15,5.489993572235107
2019-01-16,5.6809492111206055
2019-01-17,5.776427745819092
2019-01-18,5.832123756408691
2019-01-22,5.6809492111206055
2019-01-23,5.569558143615723
2019-01-24,5.617297172546387
2019-01-25,5.720731258392334
2019-01-28,5.593428611755371
2019-01-29,5.665035724639893
2019-01-30,5.67299222946167
2019-01-31,5.744601249694824
2019-02-01,5.816209316253662
2019-02-04,6.03103494644165
2019-02-05,6.0230793952941895
2019-02-06,6.0787763595581055
2019-02-07,6.038991928100586
2019-02-08,6.086731433868408
2019-02-11,6.229948043823242
2019-02-12,6.373165130615234
2019-02-13,6.317470073699951
2019-02-14,6.32542610168457
2019-02-15,6.404991626739502
2019-02-19,6.397034168243408
2019-02-20,6.484556198120117
2019-02-21,6.404991626739502
2019-02-22,6.484556198120117
2019-02-25,6.516382217407227
2019-02-26,6.404991626739502
2019-02-27,6.444775581359863
2019-02-28,6.365209102630615
2019-03-01,6.333383560180664
2019-03-04,6.357253074645996
2019-03-05,6.3492960929870605
2019-03-06,6.142427444458008
2019-03-07,6.03103494644165
2019-03-08,5.871904373168945
2019-03-11,6.038991928100586
2019-03-12,5.227428436279297
2019-03-13,5.0762553215026855
2019-03-14,4.9171247482299805
2019-03-15,5.147862434387207
2019-03-18,5.370645046234131
2019-03-19,5.346774578094482
2019-03-20,5.275166988372803
