Date,UNM
2010-01-04,12.931909561157227
2010-01-05,13.119993209838867
2010-01-06,13.236721992492676
2010-01-07,13.528572082519531
2010-01-08,13.346980094909668
2010-01-11,13.593427658081055
2010-01-12,13.56099796295166
2010-01-13,13.6517915725708
2010-01-14,13.911211013793945
2010-01-15,13.872293472290039
2010-01-19,14.034432411193848
2010-01-20,13.963092803955078
2010-01-21,13.659049987792969
2010-01-22,13.144723892211914
2010-01-25,13.235867500305176
2010-01-26,12.890815734863281
2010-01-27,13.014510154724121
2010-01-28,12.767111778259277
2010-01-29,12.741068840026855
2010-02-01,13.08613109588623
2010-02-02,13.457226753234863
2010-02-03,12.988472938537598
2010-02-04,12.304861068725586
2010-02-05,12.513200759887695
2010-02-08,12.194188117980957
2010-02-09,12.376482009887695
2010-02-10,12.46112060546875
2010-02-11,12.643412590026855
2010-02-12,12.70852279663086
2010-02-16,13.073107719421387
2010-02-17,13.366081237792969
2010-02-18,13.619991302490234
2010-02-19,13.678577423095703
2010-02-22,13.678577423095703
2010-02-23,13.437695503234863
2010-02-24,13.626502990722656
2010-02-25,13.528843879699707
2010-02-26,13.548375129699707
2010-03-01,13.87389850616455
2010-03-02,13.867389678955078
2010-03-03,13.899946212768555
2010-03-04,14.114785194396973
2010-03-05,14.453335762023926
2010-03-08,14.596567153930664
2010-03-09,14.635627746582031
2010-03-10,14.82442855834961
2010-03-11,15.136934280395508
2010-03-12,15.234593391418457
2010-03-15,15.521059036254883
2010-03-16,15.735907554626465
2010-03-17,15.905180931091309
2010-03-18,15.840076446533203
2010-03-19,15.579657554626465
2010-03-22,15.55361270904541
2010-03-23,15.748926162719727
2010-03-24,15.742410659790039
2010-03-25,15.879137992858887
2010-03-26,16.048412322998047
2010-03-29,16.191638946533203
2010-03-30,16.100496292114258
2010-03-31,16.126537322998047
2010-04-01,16.386953353881836
2010-04-05,16.497638702392578
2010-04-06,16.666908264160156
2010-04-07,16.510658264160156
2010-04-08,16.556238174438477
2010-04-09,16.6213321685791
2010-04-12,16.627836227416992
2010-04-13,16.6603946685791
2010-04-14,17.194259643554688
2010-04-15,16.972904205322266
2010-04-16,16.4846134185791
2010-04-19,16.588781356811523
2010-04-20,16.855710983276367
2010-04-21,16.699462890625
2010-04-22,16.6622314453125
2010-04-23,16.923500061035156
2010-04-26,16.747135162353516
2010-04-27,15.852306365966797
2010-04-28,15.858840942382812
2010-04-29,16.139698028564453
2010-04-30,15.982938766479492
2010-05-03,15.911096572875977
2010-05-04,15.395092010498047
2010-05-05,15.401622772216797
2010-05-06,14.800711631774902
2010-05-07,14.657017707824707
2010-05-10,15.884963989257812
2010-05-11,15.708612442016602
2010-05-12,15.878434181213379
2010-05-13,15.395092010498047
2010-05-14,14.8333740234375
2010-05-17,14.754992485046387
2010-05-18,14.415348052978516
2010-05-19,14.4022798538208
2010-05-20,14.04957389831543
2010-05-21,14.670080184936523
2010-05-24,14.421881675720215
2010-05-25,14.493730545043945
2010-05-26,14.630891799926758
2010-05-27,15.362446784973145
2010-05-28,15.08810806274414
2010-06-01,14.774587631225586
2010-06-02,15.284050941467285
2010-06-03,15.192609786987305
2010-06-04,14.552512168884277
2010-06-07,14.193267822265625
2010-06-08,14.552512168884277
2010-06-09,14.461067199707031
2010-06-10,15.061971664428711
2010-06-11,15.212203025817871
2010-06-14,15.251394271850586
2010-06-15,15.558382034301758
2010-06-16,15.303648948669434
2010-06-17,15.257919311523438
2010-06-18,15.401622772216797
2010-06-21,15.3101806640625
2010-06-22,14.996659278869629
2010-06-23,14.852970123291016
2010-06-24,14.585164070129395
2010-06-25,14.820308685302734
2010-06-28,14.8856201171875
2010-06-29,14.310837745666504
2010-06-30,14.173677444458008
2010-07-01,13.938532829284668
2010-07-02,13.886279106140137
2010-07-06,13.912408828735352
2010-07-07,14.336966514587402
2010-07-08,14.630891799926758
2010-07-09,14.800711631774902
2010-07-12,14.702737808227539
2010-07-13,14.950935363769531
2010-07-14,14.657017707824707
2010-07-15,14.670080184936523
2010-07-16,14.193267822265625
2010-07-19,14.186738967895508
2010-07-20,14.467597961425781
2010-07-21,14.238990783691406
2010-07-22,14.245524406433105
2010-07-23,14.670080184936523
2010-07-26,14.578639030456543
2010-07-27,14.944408416748047
2010-07-28,14.68404483795166
2010-07-29,14.913590431213379
2010-07-30,14.966055870056152
2010-08-02,15.241498947143555
2010-08-03,14.907032012939453
2010-08-04,14.316776275634766
2010-08-05,14.34957218170166
2010-08-06,14.303668975830078
2010-08-09,14.63157844543457
2010-08-10,14.37580394744873
2010-08-11,13.71997356414795
2010-08-12,13.628157615661621
2010-08-13,13.647828102111816
2010-08-16,13.588807106018066
2010-08-17,13.79211711883545
2010-08-18,13.778990745544434
2010-08-19,13.398616790771484
2010-08-20,13.33303165435791
2010-08-23,13.38549518585205
2010-08-24,12.99200439453125
2010-08-25,12.84115982055664
2010-08-26,12.755901336669922
2010-08-27,13.254331588745117
2010-08-30,12.854276657104492
2010-08-31,13.149398803710938
2010-09-01,13.726531028747559
2010-09-02,14.067564964294434
2010-09-03,14.605340957641602
2010-09-07,13.962629318237305
2010-09-08,14.028210639953613
2010-09-09,14.211838722229004
2010-09-10,14.343017578125
2010-09-13,14.585664749145508
2010-09-14,14.53976058959961
2010-09-15,14.526644706726074
2010-09-16,14.50697135925293
2010-09-17,14.559436798095703
2010-09-20,14.847997665405273
2010-09-21,14.769298553466797
2010-09-22,14.559436798095703
2010-09-23,14.36268138885498
2010-09-24,14.690600395202637
2010-09-27,14.526644706726074
2010-09-28,14.657814025878906
2010-09-29,14.592227935791016
2010-09-30,14.526644706726074
2010-10-01,14.454499244689941
2010-10-04,14.297102928161621
2010-10-05,14.756186485290527
2010-10-06,14.723393440246582
2010-10-07,14.651252746582031
2010-10-08,14.670929908752441
2010-10-11,14.625019073486328
2010-10-12,14.592227935791016
2010-10-13,14.78897476196289
2010-10-14,14.769298553466797
2010-10-15,14.769298553466797
2010-10-18,14.979166030883789
2010-10-19,14.605340957641602
2010-10-20,14.605340957641602
2010-10-21,14.785137176513672
2010-10-22,14.765381813049316
2010-10-25,14.719281196594238
2010-10-26,14.765381813049316
2010-10-27,15.041982650756836
2010-10-28,14.995875358581543
2010-10-29,14.765381813049316
2010-11-01,14.798311233520508
2010-11-02,15.028815269470215
2010-11-03,14.534876823425293
2010-11-04,15.094667434692383
2010-11-05,15.068327903747559
2010-11-08,14.719281196594238
2010-11-09,14.317543983459473
2010-11-10,14.561217308044434
2010-11-11,14.541462898254395
2010-11-12,14.376813888549805
2010-11-15,14.482187271118164
2010-11-16,14.218758583068848
2010-11-17,14.370232582092285
2010-11-18,14.627071380615234
2010-11-19,14.600733757019043
2010-11-22,14.501946449279785
2010-11-23,14.14631175994873
2010-11-24,14.488773345947266
2010-11-26,14.28462028503418
2010-11-29,14.310956001281738
2010-11-30,14.152894973754883
2010-12-01,14.620491981506348
2010-12-02,14.936609268188477
2010-12-03,14.818066596984863
2010-12-06,14.752205848693848
2010-12-07,14.923441886901855
2010-12-08,15.318588256835938
2010-12-09,15.391026496887207
2010-12-10,15.61494255065918
2010-12-13,15.773004531860352
2010-12-14,15.753252029418945
2010-12-15,15.64129638671875
2010-12-16,15.575430870056152
2010-12-17,15.693974494934082
2010-12-20,15.79935359954834
2010-12-21,16.02985382080078
2010-12-22,16.187908172607422
2010-12-23,16.04961585998535
2010-12-27,16.141809463500977
2010-12-28,16.075950622558594
2010-12-29,15.983752250671387
2010-12-30,15.931070327758789
2010-12-31,15.950823783874512
2011-01-03,16.35256004333496
2011-01-04,16.326215744018555
2011-01-05,16.504030227661133
2011-01-06,16.47768783569336
2011-01-07,16.405244827270508
2011-01-10,16.35256004333496
2011-01-11,16.418418884277344
2011-01-12,16.556726455688477
2011-01-13,16.39865493774414
2011-01-14,16.52379035949707
2011-01-18,16.530384063720703
2011-01-19,16.30646324157715
2011-01-20,16.35256004333496
2011-01-21,16.543546676635742
2011-01-24,16.589641571044922
2011-01-25,16.73453712463379
2011-01-26,16.879423141479492
2011-01-27,16.93429183959961
2011-01-28,16.47821044921875
2011-01-31,16.484821319580078
2011-02-01,16.94749641418457
2011-02-02,16.61701774597168
2011-02-03,16.67650032043457
2011-02-04,17.040037155151367
2011-02-07,17.277990341186523
2011-02-08,17.35731315612793
2011-02-09,17.377140045166016
2011-02-10,17.337480545043945
2011-02-11,17.555601119995117
2011-02-14,17.469676971435547
2011-02-15,17.469676971435547
2011-02-16,17.681182861328125
2011-02-17,17.701019287109375
2011-02-18,17.76050567626953
2011-02-22,17.377140045166016
2011-02-23,17.251548767089844
2011-02-24,17.337480545043945
2011-02-25,17.58204460144043
2011-02-28,17.535776138305664
2011-03-01,17.277990341186523
2011-03-02,16.89462661743164
2011-03-03,17.284603118896484
2011-03-04,17.19867706298828
2011-03-07,17.05986213684082
2011-03-08,17.47629165649414
2011-03-09,17.50933837890625
2011-03-10,17.218503952026367
2011-03-11,17.3969669342041
2011-03-14,17.106138229370117
2011-03-15,16.987163543701172
2011-03-16,16.696334838867188
2011-03-17,16.815309524536133
2011-03-18,16.967336654663086
2011-03-21,17.35070037841797
2011-03-22,17.192060470581055
2011-03-23,17.112743377685547
2011-03-24,17.1259708404541
2011-03-25,17.284603118896484
2011-03-28,17.32425880432129
2011-03-29,17.377140045166016
2011-03-30,17.588651657104492
2011-03-31,17.35070037841797
2011-04-01,17.56882667541504
2011-04-04,17.529165267944336
2011-04-05,17.469676971435547
2011-04-06,17.64813804626465
2011-04-07,17.641530990600586
2011-04-08,17.390352249145508
2011-04-11,17.449840545654297
2011-04-12,17.370525360107422
2011-04-13,17.1722354888916
2011-04-14,17.053258895874023
2011-04-15,16.98055076599121
2011-04-18,16.755815505981445
2011-04-19,16.868188858032227
2011-04-20,17.002857208251953
2011-04-21,17.115633010864258
2011-04-25,16.98295783996582
2011-04-26,17.175334930419922
2011-04-27,17.308021545410156
2011-04-28,17.526941299438477
2011-04-29,17.566743850708008
2011-05-02,17.50040626525879
2011-05-03,17.347822189331055
2011-05-04,17.59991455078125
2011-05-05,17.254941940307617
2011-05-06,17.400894165039062
2011-05-09,17.487131118774414
2011-05-10,17.672887802124023
2011-05-11,17.540212631225586
2011-05-12,17.699417114257812
2011-05-13,17.394258499145508
2011-05-16,17.46722984313965
2011-05-17,17.400894165039062
2011-05-18,17.487131118774414
2011-05-19,17.845367431640625
2011-05-20,17.725955963134766
2011-05-23,17.367717742919922
2011-05-24,17.1487979888916
2011-05-25,17.18197250366211
2011-05-26,17.301382064819336
2011-05-27,17.314647674560547
2011-05-31,17.45395851135254
2011-06-01,16.876811981201172
2011-06-02,16.956418991088867
2011-06-03,16.7640380859375
2011-06-06,16.604816436767578
2011-06-07,16.59818458557129
2011-06-08,16.505306243896484
2011-06-09,16.67115592956543
2011-06-10,16.45223617553711
2011-06-13,16.538480758666992
2011-06-14,16.863540649414062
2011-06-15,16.233312606811523
2011-06-16,16.326196670532227
2011-06-17,16.611454010009766
2011-06-20,16.67779541015625
2011-06-21,16.863540649414062
2011-06-22,16.55838394165039
2011-06-23,16.43233299255371
2011-06-24,16.2664852142334
2011-06-27,16.365999221801758
2011-06-28,16.55838394165039
2011-06-29,16.73749542236328
2011-06-30,16.90334701538086
2011-07-01,17.208505630493164
2011-07-05,17.115633010864258
2011-07-06,17.268217086791992
2011-07-07,17.487131118774414
2011-07-08,17.28148078918457
2011-07-11,16.916622161865234
2011-07-12,16.92325210571289
2011-07-13,17.095727920532227
