Date,PSMT
2010-01-04,17.187227249145508
2010-01-05,16.847126007080078
2010-01-06,16.67293357849121
2010-01-07,16.697816848754883
2010-01-08,16.67293357849121
2010-01-11,16.58169174194336
2010-01-12,16.68953514099121
2010-01-13,16.963266372680664
2010-01-14,16.681232452392578
2010-01-15,16.639759063720703
2010-01-19,16.772478103637695
2010-01-20,16.772478103637695
2010-01-21,16.59828758239746
2010-01-22,16.59828758239746
2010-01-25,16.60658073425293
2010-01-26,16.59828758239746
2010-01-27,16.7890682220459
2010-01-28,16.59828758239746
2010-01-29,16.59828758239746
2010-02-01,16.797367095947266
2010-02-02,16.722707748413086
2010-02-03,16.59828758239746
2010-02-04,16.60658073425293
2010-02-05,16.78077507019043
2010-02-08,16.60658073425293
2010-02-09,16.830541610717773
2010-02-10,17.090900421142578
2010-02-11,17.35964584350586
2010-02-12,17.40164566040039
2010-02-16,17.368051528930664
2010-02-17,17.342845916748047
2010-02-18,17.393238067626953
2010-02-19,17.42683219909668
2010-02-22,17.443635940551758
2010-02-23,17.594806671142578
2010-02-24,17.670392990112305
2010-02-25,17.97273826599121
2010-02-26,17.855154037475586
2010-03-01,17.989530563354492
2010-03-02,17.98113441467285
2010-03-03,17.930744171142578
2010-03-04,18.014726638793945
2010-03-05,18.300273895263672
2010-03-08,19.677629470825195
2010-03-09,19.669227600097656
2010-03-10,19.677629470825195
2010-03-11,19.593645095825195
2010-03-12,19.652429580688477
2010-03-15,19.182117462158203
2010-03-16,19.408876419067383
2010-03-17,19.618837356567383
2010-03-18,19.803607940673828
2010-03-19,19.417272567749023
2010-03-22,19.677629470825195
2010-03-23,19.862388610839844
2010-03-24,19.7700138092041
2010-03-25,19.778411865234375
2010-03-26,19.70281982421875
2010-03-29,19.803607940673828
2010-03-30,19.879186630249023
2010-03-31,19.526456832885742
2010-04-01,19.711217880249023
2010-04-05,20.131139755249023
2010-04-06,19.820396423339844
2010-04-07,20.11435317993164
2010-04-08,19.98836898803711
2010-04-09,20.08914566040039
2010-04-12,20.231922149658203
2010-04-13,20.3579044342041
2010-04-14,20.58466148376465
2010-04-15,20.576261520385742
2010-04-16,20.668642044067383
2010-04-19,20.67704200744629
2010-04-20,20.92900276184082
2010-04-21,21.08017349243164
2010-04-22,21.122163772583008
2010-04-23,21.1137638092041
2010-04-26,20.84501075744629
2010-04-27,20.887008666992188
2010-04-28,20.92900276184082
2010-04-29,21.323728561401367
2010-04-30,20.895404815673828
2010-05-03,21.130558013916016
2010-05-04,20.920595169067383
2010-05-05,21.239744186401367
2010-05-06,19.484464645385742
2010-05-07,18.972156524658203
2010-05-10,20.26552391052246
2010-05-11,20.59305763244629
2010-05-12,21.248144149780273
2010-05-13,21.222944259643555
2010-05-14,20.970993041992188
2010-05-17,21.348922729492188
2010-05-18,21.231348037719727
2010-05-19,20.67704200744629
2010-05-20,20.20673179626465
2010-05-21,20.34950828552246
2010-05-24,20.038766860961914
2010-05-25,19.42567253112793
2010-05-26,19.68602752685547
2010-05-27,20.15633773803711
2010-05-28,20.16473388671875
2010-06-01,20.366302490234375
2010-06-02,20.920595169067383
2010-06-03,20.59305763244629
2010-06-04,19.70281982421875
2010-06-07,19.333288192749023
2010-06-08,19.820396423339844
2010-06-09,20.391496658325195
2010-06-10,20.6518497467041
2010-06-11,20.870206832885742
2010-06-14,20.83661460876465
2010-06-15,20.920595169067383
2010-06-16,20.93739891052246
2010-06-17,21.231348037719727
2010-06-18,20.719036102294922
2010-06-21,21.138961791992188
2010-06-22,21.164159774780273
2010-06-23,20.97939109802246
2010-06-24,20.62665367126465
2010-06-25,20.945791244506836
2010-06-28,20.92900276184082
2010-06-29,20.131139755249023
2010-06-30,19.509658813476562
2010-07-01,19.820396423339844
2010-07-02,19.79520606994629
2010-07-06,19.618837356567383
2010-07-07,20.030363082885742
2010-07-08,20.60985565185547
2010-07-09,21.147363662719727
2010-07-12,20.970993041992188
2010-07-13,21.390918731689453
2010-07-14,21.449705123901367
2010-07-15,21.474905014038086
2010-07-16,20.81981658935547
2010-07-19,21.52528953552246
2010-07-20,22.004003524780273
2010-07-21,21.399316787719727
2010-07-22,22.297948837280273
2010-07-23,22.49111557006836
2010-07-26,23.087406158447266
2010-07-27,23.39815330505371
2010-07-28,23.33936309814453
2010-07-29,22.96142578125
2010-07-30,23.515729904174805
2010-08-02,23.33936309814453
2010-08-03,23.037010192871094
2010-08-04,23.112606048583984
2010-08-05,22.87744140625
2010-08-06,23.389751434326172
2010-08-09,23.423343658447266
2010-08-10,23.053815841674805
2010-08-11,22.22319793701172
2010-08-12,22.053688049316406
2010-08-13,21.714658737182617
2010-08-16,21.65532875061035
2010-08-17,22.197771072387695
2010-08-18,22.536792755126953
2010-08-19,21.536670684814453
2010-08-20,21.62142562866211
