Date,PRGO
2010-01-04,31.86636734008789
2010-01-05,30.634363174438477
2010-01-06,30.247398376464844
2010-01-07,30.002573013305664
2010-01-08,29.83671760559082
2010-01-11,31.147708892822266
2010-01-12,32.466583251953125
2010-01-13,33.09838104248047
2010-01-14,33.27213668823242
2010-01-15,33.28791809082031
2010-01-19,33.96711730957031
2010-01-20,33.78546905517578
2010-01-21,33.60383605957031
2010-01-22,33.611732482910156
2010-01-25,32.8377685546875
2010-01-26,33.564334869384766
2010-01-27,33.998695373535156
2010-01-28,34.37778854370117
2010-01-29,34.970088958740234
2010-02-01,34.90689468383789
2010-02-02,36.26528549194336
2010-02-03,36.54169845581055
2010-02-04,36.15469741821289
2010-02-05,35.767730712890625
2010-02-08,36.12313461303711
2010-02-09,36.5811767578125
2010-02-10,36.17842102050781
2010-02-11,37.165611267089844
2010-02-12,38.342323303222656
2010-02-16,38.2791633605957
2010-02-17,38.00273895263672
2010-02-18,38.85564422607422
2010-02-19,39.392677307128906
2010-02-22,38.85564422607422
2010-02-23,38.674007415771484
2010-02-24,38.51823043823242
2010-02-25,39.261558532714844
2010-02-26,39.198299407958984
2010-03-01,40.45561981201172
2010-03-02,41.65757751464844
2010-03-03,41.30963134765625
2010-03-04,40.55049133300781
2010-03-05,40.11559295654297
2010-03-08,39.64903259277344
2010-03-09,39.00849914550781
2010-03-10,39.617393493652344
2010-03-11,40.14723205566406
2010-03-12,40.076045989990234
2010-03-15,40.281639099121094
2010-03-16,40.74028396606445
2010-03-17,39.585777282714844
2010-03-18,39.68857192993164
2010-03-19,39.83882141113281
2010-03-22,40.43187713623047
2010-03-23,45.23182678222656
2010-03-24,45.70629119873047
2010-03-25,44.7020263671875
2010-03-26,44.90761947631836
2010-03-29,46.03843688964844
2010-03-30,46.40217208862305
2010-03-31,46.433799743652344
2010-04-01,46.71848678588867
2010-04-05,48.24465560913086
2010-04-06,47.991607666015625
2010-04-07,47.11385726928711
2010-04-08,46.655216217041016
2010-04-09,46.655216217041016
2010-04-12,47.374820709228516
2010-04-13,48.05487060546875
2010-04-14,48.22884750366211
2010-04-15,49.011722564697266
2010-04-16,47.722740173339844
2010-04-19,47.02688217163086
2010-04-20,47.44598388671875
2010-04-21,46.71059036254883
2010-04-22,47.34319305419922
2010-04-23,47.90463638305664
2010-04-26,47.63578796386719
2010-04-27,46.98734664916992
2010-04-28,46.686851501464844
2010-04-29,50.18994903564453
2010-04-30,48.34746170043945
2010-05-03,49.71549606323242
2010-05-04,48.99589538574219
2010-05-05,48.76655578613281
2010-05-06,46.916175842285156
2010-05-07,45.524417877197266
2010-05-10,49.011722564697266
2010-05-11,50.1583251953125
2010-05-12,50.88581466674805
2010-05-13,49.38336944580078
2010-05-14,47.849273681640625
2010-05-17,47.422279357910156
2010-05-18,46.26773452758789
2010-05-19,46.10169219970703
2010-05-20,44.32246398925781
2010-05-21,46.33100891113281
2010-05-24,45.105308532714844
2010-05-25,44.36199951171875
2010-05-26,45.995201110839844
2010-05-27,47.6893310546875
2010-05-28,47.03224563598633
2010-06-01,44.74437713623047
2010-06-02,45.51228713989258
2010-06-03,46.62851333618164
2010-06-04,45.1085319519043
2010-06-07,44.190189361572266
2010-06-08,45.65477752685547
2010-06-09,46.1851806640625
2010-06-10,47.17475509643555
2010-06-11,47.420169830322266
2010-06-14,47.30934524536133
2010-06-15,47.64183807373047
2010-06-16,46.889766693115234
2010-06-17,47.04017639160156
2010-06-18,46.525604248046875
2010-06-21,47.4755744934082
2010-06-22,46.82643127441406
2010-06-23,46.35142135620117
2010-06-24,45.74185562133789
2010-06-25,46.85808181762695
2010-06-28,46.94516372680664
2010-06-29,46.87391662597656
2010-06-30,46.76309585571289
2010-07-01,45.51228713989258
2010-07-02,45.32228088378906
2010-07-06,45.1718635559082
2010-07-07,44.681026458740234
2010-07-08,45.52018356323242
2010-07-09,45.95561218261719
2010-07-12,45.02935791015625
