Date,NBTB
2010-01-04,12.449877738952637
2010-01-05,11.938650131225586
2010-01-06,11.601848602294922
2010-01-07,11.998797416687012
2010-01-08,12.028865814208984
2010-01-11,11.944666862487793
2010-01-12,11.96872329711914
2010-01-13,12.082995414733887
2010-01-14,12.161189079284668
2010-01-15,12.143141746520996
2010-01-19,12.323577880859375
2010-01-20,12.263432502746582
2010-01-21,12.449877738952637
2010-01-22,12.395750045776367
2010-01-25,12.395750045776367
2010-01-26,12.449877738952637
2010-01-27,12.702484130859375
2010-01-28,12.522049903869629
2010-01-29,12.54610824584961
2010-02-01,12.491983413696289
2010-02-02,12.395750045776367
2010-02-03,12.179230690002441
2010-02-04,12.028865814208984
2010-02-05,12.233360290527344
2010-02-08,11.980752944946289
2010-02-09,12.064960479736328
2010-02-10,12.25140380859375
2010-02-11,12.323577880859375
2010-02-12,12.38973331451416
2010-02-16,12.588215827941895
2010-02-17,12.558137893676758
2010-02-18,12.768644332885742
2010-02-19,12.834803581237793
2010-02-22,13.021248817443848
2010-02-23,12.961104393005371
2010-02-24,13.207703590393066
2010-02-25,13.110586166381836
2010-02-26,12.892071723937988
2010-03-01,13.438352584838867
2010-03-02,13.596161842346191
2010-03-03,13.499046325683594
2010-03-04,13.584024429321289
2010-03-05,13.917856216430664
2010-03-08,13.753973007202148
2010-03-09,13.790397644042969
2010-03-10,13.978553771972656
2010-03-11,13.996759414672852
2010-03-12,13.942127227783203
2010-03-15,14.069597244262695
2010-03-16,14.197063446044922
2010-03-17,14.312385559082031
2010-03-18,14.282042503356934
2010-03-19,14.421640396118164
2010-03-22,14.500542640686035
2010-03-23,14.518760681152344
2010-03-24,14.178854942321777
2010-03-25,14.106016159057617
2010-03-26,13.942127227783203
2010-03-29,13.966414451599121
2010-03-30,14.039247512817383
2010-03-31,13.887507438659668
2010-04-01,13.863231658935547
2010-04-05,14.02711296081543
2010-04-06,14.35487174987793
2010-04-07,14.397356033325195
2010-04-08,14.506622314453125
2010-04-09,14.458053588867188
2010-04-12,14.53089714050293
2010-04-13,14.470199584960938
2010-04-14,14.621939659118652
2010-04-15,15.034682273864746
2010-04-16,15.02861499786377
2010-04-19,15.083235740661621
2010-04-20,15.198561668395996
2010-04-21,15.42921257019043
2010-04-22,15.587028503417969
2010-04-23,15.665937423706055
2010-04-26,15.222838401794434
2010-04-27,15.010404586791992
2010-04-28,15.186429023742676
2010-04-29,15.756978988647461
2010-04-30,14.85258674621582
2010-05-03,15.022547721862793
2010-05-04,14.470199584960938
2010-05-05,14.439847946166992
2010-05-06,14.02711296081543
2010-05-07,13.84502124786377
2010-05-10,14.725127220153809
2010-05-11,15.022547721862793
2010-05-12,15.289613723754883
2010-05-13,15.222838401794434
2010-05-14,14.925423622131348
2010-05-17,14.998260498046875
2010-05-18,14.64621639251709
2010-05-19,14.573379516601562
2010-05-20,13.602226257324219
2010-05-21,13.407999038696289
2010-05-24,13.195552825927734
2010-05-25,13.177352905273438
2010-05-26,13.268397331237793
2010-05-27,13.74620532989502
2010-05-28,13.446043968200684
2010-06-01,13.029494285583496
2010-06-02,13.513426780700684
2010-06-03,13.697197914123535
2010-06-04,12.84571647644043
2010-06-07,12.692575454711914
2010-06-08,12.735454559326172
2010-06-09,12.576183319091797
2010-06-10,12.88859748840332
2010-06-11,13.01723861694336
2010-06-14,12.913103103637695
2010-06-15,13.29289722442627
2010-06-16,13.384784698486328
2010-06-17,13.348029136657715
2010-06-18,13.311277389526367
2010-06-21,13.219389915466309
2010-06-22,12.992733001708984
2010-06-23,12.94985580444336
2010-06-24,12.7232027053833
2010-06-25,13.121377944946289
2010-06-28,13.066247940063477
2010-06-29,12.643567085266113
2010-06-30,12.508796691894531
2010-07-01,12.508796691894531
2010-07-02,12.551681518554688
2010-07-06,12.484296798706055
2010-07-07,12.968238830566406
2010-07-08,13.029494285583496
2010-07-09,13.207136154174805
2010-07-12,13.041747093200684
2010-07-13,13.599190711975098
2010-07-14,13.403162002563477
2010-07-15,13.194889068603516
2010-07-16,12.570063591003418
2010-07-19,12.64969253540039
2010-07-20,12.75995922088623
2010-07-21,12.453668594360352
2010-07-22,13.029494285583496
2010-07-23,13.317397117614746
2010-07-26,13.617558479309082
2010-07-27,13.966731071472168
2010-07-28,13.782960891723633
2010-07-29,13.709452629089355
