Date,VSTS
2024-07-25,12.431427955627441
2024-07-26,12.381782531738281
2024-07-29,12.610154151916504
2024-07-30,12.669730186462402
2024-07-31,12.878243446350098
2024-08-01,12.92789077758789
2024-08-02,12.481073379516602
2024-08-05,12.024328231811523
2024-08-06,12.411569595336914
2024-08-07,12.620083808898926
2024-08-08,12.679659843444824
2024-08-09,12.908031463623047
2024-08-12,12.500933647155762
2024-08-13,13.136404037475586
2024-08-14,12.92789077758789
2024-08-15,13.225768089294434
2024-08-16,12.997394561767578
2024-08-19,13.215839385986328
2024-08-20,13.374707221984863
2024-08-21,13.334990501403809
2024-08-22,13.106616973876953
2024-08-23,13.712302207946777
2024-08-26,13.62293815612793
2024-08-27,13.642796516418457
2024-08-28,13.563362121582031
2024-08-29,13.493857383728027
2024-08-30,13.970460891723633
2024-09-03,13.881098747253418
2024-09-04,13.583221435546875
2024-09-05,15.181830406188965
2024-09-06,14.32791519165039
2024-09-09,14.814448356628418
2024-09-10,14.605935096740723
2024-09-11,14.556288719177246
2024-09-12,14.774731636047363
2024-09-13,14.948904991149902
2024-09-16,14.919045448303223
2024-09-17,15.098194122314453
2024-09-18,15.118099212646484
2024-09-19,15.526158332824707
2024-09-20,15.635638236999512
2024-09-23,15.366915702819824
2024-09-24,15.605780601501465
2024-09-25,15.147957801818848
2024-09-26,15.24748420715332
2024-09-27,15.038477897644043
2024-09-30,14.829471588134766
2024-10-01,14.700087547302246
2024-10-02,14.75980281829834
2024-10-03,14.451271057128906
2024-10-04,14.72994613647461
2024-10-07,14.560750961303711
2024-10-08,14.680182456970215
2024-10-09,14.799613952636719
2024-10-10,14.69013500213623
2024-10-11,14.869281768798828
2024-10-14,14.899141311645508
2024-10-15,14.958855628967285
2024-10-16,15.038477897644043
2024-10-17,15.167862892150879
2024-10-18,15.157909393310547
2024-10-21,14.97876262664795
2024-10-22,14.819519996643066
2024-10-23,14.282075881958008
2024-10-24,14.222358703613281
2024-10-25,13.923779487609863
2024-10-28,14.063117027282715
2024-10-29,14.033259391784668
2024-10-30,13.903874397277832
2024-10-31,13.456005096435547
2024-11-01,13.33657169342041
2024-11-04,13.18728256225586
2024-11-05,13.426146507263184
2024-11-06,14.08302116394043
2024-11-07,13.983495712280273
2024-11-08,14.053163528442383
2024-11-11,14.01335334777832
2024-11-12,14.023305892944336
2024-11-13,14.282075881958008
2024-11-14,14.07306957244873
2024-11-15,13.794394493103027
2024-11-18,13.406241416931152
2024-11-19,13.346524238586426
2024-11-20,13.24699878692627
2024-11-21,15.546063423156738
2024-11-22,15.944170951843262
2024-11-25,16.232797622680664
2024-11-26,16.252702713012695
2024-11-27,16.10341453552246
2024-11-29,16.003887176513672
2024-12-02,16.24275016784668
2024-12-03,16.312419891357422
2024-12-04,16.282562255859375
2024-12-05,16.222843170166016
2024-12-06,16.252702713012695
2024-12-09,16.222843170166016
2024-12-10,16.541332244873047
2024-12-11,16.401992797851562
2024-12-12,16.302465438842773
2024-12-13,16.00823402404785
2024-12-16,16.307453155517578
2024-12-17,16.068078994750977
2024-12-18,15.679093360900879
2024-12-19,15.549431800842285
2024-12-20,16.347349166870117
2024-12-23,15.798781394958496
2024-12-24,15.798781394958496
2024-12-26,15.65914535522461
2024-12-27,15.320029258728027
2024-12-30,15.220290184020996
2024-12-31,15.200342178344727
2025-01-02,15.260186195373535
2025-01-03,15.220290184020996
2025-01-06,16.117948532104492
2025-01-07,16.407194137573242
2025-01-08,16.2974796295166
2025-01-10,15.92844295501709
2025-01-13,15.988286972045898
2025-01-14,16.107973098754883
2025-01-15,16.23763656616211
2025-01-16,16.407194137573242
2025-01-17,16.167816162109375
2025-01-21,16.277530670166016
2025-01-22,16.26755714416504
2025-01-23,16.19774055480957
2025-01-24,16.05810546875
2025-01-27,15.948390007019043
2025-01-28,15.988286972045898
2025-01-29,15.629222869873047
2025-01-30,15.798781394958496
2025-01-31,13.943620681762695
2025-02-03,13.813960075378418
2025-02-04,13.6244535446167
2025-02-05,13.534687995910645
2025-02-06,13.714219093322754
2025-02-07,13.724193572998047
2025-02-10,13.774064064025879
2025-02-11,13.724193572998047
2025-02-12,13.704245567321777
2025-02-13,13.694271087646484
2025-02-14,13.654375076293945
2025-02-18,13.504765510559082
2025-02-19,13.604506492614746
2025-02-20,13.414999961853027
2025-02-21,13.039999961853027
2025-02-24,13.050000190734863
2025-02-25,12.84000015258789
2025-02-26,12.359999656677246
2025-02-27,11.930000305175781
2025-02-28,11.850000381469727
2025-03-03,11.59000015258789
2025-03-04,11.050000190734863
2025-03-05,11.289999961853027
2025-03-06,11.40999984741211
2025-03-07,11.350000381469727
2025-03-10,10.84000015258789
2025-03-11,10.960000038146973
2025-03-12,10.930000305175781
2025-03-13,10.649999618530273
2025-03-14,10.8100004196167
2025-03-17,11.020000457763672
2025-03-18,10.920000076293945
2025-03-19,10.369999885559082
2025-03-20,10.149999618530273
2025-03-21,10.0
2025-03-24,10.319999694824219
2025-03-25,10.119999885559082
2025-03-26,10.329999923706055
2025-03-27,10.220000267028809
2025-03-28,10.069999694824219
2025-03-31,9.899999618530273
2025-04-01,9.609999656677246
2025-04-02,9.989999771118164
2025-04-03,9.039999961853027
2025-04-04,7.980000019073486
2025-04-07,7.809999942779541
2025-04-08,7.539999961853027
2025-04-09,8.59000015258789
2025-04-10,7.889999866485596
2025-04-11,7.869999885559082
2025-04-14,7.980000019073486
2025-04-15,7.760000228881836
2025-04-16,7.440000057220459
2025-04-17,7.650000095367432
2025-04-21,7.760000228881836
2025-04-22,8.029999732971191
2025-04-23,8.300000190734863
2025-04-24,8.819999694824219
2025-04-25,8.800000190734863
2025-04-28,8.829999923706055
2025-04-29,8.9399995803833
2025-04-30,8.760000228881836
2025-05-01,8.699999809265137
2025-05-02,8.979999542236328
2025-05-05,8.880000114440918
2025-05-06,8.710000038146973
2025-05-07,5.440000057220459
2025-05-08,6.269999980926514
2025-05-09,6.289999961853027
2025-05-12,6.550000190734863
2025-05-13,6.420000076293945
2025-05-14,6.099999904632568
2025-05-15,6.199999809265137
2025-05-16,6.179999828338623
2025-05-19,6.019999980926514
2025-05-20,5.909999847412109
2025-05-21,5.590000152587891
2025-05-22,5.75
2025-05-23,5.980000019073486
2025-05-27,6.119999885559082
2025-05-28,6.039999961853027
2025-05-29,6.199999809265137
2025-05-30,6.159999847412109
2025-06-02,6.329999923706055
2025-06-03,6.389999866485596
2025-06-04,6.300000190734863
2025-06-05,6.179999828338623
2025-06-06,6.289999961853027
2025-06-09,6.380000114440918
2025-06-10,6.170000076293945
2025-06-11,6.170000076293945
2025-06-12,6.159999847412109
2025-06-13,5.849999904632568
2025-06-16,5.820000171661377
2025-06-17,5.789999961853027
2025-06-18,5.820000171661377
2025-06-20,5.71999979019165
2025-06-23,5.809999942779541
2025-06-24,6.070000171661377
2025-06-25,6.050000190734863
2025-06-26,6.159999847412109
2025-06-27,6.110000133514404
2025-06-30,5.730000019073486
2025-07-01,6.079999923706055
2025-07-02,6.139999866485596
2025-07-03,6.150000095367432
2025-07-07,5.869999885559082
2025-07-08,6.039999961853027
2025-07-09,6.130000114440918
2025-07-10,6.21999979019165
2025-07-11,6.139999866485596
2025-07-14,5.940000057220459
2025-07-15,5.989999771118164
2025-07-16,6.0
2025-07-17,6.300000190734863
2025-07-18,6.199999809265137
2025-07-21,5.980000019073486
2025-07-22,6.190000057220459
2025-07-23,6.5
2025-07-24,6.380000114440918
2025-07-25,6.380000114440918
2025-07-28,6.420000076293945
2025-07-29,6.340000152587891
2025-07-30,6.110000133514404
2025-07-31,6.059999942779541
2025-08-01,5.730000019073486
2025-08-04,5.960000038146973
2025-08-05,5.989999771118164
2025-08-06,5.639999866485596
2025-08-07,5.190000057220459
2025-08-08,4.829999923706055
2025-08-11,4.440000057220459
2025-08-12,4.360000133514404
2025-08-13,4.639999866485596
2025-08-14,4.610000133514404
2025-08-15,4.679999828338623
2025-08-18,4.889999866485596
2025-08-19,4.730000019073486
2025-08-20,4.840000152587891
2025-08-21,4.690000057220459
2025-08-22,4.78000020980835
2025-08-25,4.579999923706055
2025-08-26,4.539999961853027
2025-08-27,4.599999904632568
2025-08-28,4.619999885559082
2025-08-29,4.679999828338623
2025-09-02,4.5
2025-09-03,4.360000133514404
2025-09-04,4.510000228881836
2025-09-05,4.559999942779541
2025-09-08,4.260000228881836
2025-09-09,4.179999828338623
2025-09-10,4.070000171661377
2025-09-11,4.360000133514404
2025-09-12,4.199999809265137
2025-09-15,4.210000038146973
2025-09-16,4.110000133514404
2025-09-17,4.059999942779541
2025-09-18,4.150000095367432
2025-09-19,4.150000095367432
