Date,VSTS
2023-09-27,18.986370086669922
2023-09-28,19.232946395874023
2023-09-29,19.03568458557129
2023-10-02,16.777048110961914
2023-10-03,16.372663497924805
2023-10-04,16.01759147644043
2023-10-05,15.43567180633545
2023-10-06,15.149642944335938
2023-10-09,14.794573783874512
2023-10-10,15.988001823425293
2023-10-11,15.189096450805664
2023-10-12,14.52826976776123
2023-10-13,14.301421165466309
2023-10-16,15.43567180633545
2023-10-17,15.672385215759277
2023-10-18,14.794573783874512
2023-10-19,14.104161262512207
2023-10-20,14.311285018920898
2023-10-23,14.557860374450684
2023-10-24,15.021422386169434
2023-10-25,14.51840877532959
2023-10-26,14.538134574890137
2023-10-27,14.360600471496582
2023-10-30,14.636765480041504
2023-10-31,15.080602645874023
2023-11-01,15.356767654418945
2023-11-02,16.066909790039062
2023-11-03,16.530467987060547
2023-11-06,16.76718521118164
2023-11-07,16.895402908325195
2023-11-08,16.76718521118164
2023-11-09,16.28389549255371
2023-11-10,16.402252197265625
2023-11-13,16.09649658203125
2023-11-14,16.39238929748535
2023-11-15,17.033485412597656
2023-11-16,16.26416778564453
2023-11-17,16.224720001220703
2023-11-20,15.958414077758789
2023-11-21,16.165538787841797
2023-11-22,16.471290588378906
2023-11-24,16.619237899780273
2023-11-27,16.668556213378906
2023-11-28,16.5107421875
2023-11-29,17.842256546020508
2023-11-30,18.059242248535156
2023-12-01,18.43404197692871
2023-12-04,18.522808074951172
2023-12-05,18.118423461914062
2023-12-06,18.374860763549805
2023-12-07,18.72006607055664
2023-12-08,18.759517669677734
2023-12-11,18.542530059814453
2023-12-12,18.236778259277344
2023-12-13,18.532669067382812
2023-12-14,18.863698959350586
2023-12-15,19.140380859375
2023-12-18,19.328128814697266
2023-12-19,20.197694778442383
2023-12-20,19.88149070739746
2023-12-21,20.50402069091797
2023-12-22,20.543546676635742
2023-12-26,20.52378273010254
2023-12-27,20.928922653198242
2023-12-28,20.849872589111328
2023-12-29,20.88939666748047
2024-01-02,20.52378273010254
2024-01-03,19.950660705566406
2024-01-04,20.049474716186523
2024-01-05,20.494140625
2024-01-08,20.55342674255371
2024-01-09,20.365676879882812
2024-01-10,20.336034774780273
2024-01-11,20.76093864440918
2024-01-12,20.800466537475586
2024-01-16,20.55342674255371
2024-01-17,20.444732666015625
2024-01-18,20.345916748046875
2024-01-19,20.484256744384766
2024-01-22,21.106788635253906
2024-01-23,21.413114547729492
2024-01-24,21.05738067626953
2024-01-25,21.225364685058594
2024-01-26,21.067264556884766
2024-01-29,21.502046585083008
2024-01-30,21.571218490600586
2024-01-31,21.14631462097168
2024-02-01,21.590978622436523
2024-02-02,21.94671058654785
2024-02-05,21.64038848876953
2024-02-06,22.035642623901367
2024-02-07,19.189786911010742
2024-02-08,19.871606826782227
2024-02-09,18.755002975463867
2024-02-12,19.179903030395508
2024-02-13,18.735239028930664
2024-02-14,18.784648895263672
2024-02-15,19.298480987548828
2024-02-16,18.755002975463867
2024-02-20,19.100852966308594
2024-02-21,19.090970993041992
2024-02-22,19.318246841430664
2024-02-23,19.792556762695312
2024-02-26,19.466466903686523
2024-02-27,19.27872085571289
2024-02-28,19.011920928955078
2024-02-29,18.53761100769043
2024-03-01,18.488203048706055
2024-03-04,18.527727127075195
2024-03-05,18.19175910949707
2024-03-06,18.30045509338379
2024-03-07,18.794527053833008
2024-03-08,18.41903305053711
2024-03-11,18.57713508605957
2024-03-12,18.478322982788086
2024-03-13,18.221403121948242
2024-03-14,18.03824806213379
2024-03-15,17.681842803955078
2024-03-18,17.741243362426758
2024-03-19,17.57293701171875
2024-03-20,17.86994171142578
2024-03-21,17.91944694519043
2024-03-22,17.899646759033203
2024-03-25,18.03824806213379
2024-03-26,18.15705108642578
2024-03-27,18.77086639404297
2024-03-28,19.077775955200195
2024-04-01,18.92927360534668
2024-04-02,18.44415855407715
2024-04-03,18.899572372436523
2024-04-04,18.63226318359375
2024-04-05,18.92927360534668
2024-04-08,18.968873977661133
2024-04-09,19.453983306884766
2024-04-10,19.008474349975586
2024-04-11,18.998573303222656
2024-04-12,19.03817367553711
2024-04-15,18.463960647583008
2024-04-16,18.51346206665039
2024-04-17,18.602563858032227
2024-04-18,18.38475799560547
2024-04-19,18.473859786987305
2024-04-22,18.59266471862793
2024-04-23,18.751068115234375
2024-04-24,18.51346206665039
2024-04-25,18.622364044189453
2024-04-26,18.711463928222656
2024-04-29,18.64216423034668
2024-04-30,18.23625373840332
2024-05-01,18.28575325012207
2024-05-02,10.058650016784668
2024-05-03,9.316131591796875
2024-05-06,9.81114387512207
2024-05-07,10.127952575683594
2024-05-08,10.454660415649414
2024-05-09,11.464485168457031
2024-05-10,11.375383377075195
2024-05-13,12.157503128051758
2024-05-14,12.464411735534668
2024-05-15,12.64261531829834
2024-05-16,12.702016830444336
2024-05-17,12.395109176635742
2024-05-20,12.414909362792969
2024-05-21,12.31590747833252
2024-05-22,12.513912200927734
2024-05-23,11.989198684692383
2024-05-24,11.890195846557617
2024-05-28,11.5040864944458
2024-05-29,11.533787727355957
2024-05-30,11.999099731445312
2024-05-31,12.197103500366211
2024-06-03,12.31590747833252
2024-06-04,12.236705780029297
2024-06-05,12.385208129882812
2024-06-06,12.30600643157959
2024-06-07,12.127801895141602
2024-06-10,11.900096893310547
2024-06-11,11.919897079467773
2024-06-12,12.117902755737305
2024-06-13,11.860495567321777
2024-06-14,11.617228507995605
2024-06-17,11.716522216796875
2024-06-18,11.597371101379395
2024-06-20,11.746308326721191
2024-06-21,11.964752197265625
2024-06-24,12.014399528503418
2024-06-25,11.865459442138672
2024-06-26,12.113690376281738
2024-06-27,12.034256935119629
2024-06-28,12.143478393554688
2024-07-01,11.567582130432129
2024-07-02,11.368996620178223
2024-07-03,11.299491882324219
2024-07-05,11.180341720581055
2024-07-08,11.428572654724121
2024-07-09,12.163337707519531
2024-07-10,11.885319709777832
2024-07-11,12.242772102355957
2024-07-12,12.252700805664062
2024-07-15,12.252700805664062
2024-07-16,12.80873966217041
2024-07-17,12.312275886535645
2024-07-18,11.875389099121094
2024-07-19,12.42149829864502
2024-07-22,12.491003036499023
2024-07-23,12.471145629882812
2024-07-24,12.312275886535645
