Date,TBBK
2010-01-04,7.429999828338623
2010-01-05,7.139999866485596
2010-01-06,7.150000095367432
2010-01-07,7.28000020980835
2010-01-08,7.199999809265137
2010-01-11,7.170000076293945
2010-01-12,7.159999847412109
2010-01-13,7.21999979019165
2010-01-14,7.239999771118164
2010-01-15,7.210000038146973
2010-01-19,7.449999809265137
2010-01-20,7.440000057220459
2010-01-21,7.349999904632568
2010-01-22,7.079999923706055
2010-01-25,7.139999866485596
2010-01-26,7.039999961853027
2010-01-27,7.25
2010-01-28,7.320000171661377
2010-01-29,7.309999942779541
2010-02-01,6.96999979019165
2010-02-02,6.619999885559082
2010-02-03,6.880000114440918
2010-02-04,6.730000019073486
2010-02-05,6.809999942779541
2010-02-08,6.309999942779541
2010-02-09,6.170000076293945
2010-02-10,6.199999809265137
2010-02-11,6.639999866485596
2010-02-12,6.440000057220459
2010-02-16,7.03000020980835
2010-02-17,7.300000190734863
2010-02-18,7.289999961853027
2010-02-19,7.480000019073486
2010-02-22,7.670000076293945
2010-02-23,7.409999847412109
2010-02-24,7.579999923706055
2010-02-25,7.159999847412109
2010-02-26,7.03000020980835
2010-03-01,7.349999904632568
2010-03-02,7.550000190734863
2010-03-03,7.53000020980835
2010-03-04,7.389999866485596
2010-03-05,7.619999885559082
2010-03-08,7.809999942779541
2010-03-09,7.96999979019165
2010-03-10,7.960000038146973
2010-03-11,8.020000457763672
2010-03-12,8.140000343322754
2010-03-15,8.279999732971191
2010-03-16,8.399999618530273
2010-03-17,8.489999771118164
2010-03-18,8.640000343322754
2010-03-19,8.75
2010-03-22,8.800000190734863
2010-03-23,8.800000190734863
2010-03-24,8.699999809265137
2010-03-25,8.789999961853027
2010-03-26,8.930000305175781
2010-03-29,8.949999809265137
2010-03-30,8.880000114440918
2010-03-31,8.899999618530273
2010-04-01,8.779999732971191
2010-04-05,8.979999542236328
2010-04-06,9.079999923706055
2010-04-07,9.050000190734863
2010-04-08,9.109999656677246
2010-04-09,9.119999885559082
2010-04-12,9.029999732971191
2010-04-13,9.09000015258789
2010-04-14,9.199999809265137
2010-04-15,9.199999809265137
2010-04-16,8.880000114440918
2010-04-19,8.880000114440918
2010-04-20,9.050000190734863
2010-04-21,9.270000457763672
2010-04-22,9.210000038146973
2010-04-23,9.149999618530273
2010-04-26,9.40999984741211
2010-04-27,9.380000114440918
2010-04-28,9.3100004196167
2010-04-29,9.449999809265137
2010-04-30,8.869999885559082
2010-05-03,9.0
2010-05-04,8.770000457763672
2010-05-05,8.640000343322754
2010-05-06,8.34000015258789
2010-05-07,7.809999942779541
2010-05-10,8.569999694824219
2010-05-11,8.829999923706055
2010-05-12,9.0
2010-05-13,8.989999771118164
2010-05-14,8.789999961853027
2010-05-17,8.859999656677246
2010-05-18,8.5
2010-05-19,8.350000381469727
2010-05-20,7.96999979019165
2010-05-21,7.929999828338623
2010-05-24,7.659999847412109
2010-05-25,7.579999923706055
2010-05-26,7.75
2010-05-27,8.25
2010-05-28,7.96999979019165
2010-06-01,7.650000095367432
2010-06-02,7.889999866485596
2010-06-03,8.0600004196167
2010-06-04,7.579999923706055
2010-06-07,7.360000133514404
2010-06-08,7.429999828338623
2010-06-09,7.53000020980835
2010-06-10,7.849999904632568
2010-06-11,7.519999980926514
2010-06-14,7.559999942779541
2010-06-15,7.989999771118164
2010-06-16,8.039999961853027
2010-06-17,8.170000076293945
2010-06-18,8.199999809265137
2010-06-21,7.849999904632568
2010-06-22,7.809999942779541
2010-06-23,7.730000019073486
2010-06-24,7.679999828338623
2010-06-25,8.569999694824219
2010-06-28,8.239999771118164
2010-06-29,7.860000133514404
2010-06-30,7.829999923706055
2010-07-01,7.519999980926514
2010-07-02,7.610000133514404
2010-07-06,7.5
2010-07-07,7.769999980926514
2010-07-08,7.809999942779541
2010-07-09,7.78000020980835
2010-07-12,7.710000038146973
2010-07-13,8.09000015258789
2010-07-14,7.909999847412109
2010-07-15,7.710000038146973
2010-07-16,7.349999904632568
2010-07-19,7.360000133514404
2010-07-20,7.559999942779541
2010-07-21,7.139999866485596
2010-07-22,7.300000190734863
2010-07-23,7.5
2010-07-26,7.869999885559082
2010-07-27,7.75
2010-07-28,7.710000038146973
2010-07-29,7.75
2010-07-30,7.550000190734863
2010-08-02,7.619999885559082
2010-08-03,7.619999885559082
2010-08-04,7.710000038146973
2010-08-05,7.659999847412109
2010-08-06,7.639999866485596
2010-08-09,7.860000133514404
2010-08-10,7.570000171661377
2010-08-11,7.090000152587891
2010-08-12,7.050000190734863
2010-08-13,6.809999942779541
2010-08-16,6.820000171661377
2010-08-17,7.0
2010-08-18,6.920000076293945
2010-08-19,6.699999809265137
2010-08-20,6.679999828338623
2010-08-23,6.300000190734863
2010-08-24,6.360000133514404
2010-08-25,6.449999809265137
2010-08-26,6.260000228881836
2010-08-27,6.610000133514404
2010-08-30,6.260000228881836
2010-08-31,6.420000076293945
2010-09-01,6.570000171661377
