Date,SMBK
2010-01-04,7.83884859085083
2010-01-05,7.83884859085083
2010-01-06,7.83884859085083
2010-01-07,7.83884859085083
2010-01-08,7.83884859085083
2010-01-11,7.83884859085083
2010-01-12,7.83884859085083
2010-01-13,7.83884859085083
2010-01-14,7.83884859085083
2010-01-15,7.83884859085083
2010-01-19,7.83884859085083
2010-01-20,7.83884859085083
2010-01-21,8.585408210754395
2010-01-22,8.585408210754395
2010-01-25,8.585408210754395
2010-01-26,8.585408210754395
2010-01-27,8.585408210754395
2010-01-28,8.585408210754395
2010-01-29,8.585408210754395
2010-02-01,8.585408210754395
2010-02-02,8.585408210754395
2010-02-03,8.585408210754395
2010-02-04,8.585408210754395
2010-02-05,8.585408210754395
2010-02-08,8.585408210754395
2010-02-09,8.585408210754395
2010-02-10,8.585408210754395
2010-02-11,8.212128639221191
2010-02-12,8.398765563964844
2010-02-16,8.398765563964844
2010-02-17,8.398765563964844
2010-02-18,8.398765563964844
2010-02-19,8.398765563964844
2010-02-22,8.77204418182373
2010-02-23,8.77204418182373
2010-02-24,8.77204418182373
2010-02-25,8.77204418182373
2010-02-26,8.77204418182373
2010-03-01,8.958683967590332
2010-03-02,9.331962585449219
2010-03-03,10.265158653259277
2010-03-04,10.265158653259277
2010-03-05,10.265158653259277
2010-03-08,10.265158653259277
2010-03-09,10.265158653259277
2010-03-10,10.265158653259277
2010-03-11,10.265158653259277
2010-03-12,9.331962585449219
2010-03-15,10.265158653259277
2010-03-16,10.265158653259277
2010-03-17,10.265158653259277
2010-03-18,10.265158653259277
2010-03-19,9.331962585449219
2010-03-22,9.331962585449219
2010-03-23,8.585408210754395
2010-03-24,10.265158653259277
2010-03-25,10.265158653259277
2010-03-26,10.265158653259277
2010-03-29,9.331962585449219
2010-03-30,9.331962585449219
2010-03-31,10.078518867492676
2010-04-01,10.078518867492676
2010-04-05,10.078518867492676
2010-04-06,10.078518867492676
2010-04-07,8.958683967590332
2010-04-08,8.958683967590332
2010-04-09,8.958683967590332
2010-04-12,8.958683967590332
2010-04-13,8.958683967590332
2010-04-14,8.958683967590332
2010-04-15,8.958683967590332
2010-04-16,8.958683967590332
2010-04-19,8.958683967590332
2010-04-20,8.958683967590332
2010-04-21,9.331962585449219
2010-04-22,9.331962585449219
2010-04-23,13.064748764038086
2010-04-26,17.730728149414062
2010-04-27,14.93114185333252
2010-04-28,14.93114185333252
2010-04-29,14.93114185333252
2010-04-30,14.93114185333252
2010-05-03,14.93114185333252
2010-05-04,14.93114185333252
2010-05-05,14.93114185333252
2010-05-06,14.93114185333252
2010-05-07,12.131552696228027
2010-05-10,10.265158653259277
2010-05-11,10.265158653259277
2010-05-12,9.331962585449219
2010-05-13,9.331962585449219
2010-05-14,9.145325660705566
2010-05-17,7.166946887969971
2010-05-18,8.510749816894531
2010-05-19,9.667913436889648
2010-05-20,9.667913436889648
2010-05-21,9.667913436889648
2010-05-24,9.667913436889648
2010-05-25,9.667913436889648
2010-05-26,9.667913436889648
2010-05-27,8.585408210754395
2010-05-28,8.585408210754395
2010-06-01,8.585408210754395
2010-06-02,8.585408210754395
2010-06-03,8.585408210754395
2010-06-04,8.585408210754395
2010-06-07,8.585408210754395
2010-06-08,8.585408210754395
2010-06-09,8.585408210754395
2010-06-10,8.585408210754395
2010-06-11,7.46557092666626
2010-06-14,7.46557092666626
2010-06-15,7.46557092666626
2010-06-16,7.46557092666626
2010-06-17,7.46557092666626
2010-06-18,7.46557092666626
2010-06-21,7.46557092666626
2010-06-22,7.46557092666626
2010-06-23,7.278932094573975
2010-06-24,7.278932094573975
2010-06-25,6.532374382019043
2010-06-28,6.532374382019043
2010-06-29,7.46557092666626
2010-06-30,8.025489807128906
2010-07-01,6.532374382019043
2010-07-02,6.532374382019043
2010-07-06,6.71901273727417
2010-07-07,5.599178791046143
2010-07-08,5.599178791046143
2010-07-09,5.599178791046143
2010-07-12,5.039259433746338
