Date,RBC
2010-01-04,22.718563079833984
2010-01-05,22.654829025268555
2010-01-06,23.26490592956543
2010-01-07,23.09189796447754
2010-01-08,23.246694564819336
2010-01-11,23.19206428527832
2010-01-12,23.155637741088867
2010-01-13,23.592708587646484
2010-01-14,23.26490592956543
2010-01-15,22.964420318603516
2010-01-19,23.456125259399414
2010-01-20,22.891572952270508
2010-01-21,22.10848617553711
2010-01-22,21.68962860107422
2010-01-25,21.20703125
2010-01-26,20.66069221496582
2010-01-27,20.76085090637207
2010-01-28,20.46947479248047
2010-01-29,21.16150665283203
2010-02-01,22.04475212097168
2010-02-02,22.509136199951172
2010-02-03,22.591083526611328
2010-02-04,22.08116912841797
2010-02-05,22.217754364013672
2010-02-08,21.853530883789062
2010-02-09,22.46360969543457
2010-02-10,22.34523582458496
2010-02-11,22.481822967529297
2010-02-12,22.691246032714844
2010-02-16,23.28311538696289
2010-02-17,23.419700622558594
2010-02-18,23.774822235107422
2010-02-19,23.84766387939453
2010-02-22,23.802135467529297
2010-02-23,23.556285858154297
2010-02-24,23.528968811035156
2010-02-25,23.501649856567383
2010-02-26,23.0645809173584
2010-03-01,23.929615020751953
2010-03-02,24.057096481323242
2010-03-03,24.32115936279297
2010-03-04,23.893192291259766
2010-03-05,24.831077575683594
2010-03-08,25.049606323242188
2010-03-09,25.495784759521484
2010-03-10,25.495784759521484
2010-03-11,25.004079818725586
2010-03-12,24.985872268676758
2010-03-15,25.331880569458008
2010-03-16,25.322778701782227
2010-03-17,25.322778701782227
2010-03-18,25.304569244384766
2010-03-19,25.104246139526367
2010-03-22,25.313674926757812
2010-03-23,25.778060913085938
2010-03-24,26.460981369018555
2010-03-25,27.4990291595459
2010-03-26,27.8359375
2010-03-29,28.273006439208984
2010-03-30,28.901296615600586
2010-03-31,29.019670486450195
2010-04-01,28.89219093322754
2010-04-05,29.256412506103516
2010-04-06,29.420316696166992
2010-04-07,29.520475387573242
2010-04-08,29.21999168395996
2010-04-09,29.420316696166992
2010-04-12,29.675275802612305
2010-04-13,29.766326904296875
2010-04-14,30.47657012939453
2010-04-15,30.71331214904785
2010-04-16,30.37641143798828
2010-04-19,30.15787696838379
2010-04-20,30.503883361816406
2010-04-21,30.312664031982422
2010-04-22,30.08502960205078
2010-04-23,29.966650009155273
2010-04-26,29.538686752319336
2010-04-27,28.828453063964844
2010-04-28,28.937721252441406
2010-04-29,29.49315643310547
2010-04-30,28.737394332885742
2010-05-03,29.347471237182617
2010-05-04,28.32764434814453
2010-05-05,27.380653381347656
2010-05-06,26.406347274780273
2010-05-07,25.987491607666016
2010-05-10,27.28959846496582
2010-05-11,28.336740493774414
2010-05-12,30.276241302490234
2010-05-13,30.075916290283203
2010-05-14,28.937721252441406
2010-05-17,28.573490142822266
2010-05-18,27.917884826660156
2010-05-19,26.87073516845703
2010-05-20,24.79465103149414
2010-05-21,25.195301055908203
2010-05-24,24.46685028076172
2010-05-25,24.25741958618164
2010-05-26,24.54880142211914
2010-05-27,25.86001205444336
2010-05-28,25.495784759521484
2010-06-01,25.16798210144043
