Date,HNST
2021-05-04,16.0
2021-05-05,23.0
2021-05-06,20.579999923706055
2021-05-07,19.079999923706055
2021-05-10,16.670000076293945
2021-05-11,15.079999923706055
2021-05-12,15.449999809265137
2021-05-13,14.90999984741211
2021-05-14,15.970000267028809
2021-05-17,15.930000305175781
2021-05-18,16.0
2021-05-19,15.710000038146973
2021-05-20,15.729999542236328
2021-05-21,16.700000762939453
2021-05-24,15.449999809265137
2021-05-25,14.979999542236328
2021-05-26,14.65999984741211
2021-05-27,14.699999809265137
2021-05-28,15.779999732971191
2021-06-01,16.8799991607666
2021-06-02,19.25
2021-06-03,18.309999465942383
2021-06-04,17.030000686645508
2021-06-07,16.09000015258789
2021-06-08,17.219999313354492
2021-06-09,18.760000228881836
2021-06-10,19.110000610351562
2021-06-11,18.3799991607666
2021-06-14,18.389999389648438
2021-06-15,18.280000686645508
2021-06-16,17.649999618530273
2021-06-17,16.350000381469727
2021-06-18,15.649999618530273
2021-06-21,15.270000457763672
2021-06-22,14.890000343322754
2021-06-23,14.970000267028809
2021-06-24,15.5
2021-06-25,15.970000267028809
2021-06-28,16.139999389648438
2021-06-29,16.43000030517578
2021-06-30,16.190000534057617
2021-07-01,14.930000305175781
2021-07-02,14.899999618530273
2021-07-06,15.109999656677246
2021-07-07,14.8100004196167
2021-07-08,14.84000015258789
2021-07-09,14.569999694824219
2021-07-12,14.460000038146973
2021-07-13,13.600000381469727
2021-07-14,13.979999542236328
2021-07-15,14.649999618530273
2021-07-16,14.989999771118164
2021-07-19,14.149999618530273
2021-07-20,14.5
2021-07-21,14.739999771118164
2021-07-22,14.510000228881836
2021-07-23,14.220000267028809
2021-07-26,14.720000267028809
2021-07-27,14.890000343322754
2021-07-28,14.289999961853027
2021-07-29,14.680000305175781
2021-07-30,14.369999885559082
2021-08-02,14.640000343322754
2021-08-03,14.170000076293945
2021-08-04,13.34000015258789
2021-08-05,13.399999618530273
2021-08-06,13.569999694824219
2021-08-09,13.770000457763672
2021-08-10,13.90999984741211
2021-08-11,13.850000381469727
2021-08-12,14.050000190734863
2021-08-13,10.069999694824219
2021-08-16,9.75
2021-08-17,9.710000038146973
2021-08-18,9.380000114440918
2021-08-19,9.15999984741211
2021-08-20,9.529999732971191
2021-08-23,9.569999694824219
2021-08-24,10.390000343322754
2021-08-25,10.119999885559082
2021-08-26,9.770000457763672
2021-08-27,10.0
2021-08-30,10.039999961853027
2021-08-31,10.180000305175781
2021-09-01,10.5600004196167
2021-09-02,10.59000015258789
2021-09-03,10.569999694824219
2021-09-07,10.739999771118164
2021-09-08,10.380000114440918
2021-09-09,10.270000457763672
2021-09-10,10.260000228881836
2021-09-13,10.9399995803833
2021-09-14,10.59000015258789
2021-09-15,10.550000190734863
2021-09-16,10.609999656677246
2021-09-17,10.720000267028809
2021-09-20,10.149999618530273
2021-09-21,10.729999542236328
2021-09-22,10.90999984741211
2021-09-23,11.449999809265137
2021-09-24,10.829999923706055
2021-09-27,10.819999694824219
2021-09-28,10.739999771118164
2021-09-29,10.489999771118164
2021-09-30,10.380000114440918
2021-10-01,10.220000267028809
2021-10-04,9.760000228881836
2021-10-05,9.65999984741211
2021-10-06,9.520000457763672
2021-10-07,9.550000190734863
2021-10-08,9.550000190734863
2021-10-11,9.329999923706055
2021-10-12,9.220000267028809
2021-10-13,9.479999542236328
2021-10-14,9.390000343322754
2021-10-15,9.239999771118164
2021-10-18,9.140000343322754
2021-10-19,9.369999885559082
2021-10-20,9.520000457763672
2021-10-21,9.5600004196167
2021-10-22,9.380000114440918
2021-10-25,9.5
2021-10-26,9.470000267028809
2021-10-27,8.989999771118164
2021-10-28,8.890000343322754
2021-10-29,9.149999618530273
2021-11-01,9.239999771118164
2021-11-02,9.5
2021-11-03,10.09000015258789
2021-11-04,9.210000038146973
2021-11-05,9.039999961853027
2021-11-08,9.210000038146973
2021-11-09,8.9399995803833
2021-11-10,8.899999618530273
2021-11-11,9.8100004196167
2021-11-12,10.100000381469727
2021-11-15,9.529999732971191
2021-11-16,9.949999809265137
2021-11-17,8.859999656677246
2021-11-18,8.670000076293945
2021-11-19,8.449999809265137
2021-11-22,8.109999656677246
2021-11-23,7.960000038146973
2021-11-24,8.579999923706055
2021-11-26,8.390000343322754
2021-11-29,8.529999732971191
2021-11-30,8.539999961853027
2021-12-01,8.100000381469727
2021-12-02,8.15999984741211
2021-12-03,7.800000190734863
2021-12-06,8.039999961853027
2021-12-07,8.399999618530273
2021-12-08,8.479999542236328
2021-12-09,8.180000305175781
2021-12-10,7.960000038146973
2021-12-13,7.849999904632568
2021-12-14,7.809999942779541
2021-12-15,7.860000133514404
2021-12-16,7.510000228881836
2021-12-17,7.510000228881836
2021-12-20,7.46999979019165
2021-12-21,8.020000457763672
2021-12-22,8.109999656677246
2021-12-23,8.069999694824219
