Date,XPRO
2014-06-16,128.7269744873047
2014-06-17,130.33876037597656
2014-06-18,127.7061996459961
2014-06-19,124.8587417602539
2014-06-20,125.71832275390625
2014-06-23,128.99560546875
2014-06-24,127.7061996459961
2014-06-25,131.89683532714844
2014-06-26,129.85520935058594
2014-06-27,130.98342895507812
2014-06-30,132.1654510498047
2014-07-01,132.2729034423828
2014-07-02,131.3058319091797
2014-07-03,131.3058319091797
2014-07-07,129.37168884277344
2014-07-08,128.028564453125
2014-07-09,128.13601684570312
2014-07-10,126.09444427490234
2014-07-11,124.32147979736328
2014-07-14,122.81714630126953
2014-07-15,124.1602783203125
2014-07-16,123.40813446044922
2014-07-17,122.81714630126953
2014-07-18,123.7304916381836
2014-07-21,122.65597534179688
2014-07-22,124.37518310546875
2014-07-23,123.94538879394531
2014-07-24,123.67676544189453
2014-07-25,120.93675994873047
2014-07-28,123.03205108642578
2014-07-29,123.40813446044922
2014-07-30,124.8587417602539
2014-07-31,124.37518310546875
2014-08-01,123.46186065673828
2014-08-04,125.77207946777344
2014-08-05,124.80500793457031
2014-08-06,123.13951873779297
2014-08-07,122.76342010498047
2014-08-08,110.62139892578125
2014-08-11,110.24530792236328
2014-08-12,109.81551361083984
2014-08-13,107.93511962890625
2014-08-14,107.3441162109375
2014-08-15,107.55902862548828
2014-08-18,108.63353729248047
2014-08-19,111.53472137451172
2014-08-20,111.3735580444336
2014-08-21,109.86922454833984
2014-08-22,109.06334686279297
2014-08-25,109.0096206665039
2014-08-26,108.79470825195312
2014-08-27,108.79470825195312
2014-08-28,108.14520263671875
2014-08-29,109.06536102294922
2014-09-02,108.7406005859375
2014-09-03,108.5782241821289
2014-09-04,108.7406005859375
2014-09-05,108.68646240234375
2014-09-08,106.41313934326172
2014-09-09,106.03427124023438
2014-09-10,106.03427124023438
2014-09-11,105.43885803222656
2014-09-12,105.98014068603516
2014-09-15,107.22503662109375
2014-09-16,105.43885803222656
2014-09-17,105.33060455322266
2014-09-18,104.89759063720703
2014-09-19,103.49030303955078
2014-09-22,103.11141204833984
2014-09-23,104.13982391357422
2014-09-24,104.13982391357422
2014-09-25,102.5160140991211
2014-09-26,103.27381134033203
2014-09-29,104.35633087158203
2014-09-30,101.21697235107422
2014-10-01,101.0545883178711
2014-10-02,98.7271499633789
2014-10-03,96.94096374511719
2014-10-06,97.69874572753906
2014-10-07,96.88682556152344
2014-10-08,96.72445678710938
2014-10-09,92.6649398803711
2014-10-10,90.98703002929688
2014-10-13,90.3375015258789
2014-10-14,88.93020629882812
2014-10-15,90.87876892089844
2014-10-16,91.63654327392578
2014-10-17,94.5052719116211
2014-10-20,92.44844818115234
2014-10-21,94.01811981201172
2014-10-22,94.28874969482422
2014-10-23,94.55938720703125
2014-10-24,93.152099609375
2014-10-27,89.90448760986328
2014-10-28,91.7989273071289
2014-10-29,92.39431762695312
2014-10-30,92.1236801147461
2014-10-31,93.26034545898438
2014-11-03,94.45114135742188
2014-11-04,89.36321258544922
2014-11-05,91.36590576171875
2014-11-06,92.61083221435547
2014-11-07,104.57283782958984
2014-11-10,103.27381134033203
2014-11-11,105.49298095703125
2014-11-12,109.55249786376953
2014-11-13,108.36170959472656
2014-11-14,111.66343688964844
2014-11-17,112.15056610107422
2014-11-18,109.22772979736328
2014-11-19,107.2791748046875
2014-11-20,110.31026458740234
2014-11-21,111.50103759765625
2014-11-24,110.09375762939453
2014-11-25,108.67601776123047
2014-11-26,106.4948501586914
2014-11-28,98.04286193847656
2014-12-01,98.15193176269531
2014-12-02,97.17041778564453
2014-12-03,96.89778137207031
2014-12-04,95.2073974609375
2014-12-05,93.08074951171875
2014-12-08,91.77205657958984
2014-12-09,92.09923553466797
2014-12-10,87.1371078491211
2014-12-11,87.79145050048828
2014-12-12,82.992919921875
2014-12-15,81.62969207763672
2014-12-16,82.88386535644531
2014-12-17,88.33674621582031
2014-12-18,91.8811264038086
2014-12-19,98.15193176269531
2014-12-22,94.93474578857422
2014-12-23,92.80811309814453
2014-12-24,91.60848236083984
2014-12-26,90.73601531982422
2014-12-29,90.84507751464844
2014-12-30,90.51789093017578
2014-12-31,90.68147277832031
2015-01-02,88.77297973632812
2015-01-05,87.19164276123047
2015-01-06,87.62787628173828
2015-01-07,84.57424926757812
2015-01-08,85.33766174316406
2015-01-09,84.3016128540039
2015-01-12,82.01138305664062
2015-01-13,88.00957489013672
2015-01-14,88.00957489013672
2015-01-15,84.57424926757812
2015-01-16,87.40975952148438
2015-01-20,87.24616241455078
2015-01-21,90.51789093017578
2015-01-22,91.33585357666016
2015-01-23,90.57244110107422
2015-01-26,91.55393981933594
2015-01-27,94.77114868164062
2015-01-28,87.51880645751953
2015-01-29,87.51880645751953
2015-01-30,89.26373291015625
2015-02-02,92.48094940185547
2015-02-03,90.62696075439453
2015-02-04,87.62787628173828
2015-02-05,92.09923553466797
2015-02-06,90.51789093017578
2015-02-09,90.40884399414062
2015-02-10,88.2822036743164
2015-02-11,87.24616241455078
2015-02-12,88.50031280517578
2015-02-13,89.15467071533203
2015-02-17,94.66210174560547
2015-02-18,92.5899887084961
2015-02-19,91.33585357666016
2015-02-20,90.73601531982422
2015-02-23,88.88203430175781
2015-02-24,89.86355590820312
2015-02-25,94.60755157470703
2015-02-26,97.38853454589844
2015-02-27,96.84324645996094
2015-03-02,96.46154022216797
2015-03-03,98.6427001953125
2015-03-04,99.19255828857422
2015-03-05,99.1375732421875
2015-03-06,101.22697448730469
2015-03-09,99.5224609375
2015-03-10,96.60826873779297
2015-03-11,97.15811920166016
2015-03-12,97.48802185058594
2015-03-13,95.28863525390625
2015-03-16,93.3091812133789
2015-03-17,91.98953247070312
2015-03-18,94.4638671875
2015-03-19,94.73877716064453
2015-03-20,98.09285736083984
2015-03-23,95.78348541259766
2015-03-24,96.60826873779297
2015-03-25,95.94844818115234
2015-03-26,96.49829864501953
2015-03-27,97.43305206298828
2015-03-30,103.37139129638672
2015-03-31,102.82154083251953
2015-04-01,104.80101013183594
2015-04-02,101.1719970703125
2015-04-06,103.86624908447266
2015-04-07,104.69103240966797
2015-04-08,104.80101013183594
2015-04-09,107.00038146972656
2015-04-10,106.1206283569336
2015-04-13,104.85598754882812
2015-04-14,104.91097259521484
2015-04-15,109.85958862304688
2015-04-16,106.94540405273438
2015-04-17,104.85598754882812
2015-04-20,106.01067352294922
2015-04-21,103.37139129638672
2015-04-22,103.97621154785156
2015-04-23,105.35083770751953
2015-04-24,103.37139129638672
2015-04-27,103.97621154785156
2015-04-28,103.37139129638672
2015-04-29,113.04872131347656
2015-04-30,114.36835479736328
2015-05-01,116.62273406982422
2015-05-04,115.85293579101562
2015-05-05,113.48858642578125
2015-05-06,116.51275634765625
2015-05-07,114.03843688964844
2015-05-08,116.62273406982422
2015-05-11,114.58829498291016
2015-05-12,115.52303314208984
2015-05-13,115.13814544677734
2015-05-14,116.56773376464844
2015-05-15,114.97317504882812
2015-05-18,115.35807037353516
2015-05-19,111.94902038574219
2015-05-20,110.62938690185547
2015-05-21,113.81849670410156
2015-05-22,112.38890075683594
2015-05-26,111.17922973632812
2015-05-27,111.45415496826172
2015-05-28,109.96955871582031
2015-05-29,108.97984313964844
2015-06-01,111.39915466308594
2015-06-02,113.2686538696289
2015-06-03,112.21627044677734
2015-06-04,109.88998413085938
2015-06-05,111.9947280883789
2015-06-08,110.05615234375
2015-06-09,111.38545989990234
2015-06-10,113.2686538696289
2015-06-11,108.83760833740234
2015-06-12,109.83460235595703
2015-06-15,109.11455535888672
2015-06-16,108.1729507446289
2015-06-17,107.34212493896484
2015-06-18,106.28974914550781
2015-06-19,103.96347045898438
2015-06-22,105.68048095703125
2015-06-23,107.45291137695312
2015-06-24,105.84664154052734
2015-06-25,106.06819915771484
2015-06-26,105.73587799072266
2015-06-29,104.2957763671875
2015-06-30,104.35116577148438
2015-07-01,101.96947479248047
2015-07-02,103.18801879882812
2015-07-06,98.92313385009766
2015-07-07,99.0339126586914
2015-07-08,96.43067169189453
2015-07-09,97.81537628173828
2015-07-10,96.59683227539062
2015-07-13,96.37529754638672
2015-07-14,97.87076568603516
2015-07-15,95.48908233642578
2015-07-16,94.82440948486328
2015-07-17,94.43669891357422
2015-07-20,95.65524291992188
2015-07-21,93.66126251220703
2015-07-22,88.73174285888672
2015-07-23,93.05200958251953
2015-07-24,92.77507019042969
2015-07-27,89.95026397705078
2015-07-28,92.49811553955078
2015-07-29,92.99661254882812
2015-07-30,91.50114440917969
2015-07-31,89.67333221435547
2015-08-03,87.51319122314453
2015-08-04,86.2392578125
2015-08-05,82.6944351196289
2015-08-06,85.02071380615234
2015-08-07,82.6944351196289
2015-08-10,86.5162124633789
2015-08-11,86.84852600097656
2015-08-12,88.62095642089844
2015-08-13,86.73773956298828
2015-08-14,85.90692901611328
2015-08-17,84.24529266357422
2015-08-18,83.80218505859375
2015-08-19,83.24830627441406
2015-08-20,82.36209869384766
2015-08-21,82.30670928955078
2015-08-24,78.04183197021484
2015-08-25,78.87265014648438
2015-08-26,80.97740173339844
2015-08-27,86.34976959228516
2015-08-28,89.203857421875
2015-08-31,91.27444458007812
2015-09-01,90.43502044677734
2015-09-02,91.77812194824219
2015-09-03,94.52025604248047
2015-09-04,93.34505462646484
2015-09-08,93.51294708251953
2015-09-09,91.8900146484375
2015-09-10,92.44966888427734
2015-09-11,91.94600677490234
2015-09-14,90.93869018554688
2015-09-15,92.1138916015625
2015-09-16,94.85603332519531
2015-09-17,93.79275512695312
2015-09-18,91.05060577392578
2015-09-21,90.93869018554688
2015-09-22,89.42769622802734
2015-09-23,88.64422607421875
2015-09-24,88.64422607421875
2015-09-25,89.31576538085938
2015-09-28,85.90206909179688
2015-09-29,85.7901611328125
2015-09-30,85.7901611328125
2015-10-01,84.11128997802734
2015-10-02,88.97999572753906
2015-10-05,92.1138916015625
2015-10-06,96.59086608886719
2015-10-07,98.77340698242188
2015-10-08,98.94127655029297
2015-10-09,100.17245483398438
2015-10-12,98.10186004638672
2015-10-13,97.71012115478516
2015-10-14,97.98991394042969
2015-10-15,100.45226287841797
2015-10-16,98.82936096191406
2015-10-19,96.9266357421875
2015-10-20,101.1797866821289
2015-10-21,97.82203674316406
2015-10-22,98.88530731201172
2015-10-23,98.94127655029297
2015-10-26,97.31836700439453
2015-10-27,96.9266357421875
2015-10-28,96.1431655883789
2015-10-29,93.84871673583984
2015-10-30,96.03124237060547
2015-11-02,96.36701965332031
2015-11-03,96.3110580444336
2015-11-04,97.43029022216797
2015-11-05,96.53489685058594
2015-11-06,95.527587890625
2015-11-09,95.527587890625
2015-11-10,94.46430969238281
2015-11-11,93.51294708251953
2015-11-12,91.44234466552734
2015-11-13,92.39369201660156
2015-11-16,94.80006408691406
2015-11-17,93.12120056152344
2015-11-18,94.96796417236328
2015-11-19,92.16983795166016
2015-11-20,92.56157684326172
2015-11-23,93.12120056152344
2015-11-24,96.6224365234375
2015-11-25,95.8882827758789
2015-11-27,93.85533905029297
2015-11-30,95.43653106689453
2015-12-01,96.28359985351562
2015-12-02,92.2741470336914
2015-12-03,92.50003051757812
2015-12-04,91.5400161743164
2015-12-07,87.92584228515625
2015-12-08,88.26467895507812
2015-12-09,88.3211441040039
2015-12-10,88.26467895507812
2015-12-11,86.06229400634766
2015-12-14,88.60350036621094
2015-12-15,92.78238677978516
2015-12-16,91.70942687988281
2015-12-17,89.0552749633789
2015-12-18,88.15174102783203
2015-12-21,87.36112976074219
2015-12-22,90.0717544555664
2015-12-23,94.4200439453125
2015-12-24,92.66942596435547
2015-12-28,90.69294738769531
2015-12-29,91.70942687988281
2015-12-30,90.52352905273438
2015-12-31,94.25062561035156
2016-01-04,93.74237823486328
2016-01-05,91.70942687988281
2016-01-06,84.81993103027344
2016-01-07,79.398681640625
2016-01-08,79.17280578613281
2016-01-11,79.05985260009766
2016-01-12,79.79397583007812
2016-01-13,77.02687072753906
2016-01-14,78.43866729736328
2016-01-15,76.0668716430664
2016-01-19,76.9139404296875
2016-01-20,75.67156219482422
2016-01-21,77.08335876464844
2016-01-22,79.2292709350586
2016-01-25,75.16332244873047
2016-01-26,77.98689270019531
2016-01-27,78.21278381347656
2016-01-28,81.37517547607422
2016-01-29,82.61753845214844
2016-02-01,81.48811340332031
2016-02-02,80.47163391113281
2016-02-03,81.20576477050781
2016-02-04,83.12577056884766
2016-02-05,79.68104553222656
2016-02-08,79.00337982177734
2016-02-09,75.05037689208984
2016-02-10,73.9774169921875
2016-02-11,74.82450866699219
2016-02-12,76.46216583251953
2016-02-16,73.13036346435547
2016-02-17,76.34923553466797
2016-02-18,75.8974609375
2016-02-19,74.48567199707031
2016-02-22,76.23626708984375
2016-02-23,73.5256576538086
2016-02-24,71.60563659667969
2016-02-25,70.47620391845703
2016-02-26,73.35624694824219
2016-02-29,78.43866729736328
2016-03-01,78.55160522460938
2016-03-02,82.16577911376953
2016-03-03,85.3611068725586
2016-03-04,87.58642578125
2016-03-07,89.98292541503906
2016-03-08,86.9017105102539
2016-03-09,88.09996795654297
2016-03-10,88.89879608154297
2016-03-11,91.63766479492188
2016-03-14,89.29823303222656
2016-03-15,88.09996795654297
2016-03-16,90.03999328613281
2016-03-17,92.208251953125
2016-03-18,89.0129165649414
2016-03-21,91.58059692382812
2016-03-22,90.21117401123047
2016-03-23,88.49938201904297
2016-03-24,90.61058807373047
2016-03-28,92.55060577392578
2016-03-29,92.8929672241211
2016-03-30,93.46356964111328
2016-03-31,94.03416442871094
2016-04-01,91.46648406982422
2016-04-04,91.86589050292969
2016-04-05,91.29530334472656
2016-04-06,93.23533630371094
2016-04-07,91.69471740722656
2016-04-08,92.55060577392578
2016-04-11,92.09413146972656
2016-04-12,94.26239776611328
2016-04-13,94.26239776611328
2016-04-14,94.31946563720703
2016-04-15,93.23533630371094
2016-04-18,94.26239776611328
2016-04-19,94.77593231201172
2016-04-20,95.91712951660156
2016-04-21,95.86006164550781
2016-04-22,96.60183715820312
2016-04-25,94.54769897460938
2016-04-26,94.4335708618164
2016-04-27,92.15119171142578
2016-04-28,92.03707122802734
2016-04-29,95.00418090820312
2016-05-02,93.40650177001953
2016-05-03,89.92587280273438
2016-05-04,88.44232177734375
2016-05-05,89.86881256103516
2016-05-06,89.29823303222656
2016-05-09,86.5022964477539
2016-05-10,87.64350128173828
2016-05-11,89.35527038574219
2016-05-12,90.09705352783203
2016-05-13,85.98876190185547
2016-05-16,87.4723129272461
2016-05-17,87.81465911865234
2016-05-18,84.61933135986328
2016-05-19,85.07579803466797
2016-05-20,85.93170928955078
2016-05-23,86.84465789794922
2016-05-24,86.67346954345703
2016-05-25,90.38236236572266
2016-05-26,90.21117401123047
2016-05-27,90.83882141113281
2016-05-31,91.35234832763672
2016-06-01,88.64520263671875
2016-06-02,87.83881378173828
2016-06-03,88.414794921875
2016-06-06,92.56194305419922
2016-06-07,95.44190216064453
2016-06-08,95.7874984741211
2016-06-09,95.03871154785156
2016-06-10,93.48352813720703
2016-06-13,90.89157104492188
2016-06-14,91.8707504272461
2016-06-15,90.3155746459961
2016-06-16,88.93318939208984
2016-06-17,90.02758026123047
2016-06-20,89.85477447509766
2016-06-21,90.48837280273438
2016-06-22,90.94916534423828
2016-06-23,94.98110961914062
2016-06-24,89.91238403320312
2016-06-27,83.63407135009766
2016-06-28,83.17327117919922
2016-06-29,83.57646179199219
2016-06-30,84.15245819091797
2016-07-01,86.51403045654297
2016-07-05,84.32524871826172
2016-07-06,85.07405090332031
2016-07-07,85.18923950195312
2016-07-08,85.65003204345703
2016-07-11,83.86447143554688
2016-07-12,88.06920623779297
2016-07-13,85.82284545898438
2016-07-14,85.65003204345703
2016-07-15,85.59244537353516
2016-07-18,84.49803924560547
2016-07-19,83.23087310791016
2016-07-20,83.92205810546875
2016-07-21,83.05805969238281
2016-07-22,83.57646179199219
2016-07-25,84.32524871826172
2016-07-26,85.2468490600586
2016-07-27,85.18923950195312
2016-07-28,71.25022888183594
2016-07-29,70.96223449707031
2016-08-01,66.5846939086914
2016-08-02,66.93029022216797
2016-08-03,69.06146240234375
2016-08-04,70.55904388427734
2016-08-05,71.25022888183594
2016-08-08,72.34461975097656
2016-08-09,72.51741790771484
2016-08-10,70.0982437133789
2016-08-11,70.15584564208984
2016-08-12,70.5014419555664
2016-08-15,71.76862335205078
2016-08-16,71.36542510986328
2016-08-17,71.07744598388672
2016-08-18,73.43901062011719
2016-08-19,72.80540466308594
2016-08-22,72.51741790771484
2016-08-23,73.20861053466797
2016-08-24,71.25022888183594
2016-08-25,67.6214828491211
2016-08-26,68.13988494873047
2016-08-29,69.61802673339844
2016-08-30,67.82106018066406
2016-08-31,66.603759765625
2016-09-01,67.06748962402344
2016-09-02,67.82106018066406
2016-09-06,67.24138641357422
2016-09-07,68.98040008544922
2016-09-08,70.66141510009766
2016-09-09,67.99494934082031
2016-09-12,68.92242431640625
2016-09-13,67.82106018066406
2016-09-14,67.24138641357422
2016-09-15,67.1254653930664
2016-09-16,67.47325134277344
2016-09-19,67.5312271118164
2016-09-20,67.47325134277344
2016-09-21,70.08175659179688
2016-09-22,72.40042877197266
2016-09-23,71.7627944946289
2016-09-26,70.95125579833984
2016-09-27,69.9078598022461
2016-09-28,73.15399169921875
2016-09-29,73.84959411621094
2016-09-30,75.35672760009766
2016-10-03,75.12486267089844
2016-10-04,75.35672760009766
2016-10-05,77.32760620117188
2016-10-06,77.50149536132812
2016-10-07,78.42897033691406
2016-10-10,77.38555908203125
2016-10-11,76.74793243408203
2016-10-12,74.19739532470703
2016-10-13,72.98009490966797
2016-10-14,71.87873077392578
2016-10-17,71.7627944946289
2016-10-18,71.9946517944336
2016-10-19,74.42926788330078
2016-10-20,75.00892639160156
2016-10-21,75.76249694824219
2016-10-24,73.50179290771484
2016-10-25,71.35702514648438
2016-10-26,69.32819366455078
2016-10-27,68.51665496826172
2016-10-28,66.71968841552734
2016-10-31,65.21255493164062
2016-11-01,66.1400146484375
2016-11-02,64.74881744384766
2016-11-03,64.05321502685547
2016-11-04,61.386749267578125
2016-11-07,62.19828414916992
2016-11-08,61.0389518737793
2016-11-09,62.19828414916992
2016-11-10,63.82135009765625
2016-11-11,65.03865051269531
2016-11-14,66.6617202758789
2016-11-15,66.603759765625
2016-11-16,65.3284912109375
2016-11-17,65.03865051269531
2016-11-18,66.48782348632812
2016-11-21,69.154296875
2016-11-22,68.7751235961914
2016-11-23,69.6501235961914
2016-11-25,69.88345336914062
2016-11-28,70.99179077148438
2016-11-29,69.76679229736328
2016-11-30,73.44180297851562
2016-12-01,76.41679382324219
2016-12-02,72.80012512207031
2016-12-05,73.5001220703125
2016-12-06,72.97512817382812
2016-12-07,72.33346557617188
2016-12-08,73.966796875
2016-12-09,76.0667953491211
2016-12-12,76.76679992675781
2016-12-13,75.89179992675781
2016-12-14,73.38346862792969
2016-12-15,74.55013275146484
2016-12-16,73.32513427734375
2016-12-19,72.97512817382812
2016-12-20,72.97512817382812
2016-12-21,73.38346862792969
2016-12-22,73.1501235961914
2016-12-23,72.15846252441406
2016-12-27,72.27513122558594
2016-12-28,71.80846405029297
2016-12-29,72.10012817382812
2016-12-30,71.80846405029297
2017-01-03,73.5001220703125
2017-01-04,72.33346557617188
2017-01-05,71.4001235961914
2017-01-06,72.33346557617188
2017-01-09,72.45011901855469
2017-01-10,71.75012969970703
2017-01-11,72.33346557617188
2017-01-12,73.20846557617188
2017-01-13,73.6167984008789
2017-01-17,75.13346862792969
2017-01-18,72.7417984008789
2017-01-19,73.1501235961914
2017-01-20,75.6584701538086
2017-01-23,73.67513275146484
2017-01-24,73.73345947265625
2017-01-25,75.13346862792969
2017-01-26,72.91679382324219
2017-01-27,72.33346557617188
2017-01-30,70.29179382324219
2017-01-31,69.0667953491211
2017-02-01,70.70012664794922
2017-02-02,71.4001235961914
2017-02-03,74.02513122558594
2017-02-06,73.26679992675781
2017-02-07,73.5001220703125
2017-02-08,72.45011901855469
2017-02-09,73.09180450439453
2017-02-10,73.5001220703125
2017-02-13,74.43346405029297
2017-02-14,73.966796875
2017-02-15,73.20846557617188
2017-02-16,73.0334701538086
2017-02-17,72.5667953491211
2017-02-21,73.5584716796875
2017-02-22,73.0334701538086
2017-02-23,72.85846710205078
2017-02-24,72.216796875
2017-02-27,73.38346862792969
2017-02-28,71.16679382324219
2017-03-01,71.16679382324219
2017-03-02,70.43312072753906
2017-03-03,65.85496520996094
2017-03-06,63.331111907958984
2017-03-07,62.09852981567383
2017-03-08,60.4550895690918
2017-03-09,61.21812057495117
2017-03-10,60.337703704833984
2017-03-13,60.16162109375
2017-03-14,60.10292434692383
2017-03-15,59.80945587158203
2017-03-16,59.28120803833008
2017-03-17,59.926841735839844
2017-03-20,59.28120803833008
2017-03-21,58.166015625
2017-03-22,56.46388244628906
2017-03-23,57.755157470703125
2017-03-24,58.69426345825195
2017-03-27,58.811649322509766
2017-03-28,60.10292434692383
2017-03-29,61.159427642822266
2017-03-30,60.74856185913086
2017-03-31,62.03983688354492
2017-04-03,61.27681350708008
2017-04-04,61.62897872924805
2017-04-05,58.987735748291016
2017-04-06,59.339900970458984
2017-04-07,59.398597717285156
2017-04-10,60.51378631591797
2017-04-11,59.985538482666016
2017-04-12,59.8681526184082
2017-04-13,57.93124008178711
2017-04-17,58.400794982910156
2017-04-18,57.285606384277344
2017-04-19,55.290000915527344
2017-04-20,55.23130416870117
2017-04-21,54.585662841796875
2017-04-24,53.99872589111328
2017-04-25,53.99872589111328
