Date,FBIN
2011-09-16,9.212514877319336
2011-09-19,9.995945930480957
2011-09-20,9.937914848327637
2011-09-21,9.720297813415527
2011-09-22,9.575216293334961
2011-09-23,8.886088371276855
2011-09-26,9.190755844116211
2011-09-27,9.698532104492188
2011-09-28,9.321327209472656
2011-09-29,9.553452491760254
2011-09-30,8.994901657104492
2011-10-03,8.922362327575684
2011-10-04,8.922362327575684
2011-10-05,8.84981918334961
2011-10-06,9.256041526794434
2011-10-07,8.95863151550293
2011-10-10,8.973134994506836
2011-10-11,9.052929878234863
2011-10-12,9.139978408813477
2011-10-13,9.154487609863281
2011-10-14,9.437390327453613
2011-10-17,9.952421188354492
2011-10-18,10.503719329833984
2011-10-19,10.92444896697998
2011-10-20,10.830148696899414
2011-10-21,10.844656944274902
2011-10-24,11.46124267578125
2011-10-25,10.72134017944336
2011-10-26,10.793877601623535
2011-10-27,11.185591697692871
2011-10-28,10.822894096374512
2011-10-31,10.539992332458496
2011-11-01,10.641549110412598
2011-11-02,10.931706428527832
2011-11-03,10.880927085876465
2011-11-04,10.880927085876465
2011-11-07,10.728591918945312
2011-11-08,10.946210861206055
2011-11-09,10.808388710021973
2011-11-10,11.388705253601074
2011-11-11,11.062276840209961
2011-11-14,10.902688980102539
2011-11-15,11.236371994018555
2011-11-16,10.909944534301758
2011-11-17,11.265385627746582
2011-11-18,11.250875473022461
2011-11-21,11.069527626037598
2011-11-22,11.149320602416992
2011-11-23,11.10580062866211
2011-11-25,11.207354545593262
2011-11-28,11.584562301635742
2011-11-29,11.613578796386719
2011-11-30,12.099588394165039
2011-12-01,11.59907054901123
2011-12-02,11.983527183532715
2011-12-05,11.93274974822998
2011-12-06,11.947258949279785
2011-12-07,11.93274974822998
2011-12-08,11.90373420715332
2011-12-09,12.338973045349121
2011-12-12,11.838444709777832
2011-12-13,11.446734428405762
2011-12-14,11.591814994812012
2011-12-15,11.541035652160645
2011-12-16,11.308911323547363
2011-12-19,11.120306015014648
2011-12-20,11.424970626831055
2011-12-21,11.7514009475708
2011-12-22,11.93274974822998
2011-12-23,12.114096641540527
2011-12-27,12.077829360961914
2011-12-28,11.889226913452148
2011-12-29,12.070574760437012
2011-12-30,12.353479385375977
2012-01-03,12.20114517211914
2012-01-04,12.353479385375977
2012-01-05,12.571096420288086
2012-01-06,12.803224563598633
2012-01-09,12.897522926330566
2012-01-10,13.07162094116211
2012-01-11,13.042604446411133
2012-01-12,13.267476081848145
2012-01-13,13.21670150756836
2012-01-17,12.9990816116333
2012-01-18,12.919286727905273
2012-01-19,13.12964916229248
2012-01-20,12.97731876373291
2012-01-23,12.897522926330566
2012-01-24,12.95555591583252
2012-01-25,12.984570503234863
2012-01-26,12.991825103759766
2012-01-27,13.020838737487793
2012-01-30,13.289237976074219
2012-01-31,13.47058391571045
2012-02-01,13.702713012695312
2012-02-02,13.963857650756836
2012-02-03,14.181476593017578
2012-02-06,13.66644287109375
2012-02-07,13.528618812561035
2012-02-08,13.862298965454102
2012-02-09,13.942093849182129
2012-02-10,14.029149055480957
2012-02-13,14.159713745117188
2012-02-14,14.304794311523438
2012-02-15,14.137950897216797
2012-02-16,14.159713745117188
2012-02-17,14.014636993408203
2012-02-21,14.116188049316406
2012-02-22,13.95660400390625
2012-02-23,14.326556205749512
2012-02-24,14.079924583435059
2012-02-27,14.10893440246582
2012-02-28,13.95660400390625
2012-02-29,14.029149055480957
2012-03-01,14.050907135009766
2012-03-02,13.891314506530762
2012-03-05,13.963857650756836
2012-03-06,13.797014236450195
2012-03-07,14.1452054977417
2012-03-08,14.602206230163574
2012-03-09,15.197030067443848
2012-03-12,15.247802734375
2012-03-13,15.646773338317871
2012-03-14,15.400138854980469
2012-03-15,15.450915336608887
2012-03-16,15.530712127685547
2012-03-19,15.559724807739258
2012-03-20,15.349357604980469
2012-03-21,15.320345878601074
2012-03-22,15.443652153015137
2012-03-23,15.472677230834961
2012-03-26,15.675782203674316
2012-03-27,15.704804420471191
2012-03-28,16.140045166015625
2012-03-29,16.103771209716797
2012-03-30,16.00947380065918
2012-04-02,15.748329162597656
2012-04-03,15.675782203674316
2012-04-04,15.479933738708496
2012-04-05,15.50894546508789
2012-04-09,15.233295440673828
2012-04-10,14.660234451293945
