Date,GLNG
2010-01-04,8.321977615356445
2010-01-05,8.167864799499512
2010-01-06,8.257761001586914
2010-01-07,8.21281623840332
2010-01-08,8.334817886352539
2010-01-11,8.238499641418457
2010-01-12,8.058699607849121
2010-01-13,8.052282333374023
2010-01-14,8.219232559204102
2010-01-15,8.065123558044434
2010-01-19,8.28986930847168
2010-01-20,7.89816951751709
2010-01-21,7.6991095542907715
2010-01-22,7.583526134490967
2010-01-25,7.65416145324707
2010-01-26,7.512895584106445
2010-01-27,7.827536582946777
2010-01-28,7.56426477432251
2010-01-29,7.525735378265381
2010-02-01,7.628478050231934
2010-02-02,7.467942714691162
2010-02-03,7.467942714691162
2010-02-04,7.005611419677734
2010-02-05,7.101933002471924
2010-02-08,6.812975883483887
2010-02-09,6.999191761016846
2010-02-10,7.076246738433838
2010-02-11,7.217514991760254
2010-02-12,7.243200778961182
2010-02-16,7.45510196685791
2010-02-17,7.403733253479004
2010-02-18,7.480788707733154
2010-02-19,7.487208843231201
2010-02-22,7.474366664886475
2010-02-23,7.333098411560059
2010-02-24,7.339519023895264
2010-02-25,7.3138346672058105
2010-02-26,7.191830635070801
2010-03-01,7.45510196685791
2010-03-02,7.44868278503418
2010-03-03,7.679847240447998
2010-03-04,7.814694404602051
2010-03-05,8.187129974365234
2010-03-08,8.122917175292969
2010-03-09,8.0330171585083
2010-03-10,8.155022621154785
2010-03-11,8.251338958740234
2010-03-12,8.187129974365234
2010-03-15,8.110075950622559
2010-03-16,7.930278778076172
2010-03-17,8.007332801818848
2010-03-18,8.013752937316895
2010-03-19,7.602789878845215
2010-03-22,7.583526134490967
2010-03-23,7.71837854385376
2010-03-24,7.68626594543457
2010-03-25,7.589948654174805
2010-03-26,7.55784273147583
2010-03-29,7.615631103515625
2010-03-30,7.64132022857666
2010-03-31,7.512895584106445
2010-04-01,7.795430660247803
2010-04-05,8.135758399963379
2010-04-06,8.22565746307373
2010-04-07,8.129339218139648
2010-04-08,8.03943920135498
2010-04-09,8.26418399810791
2010-04-12,8.167864799499512
2010-04-13,8.206391334533691
2010-04-14,8.386185646057129
2010-04-15,8.50819206237793
2010-04-16,8.405451774597168
2010-04-19,8.418293952941895
2010-04-20,8.443978309631348
2010-04-21,8.463244438171387
2010-04-22,8.50819206237793
2010-04-23,8.443978309631348
2010-04-26,8.347660064697266
2010-04-27,8.347660064697266
2010-04-28,8.373345375061035
2010-04-29,8.379768371582031
2010-04-30,8.341238021850586
2010-05-03,8.437559127807617
2010-05-04,8.366923332214355
2010-05-05,8.360503196716309
2010-05-06,8.347660064697266
2010-05-07,8.347660064697266
2010-05-10,8.50819206237793
2010-05-11,8.514612197875977
2010-05-12,8.867781639099121
2010-05-13,8.790727615356445
2010-05-14,8.66872501373291
2010-05-17,8.482505798339844
2010-05-18,8.360503196716309
2010-05-19,7.936699867248535
2010-05-20,7.223935127258301
2010-05-21,7.3138346672058105
2010-05-24,7.005611419677734
2010-05-25,7.121195316314697
2010-05-26,7.288148880004883
2010-05-27,7.467942714691162
2010-05-28,7.339519023895264
2010-06-01,6.973506450653076
2010-06-02,7.1661458015441895
2010-06-03,7.281729221343994
2010-06-04,7.174248695373535
2010-06-07,6.851809501647949
2010-06-08,6.764484882354736
2010-06-09,6.777917385101318
2010-06-10,7.08020544052124
2010-06-11,7.348904609680176
2010-06-14,7.395924091339111
2010-06-15,7.35561990737915
2010-06-16,7.120509147644043
2010-06-17,7.100357532501221
2010-06-18,7.08020544052124
2010-06-21,7.194401741027832
2010-06-22,7.046616077423096
2010-06-23,7.01974630355835
2010-06-24,6.818221092224121
2010-06-25,6.918984413146973
2010-06-28,6.838376522064209
2010-06-29,6.65028715133667
2010-06-30,6.6301350593566895
2010-07-01,6.710743427276611
2010-07-02,6.623414993286133
2010-07-06,6.562960624694824
2010-07-07,6.831658840179443
2010-07-08,6.845095157623291
2010-07-09,6.905550479888916
2010-07-12,6.730897903442383
2010-07-13,6.892116546630859
2010-07-14,7.013029098510742
2010-07-15,6.912266731262207
2010-07-16,6.489067077636719
2010-07-19,6.42189359664917
2010-07-20,6.509221076965332
2010-07-21,6.515936851501465
2010-07-22,6.818221092224121
2010-07-23,6.972723007202148
2010-07-26,7.27501106262207
2010-07-27,7.389207363128662
2010-07-28,7.254859447479248
2010-07-29,7.308597564697266
2010-07-30,7.241425514221191
2010-08-02,7.510119915008545
2010-08-03,7.416078090667725
2010-08-04,7.422796249389648
2010-08-05,7.409359455108643
2010-08-06,7.36905574798584
2010-08-09,7.543707847595215
2010-08-10,7.29516077041626
2010-08-11,6.858529567718506
2010-08-12,6.791351795196533
2010-08-13,6.818221092224121
2010-08-16,7.006312370300293
2010-08-17,7.36905574798584
2010-08-18,7.248141765594482
2010-08-19,7.013029098510742
2010-08-20,6.96600866317749
2010-08-23,6.851809501647949
2010-08-24,6.690591812133789
2010-08-25,6.771202564239502
2010-08-26,6.710743427276611
2010-08-27,7.120509147644043
2010-08-30,6.865246295928955
2010-08-31,6.972723007202148
2010-09-01,7.422796249389648
2010-09-02,7.416078090667725
2010-09-03,7.637753963470459
2010-09-07,7.469817161560059
2010-09-08,7.765383720397949
2010-09-09,7.886300563812256
2010-09-10,7.933320999145508
2010-09-13,8.235608100891113
2010-09-14,8.497584342956543
2010-09-15,8.329651832580566
2010-09-16,8.128128051757812
2010-09-17,8.067671775817871
2010-09-20,8.322935104370117
2010-09-21,8.114693641662598
2010-09-22,8.215455055236816
2010-09-23,8.271828651428223
2010-09-24,8.462928771972656
2010-09-27,8.449275016784668
2010-09-28,8.524352073669434
2010-09-29,8.531176567077637
2010-09-30,8.54482650756836
2010-10-01,8.572126388549805
2010-10-04,8.26500415802002
2010-10-05,8.510702133178711
2010-10-06,8.462928771972656
2010-10-07,8.401503562927246
2010-10-08,8.531176567077637
2010-10-11,8.776872634887695
2010-10-12,8.95432186126709
2010-10-13,9.14542007446289
2010-10-14,9.213669776916504
2010-10-15,9.02257251739502
2010-10-18,9.206843376159668
2010-10-19,8.858774185180664
2010-10-20,9.124944686889648
2010-10-21,8.86559772491455
2010-10-22,8.95432186126709
2010-10-25,9.02257251739502
2010-10-26,9.159069061279297
2010-10-27,8.94067096710205
2010-10-28,8.974797248840332
2010-10-29,9.049873352050781
2010-11-01,8.95432186126709
2010-11-02,9.254618644714355
2010-11-03,9.049873352050781
2010-11-04,9.254618644714355
2010-11-05,9.520792961120605
2010-11-08,9.43889331817627
2010-11-09,9.343341827392578
2010-11-10,9.739191055297852
2010-11-11,9.595866203308105
2010-11-12,9.527616500854492
2010-11-15,9.616339683532715
2010-11-16,9.616339683532715
2010-11-17,9.991714477539062
2010-11-18,10.401209831237793
2010-11-19,10.394384384155273
2010-11-22,10.373910903930664
2010-11-23,10.100911140441895
2010-11-24,10.408036231994629
2010-11-26,10.135040283203125
2010-11-29,9.711893081665039
2010-11-30,9.493492126464844
2010-12-01,9.616339683532715
2010-12-02,9.548090934753418
2010-12-03,9.875688552856445
2010-12-06,9.80623722076416
2010-12-07,9.840962409973145
2010-12-08,9.681231498718262
2010-12-09,9.750680923461914
2010-12-10,9.861797332763672
2010-12-13,9.868744850158691
2010-12-14,10.320162773132324
2010-12-15,10.459062576293945
2010-12-16,10.403505325317383
2010-12-17,10.347945213317871
2010-12-20,10.382668495178223
2010-12-21,10.521566390991211
2010-12-22,10.69518756866455
2010-12-23,10.716025352478027
2010-12-27,10.459062576293945
2010-12-28,10.521566390991211
2010-12-29,10.563237190246582
2010-12-30,10.361831665039062
2010-12-31,10.424337387084961
2011-01-03,10.632686614990234
2011-01-04,10.500731468200684
2011-01-05,10.660466194152832
2011-01-06,10.903536796569824
2011-01-07,11.056328773498535
2011-01-10,11.223002433776855
2011-01-11,11.19522476196289
2011-01-12,11.264674186706543
2011-01-13,11.306344985961914
2011-01-14,11.424409866333008
2011-01-18,11.834160804748535
2011-01-19,11.723037719726562
2011-01-20,11.570250511169434
2011-01-21,11.841100692749023
2011-01-24,11.778596878051758
2011-01-25,11.99389362335205
2011-01-26,12.098066329956055
2011-01-27,12.021672248840332
2011-01-28,11.729989051818848
2011-01-31,12.118904113769531
2011-02-01,12.514765739440918
2011-02-02,12.257800102233887
2011-02-03,12.223074913024902
2011-02-04,12.410591125488281
2011-02-07,12.771724700927734
2011-02-08,12.785613059997559
2011-02-09,12.785613059997559
2011-02-10,12.737001419067383
2011-02-11,12.9661865234375
2011-02-14,13.181473731994629
2011-02-15,13.07730484008789
2011-02-16,13.362041473388672
2011-02-17,13.43149185180664
2011-02-18,13.16064167022705
2011-02-22,12.681442260742188
2011-02-23,12.834228515625
2011-02-24,12.681442260742188
2011-02-25,13.188420295715332
2011-02-28,13.237035751342773
