Date,OXY
2010-01-04,50.958831787109375
2010-01-05,50.59088897705078
2010-01-06,51.19797897338867
2010-01-07,50.817787170410156
2010-01-08,51.33902359008789
2010-01-11,50.87298583984375
2010-01-12,49.15597152709961
2010-01-13,48.830955505371094
2010-01-14,49.211151123046875
2010-01-15,48.395565032958984
2010-01-19,48.66536331176758
2010-01-20,47.96017074584961
2010-01-21,46.611080169677734
2010-01-22,46.6662712097168
2010-01-25,47.616783142089844
2010-01-26,47.00969314575195
2010-01-27,46.8686408996582
2010-01-28,47.5247802734375
2010-01-29,48.03987503051758
2010-02-01,48.95358657836914
2010-02-02,49.53615188598633
2010-02-03,49.13755798339844
2010-02-04,46.87477493286133
2010-02-05,47.04034423828125
2010-02-08,46.78890609741211
2010-02-09,47.77619934082031
2010-02-10,48.070552825927734
2010-02-11,49.33991241455078
2010-02-12,48.93519973754883
2010-02-16,49.78144836425781
2010-02-17,49.63429260253906
2010-02-18,49.66493225097656
2010-02-19,49.98381805419922
2010-02-22,49.06398391723633
2010-02-23,48.45076370239258
2010-02-24,48.78189468383789
2010-02-25,48.463016510009766
2010-02-26,48.96586608886719
2010-03-01,49.51776123046875
2010-03-02,49.793697357177734
2010-03-03,49.689456939697266
2010-03-04,49.82439422607422
2010-03-05,50.24748611450195
2010-03-08,50.173614501953125
2010-03-09,50.173614501953125
2010-03-10,50.4691276550293
2010-03-11,50.401405334472656
2010-03-12,50.38911437988281
2010-03-15,49.90886306762695
2010-03-16,50.715450286865234
2010-03-17,51.232608795166016
2010-03-18,50.801612854003906
2010-03-19,50.8447380065918
2010-03-22,50.83857727050781
2010-03-23,51.30032730102539
2010-03-24,51.07252502441406
2010-03-25,50.18593215942383
2010-03-26,50.32137680053711
2010-03-29,51.805213928222656
2010-03-30,51.885250091552734
2010-03-31,52.051490783691406
2010-04-01,53.31983184814453
2010-04-05,54.43428039550781
2010-04-06,54.48352813720703
2010-04-07,53.13515090942383
2010-04-08,53.30754852294922
2010-04-09,53.29523849487305
2010-04-12,53.43682861328125
2010-04-13,52.75956726074219
2010-04-14,53.048927307128906
2010-04-15,53.239803314208984
2010-04-16,52.37167739868164
2010-04-19,52.14385223388672
2010-04-20,53.31369400024414
2010-04-21,52.876548767089844
2010-04-22,52.51942443847656
2010-04-23,53.86166000366211
2010-04-26,53.81855773925781
2010-04-27,51.93450927734375
2010-04-28,52.27317428588867
2010-04-29,53.1043701171875
2010-04-30,54.58820343017578
2010-05-03,55.40705871582031
2010-05-04,53.28289031982422
2010-05-05,51.0294303894043
2010-05-06,49.514801025390625
2010-05-07,49.63178253173828
2010-05-10,51.817535400390625
2010-05-11,51.121803283691406
2010-05-12,52.180816650390625
2010-05-13,51.361934661865234
2010-05-14,50.46299743652344
2010-05-17,49.5825309753418
2010-05-18,49.828819274902344
2010-05-19,48.97300338745117
2010-05-20,47.815467834472656
2010-05-21,48.89295196533203
2010-05-24,47.963233947753906
2010-05-25,48.60356903076172
2010-05-26,48.13563919067383
2010-05-27,50.75236511230469
2010-05-28,50.801612854003906
2010-06-01,49.29930114746094
2010-06-02,50.395263671875
2010-06-03,51.05406951904297
2010-06-04,48.28341293334961
2010-06-07,48.480430603027344
2010-06-08,49.5507698059082
2010-06-09,49.47651672363281
2010-06-10,51.65430450439453
2010-06-11,52.5947151184082
2010-06-14,52.40908432006836
2010-06-15,53.665061950683594
2010-06-16,53.87538528442383
2010-06-17,53.59079360961914
2010-06-18,53.81355285644531
2010-06-21,53.08348083496094
2010-06-22,51.75947570800781
2010-06-23,51.852294921875
2010-06-24,50.39836883544922
2010-06-25,50.56540298461914
2010-06-28,50.05807113647461
2010-06-29,48.57941436767578
2010-06-30,47.731807708740234
2010-07-01,47.48435592651367
2010-07-02,47.24923324584961
2010-07-06,47.63901901245117
2010-07-07,49.235233306884766
2010-07-08,50.05807113647461
2010-07-09,50.181819915771484
2010-07-12,50.05807113647461
2010-07-13,50.91807556152344
2010-07-14,50.775753021240234
2010-07-15,50.79432678222656
2010-07-16,49.11149597167969
2010-07-19,49.19809341430664
2010-07-20,50.08283615112305
2010-07-21,49.52601623535156
2010-07-22,50.80670928955078
2010-07-23,50.81906509399414
2010-07-26,51.3016471862793
2010-07-27,49.457977294921875
2010-07-28,48.8021354675293
2010-07-29,48.06592559814453
2010-07-30,48.214393615722656
2010-08-02,49.61262130737305
2010-08-03,48.67222213745117
2010-08-04,48.746482849121094
2010-08-05,48.01021957397461
2010-08-06,47.2244873046875
2010-08-09,47.60808181762695
2010-08-10,48.14013671875
2010-08-11,47.23066711425781
2010-08-12,47.30492401123047
2010-08-13,46.642913818359375
2010-08-16,46.95846939086914
2010-08-17,47.533817291259766
2010-08-18,46.78521728515625
2010-08-19,46.642913818359375
2010-08-20,46.438743591308594
2010-08-23,46.754268646240234
2010-08-24,45.795310974121094
2010-08-25,45.102386474609375
2010-08-26,44.6878776550293
2010-08-27,46.661502838134766
2010-08-30,45.653018951416016
2010-08-31,45.2137336730957
2010-09-01,47.55239486694336
2010-09-02,48.15872573852539
2010-09-03,48.4556770324707
2010-09-07,47.29874038696289
2010-09-08,48.01376724243164
2010-09-09,48.231407165527344
2010-09-10,48.623130798339844
2010-09-13,48.878055572509766
2010-09-14,48.72883605957031
2010-09-15,48.585819244384766
2010-09-16,47.535011291503906
2010-09-17,47.37954330444336
2010-09-20,48.0200080871582
2010-09-21,47.82722854614258
2010-09-22,47.21788787841797
2010-09-23,46.36606216430664
2010-09-24,47.441749572753906
2010-09-27,46.51529312133789
2010-09-28,46.950531005859375
2010-09-29,47.64693069458008
2010-09-30,48.68529510498047
2010-10-01,50.221092224121094
2010-10-04,50.10915756225586
2010-10-05,51.27189636230469
2010-10-06,51.56413650512695
2010-10-07,51.22837448120117
2010-10-08,51.71958541870117
2010-10-11,52.055355072021484
2010-10-12,51.750667572021484
2010-10-13,52.40975570678711
2010-10-14,52.79524612426758
2010-10-15,52.81391906738281
2010-10-18,53.13100051879883
2010-10-19,50.48846435546875
2010-10-20,50.34545135498047
2010-10-21,48.996177673339844
2010-10-22,49.48119354248047
2010-10-25,49.779624938964844
2010-10-26,49.145408630371094
2010-10-27,49.37547302246094
2010-10-28,49.03972244262695
2010-10-29,48.89048385620117
2010-11-01,49.63661193847656
2010-11-02,50.681217193603516
2010-11-03,50.81177520751953
2010-11-04,52.53410720825195
2010-11-05,52.372432708740234
2010-11-08,52.397308349609375
2010-11-09,52.235652923583984
2010-11-10,52.60248565673828
2010-11-11,54.57353973388672
2010-11-12,54.38079071044922
2010-11-15,54.56110763549805
2010-11-16,52.95690155029297
2010-11-17,53.2553825378418
2010-11-18,54.29374313354492
2010-11-19,54.834716796875
2010-11-22,55.008785247802734
2010-11-23,54.766319274902344
2010-11-24,55.30101776123047
2010-11-26,54.49893569946289
2010-11-29,55.3259162902832
