Date,MC
2014-04-16,11.466841697692871
2014-04-17,11.44052791595459
2014-04-21,11.379141807556152
2014-04-22,11.510693550109863
2014-04-23,11.786951065063477
2014-04-24,12.177220344543457
2014-04-25,11.822026252746582
2014-04-28,11.839568138122559
2014-04-29,11.817643165588379
2014-04-30,11.646626472473145
2014-05-01,11.721174240112305
2014-05-02,11.782564163208008
2014-05-05,11.694863319396973
2014-05-06,11.594005584716797
2014-05-07,11.721174240112305
2014-05-08,11.52823257446289
2014-05-09,12.080744743347168
2014-05-12,12.278066635131836
2014-05-13,12.93582534790039
2014-05-14,12.817428588867188
2014-05-15,12.782349586486816
2014-05-16,12.826202392578125
2014-05-19,13.146307945251465
2014-05-20,13.027912139892578
2014-05-21,13.198931694030762
2014-05-22,13.286628723144531
2014-05-23,13.260316848754883
2014-05-27,13.3173246383667
2014-05-28,13.277856826782227
2014-05-29,13.343634605407715
2014-05-30,13.7952880859375
2014-06-02,13.716361999511719
2014-06-03,14.119781494140625
2014-06-04,14.154862403869629
2014-06-05,14.211870193481445
2014-06-06,14.365345001220703
2014-06-09,14.694223403930664
2014-06-10,14.6152925491333
2014-06-11,14.610907554626465
2014-06-12,15.014326095581055
2014-06-13,14.952940940856934
2014-06-16,14.939783096313477
2014-06-17,14.952940940856934
2014-06-18,14.738070487976074
2014-06-19,14.825773239135742
2014-06-20,15.053801536560059
2014-06-23,15.579992294311523
2014-06-24,15.343213081359863
2014-06-25,15.071331024169922
2014-06-26,15.150259017944336
2014-06-27,14.5582857131958
2014-06-30,14.738070487976074
2014-07-01,14.733688354492188
2014-07-02,14.7819242477417
2014-07-03,14.746840476989746
2014-07-07,14.343414306640625
2014-07-08,13.74705696105957
2014-07-09,13.52780532836914
2014-07-10,13.422567367553711
2014-07-11,13.295395851135254
2014-07-14,13.339244842529297
2014-07-15,13.43133544921875
2014-07-16,13.519034385681152
2014-07-17,13.400639533996582
2014-07-18,13.799674034118652
2014-07-21,14.40919303894043
2014-07-22,14.738070487976074
2014-07-23,14.865239143371582
2014-07-24,15.16341495513916
2014-07-25,14.825773239135742
2014-07-28,14.514432907104492
2014-07-29,14.365345001220703
2014-07-30,14.944165229797363
2014-07-31,14.935402870178223
2014-08-01,14.931012153625488
2014-08-04,14.979252815246582
2014-08-05,14.874007225036621
2014-08-06,14.891547203063965
2014-08-07,14.830156326293945
2014-08-08,14.913471221923828
2014-08-11,14.944165229797363
2014-08-12,15.014326095581055
2014-08-13,15.37390422821045
2014-08-14,15.286200523376465
2014-08-15,15.330050468444824
2014-08-18,15.290580749511719
2014-08-19,15.066948890686035
2014-08-20,14.685447692871094
2014-08-21,15.020715713500977
2014-08-22,15.029537200927734
2014-08-25,15.104534149169922
2014-08-26,15.404500007629395
2014-08-27,15.466264724731445
2014-08-28,15.5103759765625
2014-08-29,16.00886344909668
2014-09-02,15.836819648742676
2014-09-03,15.505967140197754
2014-09-04,15.426559448242188
2014-09-05,15.492730140686035
2014-09-08,15.338335990905762
2014-09-09,15.064827919006348
2014-09-10,15.078057289123535
2014-09-11,15.5103759765625
2014-09-12,15.364805221557617
2014-09-15,14.967782020568848
2014-09-16,15.2545166015625
2014-09-17,15.483909606933594
2014-09-18,15.691242218017578
2014-09-19,15.461852073669434
2014-09-22,15.060413360595703
2014-09-23,15.086885452270508
2014-09-24,15.131000518798828
2014-09-25,15.051591873168945
2014-09-26,15.104534149169922
2014-09-29,14.901609420776367
2014-09-30,15.064827919006348
2014-10-01,14.989832878112793
2014-10-02,15.2059907913208
2014-10-03,15.157462120056152
2014-10-06,14.936904907226562
2014-10-07,14.663394927978516
2014-10-08,14.848673820495605
2014-10-09,14.067862510681152
2014-10-10,13.692890167236328
2014-10-13,13.622315406799316
2014-10-14,13.904635429382324
2014-10-15,13.582610130310059
2014-10-16,13.631131172180176
2014-10-17,13.54731273651123
2014-10-20,13.317928314208984
2014-10-21,13.370864868164062
2014-10-22,13.295868873596191
2014-10-23,13.28704833984375
2014-10-24,13.794353485107422
2014-10-27,13.710539817810059
2014-10-28,13.582610130310059
2014-10-29,13.820819854736328
2014-10-30,14.778088569641113
2014-10-31,15.069245338439941
2014-11-03,15.26333999633789
2014-11-04,15.26333999633789
2014-11-05,15.064827919006348
2014-11-06,15.247711181640625
2014-11-07,15.704910278320312
2014-11-10,15.279715538024902
2014-11-11,15.979230880737305
2014-11-12,15.700335502624512
2014-11-13,16.043245315551758
2014-11-14,16.00666618347168
2014-11-17,15.645475387573242
2014-11-18,14.566476821899414
2014-11-19,14.283012390136719
2014-11-20,14.287590980529785
2014-11-21,14.557334899902344
2014-11-24,14.689926147460938
2014-11-25,14.799651145935059
2014-11-26,14.845370292663574
2014-11-28,14.735640525817871
2014-12-01,14.525328636169434
2014-12-02,14.859088897705078
2014-12-03,15.339151382446289
2014-12-04,15.325432777404785
2014-12-05,15.563180923461914
2014-12-08,15.919795036315918
2014-12-09,15.810070037841797
2014-12-10,15.636326789855957
2014-12-11,15.522024154663086
2014-12-12,15.096832275390625
2014-12-15,15.02824878692627
2014-12-16,14.982528686523438
2014-12-17,15.279715538024902
2014-12-18,15.704910278320312
2014-12-19,15.70948314666748
2014-12-22,15.7689208984375
2014-12-23,16.079816818237305
2014-12-24,16.12096405029297
2014-12-26,16.020383834838867
2014-12-29,15.599750518798828
2014-12-30,15.736912727355957
2014-12-31,15.970088005065918
2015-01-02,16.130109786987305
2015-01-05,15.686626434326172
2015-01-06,15.302577018737793
2015-01-07,15.343719482421875
2015-01-08,15.183700561523438
2015-01-09,15.31171703338623
2015-01-12,15.380298614501953
2015-01-13,15.156270027160645
2015-01-14,14.909387588500977
2015-01-15,14.61219596862793
2015-01-16,14.401887893676758
2015-01-20,14.424747467041016
2015-01-21,14.1732816696167
2015-01-22,14.639627456665039
2015-01-23,15.147127151489258
2015-01-26,15.188278198242188
2015-01-27,15.174554824829102
2015-01-28,15.046536445617676
2015-01-29,14.909387588500977
2015-01-30,14.1732816696167
2015-02-02,13.889816284179688
2015-02-03,14.122994422912598
2015-02-04,14.196141242980957
2015-02-05,14.62591552734375
2015-02-06,13.597210884094238
2015-02-09,13.688648223876953
2015-02-10,13.962969779968262
2015-02-11,13.839524269104004
2015-02-12,13.839524269104004
2015-02-13,14.0772705078125
2015-02-17,13.935534477233887
2015-02-18,14.174854278564453
2015-02-19,14.441776275634766
2015-02-20,14.575251579284668
2015-02-23,14.3819580078125
2015-02-24,14.819165229797363
2015-02-25,14.704111099243164
2015-02-26,14.855982780456543
2015-02-27,14.809958457946777
2015-03-02,14.855982780456543
2015-03-03,14.842179298400879
2015-03-04,14.39116096496582
2015-03-05,14.197866439819336
2015-03-06,14.19326400756836
2015-03-09,14.022979736328125
2015-03-10,13.728434562683105
2015-03-11,14.427974700927734
2015-03-12,14.492409706115723
2015-03-13,14.179457664489746
2015-03-16,14.395763397216797
2015-03-17,14.308320999145508
2015-03-18,14.216278076171875
2015-03-19,14.124229431152344
2015-03-20,14.05980110168457
2015-03-23,14.069005012512207
2015-03-24,14.087416648864746
2015-03-25,14.05980110168457
2015-03-26,13.88491153717041
2015-03-27,13.797468185424805
2015-03-30,13.949342727661133
2015-03-31,13.861903190612793
2015-04-01,13.700825691223145
2015-04-02,13.733041763305664
2015-04-06,13.622589111328125
2015-04-07,13.59957504272461
2015-04-08,13.590370178222656
2015-04-09,13.664008140563965
2015-04-10,13.705427169799805
2015-04-13,13.668606758117676
2015-04-14,13.516737937927246
2015-04-15,13.650199890136719
2015-04-16,13.710029602050781
2015-04-17,13.558155059814453
2015-04-20,13.631794929504395
2015-04-21,13.829687118530273
2015-04-22,13.420085906982422
2015-04-23,13.590370178222656
2015-04-24,13.59497356414795
2015-04-27,13.37407112121582
2015-04-28,13.733041763305664
2015-04-29,13.558155059814453
2015-04-30,12.449019432067871
2015-05-01,12.495041847229004
2015-05-04,12.854015350341797
2015-05-05,12.633109092712402
2015-05-06,12.725151062011719
2015-05-07,12.82180118560791
2015-05-08,13.061115264892578
2015-05-11,13.047309875488281
2015-05-12,12.996684074401855
2015-05-13,13.056512832641602
2015-05-14,13.226794242858887
2015-05-15,13.212992668151855
2015-05-18,13.235998153686523
2015-05-19,13.176170349121094
2015-05-20,13.249805450439453
2015-05-21,13.24980640411377
2015-05-22,13.272979736328125
2015-05-26,13.198826789855957
2015-05-27,13.58348274230957
2015-05-28,13.500066757202148
2015-05-29,13.374933242797852
2015-06-01,13.365665435791016
2015-06-02,13.444451332092285
2015-06-03,13.754958152770996
2015-06-04,13.768857955932617
2015-06-05,13.93106460571289
2015-06-08,13.810571670532227
2015-06-09,13.86618423461914
2015-06-10,14.074732780456543
2015-06-11,14.148883819580078
2015-06-12,14.005215644836426
2015-06-15,13.954242706298828
2015-06-16,14.000581741333008
2015-06-17,13.921797752380371
2015-06-18,14.005215644836426
2015-06-19,14.097904205322266
2015-06-22,14.033021926879883
2015-06-23,13.898628234863281
2015-06-24,13.64836311340332
2015-06-25,13.500066757202148
2015-06-26,13.351767539978027
2015-06-29,13.180288314819336
2015-06-30,13.305423736572266
2015-07-01,13.449088096618652
2015-07-02,13.37956714630127
2015-07-06,13.361034393310547
2015-07-07,13.286880493164062
2015-07-08,13.022723197937012
2015-07-09,13.078332901000977
2015-07-10,13.421282768249512
2015-07-13,13.291520118713379
2015-07-14,13.49079704284668
2015-07-15,13.500066757202148
2015-07-16,13.31932258605957
2015-07-17,13.34249496459961
2015-07-20,13.305423736572266
2015-07-21,13.328590393066406
2015-07-22,13.453718185424805
2015-07-23,13.259073257446289
2015-07-24,13.04588794708252
2015-07-27,12.962471008300781
2015-07-28,12.953207015991211
2015-07-29,12.925399780273438
2015-07-30,13.620556831359863
2015-07-31,13.86618423461914
2015-08-03,14.153520584106445
2015-08-04,14.107172966003418
2015-08-05,14.005215644836426
2015-08-06,13.889358520507812
2015-08-07,13.912529945373535
2015-08-10,13.958873748779297
2015-08-11,13.98668098449707
2015-08-12,13.815207481384277
2015-08-13,13.84301471710205
2015-08-14,13.907899856567383
2015-08-17,13.977409362792969
2015-08-18,13.893987655639648
2015-08-19,13.84301471710205
2015-08-20,13.880461692810059
2015-08-21,13.4357271194458
2015-08-24,12.639881134033203
2015-08-25,12.527528762817383
2015-08-26,12.710103034973145
2015-08-27,12.738189697265625
2015-08-28,12.733509063720703
2015-08-31,12.770964622497559
2015-09-01,12.42453670501709
2015-09-02,12.321545600891113
2015-09-03,12.330909729003906
2015-09-04,12.293457984924316
2015-09-08,12.738189697265625
2015-09-09,12.593070030212402
2015-09-10,12.611797332763672
2015-09-11,12.583708763122559
2015-09-14,12.49007797241211
2015-09-15,12.457308769226074
2015-09-16,12.738189697265625
2015-09-17,12.794368743896484
2015-09-18,12.719465255737305
2015-09-21,13.108026504516602
2015-09-22,12.887996673583984
2015-09-23,12.920769691467285
2015-09-24,12.962904930114746
2015-09-25,12.822455406188965
2015-09-28,12.42453670501709
2015-09-29,12.162376403808594
2015-09-30,12.293457984924316
2015-10-01,12.241959571838379
2015-10-02,11.984481811523438
2015-10-05,12.47602653503418
2015-10-06,12.696062088012695
2015-10-07,12.808415412902832
2015-10-08,12.906725883483887
2015-10-09,12.859912872314453
2015-10-12,12.76159954071045
2015-10-13,12.714786529541016
2015-10-14,12.621153831481934
2015-10-15,13.075258255004883
2015-10-16,13.211018562316895
2015-10-19,13.089300155639648
2015-10-20,13.323372840881348
2015-10-21,13.005037307739258
2015-10-22,13.309329986572266
2015-10-23,13.524678230285645
2015-10-26,13.529356956481934
2015-10-27,13.351463317871094
2015-10-28,13.805559158325195
2015-10-29,14.123902320861816
2015-10-30,13.800880432128906
2015-11-02,14.025589942932129
2015-11-03,14.01622200012207
2015-11-04,14.02090835571289
2015-11-05,14.067716598510742
2015-11-06,14.36733341217041
2015-11-09,14.002179145812988
2015-11-10,13.857056617736816
2015-11-11,13.777470588684082
2015-11-12,13.309329986572266
2015-11-13,13.112709999084473
2015-11-16,13.243789672851562
2015-11-17,13.000350952148438
2015-11-18,13.126753807067871
2015-11-19,13.01791763305664
2015-11-20,13.273445129394531
2015-11-23,13.448530197143555
2015-11-24,13.708789825439453
2015-11-25,13.907544136047363
2015-11-27,13.921743392944336
