Date,CVS
2010-01-04,22.696706771850586
2010-01-05,22.60724639892578
2010-01-06,22.407665252685547
2010-01-07,23.23349952697754
2010-01-08,23.398666381835938
2010-01-11,23.350496292114258
2010-01-12,23.095861434936523
2010-01-13,23.37802505493164
2010-01-14,23.364267349243164
2010-01-15,23.336721420288086
2010-01-19,23.364267349243164
2010-01-20,23.355981826782227
2010-01-21,22.93509292602539
2010-01-22,22.93509292602539
2010-01-25,22.797090530395508
2010-01-26,22.638402938842773
2010-01-27,22.4038028717041
2010-01-28,22.307207107543945
2010-01-29,22.33479881286621
2010-02-01,22.71430015563965
2010-02-02,23.031688690185547
2010-02-03,22.36930274963379
2010-02-04,21.493019104003906
2010-02-05,21.437822341918945
2010-02-08,22.5762939453125
2010-02-09,22.5762939453125
2010-02-10,22.58319664001465
2010-02-11,22.914382934570312
2010-02-12,22.762584686279297
2010-02-16,23.128284454345703
2010-02-17,23.452573776245117
2010-02-18,23.542278289794922
2010-02-19,23.673377990722656
2010-02-22,23.611268997192383
2010-02-23,23.562978744506836
2010-02-24,23.81136131286621
2010-02-25,23.4594783782959
2010-02-26,23.286977767944336
2010-03-01,23.742368698120117
2010-03-02,23.91486167907715
2010-03-03,23.970067977905273
2010-03-04,24.059764862060547
2010-03-05,24.17015838623047
2010-03-08,24.032169342041016
2010-03-09,23.928665161132812
2010-03-10,24.04595947265625
2010-03-11,23.91486167907715
2010-03-12,23.8941650390625
2010-03-15,23.963153839111328
2010-03-16,24.101167678833008
2010-03-17,24.294353485107422
2010-03-18,24.21155548095703
2010-03-19,23.83896255493164
2010-03-22,24.280550003051758
2010-03-23,24.784242630004883
2010-03-24,24.50135040283203
2010-03-25,25.12923812866211
2010-03-26,25.384531021118164
2010-03-29,25.577726364135742
2010-03-30,25.55012321472168
2010-03-31,25.225831985473633
2010-04-01,24.99813461303711
2010-04-05,24.846351623535156
2010-04-06,24.735944747924805
2010-04-07,24.6048526763916
2010-04-08,25.16373634338379
2010-04-09,25.68811798095703
2010-04-12,25.515634536743164
2010-04-13,25.65363121032715
2010-04-14,25.708818435668945
2010-04-15,25.78472900390625
2010-04-16,25.62601661682129
2010-04-19,25.55012321472168
2010-04-20,25.66742706298828
2010-04-21,25.520797729492188
2010-04-22,25.472393035888672
2010-04-23,25.59688377380371
2010-04-26,25.50004768371582
2010-04-27,25.07815933227539
2010-04-28,25.666044235229492
2010-04-29,25.7697811126709
2010-04-30,25.534631729125977
2010-05-03,25.64529037475586
2010-05-04,25.23031997680664
2010-05-05,24.93984031677246
2010-05-06,24.372711181640625
2010-05-07,24.109895706176758
2010-05-10,25.01592445373535
2010-05-11,24.725435256958008
2010-05-12,25.119659423828125
2010-05-13,25.24415397644043
2010-05-14,24.74618148803711
2010-05-17,24.80842399597168
2010-05-18,24.345043182373047
2010-05-19,24.172134399414062
2010-05-20,23.418275833129883
2010-05-21,23.72258186340332
2010-05-24,23.48052406311035
2010-05-25,23.563508987426758
2010-05-26,23.35602569580078
2010-05-27,23.92315673828125
2010-05-28,23.95082664489746
2010-06-01,23.750253677368164
2010-06-02,24.345043182373047
2010-06-03,24.248218536376953
2010-06-04,23.369857788085938
2010-06-07,21.467906951904297
2010-06-08,21.5508975982666
2010-06-09,21.212003707885742
2010-06-10,22.062692642211914
2010-06-11,22.18718719482422
2010-06-14,22.041948318481445
2010-06-15,22.277099609375
2010-06-16,22.048866271972656
2010-06-17,22.021198272705078
2010-06-18,22.42925453186035
2010-06-21,21.979698181152344
2010-06-22,21.716894149780273
2010-06-23,21.737634658813477
2010-06-24,21.29500961303711
2010-06-25,21.16359519958496
2010-06-28,21.364158630371094
2010-06-29,20.62411880493164
2010-06-30,20.2783203125
2010-07-01,20.21607208251953
2010-07-02,20.11232566833496
2010-07-06,19.745765686035156
2010-07-07,20.14691162109375
2010-07-08,20.354393005371094
2010-07-09,20.61029624938965
2010-07-12,20.72787094116211
2010-07-13,21.12900733947754
2010-07-14,21.212003707885742
2010-07-15,21.288084030151367
2010-07-16,20.776283264160156
2010-07-19,20.859277725219727
2010-07-20,21.149219512939453
2010-07-21,20.781599044799805
2010-07-22,20.753849029541016
2010-07-23,21.454423904418945
2010-07-26,21.502975463867188
2010-07-27,21.22552490234375
2010-07-28,21.877552032470703
2010-07-29,21.433612823486328
2010-07-30,21.287948608398438
2010-08-02,21.58621597290039
2010-08-03,21.405872344970703
2010-08-04,21.197778701782227
2010-08-05,20.892574310302734
2010-08-06,20.69835090637207
2010-08-09,20.809337615966797
2010-08-10,20.587364196777344
2010-08-11,19.85210609436035
2010-08-12,20.074068069458008
2010-08-13,19.90760612487793
2010-08-16,19.90760612487793
2010-08-17,20.032453536987305
2010-08-18,20.15036964416504
2010-08-19,19.782733917236328
2010-08-20,19.41511344909668
2010-08-23,19.748058319091797
2010-08-24,19.37349510192871
2010-08-25,19.442855834960938
2010-08-26,19.25556755065918
2010-08-27,19.0821590423584
2010-08-30,19.019737243652344
2010-08-31,18.714527130126953
2010-09-01,19.408170700073242
2010-09-02,19.637083053588867
2010-09-03,19.893726348876953
2010-09-07,19.546899795532227
2010-09-08,19.761934280395508
2010-09-09,19.942276000976562
2010-09-10,20.129562377929688
2010-09-13,20.27523422241211
2010-09-14,20.302974700927734
2010-09-15,20.413957595825195
2010-09-16,20.448640823364258
2010-09-17,20.691417694091797
2010-09-20,21.017431259155273
2010-09-21,20.83708381652832
2010-09-22,20.871761322021484
2010-09-23,20.73996353149414
2010-09-24,21.509916305541992
2010-09-27,21.232460021972656
2010-09-28,21.815114974975586
2010-09-29,21.704137802124023
2010-09-30,21.828998565673828
2010-10-01,22.044017791748047
2010-10-04,21.801246643066406
2010-10-05,22.238245010375977
2010-10-06,22.481019973754883
2010-10-07,22.182750701904297
2010-10-08,21.6763973236084
2010-10-11,21.537668228149414
2010-10-12,21.46829605102539
2010-10-13,21.946914672851562
2010-10-14,21.6763973236084
2010-10-15,21.718008041381836
2010-10-18,21.6763973236084
2010-10-19,21.190834045410156
2010-10-20,21.585966110229492
2010-10-21,21.739017486572266
2010-10-22,21.81553077697754
2010-10-25,21.72510528564453
2010-10-26,21.40510368347168
2010-10-27,21.45379638671875
2010-10-28,21.328577041625977
2010-10-29,20.959882736206055
2010-11-01,20.799875259399414
2010-11-02,21.238147735595703
2010-11-03,21.474660873413086
2010-11-04,21.919883728027344
2010-11-05,21.523357391357422
2010-11-08,21.72510528564453
2010-11-09,21.585966110229492
2010-11-10,21.65553092956543
2010-11-11,21.467708587646484
2010-11-12,21.036401748657227
2010-11-15,20.904233932495117
2010-11-16,20.625972747802734
2010-11-17,20.75118637084961
2010-11-18,21.419023513793945
2010-11-19,21.585966110229492
2010-11-22,21.55118751525879
2010-11-23,21.565092086791992
2010-11-24,21.95465660095215
2010-11-26,21.6694393157959
2010-11-29,21.871191024780273
2010-11-30,21.565092086791992
2010-12-01,22.170312881469727
2010-12-02,22.246837615966797
2010-12-03,22.552919387817383
2010-12-06,22.62248992919922
2010-12-07,22.99812889099121
2010-12-08,23.165084838867188
2010-12-09,23.36682891845703
2010-12-10,23.408565521240234
2010-12-13,23.47812843322754
2010-12-14,23.707698822021484
2010-12-15,23.540729522705078
2010-12-16,24.041608810424805
2010-12-17,23.930299758911133
2010-12-20,23.90247917175293
2010-12-21,23.985958099365234
2010-12-22,24.312908172607422
2010-12-23,24.145957946777344
2010-12-27,24.10421371459961
2010-12-28,24.173784255981445
2010-12-29,24.278141021728516
2010-12-30,24.34769058227539
2010-12-31,24.18769073486328
2011-01-03,24.382478713989258
2011-01-04,24.361602783203125
2011-01-05,24.619001388549805
2011-01-06,24.368560791015625
2011-01-07,24.382478713989258
2011-01-10,24.47290802001953
2011-01-11,24.57725715637207
2011-01-12,24.21552276611328
2011-01-13,24.250301361083984
2011-01-14,24.403350830078125
2011-01-18,24.445096969604492
2011-01-19,24.085540771484375
2011-01-20,24.651033401489258
2011-01-21,24.720844268798828
2011-01-24,24.427635192871094
2011-01-25,24.54631805419922
2011-01-26,24.853483200073242
2011-01-27,24.930278778076172
2011-01-28,24.294984817504883
2011-01-31,23.876108169555664
2011-02-01,24.399703979492188
2011-02-02,24.190263748168945
2011-02-03,22.982494354248047
2011-02-04,22.807964324951172
2011-02-07,22.98947525024414
2011-02-08,23.24778938293457
2011-02-09,23.261749267578125
2011-02-10,23.010421752929688
2011-02-11,23.059288024902344
2011-02-14,22.877777099609375
2011-02-15,23.02438735961914
2011-02-16,22.835887908935547
2011-02-17,22.870798110961914
2011-02-18,23.080232620239258
2011-02-22,22.82890510559082
2011-02-23,22.507770538330078
