Date,TROW
2010-01-04,32.27079391479492
2010-01-05,32.63263702392578
2010-01-06,32.12247085571289
2010-01-07,32.098751068115234
2010-01-08,31.97418785095215
2010-01-11,32.1995964050293
2010-01-12,32.383506774902344
2010-01-13,32.70382308959961
2010-01-14,32.50213623046875
2010-01-15,31.796228408813477
2010-01-19,32.20553207397461
2010-01-20,31.65384292602539
2010-01-21,30.799612045288086
2010-01-22,30.04030418395996
2010-01-25,30.669105529785156
2010-01-26,30.473350524902344
2010-01-27,31.220792770385742
2010-01-28,30.016572952270508
2010-01-29,29.435232162475586
2010-02-01,30.27164649963379
2010-02-02,30.354705810546875
2010-02-03,30.075891494750977
2010-02-04,28.63439178466797
2010-02-05,28.990324020385742
2010-02-08,28.551332473754883
2010-02-09,28.883541107177734
2010-02-10,29.108963012695312
2010-02-11,29.073362350463867
2010-02-12,29.03183364868164
2010-02-16,29.767427444458008
2010-02-17,29.613183975219727
2010-02-18,29.42335319519043
2010-02-19,29.63098907470703
2010-02-22,29.684371948242188
2010-02-23,29.42335319519043
2010-02-24,30.03437614440918
2010-02-25,29.85047721862793
2010-02-26,30.069961547851562
2010-03-01,30.31318473815918
2010-03-02,30.491140365600586
2010-03-03,30.63352394104004
2010-03-04,31.179277420043945
2010-03-05,32.021644592285156
2010-03-08,31.65384292602539
2010-03-09,31.730955123901367
2010-03-10,31.701297760009766
2010-03-11,31.677587509155273
2010-03-12,31.796815872192383
2010-03-15,31.868377685546875
2010-03-16,32.10684585571289
2010-03-17,32.94157028198242
2010-03-18,32.923702239990234
2010-03-19,32.679229736328125
2010-03-22,33.06678771972656
2010-03-23,33.30527877807617
2010-03-24,32.79251480102539
2010-03-25,32.923702239990234
2010-03-26,32.8402214050293
2010-03-29,33.00715255737305
2010-03-30,32.9177360534668
2010-03-31,32.774627685546875
2010-04-01,33.31122589111328
2010-04-05,33.30527877807617
2010-04-06,33.34700012207031
2010-04-07,33.11448287963867
2010-04-08,33.19198989868164
2010-04-09,33.69879150390625
2010-04-12,33.62126541137695
2010-04-13,34.08037185668945
2010-04-14,34.867401123046875
2010-04-15,34.99855422973633
2010-04-16,33.81801986694336
2010-04-19,34.372528076171875
2010-04-20,34.879310607910156
2010-04-21,34.706390380859375
2010-04-22,35.16550064086914
2010-04-23,35.105873107910156
2010-04-26,34.46791458129883
2010-04-27,33.543766021728516
2010-04-28,33.692806243896484
2010-04-29,35.111839294433594
2010-04-30,34.30693817138672
2010-05-03,34.9270133972168
2010-05-04,34.1698112487793
2010-05-05,33.73454284667969
2010-05-06,31.868377685546875
2010-05-07,31.307910919189453
2010-05-10,32.816368103027344
2010-05-11,32.22015380859375
2010-05-12,32.78059005737305
2010-05-13,32.04127883911133
2010-05-14,31.284061431884766
2010-05-17,31.671607971191406
2010-05-18,30.991907119750977
2010-05-19,30.878623962402344
2010-05-20,29.1972599029541
2010-05-21,30.401649475097656
2010-05-24,29.137649536132812
2010-05-25,29.71599006652832
2010-05-26,29.471521377563477
2010-05-27,30.687833786010742
2010-05-28,29.52518653869629
2010-06-01,29.042251586914062
2010-06-02,29.865028381347656
2010-06-03,29.495384216308594
2010-06-04,28.57122802734375
2010-06-07,28.094257354736328
2010-06-08,28.601037979125977
2010-06-09,28.147905349731445
2010-06-10,29.27526092529297
2010-06-11,29.886913299560547
2010-06-14,29.61105728149414
2010-06-15,30.27666473388672
2010-06-16,29.683032989501953
2010-06-17,29.64704132080078
2010-06-18,29.587080001831055
2010-06-21,29.23927116394043
2010-06-22,28.681602478027344
2010-06-23,28.561668395996094
2010-06-24,27.584226608276367
2010-06-25,28.52569007873535
2010-06-28,28.177892684936523
2010-06-29,26.894617080688477
2010-06-30,26.618776321411133
2010-07-01,26.456872940063477
2010-07-02,26.145061492919922
2010-07-06,26.25299072265625
2010-07-07,27.54824447631836
2010-07-08,28.23785400390625
2010-07-09,28.717565536499023
2010-07-12,28.663606643676758
2010-07-13,29.46714973449707
2010-07-14,29.089365005493164
2010-07-15,29.083362579345703
2010-07-16,28.141918182373047
2010-07-19,28.34579849243164
2010-07-20,28.573652267456055
2010-07-21,28.25585174560547
2010-07-22,29.64704132080078
2010-07-23,28.69359016418457
2010-07-26,29.065372467041016
2010-07-27,28.987422943115234
2010-07-28,28.90947723388672
2010-07-29,29.209291458129883
2010-07-30,28.921443939208984
2010-08-02,29.994844436645508
2010-08-03,29.802959442138672
2010-08-04,30.072803497314453
2010-08-05,30.186742782592773
2010-08-06,29.53911018371582
2010-08-09,29.922887802124023
2010-08-10,29.485130310058594
2010-08-11,28.315813064575195
2010-08-12,27.88405418395996
2010-08-13,27.830081939697266
2010-08-16,27.71015739440918
2010-08-17,28.627628326416016
2010-08-18,28.47771453857422
2010-08-19,27.37434196472168
2010-08-20,27.638187408447266
2010-08-23,27.482290267944336
2010-08-24,26.894617080688477
2010-08-25,27.044530868530273
2010-08-26,26.372922897338867
2010-08-27,27.128494262695312
2010-08-30,26.25299072265625
2010-08-31,26.25897216796875
