Date,NRIM
2010-01-04,10.19495964050293
2010-01-05,9.98604679107666
2010-01-06,9.508527755737305
2010-01-07,9.723408699035645
2010-01-08,9.669693946838379
2010-01-11,9.526437759399414
2010-01-12,9.413026809692383
2010-01-13,9.377212524414062
2010-01-14,9.711472511291504
2010-01-15,10.015890121459961
2010-01-19,10.075577735900879
2010-01-20,9.711472511291504
2010-01-21,9.550311088562012
2010-01-22,9.580158233642578
2010-01-25,9.454808235168457
2010-01-26,9.40108871459961
2010-01-27,9.568218231201172
2010-01-28,9.48465347290039
2010-01-29,9.568218231201172
2010-02-01,9.562249183654785
2010-02-02,9.550311088562012
2010-02-03,9.198141098022461
2010-02-04,9.18023681640625
2010-02-05,9.38914966583252
2010-02-08,9.365274429321289
2010-02-09,9.257834434509277
2010-02-10,9.287678718566895
2010-02-11,9.293646812438965
2010-02-12,9.365274429321289
2010-02-16,9.317524909973145
2010-02-17,9.460776329040527
2010-02-18,9.63984489440918
2010-02-19,9.48465347290039
2010-02-22,9.765193939208984
2010-02-23,9.621943473815918
2010-02-24,9.645814895629883
2010-02-25,9.627909660339355
2010-02-26,9.496591567993164
2010-03-01,9.663722038269043
2010-03-02,9.765193939208984
2010-03-03,9.914417266845703
2010-03-04,9.9979829788208
2010-03-05,10.178129196166992
2010-03-08,10.208152770996094
2010-03-09,10.208152770996094
2010-03-10,10.3282470703125
2010-03-11,10.20214557647705
2010-03-12,10.214154243469238
2010-03-15,10.196139335632324
2010-03-16,10.208152770996094
2010-03-17,10.118080139160156
2010-03-18,10.046022415161133
2010-03-19,10.286213874816895
2010-03-22,10.292221069335938
2010-03-23,10.220161437988281
2010-03-24,10.070039749145508
2010-03-25,10.05202579498291
2010-03-26,10.003986358642578
2010-03-29,10.094059944152832
2010-03-30,10.142097473144531
2010-03-31,10.256190299987793
2010-04-01,10.148103713989258
2010-04-05,10.238175392150879
2010-04-06,10.232171058654785
2010-04-07,10.208152770996094
2010-04-08,10.238175392150879
2010-04-09,10.26819896697998
2010-04-12,10.208152770996094
2010-04-13,10.304224967956543
2010-04-14,10.322242736816406
2010-04-15,10.286213874816895
2010-04-16,10.316239356994629
2010-04-19,10.310233116149902
2010-04-20,10.358270645141602
2010-04-21,10.358270645141602
2010-04-22,10.412314414978027
2010-04-23,10.376285552978516
2010-04-26,10.454346656799316
2010-04-27,10.370280265808105
2010-04-28,10.358270645141602
2010-04-29,10.472363471984863
2010-04-30,10.364274978637695
2010-05-03,10.484367370605469
2010-05-04,10.262191772460938
2010-05-05,10.238175392150879
2010-05-06,10.040014266967773
2010-05-07,9.907910346984863
2010-05-10,10.286213874816895
2010-05-11,10.226163864135742
2010-05-12,10.556428909301758
2010-05-13,10.436330795288086
2010-05-14,10.220161437988281
2010-05-17,10.508386611938477
2010-05-18,10.46635627746582
2010-05-19,10.226163864135742
2010-05-20,10.094059944152832
2010-05-21,10.26819896697998
2010-05-24,10.022003173828125
2010-05-25,10.1240816116333
2010-05-26,9.859871864318848
2010-05-27,10.112072944641113
2010-05-28,10.340258598327637
2010-06-01,9.9679594039917
2010-06-02,10.20214557647705
2010-06-03,10.106071472167969
2010-06-04,9.949944496154785
2010-06-07,9.937932014465332
2010-06-08,9.955947875976562
2010-06-09,10.094894409179688
2010-06-10,10.167394638061523
2010-06-11,10.0465669631958
2010-06-14,10.082816123962402
2010-06-15,10.131144523620605
2010-06-16,10.0465669631958
2010-06-17,9.992197036743164
2010-06-18,10.01636028289795
2010-06-21,9.961990356445312
2010-06-22,9.937825202941895
2010-06-23,9.97407054901123
2010-06-24,9.672012329101562
2010-06-25,9.913662910461426
2010-06-28,9.817000389099121
2010-06-29,9.394113540649414
2010-06-30,9.351824760437012
2010-07-01,9.545143127441406
2010-07-02,9.32161808013916
2010-07-06,9.466609954833984
2010-07-07,9.32161808013916
2010-07-08,9.369950294494629
2010-07-09,9.44848346710205
2010-07-12,9.273289680480957
2010-07-13,9.69617748260498
2010-07-14,9.678051948547363
2010-07-15,9.575349807739258
2010-07-16,9.665968894958496
2010-07-19,9.702218055725098
2010-07-20,9.665968894958496
2010-07-21,9.720342636108398
2010-07-22,9.823041915893555
2010-07-23,10.076776504516602
2010-07-26,10.094894409179688
2010-07-27,9.943865776062012
2010-07-28,10.209681510925293
2010-07-29,10.554033279418945
2010-07-30,10.632566452026367
2010-08-02,10.656730651855469
