Date,ONB
2010-01-04,7.5207929611206055
2010-01-05,7.2211809158325195
2010-01-06,7.202840805053711
2010-01-07,7.374042510986328
2010-01-08,7.459645748138428
2010-01-11,7.404616355895996
2010-01-12,7.3557000160217285
2010-01-13,7.001062393188477
2010-01-14,7.202840805053711
2010-01-15,7.288443088531494
2010-01-19,7.392389297485352
2010-01-20,7.361814975738525
2010-01-21,7.673653602600098
2010-01-22,7.673653602600098
2010-01-25,7.655305862426758
2010-01-26,7.410731792449951
2010-01-27,7.722565174102783
2010-01-28,7.5635905265808105
2010-01-29,7.361814975738525
2010-02-01,7.23952579498291
2010-02-02,7.184495449066162
2010-02-03,6.9643754959106445
2010-02-04,6.768712520599365
2010-02-05,6.93380069732666
2010-02-08,6.732024669647217
2010-02-09,6.762596607208252
2010-02-10,6.8910017013549805
2010-02-11,6.829856872558594
2010-02-12,6.811514377593994
2010-02-16,6.97048807144165
2010-02-17,6.90934419631958
2010-02-18,6.988836288452148
2010-02-19,6.9827189445495605
2010-02-22,7.172266006469727
2010-02-23,6.952145099639893
2010-02-24,7.1539225578308105
2010-02-25,7.117015361785889
2010-02-26,6.987836837768555
2010-03-01,6.981687068939209
2010-03-02,7.1293182373046875
2010-03-03,7.203134059906006
2010-03-04,7.22158670425415
2010-03-05,7.338459491729736
2010-03-08,7.2584919929504395
2010-03-09,7.166226387023926
2010-03-10,7.190831184387207
2010-03-11,7.172377109527588
2010-03-12,7.086259365081787
2010-03-15,7.1539225578308105
2010-03-16,7.2154364585876465
2010-03-17,7.41227912902832
2010-03-18,7.40612268447876
2010-03-19,7.301552772521973
2010-03-22,7.252346515655518
2010-03-23,7.22158670425415
2010-03-24,7.061654090881348
2010-03-25,7.326157093048096
2010-03-26,7.3569135665893555
2010-03-29,7.3630690574646
2010-03-30,7.393819808959961
2010-03-31,7.3507609367370605
2010-04-01,7.3630690574646
2010-04-05,7.486091613769531
2010-04-06,7.6521782875061035
2010-04-07,7.824410915374756
2010-04-08,7.898225784301758
2010-04-09,7.7998046875
2010-04-12,7.812107086181641
2010-04-13,7.80595588684082
2010-04-14,8.002796173095703
2010-04-15,7.855168342590332
2010-04-16,7.732140064239502
2010-04-19,7.8490190505981445
2010-04-20,7.928982734680176
2010-04-21,8.193486213684082
2010-04-22,8.37187671661377
2010-04-23,8.384178161621094
2010-04-26,8.138123512268066
2010-04-27,8.08891487121582
2010-04-28,8.285755157470703
2010-04-29,8.5625638961792
2010-04-30,8.248849868774414
2010-05-03,8.242696762084961
2010-05-04,7.873620986938477
2010-05-05,7.953588008880615
2010-05-06,7.756747245788574
2010-05-07,7.689083099365234
2010-05-10,7.99664831161499
2010-05-11,8.052009582519531
2010-05-12,8.347268104553223
2010-05-13,8.113521575927734
2010-05-14,7.972042560577393
2010-05-17,8.070460319519043
2010-05-18,7.78750467300415
2010-05-19,7.756747245788574
2010-05-20,7.332309722900391
2010-05-21,7.375368118286133
2010-05-24,7.098561763763428
2010-05-25,7.14162015914917
2010-05-26,7.13546895980835
2010-05-27,7.259241580963135
2010-05-28,7.104525566101074
2010-06-01,6.906489849090576
2010-06-02,7.104525566101074
2010-06-03,7.141657829284668
2010-06-04,6.727022647857666
2010-06-07,6.677512168884277
2010-06-08,6.677512168884277
2010-06-09,6.57230806350708
2010-06-10,6.826038837432861
2010-06-11,6.93743371963501
2010-06-14,6.869358062744141
2010-06-15,7.01169490814209
2010-06-16,6.968376636505127
2010-06-17,7.005506992340088
2010-06-18,6.968376636505127
2010-06-21,6.894114017486572
2010-06-22,6.73321008682251
2010-06-23,6.6280035972595215
2010-06-24,6.553740501403809
2010-06-25,6.720830917358398
2010-06-28,6.702264308929443
2010-06-29,6.547552585601807
2010-06-30,6.411402702331543
2010-07-01,6.126726150512695
2010-07-02,6.06483793258667
2010-07-06,5.941067695617676
2010-07-07,6.120536804199219
2010-07-08,6.1700439453125
2010-07-09,6.380457401275635
2010-07-12,6.423777103424072
2010-07-13,6.838415145874023
2010-07-14,6.83222770690918
2010-07-15,6.727022647857666
2010-07-16,6.411402702331543
2010-07-19,6.584681510925293
2010-07-20,6.671323299407959
2010-07-21,6.324763774871826
2010-07-22,6.5599260330200195
2010-07-23,6.541363716125488
2010-07-26,6.6589436531066895
2010-07-27,6.727022647857666
2010-07-28,6.590871334075928
2010-07-29,6.590871334075928
2010-07-30,6.510423183441162
2010-08-02,6.677512168884277
2010-08-03,6.6589436531066895
2010-08-04,6.689889430999756
2010-08-05,6.683699607849121
2010-08-06,6.553740501403809
2010-08-09,6.665134906768799
2010-08-10,6.5970611572265625
2010-08-11,6.324763774871826
2010-08-12,6.238121509552002
2010-08-13,6.200989246368408
2010-08-16,6.1824235916137695
2010-08-17,6.287628650665283
2010-08-18,6.231930732727051
2010-08-19,6.021516799926758
2010-08-20,6.114349842071533
2010-08-23,6.009142875671387
2010-08-24,5.916313171386719
2010-08-25,5.941067695617676
2010-08-26,5.823485374450684
2010-08-27,5.965822219848633
2010-08-30,5.710233688354492
2010-08-31,5.7476348876953125
2010-09-01,5.953354835510254
2010-09-02,6.003223896026611
2010-09-03,6.109199523925781
2010-09-07,5.891018867492676
2010-09-08,5.947120189666748
2010-09-09,5.990755081176758
2010-09-10,6.140371322631836
2010-09-13,6.32115364074707
2010-09-14,6.190240859985352
2010-09-15,6.395956993103027
2010-09-16,6.377256870269775
2010-09-17,6.5081706047058105
2010-09-20,6.651549816131592
2010-09-21,6.545571327209473
2010-09-22,6.364789962768555
2010-09-23,6.358554363250732
2010-09-24,6.607908725738525
2010-09-27,6.576743125915527
2010-09-28,6.558043479919434
2010-09-29,6.62661075592041
2010-09-30,6.545571327209473
2010-10-01,6.464532852172852
2010-10-04,6.377256870269775
2010-10-05,6.5268731117248535
2010-10-06,6.296217441558838
2010-10-07,6.140371322631836
2010-10-08,6.146603107452393
2010-10-11,6.071798801422119
2010-10-12,6.078030109405518
2010-10-13,6.196476936340332
2010-10-14,6.246346473693848
2010-10-15,6.240113258361816
2010-10-18,6.30868673324585
2010-10-19,6.271283149719238
2010-10-20,6.302450656890869
2010-10-21,6.221410274505615
2010-10-22,6.2338786125183105
2010-10-25,6.090499401092529
2010-10-26,6.078030109405518
2010-10-27,6.015690326690674
2010-10-28,5.9284186363220215
2010-10-29,5.897249698638916
2010-11-01,5.828677654266357
2010-11-02,5.897249698638916
2010-11-03,5.984523773193359
2010-11-04,6.20271110534668
2010-11-05,6.439595699310303
2010-11-08,6.327384948730469
2010-11-09,6.190240859985352
2010-11-10,6.333619594573975
2010-11-11,6.271283149719238
2010-11-12,6.208945274353027
2010-11-15,6.246346473693848
2010-11-16,6.246346473693848
2010-11-17,6.165305137634277
2010-11-18,6.271283149719238
2010-11-19,6.221410274505615
2010-11-22,6.2525811195373535
2010-11-23,6.333619594573975
2010-11-24,6.452062129974365
2010-11-26,6.371026515960693
2010-11-29,6.440066814422607
2010-11-30,6.471451759338379
2010-12-01,6.816679954528809
2010-12-02,6.8041276931762695
2010-12-03,6.935940265655518
2010-12-06,6.885727405548096
2010-12-07,6.89200496673584
2010-12-08,6.973601818084717
2010-12-09,7.030092239379883
2010-12-10,7.0238189697265625
2010-12-13,7.042647838592529
2010-12-14,7.14307975769043
2010-12-15,7.149353981018066
2010-12-16,7.230955600738525
2010-12-17,7.256063938140869
2010-12-20,7.256063938140869
2010-12-21,7.325103759765625
2010-12-22,7.494585037231445
2010-12-23,7.343937873840332
2010-12-27,7.381600856781006
2010-12-28,7.362768650054932
2010-12-29,7.350215435028076
2010-12-30,7.419262886047363
2010-12-31,7.463201522827148
2011-01-03,7.626396179199219
2011-01-04,7.400432586669922
2011-01-05,7.469475269317627
2011-01-06,7.375322341918945
2011-01-07,7.105416774749756
2011-01-10,7.199573040008545
2011-01-11,7.230955600738525
2011-01-12,7.249786853790283
2011-01-13,7.193294048309326
2011-01-14,7.525967121124268
2011-01-18,7.519689559936523
2011-01-19,7.287446975708008
2011-01-20,7.237232208251953
2011-01-21,7.224678993225098
2011-01-24,7.199573040008545
2011-01-25,7.187014102935791
2011-01-26,7.1556315422058105
2011-01-27,7.218400001525879
2011-01-28,6.998713493347168
2011-01-31,6.735081672668457
2011-02-01,6.904559135437012
2011-02-02,6.904559135437012
2011-02-03,6.9484944343566895
2011-02-04,6.97988224029541
2011-02-07,7.06148099899292
2011-02-08,7.080308437347412
2011-02-09,7.099141597747803
2011-02-10,7.14307975769043
2011-02-11,7.293722152709961
2011-02-14,7.224678993225098
2011-02-15,7.111691951751709
2011-02-16,7.180738925933838
2011-02-17,7.199573040008545
2011-02-18,7.362768650054932
2011-02-22,7.1556315422058105
2011-02-23,7.017542839050293
2011-02-24,6.961050033569336
2011-02-25,7.055800914764404
2011-02-28,7.074748516082764
2011-03-01,6.929464817047119
2011-03-02,6.9736857414245605
2011-03-03,7.093698978424072
2011-03-04,6.986316204071045
2011-03-07,6.897882461547852
2011-03-08,7.1000165939331055
2011-03-09,7.0115838050842285
2011-03-10,6.847346782684326
2011-03-11,6.859978199005127
