Date,KMB
2010-01-04,35.7215461730957
2010-01-05,35.74933624267578
2010-01-06,35.31024169921875
2010-01-07,35.07679748535156
2010-01-08,34.854488372802734
2010-01-11,34.81001281738281
2010-01-12,35.02677917480469
2010-01-13,35.360260009765625
2010-01-14,35.02677917480469
2010-01-15,34.5821418762207
2010-01-19,34.90449905395508
2010-01-20,34.5098762512207
2010-01-21,33.96519088745117
2010-01-22,33.47608947753906
2010-01-25,33.59838104248047
2010-01-26,33.40937805175781
2010-01-27,33.070343017578125
2010-01-28,32.853580474853516
2010-01-29,33.00920867919922
2010-02-01,33.07592010498047
2010-02-02,33.7261962890625
2010-02-03,33.56502914428711
2010-02-04,32.920291900634766
2010-02-05,32.770225524902344
2010-02-08,32.76466751098633
2010-02-09,33.13704299926758
2010-02-10,32.75354766845703
2010-02-11,32.89805221557617
2010-02-12,32.714637756347656
2010-02-16,32.936954498291016
2010-02-17,32.98698425292969
2010-02-18,33.570579528808594
2010-02-19,33.487213134765625
2010-02-22,33.29267120361328
2010-02-23,33.5594482421875
2010-02-24,33.51498794555664
2010-02-25,33.570579528808594
2010-02-26,33.759552001953125
2010-03-01,33.7651252746582
2010-03-02,33.53721618652344
2010-03-03,33.72828674316406
2010-03-04,33.73953628540039
2010-03-05,33.77885437011719
2010-03-08,33.784481048583984
2010-03-09,33.72266387939453
2010-03-10,33.424827575683594
2010-03-11,33.5540771484375
2010-03-12,33.76200866699219
2010-03-15,33.913726806640625
2010-03-16,34.01487731933594
2010-03-17,34.239662170410156
2010-03-18,34.44196319580078
2010-03-19,34.52064514160156
2010-03-22,35.40290451049805
2010-03-23,35.68950271606445
2010-03-24,35.341087341308594
2010-03-25,35.42538833618164
2010-03-26,35.29612731933594
2010-03-29,35.52652359008789
2010-03-30,35.481571197509766
2010-03-31,35.335479736328125
2010-04-01,35.121917724609375
2010-04-05,34.98705291748047
2010-04-06,34.953330993652344
2010-04-07,34.582454681396484
2010-04-08,34.46444320678711
2010-04-09,34.6611213684082
2010-04-12,34.498172760009766
2010-04-13,34.31271743774414
2010-04-14,34.41386413574219
2010-04-15,34.61055374145508
2010-04-16,34.73979949951172
2010-04-19,34.92524719238281
2010-04-20,35.1387939453125
2010-04-21,35.374820709228516
2010-04-22,34.908382415771484
2010-04-23,34.239662170410156
2010-04-26,34.24528503417969
2010-04-27,34.121646881103516
2010-04-28,34.290245056152344
2010-04-29,34.43634796142578
2010-04-30,34.42511749267578
2010-05-03,34.363304138183594
2010-05-04,34.38576889038086
2010-05-05,34.571224212646484
2010-05-06,34.32958221435547
2010-05-07,34.27900695800781
2010-05-10,35.36357116699219
2010-05-11,35.28489303588867
2010-05-12,35.29051208496094
2010-05-13,34.942115783691406
2010-05-14,34.62178039550781
2010-05-17,35.0039176940918
2010-05-18,34.8409423828125
2010-05-19,34.8409423828125
2010-05-20,34.40825271606445
2010-05-21,34.62740707397461
2010-05-24,34.26777648925781
2010-05-25,34.026119232177734
2010-05-26,33.8575439453125
2010-05-27,34.38014602661133
2010-05-28,34.11041259765625
2010-06-01,34.346431732177734
2010-06-02,34.71000671386719
2010-06-03,34.8122673034668
2010-06-04,34.1873779296875
2010-06-07,34.58503341674805
2010-06-08,35.02814483642578
2010-06-09,35.09062194824219
2010-06-10,35.34626388549805
2010-06-11,35.30650329589844
2010-06-14,35.47692108154297
2010-06-15,35.8064079284668
2010-06-16,35.69279861450195
2010-06-17,35.86322784423828
2010-06-18,35.66439437866211
2010-06-21,35.61327362060547
2010-06-22,35.431480407714844
2010-06-23,35.408756256103516
2010-06-24,35.1588020324707
2010-06-25,34.92020034790039
2010-06-28,35.0849494934082
2010-06-29,34.63615417480469
2010-06-30,34.44301223754883
2010-07-01,34.44868087768555
2010-07-02,34.36347579956055
2010-07-06,34.193050384521484
2010-07-07,34.81793975830078
2010-07-08,35.1701545715332
2010-07-09,35.05086135864258
2010-07-12,35.18151092529297
2010-07-13,35.431480407714844
2010-07-14,35.408756256103516
2010-07-15,35.522377014160156
2010-07-16,35.255374908447266
2010-07-19,35.573509216308594
2010-07-20,36.04500198364258
2010-07-21,35.42580032348633
2010-07-22,35.76665115356445
2010-07-23,36.152950286865234
2010-07-26,36.43132019042969
2010-07-27,36.87441635131836
2010-07-28,36.590370178222656
2010-07-29,36.3233757019043
2010-07-30,36.425621032714844
2010-08-02,36.99940490722656
2010-08-03,36.81191635131836
2010-08-04,37.11869430541992
2010-08-05,37.101654052734375
2010-08-06,37.09028625488281
2010-08-09,37.41976547241211
2010-08-10,37.5049934387207
2010-08-11,36.99371337890625
2010-08-12,37.05620193481445
2010-08-13,36.81760025024414
2010-08-16,36.988037109375
2010-08-17,36.880096435546875
2010-08-18,37.08460998535156
2010-08-19,36.80624771118164
2010-08-20,36.760807037353516
2010-08-23,36.902809143066406
2010-08-24,36.766483306884766
2010-08-25,36.6301383972168
2010-08-26,36.40857696533203
2010-08-27,36.61878204345703
2010-08-30,36.44834899902344
2010-08-31,36.58469009399414
2010-09-01,37.147117614746094
