Date,AAT
2011-01-13,12.541874885559082
2011-01-14,12.577285766601562
2011-01-18,12.612690925598145
2011-01-19,12.541874885559082
2011-01-20,12.518260955810547
2011-01-21,12.541874885559082
2011-01-24,12.571378707885742
2011-01-25,12.55367660522461
2011-01-26,12.55367660522461
2011-01-27,12.630402565002441
2011-01-28,12.571378707885742
2011-01-31,12.565479278564453
2011-02-01,12.571378707885742
2011-02-02,12.459244728088379
2011-02-03,12.500555038452148
2011-02-04,12.429730415344238
2011-02-07,12.488751411437988
2011-02-08,12.36480712890625
2011-02-09,12.476950645446777
2011-02-10,12.535970687866211
2011-02-11,12.62449836730957
2011-02-14,12.6008939743042
2011-02-15,12.559575080871582
2011-02-16,12.571378707885742
2011-02-17,12.713029861450195
2011-02-18,12.695321083068848
2011-02-22,12.64220905303955
2011-02-23,12.524162292480469
2011-02-24,12.441530227661133
2011-02-25,12.630402565002441
2011-02-28,12.724834442138672
2011-03-01,12.689419746398926
2011-03-02,12.494653701782227
2011-03-03,12.683526992797852
2011-03-04,12.55367660522461
2011-03-07,12.412027359008789
2011-03-08,12.6008939743042
2011-03-09,12.482847213745117
2011-03-10,12.258569717407227
2011-03-11,12.318077087402344
2011-03-14,12.490652084350586
2011-03-15,12.466849327087402
2011-03-16,12.40733814239502
2011-03-17,12.45494556427002
2011-03-18,12.79413890838623
2011-03-21,12.770337104797363
2011-03-22,12.79413890838623
2011-03-23,12.710829734802246
2011-03-24,12.728682518005371
2011-03-25,12.788193702697754
2011-03-28,12.764389991760254
2011-03-29,12.657275199890137
2011-03-30,12.544208526611328
2011-03-31,12.657275199890137
2011-04-01,12.895303726196289
2011-04-04,12.936956405639648
2011-04-05,12.942909240722656
2011-04-06,13.061929702758789
2011-04-07,12.811995506286621
2011-04-08,12.716779708862305
2011-04-11,12.645374298095703
2011-04-12,12.633469581604004
2011-04-13,12.722731590270996
2011-04-14,12.734633445739746
2011-04-15,12.79413890838623
2011-04-18,12.651320457458496
2011-04-19,12.645374298095703
2011-04-20,12.895303726196289
2011-04-21,12.901254653930664
2011-04-25,12.901254653930664
2011-04-26,13.061929702758789
2011-04-27,13.10953140258789
2011-04-28,13.121431350708008
2011-04-29,13.13928508758545
2011-05-02,13.157137870788574
2011-05-03,13.103580474853516
2011-05-04,13.050024032592773
2011-05-05,13.026220321655273
2011-05-06,12.925056457519531
2011-05-09,13.032172203063965
2011-05-10,13.133330345153809
2011-05-11,13.10953140258789
2011-05-12,13.097630500793457
2011-05-13,12.97266674041748
2011-05-16,12.942909240722656
2011-05-17,12.96671199798584
2011-05-18,13.020268440246582
2011-05-19,13.061929702758789
2011-05-20,12.978615760803223
2011-05-23,12.603714942932129
2011-05-24,12.633469581604004
2011-05-25,12.87745189666748
2011-05-26,12.94886302947998
2011-05-27,13.115480422973633
2011-05-31,13.341611862182617
2011-06-01,13.055976867675781
2011-06-02,12.978615760803223
2011-06-03,12.990521430969238
2011-06-06,12.925056457519531
2011-06-07,12.913156509399414
2011-06-08,12.889348983764648
2011-06-09,12.859601020812988
2011-06-10,12.806042671203613
2011-06-13,12.794024467468262
2011-06-14,13.052427291870117
2011-06-15,12.962291717529297
2011-06-16,12.920219421386719
2011-06-17,13.02839469909668
2011-06-20,13.106511116027832
2011-06-21,13.286792755126953
2011-06-22,13.2627592086792
2011-06-23,13.112518310546875
2011-06-24,13.437028884887695
2011-06-27,13.370925903320312
2011-06-28,13.334869384765625
2011-06-29,13.539188385009766
2011-06-30,13.49111557006836
2011-07-01,13.569231986999512
2011-07-05,13.61130142211914
2011-07-06,13.761537551879883
2011-07-07,13.815620422363281
2011-07-08,13.827644348144531
2011-07-11,13.7074556350708
2011-07-12,13.7074556350708
2011-07-13,13.461068153381348
2011-07-14,13.088480949401855
2011-07-15,13.647360801696777
2011-07-18,13.388955116271973
2011-07-19,13.340877532958984
2011-07-20,13.370925903320312
2011-07-21,13.394965171813965
2011-07-22,13.376935005187988
2011-07-25,13.418999671936035
2011-07-26,13.569231986999512
2011-07-27,13.106511116027832
2011-07-28,13.220691680908203
2011-07-29,13.214679718017578
2011-08-01,13.202664375305176
2011-08-02,12.926228523254395
2011-08-03,12.818058967590332
2011-08-04,12.283223152160645
2011-08-05,12.018808364868164
2011-08-08,11.063315391540527
2011-08-09,11.237585067749023
2011-08-10,10.852986335754395
2011-08-11,11.02725887298584
2011-08-12,10.931107521057129
2011-08-15,11.8204984664917
2011-08-16,11.658246994018555
2011-08-17,11.94669246673584
2011-08-18,11.10538101196289
2011-08-19,10.9791841506958
2011-08-22,11.033267974853516
2011-08-23,11.471955299377441
2011-08-24,11.459936141967773
2011-08-25,11.237585067749023
2011-08-26,11.333740234375
2011-08-29,11.808477401733398
2011-08-30,11.838529586791992
2011-08-31,12.090920448303223
2011-09-01,11.886606216430664
2011-09-02,11.459936141967773
2011-09-06,11.526036262512207
2011-09-07,11.8204984664917
2011-09-08,11.688292503356934
2011-09-09,11.231576919555664
2011-09-12,11.189512252807617
2011-09-13,11.444787979125977
2011-09-14,11.542033195495605
2011-09-15,11.548110008239746
2011-09-16,11.84593391418457
2011-09-19,11.499485969543457
2011-09-20,11.4204740524292
2011-09-21,11.274605751037598
2011-09-22,11.049718856811523
2011-09-23,11.061880111694336
2011-09-26,10.90992546081543
2011-09-27,11.219900131225586
2011-09-28,10.855226516723633
2011-09-29,11.201665878295898
2011-09-30,10.90992546081543
2011-10-03,10.308206558227539
2011-10-04,11.013253211975098
2011-10-05,10.739741325378418
2011-10-06,10.818755149841309
2011-10-07,10.581719398498535
2011-10-10,10.794445991516113
2011-10-11,10.5513277053833
2011-10-12,11.35969352722168
2011-10-13,11.146967887878418
2011-10-14,11.35361385345459
2011-10-17,11.140889167785645
2011-10-18,11.51164436340332
2011-10-19,11.268525123596191
2011-10-20,11.329309463500977
2011-10-21,11.760838508605957
2011-10-24,12.155905723571777
2011-10-25,11.937098503112793
2011-10-26,12.119438171386719
2011-10-27,12.666452407836914
2011-10-28,12.690763473510742
2011-10-31,12.320009231567383
2011-11-01,11.614974021911621
2011-11-02,11.943171501159668
