Date,THFF
2010-01-04,19.219005584716797
2010-01-05,18.40117645263672
2010-01-06,17.911718368530273
2010-01-07,17.794002532958984
2010-01-08,17.831172943115234
2010-01-11,18.05421257019043
2010-01-12,17.73824119567871
2010-01-13,17.682476043701172
2010-01-14,17.96747589111328
2010-01-15,17.948883056640625
2010-01-19,18.277259826660156
2010-01-20,17.763017654418945
2010-01-21,18.227691650390625
2010-01-22,17.78780174255371
2010-01-25,17.955081939697266
2010-01-26,17.53997039794922
2010-01-27,18.202911376953125
2010-01-28,17.837366104125977
2010-01-29,17.100080490112305
2010-02-01,17.093887329101562
2010-02-02,17.13105583190918
2010-02-03,17.13105583190918
2010-02-04,16.72834014892578
2010-02-05,17.00714874267578
2010-02-08,16.88323402404785
2010-02-09,16.1087703704834
2010-02-10,16.189315795898438
2010-02-11,16.3380126953125
2010-02-12,16.41236114501953
2010-02-16,16.53007698059082
2010-02-17,16.387575149536133
2010-02-18,16.368993759155273
2010-02-19,16.368993759155273
2010-02-22,16.4371395111084
2010-02-23,16.375186920166016
2010-02-24,16.691164016723633
2010-02-25,16.56105613708496
2010-02-26,16.282255172729492
2010-03-01,16.55485725402832
2010-03-02,16.908010482788086
2010-03-03,16.833663940429688
2010-03-04,17.00714874267578
2010-03-05,17.620513916015625
2010-03-08,17.434646606445312
2010-03-09,17.478015899658203
2010-03-10,17.42845916748047
2010-03-11,17.632909774780273
2010-03-12,17.38507843017578
2010-03-15,17.323129653930664
2010-03-16,17.3479061126709
2010-03-17,17.632909774780273
2010-03-18,17.56475830078125
2010-03-19,18.506502151489258
2010-03-22,18.896827697753906
2010-03-23,18.84726333618164
2010-03-24,18.525087356567383
2010-03-25,18.419755935668945
2010-03-26,18.308237075805664
2010-03-29,18.221500396728516
2010-03-30,18.407367706298828
2010-03-31,17.94269561767578
2010-04-01,18.041826248168945
2010-04-05,18.55606460571289
2010-04-06,18.748130798339844
2010-04-07,18.240083694458008
2010-04-08,18.37639045715332
2010-04-09,18.11617088317871
2010-04-12,18.14714813232422
2010-04-13,17.837366104125977
2010-04-14,18.33301544189453
2010-04-15,18.295854568481445
2010-04-16,17.93030548095703
2010-04-19,17.936500549316406
2010-04-20,17.874544143676758
2010-04-21,18.24628448486328
2010-04-22,18.56226348876953
2010-04-23,18.673784255981445
2010-04-26,18.55606460571289
2010-04-27,18.302043914794922
2010-04-28,18.283458709716797
2010-04-29,18.853456497192383
2010-04-30,18.060415267944336
2010-05-03,18.128564834594727
2010-05-04,18.02324104309082
2010-05-05,17.595735549926758
2010-05-06,17.168231964111328
2010-05-07,16.846054077148438
2010-05-10,17.955081939697266
2010-05-11,18.40117645263672
2010-05-12,19.101285934448242
2010-05-13,19.138460159301758
2010-05-14,18.890634536743164
2010-05-17,19.126066207885742
2010-05-18,18.735740661621094
2010-05-19,18.494108200073242
2010-05-20,17.45323371887207
2010-05-21,17.61431884765625
2010-05-24,17.27975845336914
2010-05-25,17.36029624938965
2010-05-26,17.050518035888672
2010-05-27,17.713451385498047
2010-05-28,17.56475830078125
2010-06-01,17.038122177124023
2010-06-02,17.55856704711914
2010-06-03,17.434646606445312
2010-06-04,16.548664093017578
2010-06-07,16.51768684387207
2010-06-08,16.344209671020508
2010-06-09,16.158334732055664
2010-06-10,16.72834014892578
