Date,ARW
2010-01-04,29.700000762939453
2010-01-05,29.969999313354492
2010-01-06,29.59000015258789
2010-01-07,29.219999313354492
2010-01-08,30.079999923706055
2010-01-11,29.6200008392334
2010-01-12,28.940000534057617
2010-01-13,29.15999984741211
2010-01-14,29.280000686645508
2010-01-15,28.729999542236328
2010-01-19,28.700000762939453
2010-01-20,28.770000457763672
2010-01-21,28.15999984741211
2010-01-22,27.360000610351562
2010-01-25,27.790000915527344
2010-01-26,27.549999237060547
2010-01-27,27.639999389648438
2010-01-28,26.950000762939453
2010-01-29,26.270000457763672
2010-02-01,27.110000610351562
2010-02-02,27.170000076293945
2010-02-03,27.200000762939453
2010-02-04,26.06999969482422
2010-02-05,26.229999542236328
2010-02-08,26.770000457763672
2010-02-09,26.989999771118164
2010-02-10,27.06999969482422
2010-02-11,27.5
2010-02-12,27.959999084472656
2010-02-16,28.299999237060547
2010-02-17,28.440000534057617
2010-02-18,28.809999465942383
2010-02-19,28.600000381469727
2010-02-22,28.600000381469727
2010-02-23,28.030000686645508
2010-02-24,28.479999542236328
2010-02-25,28.34000015258789
2010-02-26,28.209999084472656
2010-03-01,28.969999313354492
2010-03-02,28.90999984741211
2010-03-03,28.920000076293945
2010-03-04,28.729999542236328
2010-03-05,28.940000534057617
2010-03-08,28.729999542236328
2010-03-09,28.959999084472656
2010-03-10,29.34000015258789
2010-03-11,29.25
2010-03-12,29.149999618530273
2010-03-15,28.889999389648438
2010-03-16,29.479999542236328
2010-03-17,30.170000076293945
2010-03-18,29.979999542236328
2010-03-19,29.889999389648438
2010-03-22,29.93000030517578
2010-03-23,30.770000457763672
2010-03-24,29.639999389648438
2010-03-25,29.139999389648438
2010-03-26,28.889999389648438
2010-03-29,29.450000762939453
2010-03-30,30.219999313354492
2010-03-31,30.1299991607666
2010-04-01,29.969999313354492
2010-04-05,30.799999237060547
2010-04-06,30.1299991607666
2010-04-07,30.43000030517578
2010-04-08,29.81999969482422
2010-04-09,30.0
2010-04-12,30.209999084472656
2010-04-13,30.65999984741211
2010-04-14,31.709999084472656
2010-04-15,31.530000686645508
2010-04-16,31.260000228881836
2010-04-19,30.84000015258789
2010-04-20,31.200000762939453
2010-04-21,31.149999618530273
2010-04-22,31.229999542236328
2010-04-23,31.56999969482422
2010-04-26,31.780000686645508
2010-04-27,30.920000076293945
2010-04-28,31.139999389648438
2010-04-29,31.799999237060547
2010-04-30,30.5
2010-05-03,31.799999237060547
2010-05-04,29.670000076293945
2010-05-05,29.040000915527344
2010-05-06,28.219999313354492
2010-05-07,27.489999771118164
2010-05-10,29.3700008392334
2010-05-11,29.149999618530273
2010-05-12,29.489999771118164
2010-05-13,29.6299991607666
2010-05-14,28.959999084472656
2010-05-17,28.65999984741211
2010-05-18,27.40999984741211
2010-05-19,27.59000015258789
2010-05-20,26.610000610351562
2010-05-21,26.850000381469727
2010-05-24,26.559999465942383
2010-05-25,26.59000015258789
2010-05-26,26.59000015258789
2010-05-27,27.8700008392334
2010-05-28,27.280000686645508
2010-06-01,26.110000610351562
2010-06-02,26.40999984741211
2010-06-03,26.479999542236328
2010-06-04,25.399999618530273
2010-06-07,24.270000457763672
2010-06-08,24.389999389648438
2010-06-09,24.309999465942383
2010-06-10,25.209999084472656
2010-06-11,25.440000534057617
2010-06-14,25.239999771118164
2010-06-15,26.360000610351562
2010-06-16,26.059999465942383
2010-06-17,25.940000534057617
2010-06-18,25.75
2010-06-21,25.469999313354492
2010-06-22,24.959999084472656
2010-06-23,24.639999389648438
2010-06-24,24.06999969482422
2010-06-25,24.110000610351562
2010-06-28,24.190000534057617
2010-06-29,22.93000030517578
2010-06-30,22.350000381469727
2010-07-01,22.149999618530273
2010-07-02,22.270000457763672
2010-07-06,22.010000228881836
2010-07-07,22.860000610351562
2010-07-08,23.200000762939453
2010-07-09,23.25
2010-07-12,23.270000457763672
2010-07-13,23.809999465942383
2010-07-14,23.8799991607666
2010-07-15,23.889999389648438
2010-07-16,22.760000228881836
2010-07-19,23.079999923706055
2010-07-20,22.899999618530273
2010-07-21,22.68000030517578
2010-07-22,23.3700008392334
2010-07-23,23.709999084472656
2010-07-26,24.299999237060547
2010-07-27,24.139999389648438
2010-07-28,24.440000534057617
2010-07-29,24.780000686645508
2010-07-30,24.790000915527344
2010-08-02,25.360000610351562
2010-08-03,25.399999618530273
2010-08-04,25.56999969482422
2010-08-05,25.90999984741211
2010-08-06,26.299999237060547
2010-08-09,26.260000228881836
2010-08-10,25.34000015258789
2010-08-11,24.6200008392334
2010-08-12,24.139999389648438
2010-08-13,23.709999084472656
2010-08-16,23.8799991607666
2010-08-17,24.399999618530273
2010-08-18,24.940000534057617
2010-08-19,24.93000030517578
2010-08-20,24.770000457763672
2010-08-23,24.420000076293945
2010-08-24,23.670000076293945
2010-08-25,23.520000457763672
2010-08-26,23.079999923706055
2010-08-27,23.709999084472656
