Date,EMR
2010-01-04,28.125194549560547
2010-01-05,28.170618057250977
2010-01-06,28.42363929748535
2010-01-07,28.42363929748535
2010-01-08,28.585844039916992
2010-01-11,29.020536422729492
2010-01-12,28.864818572998047
2010-01-13,28.88427734375
2010-01-14,29.156784057617188
2010-01-15,28.7545223236084
2010-01-19,29.020536422729492
2010-01-20,28.702611923217773
2010-01-21,27.969484329223633
2010-01-22,27.30122184753418
2010-01-25,27.5802001953125
2010-01-26,27.359619140625
2010-01-27,27.288257598876953
2010-01-28,27.03521728515625
2010-01-29,26.950885772705078
2010-02-01,27.560747146606445
2010-02-02,30.344074249267578
2010-02-03,30.20781898498535
2010-02-04,29.37088394165039
2010-02-05,29.29302406311035
2010-02-08,28.85185432434082
2010-02-09,29.721233367919922
2010-02-10,29.71796417236328
2010-02-11,30.410751342773438
2010-02-12,30.20159912109375
2010-02-16,30.685239791870117
2010-02-17,30.829025268554688
2010-02-18,31.19502067565918
2010-02-19,31.423789978027344
2010-02-22,31.508758544921875
2010-02-23,30.796354293823242
2010-02-24,31.476072311401367
2010-02-25,31.175413131713867
2010-02-26,30.940143585205078
2010-03-01,30.95975112915039
2010-03-02,31.129671096801758
2010-03-03,31.312667846679688
2010-03-04,31.338823318481445
2010-03-05,31.69175148010254
2010-03-08,31.358427047729492
2010-03-09,31.364971160888672
2010-03-10,31.364971160888672
2010-03-11,31.338823318481445
2010-03-12,31.430315017700195
2010-03-15,31.600255966186523
2010-03-16,31.82245635986328
2010-03-17,31.953170776367188
2010-03-18,32.01199722290039
2010-03-19,31.776716232299805
2010-03-22,31.907426834106445
2010-03-23,32.377994537353516
2010-03-24,32.11003875732422
2010-03-25,32.345314025878906
2010-03-26,32.547935485839844
2010-03-29,32.56755447387695
2010-03-30,33.208045959472656
2010-03-31,32.90086364746094
2010-04-01,33.22110366821289
2010-04-05,33.54789733886719
2010-04-06,33.319149017333984
2010-04-07,32.97274398803711
2010-04-08,33.292991638183594
2010-04-09,33.201507568359375
2010-04-12,33.1949577331543
2010-04-13,33.43023681640625
2010-04-14,33.92042922973633
2010-04-15,34.606689453125
2010-04-16,33.855072021484375
2010-04-19,33.75703048706055
2010-04-20,34.051143646240234
2010-04-21,33.92697525024414
2010-04-22,34.37139129638672
2010-04-23,34.46942901611328
2010-04-26,34.38446807861328
2010-04-27,33.26687240600586
2010-04-28,34.292972564697266
2010-04-29,34.77661895751953
2010-04-30,34.1361083984375
2010-05-03,35.04456329345703
2010-05-04,32.79629135131836
2010-05-05,32.038143157958984
2010-05-06,31.6590633392334
2010-05-07,31.678672790527344
2010-05-10,33.23417282104492
2010-05-11,32.613277435302734
2010-05-12,33.07716751098633
2010-05-13,33.11665725708008
2010-05-14,32.281002044677734
2010-05-17,31.511138916015625
2010-05-18,31.563793182373047
2010-05-19,30.813690185546875
2010-05-20,30.27412986755371
2010-05-21,30.221494674682617
2010-05-24,29.859588623046875
2010-05-25,30.004344940185547
2010-05-26,29.964876174926758
2010-05-27,31.162416458129883
2010-05-28,30.55707550048828
2010-06-01,30.004344940185547
2010-06-02,30.853164672851562
2010-06-03,31.10978126525879
2010-06-04,29.589824676513672
2010-06-07,28.754167556762695
2010-06-08,29.10948944091797
2010-06-09,28.94500160217285
2010-06-10,30.1885986328125
2010-06-11,30.11621856689453
2010-06-14,29.905658721923828
2010-06-15,31.221635818481445
2010-06-16,31.122934341430664
2010-06-17,31.076881408691406
2010-06-18,31.23480224609375
2010-06-21,31.346654891967773
2010-06-22,30.524158477783203
2010-06-23,30.267541885375977
2010-06-24,29.339780807495117
2010-06-25,29.53718376159668
2010-06-28,29.51085662841797
2010-06-29,28.484405517578125
2010-06-30,28.74759864807129
2010-07-01,28.754167556762695
2010-07-02,28.569934844970703
2010-07-06,28.55677604675293
2010-07-07,29.66878318786621
2010-07-08,30.221494674682617
2010-07-09,30.543912887573242
2010-07-12,30.06357765197754
2010-07-13,30.570226669311523
2010-07-14,30.57680320739746
2010-07-15,30.636024475097656
2010-07-16,29.75430679321289
2010-07-19,29.971458435058594
2010-07-20,30.95843505859375
2010-07-21,31.201908111572266
2010-07-22,32.1362419128418
2010-07-23,33.27456283569336
2010-07-26,33.2943000793457
2010-07-27,33.0903205871582
2010-07-28,33.18902587890625
2010-07-29,32.75474548339844
2010-07-30,32.59683609008789
2010-08-02,33.45880126953125
2010-08-03,33.45222091674805
2010-08-04,33.18902587890625
2010-08-05,33.23508071899414
2010-08-06,33.142967224121094
2010-08-09,33.19560241699219
2010-08-10,33.39301300048828
2010-08-11,32.011993408203125
2010-08-12,32.04511260986328
2010-08-13,31.945737838745117
2010-08-16,31.826507568359375
2010-08-17,32.230560302734375
2010-08-18,32.19081497192383
2010-08-19,31.389354705810547
2010-08-20,30.919090270996094
2010-08-23,31.197284698486328
2010-08-24,30.4819278717041
2010-08-25,30.34282112121582
2010-08-26,30.084508895874023
2010-08-27,31.05155372619629
2010-08-30,30.83960723876953
2010-08-31,30.899215698242188
2010-09-01,32.16434097290039
2010-09-02,32.54187774658203
2010-09-03,32.959163665771484
2010-09-07,32.959163665771484
2010-09-08,33.12474060058594
2010-09-09,33.27046585083008
2010-09-10,32.992279052734375
2010-09-13,33.48242950439453
2010-09-14,33.48242950439453
2010-09-15,33.1512451171875
2010-09-16,33.50229263305664
2010-09-17,33.92621612548828
2010-09-20,34.61506271362305
2010-09-21,34.76078414916992
2010-09-22,34.23088455200195
2010-09-23,33.89971160888672
2010-09-24,35.40989303588867
2010-09-27,35.07209014892578
2010-09-28,35.038978576660156
2010-09-29,35.03233337402344
2010-09-30,34.88001251220703
2010-10-01,35.54900360107422
2010-10-04,35.158206939697266
2010-10-05,35.635093688964844
2010-10-06,35.46951675415039
2010-10-07,35.284053802490234
2010-10-08,35.38340377807617
2010-10-11,35.23106384277344
2010-10-12,35.1052131652832
2010-10-13,35.70796203613281
2010-10-14,35.70134353637695
2010-10-15,35.54900360107422
2010-10-18,35.648353576660156
2010-10-19,34.946250915527344
2010-10-20,35.75432205200195
2010-10-21,36.29746627807617
