Date,WING
2015-06-12,21.825775146484375
2015-06-15,21.79723358154297
2015-06-16,21.176494598388672
2015-06-17,20.17760467529297
2015-06-18,20.44159507751465
2015-06-19,20.93390655517578
2015-06-22,20.37738800048828
2015-06-23,20.512941360473633
2015-06-24,20.21327781677246
2015-06-25,19.94927978515625
2015-06-26,20.15619659423828
2015-06-29,19.62108039855957
2015-06-30,20.263225555419922
2015-07-01,19.970691680908203
2015-07-02,20.34884262084961
2015-07-06,19.763776779174805
2015-07-07,20.29889488220215
2015-07-08,21.247844696044922
2015-07-09,23.516752243041992
2015-07-10,24.5299129486084
2015-07-13,23.488210678100586
2015-07-14,22.089767456054688
2015-07-15,20.6556453704834
2015-07-16,22.61061668395996
2015-07-17,21.882850646972656
2015-07-20,22.09690284729004
2015-07-21,22.85320281982422
2015-07-22,22.310951232910156
2015-07-23,22.50359535217285
2015-07-24,22.30381202697754
2015-07-27,21.911394119262695
2015-07-28,23.284866333007812
2015-07-29,24.565587997436523
2015-07-30,24.380083084106445
2015-07-31,24.458555221557617
2015-08-03,25.143522262573242
2015-08-04,23.481082916259766
2015-08-05,22.30381202697754
2015-08-06,22.439382553100586
2015-08-07,22.467918395996094
2015-08-10,22.524995803833008
2015-08-11,22.496456146240234
2015-08-12,22.532133102416992
2015-08-13,21.711620330810547
2015-08-14,21.31205177307129
2015-08-17,21.49043083190918
2015-08-18,21.47616195678711
2015-08-19,20.734127044677734
2015-08-20,19.970691680908203
2015-08-21,19.77804946899414
2015-08-24,19.107364654541016
2015-08-25,18.550840377807617
2015-08-26,19.1787109375
2015-08-27,19.735240936279297
2015-08-28,20.21327781677246
2015-08-31,19.521194458007812
2015-09-01,19.107364654541016
2015-09-02,19.5283260345459
2015-09-03,19.135902404785156
2015-09-04,19.514053344726562
2015-09-08,19.849393844604492
2015-09-09,19.50691795349121
2015-09-10,19.649620056152344
2015-09-11,20.32743263244629
2015-09-14,19.713836669921875
2015-09-15,19.61394500732422
2015-09-16,19.442703247070312
2015-09-17,19.00747299194336
2015-09-18,18.32965850830078
2015-09-21,18.301116943359375
2015-09-22,18.27256965637207
2015-09-23,18.386734008789062
2015-09-24,18.18695640563965
2015-09-25,18.172683715820312
2015-09-28,17.40211296081543
2015-09-29,16.945476531982422
2015-09-30,17.10957908630371
2015-10-01,17.116714477539062
2015-10-02,17.40211296081543
2015-10-05,18.664995193481445
2015-10-06,18.829099655151367
2015-10-07,19.535457611083984
2015-10-08,20.334571838378906
2015-10-09,20.477270126342773
2015-10-12,20.070581436157227
2015-10-13,19.61394500732422
2015-10-14,19.114498138427734
2015-10-15,19.15730857849121
2015-10-16,19.478376388549805
2015-10-19,19.407032012939453
2015-10-20,18.743478775024414
2015-10-21,18.13701629638672
2015-10-22,18.18695640563965
2015-10-23,18.34392547607422
2015-10-26,18.301116943359375
2015-10-27,17.62329864501953
2015-10-28,18.201217651367188
2015-10-29,17.40211296081543
2015-10-30,16.50310707092285
2015-11-02,17.287961959838867
2015-11-03,17.4805908203125
2015-11-04,16.52451515197754
2015-11-05,16.802780151367188
2015-11-06,16.43889808654785
2015-11-09,15.82529354095459
2015-11-10,15.66832160949707
2015-11-11,15.66118335723877
2015-11-12,15.27590274810791
2015-11-13,15.033306121826172
2015-11-16,14.954826354980469
2015-11-17,14.598084449768066
2015-11-18,14.876346588134766
2015-11-19,14.676566123962402
2015-11-20,14.997633934020996
2015-11-23,15.026171684265137
2015-11-24,15.011906623840332
2015-11-25,15.51134967803955
2015-11-27,15.425736427307129
2015-11-30,15.375791549682617
2015-12-01,15.27590274810791
2015-12-02,15.154610633850098
2015-12-03,15.28303050994873
2015-12-04,15.19741439819336
2015-12-07,15.083263397216797
2015-12-08,14.812128067016602
2015-12-09,15.076122283935547
2015-12-10,16.075014114379883
2015-12-11,16.060745239257812
2015-12-14,15.611244201660156
2015-12-15,16.12495994567871
2015-12-16,16.310470581054688
2015-12-17,15.996532440185547
2015-12-18,15.989395141601562
2015-12-21,15.654051780700684
2015-12-22,16.08928108215332
2015-12-23,15.896641731262207
2015-12-24,16.09641456604004
2015-12-28,15.975128173828125
2015-12-29,16.37468719482422
2015-12-30,16.47457504272461
2015-12-31,16.274789810180664
2016-01-04,16.189172744750977
2016-01-05,16.30333709716797
2016-01-06,16.47457504272461
2016-01-07,15.69686222076416
2016-01-08,15.711130142211914
2016-01-11,15.66118335723877
2016-01-12,16.289064407348633
2016-01-13,16.289064407348633
2016-01-14,17.045364379882812
2016-01-15,17.330766677856445
2016-01-19,17.516273498535156
2016-01-20,17.21660614013672
2016-01-21,18.22262954711914
2016-01-22,18.336793899536133
2016-01-25,17.61616325378418
2016-01-26,17.75886344909668
2016-01-27,16.888397216796875
2016-01-28,17.302221298217773
2016-01-29,17.309358596801758
2016-02-01,17.088176727294922
2016-02-02,17.188064575195312
2016-02-03,17.280813217163086
2016-02-04,17.309358596801758
2016-02-05,16.66721534729004
2016-02-08,15.875236511230469
2016-02-09,15.161745071411133
2016-02-10,15.425736427307129
2016-02-11,15.725403785705566
2016-02-12,15.90377426147461
2016-02-16,15.868098258972168
2016-02-17,16.189172744750977
2016-02-18,16.231985092163086
2016-02-19,16.396085739135742
2016-02-22,16.224851608276367
2016-02-23,16.317598342895508
2016-02-24,16.189172744750977
2016-02-25,16.47457504272461
2016-02-26,16.36040687561035
2016-02-29,16.99542236328125
2016-03-01,17.4948673248291
2016-03-02,17.90869140625
2016-03-03,17.951501846313477
2016-03-04,18.664995193481445
2016-03-07,17.99431610107422
2016-03-08,17.302221298217773
2016-03-09,17.50200080871582
2016-03-10,16.945476531982422
2016-03-11,16.959747314453125
2016-03-14,17.266550064086914
2016-03-15,16.45316505432129
2016-03-16,16.217714309692383
2016-03-17,16.388952255249023
2016-03-18,16.446029663085938
2016-03-21,16.4317626953125
2016-03-22,16.053607940673828
2016-03-23,15.982256889343262
2016-03-24,15.69686222076416
2016-03-28,15.753944396972656
2016-03-29,16.560192108154297
2016-03-30,16.931209564208984
2016-03-31,16.182043075561523
2016-04-01,17.32362937927246
2016-04-04,16.959747314453125
2016-04-05,16.924076080322266
2016-04-06,17.138118743896484
2016-04-07,17.07390594482422
2016-04-08,17.302221298217773
2016-04-11,16.93834114074707
2016-04-12,16.966876983642578
2016-04-13,17.416385650634766
2016-04-14,17.32362937927246
2016-04-15,17.651838302612305
2016-04-18,17.32362937927246
2016-04-19,17.66610336303711
2016-04-20,17.7659912109375
2016-04-21,17.309358596801758
2016-04-22,17.530542373657227
2016-04-25,17.537677764892578
2016-04-26,17.58761978149414
2016-04-27,17.259416580200195
2016-04-28,17.35930061340332
2016-04-29,17.794536590576172
2016-05-02,17.844482421875
2016-05-03,17.609027862548828
2016-05-04,18.301116943359375
2016-05-05,18.03712272644043
2016-05-06,18.55797004699707
2016-05-09,18.443811416625977
2016-05-10,18.893312454223633
2016-05-11,18.572242736816406
2016-05-12,18.508028030395508
2016-05-13,18.529430389404297
2016-05-16,18.486623764038086
2016-05-17,18.179824829101562
2016-05-18,18.258310317993164
2016-05-19,18.493755340576172
2016-05-20,18.436676025390625
2016-05-23,18.41527557373047
2016-05-24,18.83623504638672
2016-05-25,18.98607063293457
2016-05-26,19.72096824645996
2016-05-27,19.920747756958008
2016-05-31,19.906476974487305
