Date,MKTX
2010-01-04,12.056227684020996
2010-01-05,11.62292194366455
2010-01-06,11.911792755126953
2010-01-07,11.996756553649902
2010-01-08,12.38758373260498
2010-01-11,12.33660888671875
2010-01-12,12.353601455688477
2010-01-13,12.31112003326416
2010-01-14,12.345101356506348
2010-01-15,12.141189575195312
2010-01-19,12.498035430908203
2010-01-20,12.5065336227417
2010-01-21,12.115699768066406
2010-01-22,11.988261222839355
2010-01-25,12.226153373718262
2010-01-26,11.554950714111328
2010-01-27,11.758858680725098
2010-01-28,11.58043384552002
2010-01-29,11.58043384552002
2010-02-01,11.724875450134277
2010-02-02,11.750362396240234
2010-02-03,12.030739784240723
2010-02-04,11.257580757141113
2010-02-05,11.588933944702148
2010-02-08,11.351036071777344
2010-02-09,11.48697566986084
2010-02-10,11.741866111755371
2010-02-11,12.33660888671875
2010-02-12,12.558584213256836
2010-02-16,12.712252616882324
2010-02-17,12.806167602539062
2010-02-18,13.036673545837402
2010-02-19,13.11351203918457
2010-02-22,13.258651733398438
2010-02-23,13.096441268920898
2010-02-24,13.13912582397461
2010-02-25,12.823241233825684
2010-02-26,12.754942893981934
2010-03-01,12.78055191040039
2010-03-02,12.797626495361328
2010-03-03,12.814701080322266
2010-03-04,12.959843635559082
2010-03-05,13.207426071166992
2010-03-08,12.865925788879395
2010-03-09,12.891544342041016
2010-03-10,12.78055191040039
2010-03-11,12.73786735534668
2010-03-12,12.729331016540527
2010-03-15,12.73786735534668
2010-03-16,13.036673545837402
2010-03-17,13.38671588897705
2010-03-18,13.38671588897705
2010-03-19,13.548925399780273
2010-03-22,13.642833709716797
2010-03-23,13.779436111450195
2010-03-24,13.702596664428711
2010-03-25,13.668451309204102
2010-03-26,13.830659866333008
2010-03-29,13.651378631591797
2010-03-30,13.583072662353516
2010-03-31,13.429399490356445
2010-04-01,13.292801856994629
2010-04-05,13.659910202026367
2010-04-06,13.583072662353516
2010-04-07,13.591609954833984
2010-04-08,13.668451309204102
2010-04-09,13.83919906616211
2010-04-12,14.069708824157715
2010-04-13,14.334370613098145
2010-04-14,14.735626220703125
2010-04-15,14.855155944824219
2010-04-16,14.624640464782715
2010-04-19,14.308761596679688
2010-04-20,14.624640464782715
2010-04-21,14.539266586303711
2010-04-22,14.769777297973633
2010-04-23,14.513655662536621
2010-04-26,14.411203384399414
2010-04-27,13.796507835388184
2010-04-28,13.676982879638672
2010-04-29,13.856273651123047
2010-04-30,13.463550567626953
2010-05-03,14.001409530639648
2010-05-04,13.668451309204102
2010-05-05,13.659910202026367
2010-05-06,13.437936782836914
2010-05-07,12.925690650939941
2010-05-10,13.611860275268555
2010-05-11,13.749091148376465
2010-05-12,14.718306541442871
2010-05-13,14.503875732421875
2010-05-14,14.246564865112305
2010-05-17,14.30660343170166
2010-05-18,13.52608871459961
2010-05-19,13.328818321228027
2010-05-20,12.205212593078613
2010-05-21,12.505416870117188
2010-05-24,12.1537504196167
2010-05-25,12.128022193908691
2010-05-26,12.145174980163574
2010-05-27,12.934267044067383
2010-05-28,12.65980052947998
2010-06-01,12.085135459899902
2010-06-02,12.085135459899902
2010-06-03,12.325296401977539
2010-06-04,11.9564790725708
2010-06-07,11.604817390441895
2010-06-08,11.536201477050781
2010-06-09,11.54477596282959
2010-06-10,11.982208251953125
2010-06-11,11.922167778015137
2010-06-14,12.050827980041504
2010-06-15,12.385333061218262
2010-06-16,12.316719055175781
2010-06-17,12.505416870117188
2010-06-18,12.556875228881836
2010-06-21,12.24809741973877
2010-06-22,12.007944107055664
2010-06-23,11.96505355834961
2010-06-24,11.930745124816895
2010-06-25,12.265254020690918
2010-06-28,12.196640014648438
2010-06-29,11.9564790725708
2010-06-30,11.8278226852417
2010-07-01,11.896438598632812
2010-07-02,11.784934997558594
2010-07-06,11.802092552185059
2010-07-07,12.299564361572266
2010-07-08,12.745572090148926
2010-07-09,12.865652084350586
2010-07-12,12.779877662658691
2010-07-13,11.630550384521484
2010-07-14,11.304621696472168
2010-07-15,11.193117141723633
2010-07-16,10.661336898803711
2010-07-19,11.08161449432373
2010-07-20,11.08161449432373
2010-07-21,10.850031852722168
2010-07-22,10.918649673461914
2010-07-23,11.08161449432373
2010-07-26,10.961531639099121
2010-07-27,10.627030372619629
2010-07-28,11.338927268981934
2010-07-29,11.870708465576172
2010-07-30,12.196640014648438
2010-08-02,12.548297882080078
2010-08-03,12.711262702941895
2010-08-04,12.857070922851562
2010-08-05,12.82276439666748
2010-08-06,13.002883911132812
2010-08-09,13.218307495117188
2010-08-10,12.908097267150879
2010-08-11,12.468639373779297
2010-08-12,12.666826248168945
2010-08-13,12.52033519744873
2010-08-16,12.951180458068848
2010-08-17,12.985649108886719
2010-08-18,12.890864372253418
2010-08-19,12.666826248168945
2010-08-20,12.890864372253418
2010-08-23,12.658206939697266
2010-08-24,12.821928024291992
2010-08-25,13.03735065460205
2010-08-26,12.908097267150879
2010-08-27,13.166606903076172
2010-08-30,12.856393814086914
2010-08-31,13.17522144317627
2010-09-01,13.631916046142578
2010-09-02,13.562981605529785
2010-09-03,13.562981605529785
2010-09-07,13.252776145935059
2010-09-08,13.726703643798828
2010-09-09,13.735320091247559
2010-09-10,13.804256439208984
2010-09-13,14.12308120727539
2010-09-14,14.105846405029297
2010-09-15,14.42467212677002
2010-09-16,14.347123146057129
2010-09-17,14.26956844329834
2010-09-20,14.605629920959473
2010-09-21,14.54531192779541
2010-09-22,14.631471633911133
2010-09-23,13.959358215332031
2010-09-24,14.881364822387695
2010-09-27,14.907217979431152
2010-09-28,14.846902847290039
2010-09-29,14.64870548248291
2010-09-30,14.631471633911133
2010-10-01,14.588395118713379
2010-10-04,14.691793441772461
2010-10-05,14.976156234741211
2010-10-06,14.872750282287598
2010-10-07,14.993383407592773
2010-10-08,15.226038932800293
2010-10-11,15.079560279846191
2010-10-12,15.036471366882324
2010-10-13,15.01061725616455
2010-10-14,14.898605346679688
2010-10-15,15.01061725616455
2010-10-18,15.312220573425293
2010-10-19,14.950301170349121
2010-10-20,15.294979095458984
2010-10-21,15.501782417297363
2010-10-22,15.579337120056152
2010-10-25,15.837841987609863
2010-10-26,15.777520179748535
2010-10-27,15.941248893737793
2010-10-28,15.75167465209961
2010-10-29,15.656886100769043
2010-11-01,15.691360473632812
2010-11-02,15.941248893737793
2010-11-03,15.898157119750977
2010-11-04,16.19114112854004
2010-11-05,15.983556747436523
2010-11-08,16.044099807739258
2010-11-09,15.966257095336914
2010-11-10,16.14789581298828
2010-11-11,16.018152236938477
2010-11-12,15.966257095336914
2010-11-15,16.000856399536133
2010-11-16,15.810577392578125
2010-11-17,15.897066116333008
2010-11-18,16.0614013671875
2010-11-19,16.398714065551758
2010-11-22,16.320873260498047
2010-11-23,15.810577392578125
2010-11-24,16.234378814697266
2010-11-26,16.208431243896484
2010-11-29,16.416013717651367
2010-11-30,15.732738494873047
2010-12-01,15.897066116333008
2010-12-02,16.312225341796875
2010-12-03,16.225727081298828
2010-12-06,16.17383575439453
2010-12-07,16.48520278930664
2010-12-08,16.260326385498047
2010-12-09,16.208431243896484
2010-12-10,16.286272048950195
2010-12-13,16.17383575439453
2010-12-14,16.45060157775879
2010-12-15,16.433307647705078
2010-12-16,16.753326416015625
2010-12-17,16.952253341674805
2010-12-20,17.16848373413086
2010-12-21,17.843111038208008
2010-12-22,17.73932456970215
2010-12-23,17.635528564453125
2010-12-27,17.843111038208008
2010-12-28,18.042036056518555
2010-12-29,18.102584838867188
2010-12-30,17.96420669555664
2010-12-31,17.998796463012695
2011-01-03,17.713380813598633
2011-01-04,17.107948303222656
2011-01-05,17.159832000732422
2011-01-06,17.618240356445312
2011-01-07,17.50579261779785
2011-01-10,17.895004272460938
2011-01-11,17.886363983154297
2011-01-12,18.258268356323242
2011-01-13,18.310161590576172
2011-01-14,18.67342758178711
2011-01-18,18.889659881591797
2011-01-19,18.647478103637695
2011-01-20,17.592288970947266
2011-01-21,17.39335823059082
2011-01-24,17.51444435119629
2011-01-25,17.773914337158203
2011-01-26,18.249629974365234
