Date,AAPL
2010-01-04,6.4246039390563965
2010-01-05,6.435712814331055
2010-01-06,6.333343029022217
2010-01-07,6.321635723114014
2010-01-08,6.363663196563721
2010-01-11,6.307526111602783
2010-01-12,6.23577880859375
2010-01-13,6.323736190795898
2010-01-14,6.287113189697266
2010-01-15,6.182042121887207
2010-01-19,6.455525875091553
2010-01-20,6.356160640716553
2010-01-21,6.246284484863281
2010-01-22,5.936479091644287
2010-01-25,6.096186637878418
2010-01-26,6.182341575622559
2010-01-27,6.2405829429626465
2010-01-28,5.982709884643555
2010-01-29,5.765661716461182
2010-02-01,5.845817565917969
2010-02-02,5.8797407150268555
2010-02-03,5.980907440185547
2010-02-04,5.765362739562988
2010-02-05,5.867731094360352
2010-02-08,5.827506065368652
2010-02-09,5.889647483825684
2010-02-10,5.857524394989014
2010-02-11,5.964096546173096
2010-02-12,6.015430450439453
2010-02-16,6.1060919761657715
2010-02-17,6.080575466156006
2010-02-18,6.091981887817383
2010-02-19,6.05415678024292
2010-02-22,6.01663064956665
2010-02-23,5.915764331817627
2010-02-24,6.023836612701416
2010-02-25,6.064062595367432
2010-02-26,6.1427154541015625
2010-03-01,6.273904800415039
2010-03-02,6.26970100402832
2010-03-03,6.2841105461120605
2010-03-04,6.325536727905273
2010-03-05,6.572905540466309
2010-03-08,6.576806545257568
2010-03-09,6.695086479187012
2010-03-10,6.749722957611084
2010-03-11,6.769536018371582
2010-03-12,6.802557945251465
2010-03-15,6.719704627990723
2010-03-16,6.738015651702881
2010-03-17,6.728109359741211
2010-03-18,6.744019985198975
2010-03-19,6.671969413757324
2010-03-22,6.747020244598389
2010-03-23,6.855393886566162
2010-03-24,6.885713577270508
2010-03-25,6.8040595054626465
2010-03-26,6.931644439697266
2010-03-29,6.976375579833984
2010-03-30,7.080245494842529
2010-03-31,7.054725646972656
2010-04-01,7.083848476409912
2010-04-05,7.159497261047363
2010-04-06,7.191018104553223
2010-04-07,7.222841739654541
2010-04-08,7.2033257484436035
2010-04-09,7.2585625648498535
2010-04-12,7.273575305938721
2010-04-13,7.277778625488281
2010-04-14,7.375643253326416
2010-04-15,7.4726057052612305
2010-04-16,7.426974773406982
2010-04-19,7.417068958282471
2010-04-20,7.342618465423584
2010-04-21,7.781816005706787
2010-04-22,7.999457836151123
2010-04-23,8.130346298217773
2010-04-26,8.090420722961426
2010-04-27,7.8664679527282715
2010-04-28,7.853260517120361
2010-04-29,8.064603805541992
2010-04-30,7.83795166015625
2010-05-03,7.995859146118164
2010-05-04,7.765601634979248
2010-05-05,7.684851169586182
2010-05-06,7.392455577850342
2010-05-07,7.080545425415039
2010-05-10,7.624809741973877
2010-05-11,7.700760841369629
2010-05-12,7.867970943450928
2010-05-13,7.7559990882873535
2010-05-14,7.6197075843811035
2010-05-17,7.6317138671875
2010-05-18,7.575878143310547
2010-05-19,7.455194473266602
2010-05-20,7.137585639953613
2010-05-21,7.274474143981934
2010-05-24,7.407763481140137
2010-05-25,7.361532688140869
2010-05-26,7.328208923339844
2010-05-27,7.605597019195557
2010-05-28,7.711568832397461
2010-06-01,7.830148696899414
2010-06-02,7.923810958862305
2010-06-03,7.898895740509033
2010-06-04,7.683951377868652
2010-06-07,7.533247470855713
2010-06-08,7.484914779663086
2010-06-09,7.30088996887207
2010-06-10,7.520341396331787
2010-06-11,7.610401153564453
2010-06-14,7.633514404296875
2010-06-15,7.795925140380859
2010-06-16,8.022876739501953
2010-06-17,8.161571502685547
2010-06-18,8.22761344909668
2010-06-21,8.110533714294434
2010-06-22,8.221007347106934
2010-06-23,8.134549140930176
2010-06-24,8.075410842895508
2010-06-25,8.006360054016113
2010-06-28,8.054397583007812
2010-06-29,7.690255165100098
2010-06-30,7.550958156585693
2010-07-01,7.459395885467529
2010-07-02,7.41316556930542
2010-07-06,7.463903427124023
2010-07-07,7.765303134918213
2010-07-08,7.7478928565979
2010-07-09,7.793822765350342
2010-07-12,7.723875045776367
2010-07-13,7.559065818786621
2010-07-14,7.586984634399414
2010-07-15,7.548555374145508
2010-07-16,7.502027988433838
2010-07-19,7.372339725494385
2010-07-20,7.561766624450684
2010-07-21,7.6323137283325195
2010-07-22,7.775810241699219
2010-07-23,7.803427219390869
2010-07-26,7.783613681793213
2010-07-27,7.927715301513672
2010-07-28,7.834049701690674
2010-07-29,7.748492240905762
2010-07-30,7.72267484664917
2010-08-02,7.860769271850586
2010-08-03,7.8631696701049805
2010-08-04,7.894690990447998
2010-08-05,7.856265068054199
2010-08-06,7.807934761047363
2010-08-09,7.857762813568115
2010-08-10,7.78751802444458
2010-08-11,7.5107316970825195
2010-08-12,7.5587663650512695
2010-08-13,7.4780120849609375
2010-08-16,7.434182643890381
2010-08-17,7.564168930053711
2010-08-18,7.5971903800964355
2010-08-19,7.501424312591553
2010-08-20,7.494222164154053
2010-08-23,7.3789448738098145
2010-08-24,7.202725410461426
2010-08-25,7.2915849685668945
2010-08-26,7.213233947753906
2010-08-27,7.253459453582764
2010-08-30,7.279875755310059
2010-08-31,7.29788875579834
2010-09-01,7.514937400817871
2010-09-02,7.570172309875488
2010-09-03,7.76830530166626
2010-09-07,7.739485740661621
2010-09-08,7.892887115478516
2010-09-09,7.897389888763428
2010-09-10,7.907599925994873
2010-09-13,8.016571044921875
2010-09-14,8.04719352722168
2010-09-15,8.11203384399414
2010-09-16,8.302663803100586
2010-09-17,8.266640663146973
2010-09-20,8.502599716186523
2010-09-21,8.518806457519531
2010-09-22,8.638288497924805
2010-09-23,8.673412322998047
2010-09-24,8.77547836303711
2010-09-27,8.740657806396484
2010-09-28,8.611571311950684
2010-09-29,8.626880645751953
2010-09-30,8.518210411071777
2010-10-01,8.481284141540527
2010-10-04,8.36480712890625
2010-10-05,8.67401123046875
2010-10-06,8.681517601013184
2010-10-07,8.682419776916504
2010-10-08,8.82801628112793
2010-10-11,8.866741180419922
2010-10-12,8.96220588684082
2010-10-13,9.010241508483887
2010-10-14,9.075380325317383
2010-10-15,9.448528289794922
2010-10-18,9.546396255493164
2010-10-19,9.290924072265625
2010-10-20,9.32214641571045
2010-10-21,9.291826248168945
2010-10-22,9.230286598205566
2010-10-25,9.271410942077637
2010-10-26,9.247696876525879
2010-10-27,9.241090774536133
2010-10-28,9.163338661193848
2010-10-29,9.035452842712402
2010-11-01,9.13152027130127
2010-11-02,9.287020683288574
2010-11-03,9.390294075012207
2010-11-04,9.554503440856934
2010-11-05,9.520279884338379
2010-11-08,9.565011978149414
2010-11-09,9.48875617980957
2010-11-10,9.547297477722168
2010-11-11,9.50586986541748
2010-11-12,9.247093200683594
2010-11-15,9.217376708984375
2010-11-16,9.053768157958984
2010-11-17,9.021042823791504
2010-11-18,9.259100914001465
2010-11-19,9.208069801330566
2010-11-22,9.407102584838867
2010-11-23,9.268111228942871
2010-11-24,9.45033073425293
2010-11-26,9.456334114074707
2010-11-29,9.512474060058594
2010-11-30,9.3407621383667
2010-12-01,9.498361587524414
2010-12-02,9.550902366638184
2010-12-03,9.529584884643555
2010-12-06,9.610939979553223
2010-12-07,9.552700996398926
2010-12-08,9.636757850646973
2010-12-09,9.599234580993652
2010-12-10,9.623250961303711
2010-12-13,9.65656852722168
2010-12-14,9.615143775939941
2010-12-15,9.617246627807617
2010-12-16,9.643961906433105
2010-12-17,9.624749183654785
2010-12-20,9.672780990600586
2010-12-21,9.732518196105957
2010-12-22,9.76134204864502
2010-12-23,9.714513778686523
2010-12-27,9.746929168701172
2010-12-28,9.770646095275879
2010-12-29,9.765241622924805
2010-12-30,9.716310501098633
2010-12-31,9.683289527893066
2011-01-03,9.89372730255127
2011-01-04,9.945364952087402
2011-01-05,10.026719093322754
2011-01-06,10.018610954284668
2011-01-07,10.090361595153809
2011-01-10,10.280388832092285
2011-01-11,10.256073951721191
2011-01-12,10.339527130126953
2011-01-13,10.37735366821289
2011-01-14,10.461409568786621
2011-01-18,10.22635555267334
2011-01-19,10.172016143798828
2011-01-20,9.987092971801758
2011-01-21,9.808174133300781
2011-01-24,10.130287170410156
2011-01-25,10.248867988586426
2011-01-26,10.322417259216309
2011-01-27,10.303203582763672
2011-01-28,10.089759826660156
2011-01-31,10.18642807006836
2011-02-01,10.357839584350586
2011-02-02,10.336523056030273
2011-02-03,10.310108184814453
2011-02-04,10.401969909667969
2011-02-07,10.56347942352295
2011-02-08,10.663146018981934
2011-02-09,10.752005577087402
2011-02-10,10.643331527709961
2011-02-11,10.712677955627441
2011-02-14,10.782624244689941
2011-02-15,10.804238319396973
2011-02-16,10.901203155517578
2011-02-17,10.756208419799805
2011-02-18,10.523850440979004
2011-02-22,10.165112495422363
2011-02-23,10.285491943359375
2011-02-24,10.29330062866211
2011-02-25,10.451805114746094
2011-02-28,10.60340404510498
2011-03-01,10.486326217651367
2011-03-02,10.57068157196045
2011-03-03,10.794034957885742
2011-03-04,10.807241439819336
2011-03-07,10.667948722839355
2011-03-08,10.679956436157227
2011-03-09,10.581192016601562
2011-03-10,10.407073974609375
2011-03-11,10.566781044006348
2011-03-14,10.613911628723145
2011-03-15,10.369850158691406
2011-03-16,9.906937599182129
2011-03-17,10.045930862426758
2011-03-18,9.92675495147705
2011-03-21,10.18582534790039
2011-03-22,10.2428617477417
2011-03-23,10.182523727416992
2011-03-24,10.356040954589844
2011-03-25,10.553267478942871
2011-03-28,10.520245552062988
2011-03-29,10.535857200622559
2011-03-30,10.465916633605957
2011-03-31,10.462312698364258
2011-04-01,10.343732833862305
2011-04-04,10.24256420135498
2011-04-05,10.173516273498535
2011-04-06,10.147997856140137
2011-04-07,10.149202346801758
2011-04-08,10.058544158935547
2011-04-11,9.93065357208252
2011-04-12,9.978689193725586
2011-04-13,10.090662002563477
2011-04-14,9.979290008544922
2011-04-15,9.830387115478516
2011-04-18,9.962177276611328
2011-04-19,10.142596244812012
2011-04-20,10.279191017150879
2011-04-21,10.528054237365723
2011-04-25,10.597400665283203
2011-04-26,10.519644737243652
2011-04-27,10.511541366577148
2011-04-28,10.409475326538086
2011-04-29,10.510942459106445
2011-05-02,10.395365715026855
2011-05-03,10.453006744384766
2011-05-04,10.494132041931152
2011-05-05,10.409475326538086
2011-05-06,10.406773567199707
2011-05-09,10.434993743896484
2011-05-10,10.490530014038086
2011-05-11,10.423881530761719
2011-05-12,10.404070854187012
2011-05-13,10.22184944152832
2011-05-16,10.005706787109375
2011-05-17,10.090962409973145
2011-05-18,10.202939987182617
2011-05-19,10.22275161743164
2011-05-20,10.063343048095703
2011-05-23,10.038729667663574
2011-05-24,9.972383499145508
2011-05-25,10.1101713180542
2011-05-26,10.056734085083008
2011-05-27,10.1290864944458
2011-05-31,10.441892623901367
2011-06-01,10.372251510620117
2011-06-02,10.389962196350098
2011-06-03,10.310108184814453
2011-06-06,10.147997856140137
2011-06-07,9.967877388000488
2011-06-08,9.973881721496582
2011-06-09,9.951366424560547
2011-06-10,9.783554077148438
2011-06-13,9.804572105407715
2011-06-14,9.979888916015625
2011-06-15,9.809077262878418
2011-06-16,9.76134204864502
2011-06-17,9.614240646362305
2011-06-20,9.465940475463867
2011-06-21,9.765541076660156
2011-06-22,9.684788703918457
2011-06-23,9.943565368652344
2011-06-24,9.797064781188965
2011-06-27,9.967877388000488
2011-06-28,10.064542770385742
2011-06-29,10.027917861938477
2011-06-30,10.076847076416016
2011-07-01,10.304705619812012
2011-07-05,10.489928245544434
2011-07-06,10.55987548828125
2011-07-07,10.723185539245605
2011-07-08,10.79853630065918
2011-07-11,10.627120971679688
2011-07-12,10.619616508483887
2011-07-13,10.74780559539795
2011-07-14,10.74029541015625
2011-07-15,10.954940795898438
2011-07-18,11.221519470214844
2011-07-19,11.313079833984375
2011-07-20,11.61478042602539
2011-07-21,11.626493453979492
2011-07-22,11.806912422180176
2011-07-25,11.963016510009766
2011-07-26,12.110414505004883
2011-07-27,11.785597801208496
2011-07-28,11.762480735778809
2011-07-29,11.72225284576416
2011-08-01,11.910480499267578
2011-08-02,11.675127983093262
2011-08-03,11.78499984741211
2011-08-04,11.328692436218262
2011-08-05,11.21611499786377
2011-08-08,10.60340404510498
2011-08-09,11.22782039642334
2011-08-10,10.918017387390137
2011-08-11,11.21851634979248
2011-08-12,11.317281723022461
2011-08-15,11.51001262664795
2011-08-16,11.422054290771484
2011-08-17,11.420854568481445
2011-08-18,10.988862991333008
2011-08-19,10.688061714172363
2011-08-22,10.700368881225586
2011-08-23,11.215518951416016
2011-08-24,11.292967796325684
2011-08-25,11.219117164611816
2011-08-26,11.515117645263672
2011-08-29,11.70694351196289
2011-08-30,11.70754337310791
2011-08-31,11.552641868591309
2011-09-01,11.438563346862793
2011-09-02,11.229025840759277
2011-09-06,11.39984130859375
2011-09-07,11.52562427520752
2011-09-08,11.531929016113281
2011-09-09,11.331995964050293
2011-09-12,11.405847549438477
2011-09-13,11.546337127685547
2011-09-14,11.686832427978516
2011-09-15,11.796704292297363
