Date,BWA
2010-01-04,12.496042251586914
2010-01-05,13.091622352600098
2010-01-06,13.572522163391113
2010-01-07,13.75748348236084
2010-01-08,13.50593376159668
2010-01-11,13.48374080657959
2010-01-12,13.13601016998291
2010-01-13,13.228493690490723
2010-01-14,14.012728691101074
2010-01-15,13.816668510437012
2010-01-19,13.938745498657227
2010-01-20,13.75008487701416
2010-01-21,13.628010749816895
2010-01-22,13.491138458251953
2010-01-25,13.698290824890137
2010-01-26,13.40235710144043
2010-01-27,13.043532371520996
2010-01-28,12.725391387939453
2010-01-29,12.98064136505127
2010-02-01,13.280282020568848
2010-02-02,13.398656845092773
2010-02-03,13.705693244934082
2010-02-04,13.065727233886719
2010-02-05,12.840072631835938
2010-02-08,13.080522537231445
2010-02-09,13.306175231933594
2010-02-10,13.40235710144043
2010-02-11,13.191498756408691
2010-02-12,13.554023742675781
2010-02-16,13.694596290588379
2010-02-17,13.75748348236084
2010-02-18,13.716793060302734
2010-02-19,13.816668510437012
2010-02-22,14.15330696105957
2010-02-23,13.861062049865723
2010-02-24,14.108906745910645
2010-02-25,14.064519882202148
2010-02-26,13.857365608215332
2010-03-01,14.046022415161133
2010-03-02,14.30126953125
2010-03-03,14.27167797088623
2010-03-04,14.12370777130127
2010-03-05,13.92764663696289
2010-03-08,13.964642524719238
2010-03-09,13.779678344726562
2010-03-10,13.579917907714844
2010-03-11,13.646505355834961
2010-03-12,13.716793060302734
2010-03-15,13.639106750488281
2010-03-16,13.761181831359863
2010-03-17,13.646505355834961
2010-03-18,13.561421394348145
2010-03-19,13.517034530639648
2010-03-22,14.031227111816406
2010-03-23,14.057122230529785
2010-03-24,14.001633644104004
2010-03-25,13.831464767456055
2010-03-26,13.698290824890137
2010-03-29,13.713088035583496
2010-03-30,13.77227783203125
2010-03-31,14.12370777130127
2010-04-01,14.508428573608398
2010-04-05,14.193986892700195
2010-04-06,14.075617790222168
2010-04-07,13.861062049865723
2010-04-08,14.068222045898438
2010-04-09,14.12740707397461
2010-04-12,14.330863952636719
2010-04-13,14.3863525390625
2010-04-14,14.441843032836914
2010-04-15,14.445539474487305
2010-04-16,14.186591148376465
2010-04-19,14.482535362243652
2010-04-20,14.734077453613281
2010-04-21,14.671195983886719
2010-04-22,14.867255210876465
2010-04-23,15.226080894470215
2010-04-26,15.211288452148438
2010-04-27,14.626802444458008
2010-04-28,14.778470039367676
2010-04-29,16.302562713623047
2010-04-30,16.032514572143555
2010-05-03,16.03622055053711
2010-05-04,15.473923683166504
2010-05-05,14.88205337524414
2010-05-06,14.641599655151367
2010-05-07,13.720489501953125
2010-05-10,14.959733963012695
2010-05-11,14.782177925109863
2010-05-12,15.222384452819824
2010-05-13,15.078113555908203
2010-05-14,14.501031875610352
2010-05-17,14.249480247497559
2010-05-18,13.794474601745605
2010-05-19,13.22109603881836
2010-05-20,12.79937744140625
2010-05-21,13.40235710144043
2010-05-24,13.391257286071777
2010-05-25,13.169301986694336
2010-05-26,13.287680625915527
2010-05-27,14.079316139221191
2010-05-28,13.783376693725586
2010-06-01,13.48004150390625
2010-06-02,14.408552169799805
2010-06-03,14.785872459411621
2010-06-04,13.909152030944824
2010-06-07,13.568818092346191
2010-06-08,13.51332950592041
2010-06-09,13.450446128845215
2010-06-10,13.98313045501709
2010-06-11,13.990538597106934
2010-06-14,14.330863952636719
2010-06-15,15.251977920532227
2010-06-16,15.152097702026367
2010-06-17,15.200188636779785
2010-06-18,15.28156852722168
2010-06-21,15.470232963562012
2010-06-22,14.885751724243164
2010-06-23,14.985631942749023
2010-06-24,14.674887657165527
2010-06-25,14.5380220413208
2010-06-28,14.667498588562012
2010-06-29,13.868454933166504
2010-06-30,13.812971115112305
2010-07-01,14.101513862609863
2010-07-02,13.861062049865723
2010-07-06,13.346864700317383
2010-07-07,14.171795845031738
2010-07-08,14.3863525390625
2010-07-09,14.771078109741211
2010-07-12,14.745182991027832
2010-07-13,15.544217109680176
2010-07-14,15.792064666748047
2010-07-15,15.751370429992676
2010-07-16,14.956039428710938
2010-07-19,15.155794143676758
2010-07-20,15.621909141540527
2010-07-21,14.963438987731934
2010-07-22,15.603408813476562
2010-07-23,15.89564323425293
2010-07-26,16.195281982421875
2010-07-27,15.677385330200195
2010-07-28,15.581209182739258
2010-07-29,15.714381217956543
2010-07-30,16.22488021850586
2010-08-02,17.03870964050293
2010-08-03,16.953624725341797
2010-08-04,17.120094299316406
2010-08-05,17.364246368408203
2010-08-06,17.39013671875
2010-08-09,17.571399688720703
2010-08-10,17.03870964050293
2010-08-11,16.938831329345703
2010-08-12,16.83155059814453
2010-08-13,16.76126480102539
2010-08-16,16.868547439575195
2010-08-17,17.264366149902344
2010-08-18,17.412336349487305
2010-08-19,16.74277114868164
2010-08-20,16.835250854492188
2010-08-23,16.59480094909668
2010-08-24,16.113895416259766
2010-08-25,16.1249942779541
2010-08-26,15.984428405761719
2010-08-27,16.30995750427246
2010-08-30,16.0029239654541
2010-08-31,16.147201538085938
2010-09-01,16.916635513305664
2010-09-02,17.286556243896484
2010-09-03,17.911733627319336
2010-09-07,17.61579704284668
2010-09-08,17.23846435546875
2010-09-09,17.083106994628906
2010-09-10,17.157093048095703
2010-09-13,17.637983322143555
2010-09-14,17.534412384033203
2010-09-15,17.637983322143555
2010-09-16,17.62688636779785
2010-09-17,17.62688636779785
2010-09-20,17.89693260192871
2010-09-21,18.000511169433594
2010-09-22,18.056001663208008
2010-09-23,17.649085998535156
2010-09-24,18.377845764160156
2010-09-27,18.629384994506836
2010-09-28,19.132482528686523
2010-09-29,19.106584548950195
2010-09-30,19.465415954589844
2010-10-01,19.30264663696289
2010-10-04,19.26195526123047
2010-10-05,19.709564208984375
2010-10-06,19.306344985961914
2010-10-07,19.065893173217773
2010-10-08,19.539398193359375
2010-10-11,19.428424835205078
2010-10-12,19.64667510986328
2010-10-13,20.001802444458008
2010-10-14,19.883434295654297
2010-10-15,20.04619789123535
2010-10-18,20.027698516845703
2010-10-19,19.739158630371094
