Date,DAL
2010-01-04,9.725074768066406
2010-01-05,10.487828254699707
2010-01-06,10.496496200561523
2010-01-07,10.999217987060547
2010-01-08,10.808527946472168
2010-01-11,11.085893630981445
2010-01-12,10.86920166015625
2010-01-13,11.137898445129395
2010-01-14,11.415261268615723
2010-01-15,11.042552947998047
2010-01-19,11.293915748596191
2010-01-20,11.623284339904785
2010-01-21,11.649288177490234
2010-01-22,11.519274711608887
2010-01-25,11.553942680358887
2010-01-26,11.397927284240723
2010-01-27,11.40659236907959
2010-01-28,10.964546203613281
2010-01-29,10.600503921508789
2010-02-01,10.947213172912598
2010-02-02,11.181233406066895
2010-02-03,10.765191078186035
2010-02-04,9.933099746704102
2010-02-05,9.794414520263672
2010-02-08,9.751078605651855
2010-02-09,10.739187240600586
2010-02-10,10.037107467651367
2010-02-11,10.253799438476562
2010-02-12,10.617839813232422
2010-02-16,10.817193984985352
2010-02-17,11.033884048461914
2010-02-18,10.877870559692383
2010-02-19,10.999217987060547
2010-02-22,11.033884048461914
2010-02-23,10.955879211425781
2010-02-24,11.05122184753418
2010-02-25,10.973211288452148
2010-02-26,11.19857120513916
2010-03-01,11.415261268615723
2010-03-02,11.077225685119629
2010-03-03,11.207237243652344
2010-03-04,11.077225685119629
2010-03-05,11.00788402557373
2010-03-08,10.86920166015625
2010-03-09,11.103226661682129
2010-03-10,11.527941703796387
2010-03-11,11.25924301147461
2010-03-12,11.120562553405762
2010-03-15,10.973211288452148
2010-03-16,11.250576972961426
2010-03-17,11.215906143188477
2010-03-18,11.36325740814209
2010-03-19,10.8952054977417
2010-03-22,11.328588485717773
2010-03-23,11.640621185302734
2010-03-24,11.969991683959961
2010-03-25,12.308028221130371
2010-03-26,12.56805419921875
2010-03-29,12.69806957244873
2010-03-30,12.67206859588623
2010-03-31,12.646064758300781
2010-04-01,12.732742309570312
2010-04-05,12.498712539672852
2010-04-06,12.706738471984863
2010-04-07,12.282024383544922
2010-04-08,12.836752891540527
2010-04-09,12.637398719787598
2010-04-12,12.940764427185059
2010-04-13,12.455375671386719
2010-04-14,12.472709655761719
2010-04-15,12.472709655761719
2010-04-16,12.021994590759277
2010-04-19,11.423932075500488
2010-04-20,11.40659236907959
2010-04-21,10.8952054977417
2010-04-22,10.713184356689453
2010-04-23,11.27657699584961
2010-04-26,11.224571228027344
2010-04-27,10.591836929321289
2010-04-28,10.557170867919922
2010-04-29,10.496496200561523
2010-04-30,10.470491409301758
2010-05-03,10.912540435791016
2010-05-04,10.193126678466797
2010-05-05,10.687183380126953
2010-05-06,10.158455848693848
2010-05-07,10.141122817993164
2010-05-10,10.661179542541504
2010-05-11,10.747854232788086
2010-05-12,11.74463176727295
2010-05-13,11.484602928161621
2010-05-14,11.909313201904297
2010-05-17,12.082669258117676
2010-05-18,11.761966705322266
2010-05-19,11.813972473144531
2010-05-20,11.18990707397461
2010-05-21,11.562612533569336
2010-05-24,11.666622161865234
2010-05-25,11.995993614196777
2010-05-26,12.004660606384277
2010-05-27,12.091339111328125
2010-05-28,11.770636558532715
2010-06-01,11.73596477508545
2010-06-02,12.212685585021973
2010-06-03,12.377370834350586
2010-06-04,11.770636558532715
2010-06-07,11.380593299865723
2010-06-08,11.432600021362305
2010-06-09,11.579946517944336
2010-06-10,11.571276664733887
2010-06-11,11.657957077026367
2010-06-14,11.865976333618164
2010-06-15,12.126007080078125
2010-06-16,12.204015731811523
2010-06-17,12.299362182617188
2010-06-18,11.883313179016113
2010-06-21,11.69262409210205
2010-06-22,10.981881141662598
2010-06-23,10.973211288452148
2010-06-24,10.669844627380371
2010-06-25,10.40114974975586
2010-06-28,10.435821533203125
2010-06-29,9.803081512451172
2010-06-30,10.184460639953613
2010-07-01,10.158455848693848
2010-07-02,9.560389518737793
2010-07-06,9.621061325073242
2010-07-07,10.149787902832031
2010-07-08,10.201796531677246
2010-07-09,10.097784042358398
2010-07-12,10.115117073059082
2010-07-13,10.496496200561523
2010-07-14,10.583169937133789
2010-07-15,10.409817695617676
2010-07-16,10.158455848693848
2010-07-19,9.863755226135254
2010-07-20,9.993770599365234
2010-07-21,9.447713851928711
2010-07-22,9.933099746704102
2010-07-23,9.924428939819336
2010-07-26,10.383814811706543
2010-07-27,10.149787902832031
2010-07-28,10.00243854522705
2010-07-29,10.132452964782715
2010-07-30,10.297139167785645
2010-08-02,10.929875373840332
2010-08-03,10.531166076660156
2010-08-04,10.279803276062012
2010-08-05,10.227800369262695
2010-08-06,10.236467361450195
2010-08-09,10.565834045410156
2010-08-10,10.227800369262695
2010-08-11,9.846421241760254
2010-08-12,9.950432777404785
2010-08-13,10.011106491088867
2010-08-16,9.950432777404785
2010-08-17,9.846421241760254
2010-08-18,9.846421241760254
2010-08-19,9.343697547912598
2010-08-20,9.127010345458984
2010-08-23,9.075005531311035
2010-08-24,8.632955551147461
2010-08-25,8.69362735748291
2010-08-26,8.702293395996094
2010-08-27,9.066337585449219
2010-08-30,8.988326072692871
2010-08-31,9.066337585449219
2010-09-01,9.257026672363281
2010-09-02,9.395706176757812
2010-09-03,9.57772445678711
2010-09-07,9.248355865478516
2010-09-08,9.2656888961792
2010-09-09,9.213688850402832
2010-09-10,9.1356782913208
2010-09-13,9.231019020080566
2010-09-14,9.690403938293457
2010-09-15,9.967767715454102
2010-09-16,10.037107467651367
2010-09-17,9.690403938293457
2010-09-20,10.011106491088867
2010-09-21,10.357810020446777
2010-09-22,9.898428916931152
2010-09-23,9.811750411987305
2010-09-24,10.141122817993164
2010-09-27,9.872422218322754
2010-09-28,10.045777320861816
2010-09-29,10.045777320861816
2010-09-30,10.089118003845215
2010-10-01,10.409817695617676
2010-10-04,9.97643756866455
2010-10-05,10.253799438476562
2010-10-06,10.210461616516113
2010-10-07,10.201796531677246
2010-10-08,9.88109302520752
2010-10-11,9.742412567138672
2010-10-12,9.898428916931152
2010-10-13,10.037107467651367
2010-10-14,9.924428939819336
2010-10-15,9.863755226135254
2010-10-18,9.97643756866455
2010-10-19,10.141122817993164
2010-10-20,11.241908073425293
2010-10-21,11.727296829223633
2010-10-22,11.423932075500488
2010-10-25,11.67529010772705
2010-10-26,11.553942680358887
2010-10-27,11.943984031677246
2010-10-28,12.030664443969727
2010-10-29,12.039331436157227
2010-11-01,11.891982078552246
2010-11-02,12.004660606384277
2010-11-03,12.299362182617188
2010-11-04,12.290691375732422
2010-11-05,12.360033988952637
2010-11-08,12.212685585021973
2010-11-09,12.013325691223145
2010-11-10,11.73596477508545
2010-11-11,11.73596477508545
2010-11-12,11.666622161865234
2010-11-15,11.441264152526855
2010-11-16,11.397927284240723
2010-11-17,11.449934005737305
2010-11-18,11.935319900512695
2010-11-19,11.926650047302246
2010-11-22,11.926650047302246
2010-11-23,11.883313179016113
2010-11-24,12.420708656311035
2010-11-26,12.334031105041504
2010-11-29,12.264690399169922
2010-11-30,11.857311248779297
2010-12-01,12.030664443969727
2010-12-02,11.709959030151367
2010-12-03,11.813972473144531
2010-12-06,11.6839599609375
2010-12-07,11.371920585632324
2010-12-08,11.354589462280273
2010-12-09,11.536608695983887
2010-12-10,11.285247802734375
2010-12-13,11.337251663208008
2010-12-14,11.328588485717773
2010-12-15,10.955879211425781
2010-12-16,10.8952054977417
2010-12-17,10.799860954284668
2010-12-20,10.860533714294434
2010-12-21,10.964546203613281
2010-12-22,10.773858070373535
2010-12-23,10.600503921508789
2010-12-27,10.791193008422852
2010-12-28,10.817193984985352
2010-12-29,10.973211288452148
2010-12-30,10.825864791870117
2010-12-31,10.9212064743042
2011-01-03,10.9038724899292
2011-01-04,10.860533714294434
2011-01-05,11.250576972961426
2011-01-06,11.18990707397461
2011-01-07,11.26791000366211
2011-01-10,10.9212064743042
2011-01-11,10.704516410827637
2011-01-12,10.843198776245117
2011-01-13,10.929875373840332
2011-01-14,11.05122184753418
2011-01-18,10.141122817993164
2011-01-19,9.924428939819336
2011-01-20,10.063111305236816
2011-01-21,10.00243854522705
2011-01-24,10.418488502502441
2011-01-25,10.080449104309082
2011-01-26,10.383814811706543
2011-01-27,10.661179542541504
2011-01-28,10.253799438476562
2011-01-31,10.115117073059082
2011-02-01,10.219128608703613
2011-02-02,9.837756156921387
2011-02-03,9.993770599365234
2011-02-04,9.88109302520752
2011-02-07,10.011106491088867
2011-02-08,10.279803276062012
2011-02-09,10.17579174041748
2011-02-10,10.132452964782715
2011-02-11,10.314472198486328
2011-02-14,10.245131492614746
2011-02-15,10.314472198486328
2011-02-16,10.245131492614746
2011-02-17,10.097784042358398
2011-02-18,9.967767715454102
2011-02-22,9.309028625488281
2011-02-23,9.551722526550293
2011-02-24,9.647067070007324
2011-02-25,9.638401985168457
