Date,GHM
2010-01-04,17.896339416503906
2010-01-05,17.50984764099121
2010-01-06,17.644277572631836
2010-01-07,17.131757736206055
2010-01-08,17.24098014831543
2010-01-11,16.98052215576172
2010-01-12,16.568815231323242
2010-01-13,16.778871536254883
2010-01-14,16.820880889892578
2010-01-15,16.510000228881836
2010-01-19,16.904903411865234
2010-01-20,17.022531509399414
2010-01-21,15.81263256072998
2010-01-22,15.11526107788086
2010-01-25,15.20769214630127
2010-01-26,14.510319709777832
2010-01-27,14.95562744140625
2010-01-28,14.95562744140625
2010-01-29,13.342438697814941
2010-02-01,13.258416175842285
2010-02-02,13.468467712402344
2010-02-03,13.199601173400879
2010-02-04,12.7374906539917
2010-02-05,12.888726234436035
2010-02-08,12.712284088134766
2010-02-09,12.78790283203125
2010-02-10,12.939139366149902
2010-02-11,13.174395561218262
2010-02-12,13.728928565979004
2010-02-16,13.863363265991211
2010-02-17,13.535682678222656
2010-02-18,13.77934455871582
2010-02-19,13.728928565979004
2010-02-22,13.594503402709961
2010-02-23,13.510477066040039
2010-02-24,13.50207233428955
2010-02-25,13.71212100982666
2010-02-26,13.56088924407959
2010-03-01,13.863363265991211
2010-03-02,14.090218544006348
2010-03-03,14.073418617248535
2010-03-04,14.098620414733887
2010-03-05,14.157435417175293
2010-03-08,14.090218544006348
2010-03-09,14.18264102935791
2010-03-10,16.00588035583496
2010-03-11,16.392370223999023
2010-03-12,16.552011489868164
2010-03-15,16.04789161682129
2010-03-16,16.3587646484375
2010-03-17,16.451187133789062
2010-03-18,16.341962814331055
2010-03-19,15.98067855834961
2010-03-22,16.073097229003906
2010-03-23,16.375568389892578
2010-03-24,15.694310188293457
2010-03-25,15.240131378173828
2010-03-26,14.912116050720215
2010-03-29,15.299002647399902
2010-03-30,15.484047889709473
2010-03-31,15.130786895751953
2010-04-01,15.694310188293457
2010-04-05,16.14007568359375
2010-04-06,16.224180221557617
2010-04-07,16.40080451965332
2010-04-08,16.28305435180664
2010-04-09,16.23258399963379
2010-04-12,16.34192657470703
2010-04-13,16.240999221801758
2010-04-14,16.23258399963379
2010-04-15,16.266231536865234
2010-04-16,16.022321701049805
2010-04-19,15.677485466003418
2010-04-20,15.685895919799805
2010-04-21,15.643841743469238
2010-04-22,15.83728313446045
2010-04-23,16.14848518371582
2010-04-26,16.030733108520508
2010-04-27,15.568145751953125
2010-04-28,15.492450714111328
2010-04-29,15.812053680419922
2010-04-30,15.013046264648438
2010-05-03,15.214900016784668
2010-05-04,14.785950660705566
2010-05-05,14.777544021606445
2010-05-06,14.096281051635742
2010-05-07,13.524352073669434
2010-05-10,14.785950660705566
2010-05-11,14.651386260986328
2010-05-12,15.240131378173828
2010-05-13,15.11396598815918
2010-05-14,14.55886459350586
2010-05-17,14.676618576049805
2010-05-18,14.35700511932373
2010-05-19,13.650514602661133
2010-05-20,12.82627010345459
2010-05-21,12.935606002807617
2010-05-24,13.633695602416992
2010-05-25,14.079453468322754
2010-05-26,13.658926963806152
2010-05-27,14.382248878479004
2010-05-28,14.037403106689453
2010-06-01,13.457069396972656
2010-06-02,13.920232772827148
2010-06-03,13.844449043273926
2010-06-04,12.85916805267334
2010-06-07,12.235994338989258
2010-06-08,12.421263694763184
2010-06-09,12.278101921081543
2010-06-10,13.137062072753906
2010-06-11,13.431805610656738
2010-06-14,12.800216674804688
2010-06-15,12.665477752685547
2010-06-16,12.294943809509277
2010-06-17,12.269680976867676
2010-06-18,12.337051391601562
2010-06-21,12.7160062789917
2010-06-22,12.876007080078125
2010-06-23,12.934955596923828
2010-06-24,12.513895988464355
2010-06-25,13.372855186462402
2010-06-28,12.993904113769531
2010-06-29,12.379156112670898
2010-06-30,12.623373031616211
2010-07-01,12.202312469482422
2010-07-02,11.94125747680664
2010-07-06,11.697039604187012
2010-07-07,12.16020679473877
2010-07-08,12.235994338989258
2010-07-09,12.480213165283203
2010-07-12,12.025467872619629
2010-07-13,12.564422607421875
2010-07-14,12.412839889526367
2010-07-15,12.177047729492188
2010-07-16,11.663354873657227
2010-07-19,11.638091087341309
2010-07-20,12.050731658935547
