Date,ALIT
2020-07-17,10.1067533493042
2020-07-20,10.116471290588379
2020-07-21,10.155342102050781
2020-07-22,10.155342102050781
2020-07-23,10.223368644714355
2020-07-24,10.252522468566895
2020-07-27,10.155342102050781
2020-07-28,10.0581636428833
2020-07-29,10.0581636428833
2020-07-30,9.960982322692871
2020-07-31,9.99013614654541
2020-08-03,9.960982322692871
2020-08-04,9.960982322692871
2020-08-05,9.873519897460938
2020-08-06,9.931828498840332
2020-08-07,10.077598571777344
2020-08-10,9.960982322692871
2020-08-11,10.038725852966309
2020-08-12,9.960982322692871
2020-08-13,9.960982322692871
2020-08-14,9.951264381408691
2020-08-17,9.941544532775879
2020-08-18,9.834648132324219
2020-08-19,9.80549430847168
2020-08-20,9.81521224975586
2020-08-21,9.80549430847168
2020-08-24,9.844366073608398
2020-08-25,9.863801956176758
2020-08-26,9.99013614654541
2020-08-27,9.892956733703613
2020-08-28,9.863801956176758
2020-08-31,9.81521224975586
2020-09-01,9.941544532775879
2020-09-02,9.99013614654541
2020-09-03,9.873519897460938
2020-09-04,10.0581636428833
2020-09-08,10.203932762145996
2020-09-09,10.27195930480957
2020-09-10,10.0581636428833
2020-09-11,10.116471290588379
2020-09-14,10.048444747924805
2020-09-15,10.009572982788086
2020-09-16,10.1067533493042
2020-09-17,10.097034454345703
2020-09-18,10.194214820861816
2020-09-21,10.165061950683594
2020-09-22,10.1067533493042
2020-09-23,9.97070026397705
2020-09-24,9.966812133789062
2020-09-25,9.9949951171875
2020-09-28,10.01443099975586
2020-09-29,10.13493537902832
2020-09-30,10.067880630493164
2020-10-01,10.1067533493042
2020-10-02,10.0581636428833
2020-10-05,10.038725852966309
2020-10-06,9.97070026397705
2020-10-07,9.98041820526123
2020-10-08,9.951264381408691
2020-10-09,10.08731746673584
2020-10-12,10.01443099975586
2020-10-13,9.939602851867676
2020-10-14,9.854084968566895
2020-10-15,9.863801956176758
2020-10-16,9.824929237365723
2020-10-19,9.844366073608398
2020-10-20,9.776339530944824
2020-10-21,9.834648132324219
2020-10-22,9.81521224975586
2020-10-23,9.80549430847168
2020-10-26,9.737468719482422
2020-10-27,9.737468719482422
2020-10-28,9.68887710571289
2020-10-29,9.620849609375
2020-10-30,9.766621589660645
2020-11-02,9.69859504699707
2020-11-03,9.71803092956543
2020-11-04,9.71803092956543
2020-11-05,9.71803092956543
2020-11-06,9.761762619018555
2020-11-09,9.863801956176758
2020-11-10,9.71803092956543
2020-11-11,9.766621589660645
2020-11-12,9.71803092956543
2020-11-13,9.766621589660645
2020-11-16,9.776339530944824
2020-11-17,9.72774887084961
2020-11-18,9.72774887084961
2020-11-19,9.71803092956543
2020-11-20,9.756903648376465
2020-11-23,9.776339530944824
2020-11-24,9.90267276763916
2020-11-25,9.912391662597656
2020-11-27,9.8832368850708
2020-11-30,9.912391662597656
2020-12-01,10.009572982788086
2020-12-02,10.024147987365723
2020-12-03,10.019290924072266
2020-12-04,10.029007911682129
2020-12-07,10.281676292419434
2020-12-08,10.427447319030762
2020-12-09,10.417729377746582
2020-12-10,10.495474815368652
2020-12-11,10.641243934631348
2020-12-14,11.078556060791016
2020-12-15,10.748143196105957
2020-12-16,10.748143196105957
2020-12-17,10.757861137390137
2020-12-18,10.738425254821777
2020-12-21,10.84532356262207
2020-12-22,10.884194374084473
2020-12-23,10.991093635559082
2020-12-24,11.029966354370117
2020-12-28,11.175736427307129
2020-12-29,10.932785034179688
2020-12-30,10.971656799316406
2020-12-31,10.86475944519043
2021-01-04,10.825887680053711
2021-01-05,10.787014961242676
2021-01-06,10.641243934631348
2021-01-07,10.942502975463867
2021-01-08,11.078556060791016
2021-01-11,10.903631210327148
2021-01-12,10.932785034179688
2021-01-13,11.078556060791016
2021-01-14,11.535303115844727
2021-01-15,11.14658260345459
2021-01-19,11.370097160339355
2021-01-20,11.340943336486816
2021-01-21,11.603327751159668
2021-01-22,12.429362297058105
2021-01-25,12.516823768615723
2021-01-26,11.574174880981445
2021-01-27,10.631525039672852
2021-01-28,11.272916793823242
2021-01-29,10.893912315368652
2021-02-01,10.816168785095215
2021-02-02,11.117427825927734
2021-02-03,10.923067092895508
2021-02-04,10.923067092895508
2021-02-05,10.787014961242676
2021-02-08,10.660680770874023
2021-02-09,10.446884155273438
2021-02-10,10.369139671325684
2021-02-11,10.203932762145996
2021-02-12,10.466320991516113
2021-02-16,10.524628639221191
2021-02-17,10.641243934631348
2021-02-18,10.670397758483887
2021-02-19,10.612090110778809
2021-02-22,10.505192756652832
2021-02-23,10.30111312866211
2021-02-24,10.339985847473145
2021-02-25,10.1067533493042
2021-02-26,10.1067533493042
2021-03-01,10.135907173156738
2021-03-02,9.941544532775879
2021-03-03,9.679160118103027
2021-03-04,9.72774887084961
2021-03-05,9.922109603881836
2021-03-08,9.854084968566895
2021-03-09,9.931828498840332
2021-03-10,9.912391662597656
2021-03-11,10.08731746673584
2021-03-12,10.038725852966309
2021-03-15,10.310830116271973
2021-03-16,10.184496879577637
2021-03-17,9.99985408782959
2021-03-18,10.029007911682129
2021-03-19,10.009572982788086
2021-03-22,9.960982322692871
2021-03-23,9.844366073608398
2021-03-24,9.68887710571289
2021-03-25,9.756903648376465
2021-03-26,9.8832368850708
2021-03-29,9.863801956176758
2021-03-30,9.737468719482422
2021-03-31,9.756903648376465
2021-04-01,9.854084968566895
2021-04-05,9.873519897460938
2021-04-06,9.824929237365723
2021-04-07,9.766621589660645
2021-04-08,9.80549430847168
2021-04-09,9.72774887084961
2021-04-12,9.80549430847168
2021-04-13,9.72774887084961
2021-04-14,9.756903648376465
2021-04-15,9.71803092956543
2021-04-16,9.71803092956543
2021-04-19,9.679160118103027
2021-04-20,9.68887710571289
