Date,HOG
2010-01-04,18.25796890258789
2010-01-05,18.39422607421875
2010-01-06,18.351205825805664
2010-01-07,18.501798629760742
2010-01-08,18.308164596557617
2010-01-11,18.050012588500977
2010-01-12,17.791845321655273
2010-01-13,18.559160232543945
2010-01-14,18.451601028442383
2010-01-15,17.985471725463867
2010-01-19,18.4372501373291
2010-01-20,18.53047752380371
2010-01-21,18.344024658203125
2010-01-22,16.91695213317871
2010-01-25,16.7950382232666
2010-01-26,16.622936248779297
2010-01-27,16.86675262451172
2010-01-28,16.74484634399414
2010-01-29,16.307403564453125
2010-02-01,16.68747329711914
2010-02-02,16.85240936279297
2010-02-03,16.680313110351562
2010-02-04,16.27153968811035
2010-02-05,16.185482025146484
2010-02-08,15.941664695739746
2010-02-09,16.30022621154785
2010-02-10,16.228511810302734
2010-02-11,16.658790588378906
2010-02-12,16.845233917236328
2010-02-16,17.26833724975586
2010-02-17,17.533681869506836
2010-02-18,17.69144630432129
2010-02-19,17.590635299682617
2010-02-22,17.38903045654297
2010-02-23,17.31702423095703
2010-02-24,17.662647247314453
2010-02-25,17.72025489807129
2010-02-26,17.72025489807129
2010-03-01,17.89305877685547
2010-03-02,17.943456649780273
2010-03-03,18.080270767211914
2010-03-04,18.310684204101562
2010-03-05,19.311540603637695
2010-03-08,19.174734115600586
2010-03-09,19.210735321044922
2010-03-10,19.41234588623047
2010-03-11,19.275537490844727
2010-03-12,19.333141326904297
2010-03-15,19.081127166748047
2010-03-16,20.413206100463867
2010-03-17,20.290803909301758
2010-03-18,20.334001541137695
2010-03-19,20.384408950805664
2010-03-22,20.715625762939453
2010-03-23,20.506816864013672
2010-03-24,20.01717758178711
2010-03-25,19.96678352355957
2010-03-26,20.103588104248047
2010-03-29,20.3916072845459
2010-03-30,20.542814254760742
2010-03-31,20.211589813232422
2010-04-01,20.4348087310791
2010-04-05,22.587732315063477
2010-04-06,22.544536590576172
2010-04-07,22.48693084716797
2010-04-08,22.91895866394043
2010-04-09,23.70380401611328
2010-04-12,23.581401824951172
2010-04-13,23.53098487854004
2010-04-14,23.653398513793945
2010-04-15,23.955812454223633
2010-04-16,23.81900978088379
2010-04-19,23.59579849243164
2010-04-20,25.323896408081055
2010-04-21,24.647056579589844
2010-04-22,25.359899520874023
2010-04-23,25.554317474365234
2010-04-26,25.395904541015625
2010-04-27,24.467065811157227
2010-04-28,24.60386085510254
2010-04-29,25.20149803161621
2010-04-30,24.359041213989258
2010-05-03,25.136680603027344
2010-05-04,23.70380401611328
2010-05-05,22.710142135620117
2010-05-06,22.321319580078125
2010-05-07,21.730884552001953
2010-05-10,23.746999740600586
2010-05-11,24.035024642944336
2010-05-12,24.639860153198242
2010-05-13,23.696596145629883
2010-05-14,23.286174774169922
2010-05-17,23.746999740600586
2010-05-18,23.473388671875
2010-05-19,23.17816925048828
2010-05-20,21.75249481201172
2010-05-21,22.227710723876953
2010-05-24,21.910898208618164
2010-05-25,21.55807113647461
2010-05-26,21.608478546142578
2010-05-27,22.386119842529297
2010-05-28,21.75249481201172
2010-06-01,21.080625534057617
2010-06-02,21.24677848815918
2010-06-03,21.11674690246582
2010-06-04,19.75857162475586
2010-06-07,18.76883316040039
2010-06-08,19.007238388061523
2010-06-09,18.913320541381836
2010-06-10,19.736894607543945
2010-06-11,19.54183578491211
2010-06-14,19.86693572998047
2010-06-15,20.12700843811035
2010-06-16,19.577957153320312
2010-06-17,19.679100036621094
2010-06-18,19.368450164794922
2010-06-21,19.021690368652344
2010-06-22,18.10419273376465
2010-06-23,18.017505645751953
2010-06-24,17.121688842773438
2010-06-25,17.69241714477539
2010-06-28,17.258955001831055
2010-06-29,16.717121124267578
2010-06-30,16.059709548950195
2010-07-01,16.045257568359375
2010-07-02,15.792407035827637
2010-07-06,15.539563179016113
2010-07-07,16.110271453857422
2010-07-08,16.3703556060791
2010-07-09,17.18670082092285
2010-07-12,17.23004913330078
2010-07-13,18.13309097290039
2010-07-14,18.241455078125
2010-07-15,18.06807518005371
2010-07-16,17.013320922851562
2010-07-19,17.056659698486328
2010-07-20,19.382902145385742
2010-07-21,19.274545669555664
2010-07-22,20.155912399291992
2010-07-23,20.488224029541016
2010-07-26,20.863889694213867
2010-07-27,20.322067260742188
2010-07-28,19.773019790649414
2010-07-29,19.512939453125
2010-07-30,19.671878814697266
2010-08-02,20.379863739013672
2010-08-03,19.787464141845703
2010-08-04,20.11255645751953
2010-08-05,20.66883087158203
2010-08-06,20.22815704345703
2010-08-09,20.401535034179688
2010-08-10,19.917505264282227
2010-08-11,18.85553550720215
2010-08-12,18.552101135253906
2010-08-13,18.47262954711914
2010-08-16,18.725482940673828
2010-08-17,19.13727378845215
2010-08-18,19.195070266723633
2010-08-19,18.357046127319336
2010-08-20,18.212562561035156
2010-08-23,17.981382369995117
2010-08-24,17.39620018005371
2010-08-25,17.46845245361328
2010-08-26,17.34563636779785
2010-08-27,18.060850143432617
2010-08-30,17.656286239624023
2010-08-31,17.576814651489258
2010-09-01,18.508758544921875
2010-09-02,18.884429931640625
2010-09-03,19.59963607788086
2010-09-07,19.144498825073242
2010-09-08,18.992788314819336
2010-09-09,19.151721954345703
2010-09-10,19.223968505859375
2010-09-13,19.715225219726562
2010-09-14,19.845260620117188
2010-09-15,20.834997177124023
2010-09-16,20.538795471191406
2010-09-17,20.430423736572266
2010-09-20,20.589370727539062
2010-09-21,20.48100471496582
2010-09-22,20.033096313476562
2010-09-23,19.736894607543945
2010-09-24,20.589370727539062
2010-09-27,20.387088775634766
2010-09-28,20.68328285217285
2010-09-29,20.545536041259766
2010-09-30,20.6180362701416
2010-10-01,20.712278366088867
2010-10-04,21.328500747680664
2010-10-05,23.264156341552734
2010-10-06,22.466699600219727
2010-10-07,22.553695678710938
2010-10-08,22.974180221557617
2010-10-11,22.92343521118164
2010-10-12,23.017671585083008
2010-10-13,23.452653884887695
2010-10-14,23.184417724609375
2010-10-15,23.416404724121094
2010-10-18,23.55414581298828
2010-10-19,21.966468811035156
2010-10-20,22.437702178955078
2010-10-21,22.72043800354004
2010-10-22,22.705936431884766
2010-10-25,22.814685821533203
2010-10-26,22.814685821533203
2010-10-27,22.43044662475586
2010-10-28,22.053468704223633
2010-10-29,22.227460861206055
2010-11-01,22.191213607788086
2010-11-02,22.763938903808594
2010-11-03,23.133670806884766
2010-11-04,24.213871002197266
2010-11-05,24.38060188293457
2010-11-08,23.50339698791504
2010-11-09,23.017671585083008
2010-11-10,23.401912689208984
2010-11-11,23.43815803527832
2010-11-12,22.981430053710938
2010-11-15,22.814685821533203
2010-11-16,22.299955368041992
2010-11-17,22.560943603515625
2010-11-18,23.010421752929688
2010-11-19,23.126415252685547
2010-11-22,22.894432067871094
2010-11-23,22.575439453125
2010-11-24,23.053922653198242
2010-11-26,22.71319007873535
2010-11-29,22.807437896728516
2010-11-30,22.67694664001465
2010-12-01,23.387405395507812
2010-12-02,23.96013069152832
2010-12-03,24.10512351989746
2010-12-06,24.228374481201172
2010-12-07,24.351619720458984
2010-12-08,24.44585418701172
2010-12-09,24.293621063232422
2010-12-10,24.42410659790039
2010-12-13,24.221120834350586
2010-12-14,24.402359008789062
2010-12-15,24.598094940185547
2010-12-16,24.815587997436523
2010-12-17,25.08462142944336
2010-12-20,24.997364044189453
2010-12-21,25.579036712646484
2010-12-22,25.455429077148438
2010-12-23,25.171859741210938
2010-12-27,25.12824058532715
2010-12-28,25.171859741210938
2010-12-29,25.368173599243164
2010-12-30,25.164588928222656
2010-12-31,25.208215713500977
2011-01-03,25.404531478881836
2011-01-04,25.34636878967285
2011-01-05,26.36429214477539
2011-01-06,26.37883758544922
2011-01-07,26.538782119750977
2011-01-10,26.531532287597656
2011-01-11,26.393369674682617
2011-01-12,26.742382049560547
2011-01-13,26.836896896362305
2011-01-14,26.895071029663086
2011-01-18,26.69875717163086
2011-01-19,26.160709381103516
2011-01-20,26.13889503479004
2011-01-21,26.167978286743164
2011-01-24,26.531532287597656
2011-01-25,28.669164657592773
2011-01-26,28.618274688720703
2011-01-27,29.287200927734375
2011-01-28,28.62554168701172
2011-01-31,28.829126358032227
2011-02-01,29.454423904418945
2011-02-02,29.207212448120117
2011-02-03,29.425336837768555
2011-02-04,29.890676498413086
2011-02-07,30.00701904296875
2011-02-08,29.897947311401367
2011-02-09,30.0506534576416
2011-02-10,30.50143814086914
2011-02-11,31.344867706298828
2011-02-14,31.032215118408203
2011-02-15,30.915870666503906
2011-02-16,30.98857879638672
2011-02-17,30.908428192138672
2011-02-18,30.697067260742188
2011-02-22,29.851655960083008
2011-02-23,29.727754592895508
2011-02-24,29.66217041015625
2011-02-25,29.786083221435547
2011-02-28,29.749631881713867
2011-03-01,28.627273559570312
2011-03-02,29.079133987426758
2011-03-03,29.428955078125
2011-03-04,28.96981430053711
2011-03-07,29.698610305786133
2011-03-08,30.332664489746094
2011-03-09,29.895374298095703
2011-03-10,29.21031951904297
2011-03-11,29.851655960083008
2011-03-14,29.75691795349121
2011-03-15,29.77149772644043
2011-03-16,29.246746063232422
2011-03-17,29.312345504760742
2011-03-18,29.36336326599121
2011-03-21,29.858957290649414
2011-03-22,29.079133987426758
2011-03-23,29.224891662597656
2011-03-24,29.254032135009766
