Date,DINO
2010-01-04,7.115203380584717
2010-01-05,7.57533597946167
2010-01-06,7.557140350341797
2010-01-07,7.559743404388428
2010-01-08,7.499947547912598
2010-01-11,7.315375804901123
2010-01-12,7.039816379547119
2010-01-13,6.933228969573975
2010-01-14,6.933228969573975
2010-01-15,6.9956207275390625
2010-01-19,7.019016742706299
2010-01-20,7.026813507080078
2010-01-21,6.930627346038818
2010-01-22,6.785050392150879
2010-01-25,6.787652015686035
2010-01-26,6.839644908905029
2010-01-27,6.847443103790283
2010-01-28,6.785050392150879
2010-01-29,6.785050392150879
2010-02-01,7.081406593322754
2010-02-02,7.408962726593018
2010-02-03,7.229586601257324
2010-02-04,6.9410271644592285
2010-02-05,6.88383674621582
2010-02-08,6.816244125366211
2010-02-09,6.961826324462891
2010-02-10,7.052811622619629
2010-02-11,6.9956207275390625
2010-02-12,7.089206218719482
2010-02-16,7.364771366119385
2010-02-17,7.310179233551025
2010-02-18,7.3907647132873535
2010-02-19,7.42195987701416
2010-02-22,7.367369651794434
2010-02-23,7.203591823577881
2010-02-24,7.312776565551758
2010-02-25,6.7460551261901855
2010-02-26,6.675865650177002
2010-03-01,6.62387228012085
2010-03-02,6.769449710845947
2010-03-03,7.047615051269531
2010-03-04,7.219186782836914
2010-03-05,7.297179222106934
2010-03-08,7.193193435668945
2010-03-09,7.239985466003418
2010-03-10,7.7001214027404785
2010-03-11,7.583136558532715
2010-03-12,7.635130405426025
2010-03-15,7.38036584854126
2010-03-16,7.411564826965332
2010-03-17,7.468756675720215
2010-03-18,7.2257184982299805
2010-03-19,7.170840740203857
2010-03-22,7.345931053161621
2010-03-23,7.385127544403076
2010-03-24,7.662137985229492
2010-03-25,7.432170391082764
2010-03-26,7.267531871795654
2010-03-29,7.32763671875
2010-03-30,7.298888206481934
2010-03-31,7.293667793273926
2010-04-01,7.440009117126465
2010-04-05,7.8868794441223145
2010-04-06,7.690882205963135
2010-04-07,7.144706726074219
2010-04-08,7.058468341827393
2010-04-09,7.08198881149292
2010-04-12,6.933032035827637
2010-04-13,6.914738655090332
2010-04-14,7.019270420074463
2010-04-15,6.765782833099365
2010-04-16,6.5253586769104
2010-04-19,6.428666114807129
2010-04-20,6.546266555786133
2010-04-21,6.501841068267822
2010-04-22,6.541038990020752
2010-04-23,6.807594299316406
2010-04-26,6.891219615936279
2010-04-27,6.661249160766602
2010-04-28,6.710901260375977
2010-04-29,6.982679843902588
2010-04-30,7.055853366851807
2010-05-03,7.288436412811279
2010-05-04,7.076762676239014
2010-05-05,6.9408721923828125
2010-05-06,6.595917701721191
2010-05-07,6.4365081787109375
2010-05-10,6.899057865142822
2010-05-11,6.878152847290039
2010-05-12,7.348543167114258
2010-05-13,7.492274284362793
2010-05-14,7.267531871795654
2010-05-17,7.032334804534912
2010-05-18,6.922576904296875
2010-05-19,7.068924903869629
2010-05-20,6.676930904388428
2010-05-21,6.737037658691406
2010-05-24,6.3920817375183105
2010-05-25,6.3659491539001465
2010-05-26,6.232673168182373
2010-05-27,6.676930904388428
2010-05-28,6.768395900726318
2010-06-01,6.543653964996338
2010-06-02,6.734425067901611
2010-06-03,6.791913032531738
2010-06-04,6.533200263977051
2010-06-07,6.39469575881958
2010-06-08,6.345046043395996
2010-06-09,6.298003196716309
2010-06-10,6.616824626922607
2010-06-11,6.716131210327148
2010-06-14,6.776233673095703
2010-06-15,7.053244590759277
2010-06-16,7.212652683258057
2010-06-17,7.162729740142822
2010-06-18,7.202141284942627
2010-06-21,7.11280632019043
2010-06-22,6.944642066955566
2010-06-23,7.259949207305908
2010-06-24,7.2993621826171875
2010-06-25,7.346659183502197
2010-06-28,7.380818843841553
2010-06-29,6.994565486907959
2010-06-30,6.9840545654296875
2010-07-01,6.758085250854492
2010-07-02,6.624081134796143
2010-07-06,6.490075588226318
2010-07-07,6.645102500915527
2010-07-08,6.860561370849609
2010-07-09,6.973543167114258
2010-07-12,6.8763251304626465
2010-07-13,6.9788007736206055
2010-07-14,6.813262939453125
2010-07-15,6.813262939453125
2010-07-16,6.618823051452637
2010-07-19,6.51635217666626
2010-07-20,6.5872931480407715
2010-07-21,6.603061199188232
2010-07-22,6.708157539367676
2010-07-23,6.6687493324279785
2010-07-26,6.818520545959473
2010-07-27,6.779104232788086
2010-07-28,6.744946479797363
2010-07-29,6.839539527893066
2010-07-30,7.023471355438232
2010-08-02,7.1679840087890625
2010-08-03,7.0602545738220215
2010-08-04,7.17849588394165
2010-08-05,7.183749198913574
2010-08-06,7.396581172943115
2010-08-09,7.525331974029541
2010-08-10,7.333524227142334
2010-08-11,6.9604058265686035
2010-08-12,6.939384937286377
2010-08-13,6.94989538192749
2010-08-16,6.897347450256348
2010-08-17,6.9840545654296875
2010-08-18,6.999819278717041
2010-08-19,7.078649997711182
2010-08-20,7.0392351150512695
2010-08-23,7.0392351150512695
2010-08-24,6.934134483337402
2010-08-25,6.892092704772949
2010-08-26,6.800126075744629
2010-08-27,6.963031768798828
2010-08-30,6.934134483337402
2010-08-31,6.83428430557251
2010-09-01,6.918365001678467
2010-09-02,7.052371025085449
2010-09-03,7.2441840171813965
2010-09-07,7.27834415435791
2010-09-08,7.246808052062988
2010-09-09,7.249439239501953
2010-09-10,7.520077228546143
2010-09-13,7.7197747230529785
2010-09-14,7.714514255523682
2010-09-15,7.37030553817749
2010-09-16,7.249439239501953
2010-09-17,7.162255764007568
2010-09-20,7.3603997230529785
2010-09-21,7.439655780792236
2010-09-22,7.2758564949035645
2010-09-23,7.193957328796387
2010-09-24,7.341904163360596
2010-09-27,7.378891944885254
2010-09-28,7.40002965927124
2010-09-29,7.492497444152832
2010-09-30,7.595530986785889
2010-10-01,7.63516092300415
2010-10-04,7.52684211730957
2010-10-05,7.759329319000244
2010-10-06,7.7963151931762695
2010-10-07,7.801604270935059
2010-10-08,7.978610515594482
2010-10-11,8.071077346801758
2010-10-12,8.018239974975586
2010-10-13,8.567757606506348
2010-10-14,8.771188735961914
2010-10-15,8.720990180969238
2010-10-18,8.794965744018555
2010-10-19,8.871580123901367
2010-10-20,8.958762168884277
2010-10-21,8.37753963470459
2010-10-22,8.520203590393066
2010-10-25,8.789680480957031
2010-10-26,8.831950187683105
2010-10-27,8.668149948120117
2010-10-28,8.707779884338379
2010-10-29,8.647014617919922
2010-11-01,8.826666831970215
2010-11-02,8.654940605163574
2010-11-03,8.91649341583252
2010-11-04,8.662866592407227
2010-11-05,8.520203590393066
2010-11-08,8.697214126586914
2010-11-09,8.734199523925781
2010-11-10,8.813458442687988
2010-11-11,9.119922637939453
2010-11-12,8.868938446044922
2010-11-15,8.956120491027832
2010-11-16,8.855727195739746
2010-11-17,8.853089332580566
2010-11-18,9.20974349975586
2010-11-19,9.185969352722168
2010-11-22,9.222959518432617
2010-11-23,9.027450561523438
2010-11-24,9.3999662399292
2010-11-26,9.228240013122559
2010-11-29,9.46601390838623
2010-11-30,9.495074272155762
2010-12-01,9.719640731811523
2010-12-02,9.687933921813965
2010-12-03,9.740772247314453
2010-12-06,9.901933670043945
2010-12-07,9.904570579528809
2010-12-08,9.991754531860352
2010-12-09,9.965337753295898
2010-12-10,10.144987106323242
2010-12-13,10.031387329101562
2010-12-14,9.907212257385254
2010-12-15,9.769832611083984
2010-12-16,9.785747528076172
2010-12-17,9.926342964172363
2010-12-20,10.300371170043945
2010-12-21,10.411782264709473
2010-12-22,10.48605728149414
2010-12-23,10.576251029968262
2010-12-27,10.4595308303833
2010-12-28,10.565640449523926
2010-12-29,10.870696067810059
2010-12-30,10.777854919433594
2010-12-31,10.814992904663086
2011-01-03,11.08291244506836
2011-01-04,10.857429504394531
2011-01-05,10.86274242401123
2011-01-06,10.814992904663086
2011-01-07,11.080259323120117
2011-01-10,11.31634521484375
2011-01-11,11.215544700622559
2011-01-12,11.30308723449707
2011-01-13,11.326963424682617
2011-01-14,11.467552185058594
2011-01-18,11.454288482666016
2011-01-19,11.263297080993652
2011-01-20,11.003332138061523
2011-01-21,11.128009796142578
2011-01-24,11.265950202941895
2011-01-25,11.260643005371094
2011-01-26,11.910550117492676
2011-01-27,12.186426162719727
2011-01-28,12.451693534851074
2011-01-31,13.016717910766602
2011-02-01,13.337695121765137
2011-02-02,13.624184608459473
2011-02-03,13.669280052185059
2011-02-04,13.966381072998047
2011-02-07,14.430603981018066
2011-02-08,14.722390174865723
2011-02-09,14.605673789978027
2011-02-10,15.244978904724121
2011-02-11,15.067241668701172
2011-02-14,15.650833129882812
2011-02-15,15.457188606262207
2011-02-16,15.953242301940918
2011-02-17,16.054040908813477
2011-02-18,14.884209632873535
2011-02-22,14.740964889526367
2011-02-23,14.671987533569336
2011-02-24,14.072484970092773
2011-02-25,15.337813377380371
2011-02-28,15.157434463500977
2011-03-01,14.738308906555176
2011-03-02,15.13621711730957
2011-03-03,15.565946578979492
2011-03-04,15.385564804077148
2011-03-07,14.48365592956543
2011-03-08,13.897411346435547
2011-03-09,14.284703254699707
2011-03-10,13.770078659057617
2011-03-11,14.690563201904297
2011-03-14,15.075201988220215
