Date,PB
2010-01-04,27.2435245513916
2010-01-05,26.950729370117188
2010-01-06,26.85539436340332
2010-01-07,27.583974838256836
2010-01-08,27.26395606994629
2010-01-11,26.83497428894043
2010-01-12,26.90306282043457
2010-01-13,27.0256404876709
2010-01-14,27.393325805664062
2010-01-15,26.916685104370117
2010-01-19,26.93711280822754
2010-01-20,26.930307388305664
2010-01-21,28.149152755737305
2010-01-22,28.27850341796875
2010-01-25,27.195859909057617
2010-01-26,27.34565544128418
2010-01-27,27.869979858398438
2010-01-28,27.84272575378418
2010-01-29,27.454607009887695
2010-02-01,27.195859909057617
2010-02-02,27.114152908325195
2010-02-03,26.61027717590332
2010-02-04,25.9361629486084
2010-02-05,26.52854347229004
2010-02-08,26.84858512878418
2010-02-09,26.998395919799805
2010-02-10,27.434186935424805
2010-02-11,27.195859909057617
2010-02-12,27.202667236328125
2010-02-16,27.35245704650879
2010-02-17,27.120967864990234
2010-02-18,27.66570281982422
2010-02-19,27.87678337097168
2010-02-22,27.93805694580078
2010-02-23,28.17637825012207
2010-02-24,28.49641227722168
2010-02-25,28.4215145111084
2010-02-26,28.4827823638916
2010-03-01,28.41469383239746
2010-03-02,28.475980758666992
2010-03-03,28.019771575927734
2010-03-04,28.019771575927734
2010-03-05,28.77559471130371
2010-03-08,28.46917152404785
2010-03-09,28.52364158630371
2010-03-10,28.49641227722168
2010-03-11,28.52364158630371
2010-03-12,27.761022567749023
2010-03-15,27.543127059936523
2010-03-16,27.59759521484375
2010-03-17,27.546337127685547
2010-03-18,27.491657257080078
2010-03-19,27.72405242919922
2010-03-22,28.366575241088867
2010-03-23,28.3597354888916
2010-03-24,27.799238204956055
2010-03-25,27.91545295715332
2010-03-26,27.771900177001953
2010-03-29,27.76506233215332
2010-03-30,28.065818786621094
2010-03-31,28.017974853515625
2010-04-01,28.058988571166992
2010-04-05,28.27771759033203
2010-04-06,28.73567771911621
2010-04-07,28.305055618286133
2010-04-08,28.4349365234375
2010-04-09,28.845060348510742
2010-04-12,28.776704788208008
2010-04-13,28.96125030517578
2010-04-14,29.562753677368164
2010-04-15,29.754138946533203
2010-04-16,29.070606231689453
2010-04-19,28.83137321472168
2010-04-20,28.810869216918945
2010-04-21,29.460229873657227
2010-04-22,29.480735778808594
2010-04-23,29.37135887145996
2010-04-26,27.47797966003418
2010-04-27,27.348112106323242
2010-04-28,27.58051109313965
2010-04-29,27.62152099609375
2010-04-30,26.808128356933594
2010-05-03,27.156719207763672
2010-05-04,26.726102828979492
2010-05-05,26.527881622314453
2010-05-06,25.74864387512207
2010-05-07,26.035736083984375
2010-05-10,27.02001190185547
2010-05-11,27.785573959350586
2010-05-12,27.942785263061523
2010-05-13,27.395952224731445
2010-05-14,27.054195404052734
2010-05-17,27.013187408447266
2010-05-18,26.17243766784668
2010-05-19,25.994720458984375
2010-05-20,24.682344436645508
2010-05-21,25.283851623535156
2010-05-24,24.73702049255371
2010-05-25,24.709684371948242
2010-05-26,24.798532485961914
2010-05-27,25.242835998535156
2010-05-28,24.634489059448242
2010-06-01,24.231204986572266
2010-06-02,24.866893768310547
2010-06-03,24.709684371948242
2010-06-04,23.97830581665039
2010-06-07,24.101329803466797
2010-06-08,24.224369049072266
2010-06-09,23.841594696044922
2010-06-10,24.4499454498291
2010-06-11,24.34056854248047
2010-06-14,24.292726516723633
2010-06-15,24.47044563293457
2010-06-16,24.7896728515625
2010-06-17,24.88578224182129
2010-06-18,25.174104690551758
2010-06-21,24.70728874206543
2010-06-22,24.267915725708008
2010-06-23,23.856027603149414
2010-06-24,23.787370681762695
2010-06-25,24.267915725708008
2010-06-28,23.993324279785156
2010-06-29,24.13749122619629
2010-06-30,23.856027603149414
2010-07-01,23.19011878967285
2010-07-02,22.96356201171875
2010-07-06,22.92237091064453
2010-07-07,23.588293075561523
2010-07-08,23.71872901916504
2010-07-09,24.192419052124023
2010-07-12,23.883487701416016
2010-07-13,24.727886199951172
2010-07-14,24.226734161376953
2010-07-15,24.103168487548828
2010-07-16,22.984161376953125
2010-07-19,22.510482788085938
2010-07-20,22.894912719726562
2010-07-21,22.675228118896484
2010-07-22,23.361740112304688
2010-07-23,23.12146759033203
2010-07-26,23.15578269958496
2010-07-27,23.560823440551758
2010-07-28,23.059675216674805
2010-07-29,23.066545486450195
2010-07-30,23.258766174316406
2010-08-02,23.430391311645508
2010-08-03,23.560823440551758
2010-08-04,23.45098876953125
2010-08-05,23.41666603088379
2010-08-06,23.368602752685547
2010-08-09,23.574554443359375
2010-08-10,23.361740112304688
2010-08-11,22.812541961669922
2010-08-12,22.434961318969727
2010-08-13,21.432659149169922
2010-08-16,21.19925308227539
2010-08-17,21.261037826538086
2010-08-18,21.583694458007812
2010-08-19,21.110008239746094
2010-08-20,20.759897232055664
2010-08-23,20.54707145690918
2010-08-24,20.14203643798828
2010-08-25,19.99786949157715
2010-08-26,19.963546752929688
2010-08-27,20.409772872924805
2010-08-30,19.805646896362305
2010-08-31,19.558502197265625
2010-09-01,21.027624130249023
2010-09-02,21.302230834960938
2010-09-03,21.872024536132812
2010-09-07,21.013896942138672
2010-09-08,21.31595802307129
2010-09-09,21.535634994506836
2010-09-10,21.439529418945312
2010-09-13,21.981868743896484
2010-09-14,21.590557098388672
2010-09-15,21.64229965209961
2010-09-16,21.580211639404297
2010-09-17,21.663000106811523
2010-09-20,22.1804256439209
2010-09-21,22.083839416503906
2010-09-22,21.77338218688965
2010-09-23,21.69748878479004
2010-09-24,22.3528995513916
2010-09-27,22.04934310913086
2010-09-28,22.38050079345703
2010-09-29,22.387392044067383
2010-09-30,22.40120506286621
2010-10-01,22.428791046142578
2010-10-04,22.187332153320312
2010-10-05,22.55986976623535
2010-10-06,22.539173126220703
