Date,SYF
2014-07-31,18.42865753173828
2014-08-01,18.42865753173828
2014-08-04,18.42865753173828
2014-08-05,18.42865753173828
2014-08-06,18.412630081176758
2014-08-07,18.372573852539062
2014-08-08,18.388595581054688
2014-08-11,18.372573852539062
2014-08-12,18.42865753173828
2014-08-13,18.5728816986084
2014-08-14,18.436664581298828
2014-08-15,18.42865753173828
2014-08-18,18.56486701965332
2014-08-19,19.558414459228516
2014-08-20,20.183380126953125
2014-08-21,20.343637466430664
2014-08-22,20.319597244262695
2014-08-25,20.127296447753906
2014-08-26,20.071210861206055
2014-08-27,20.40773582458496
2014-08-28,20.584009170532227
2014-08-29,20.66413688659668
2014-09-02,20.66413688659668
2014-09-03,20.66413688659668
2014-09-04,20.59202003479004
2014-09-05,20.648107528686523
2014-09-08,19.902950286865234
2014-09-09,20.063199996948242
2014-09-10,19.79077911376953
2014-09-11,19.750709533691406
2014-09-12,19.630521774291992
2014-09-15,19.350095748901367
2014-09-16,19.478290557861328
2014-09-17,19.670589447021484
2014-09-18,19.766738891601562
2014-09-19,20.359663009643555
2014-09-22,19.902950286865234
2014-09-23,19.694625854492188
2014-09-24,19.9670467376709
2014-09-25,19.734695434570312
2014-09-26,19.84686279296875
2014-09-29,19.79077911376953
2014-09-30,19.670589447021484
2014-10-01,19.40618133544922
2014-10-02,19.694625854492188
2014-10-03,19.894939422607422
2014-10-06,20.031143188476562
2014-10-07,19.910964965820312
2014-10-08,20.04717254638672
2014-10-09,19.670589447021484
2014-10-10,19.390148162841797
2014-10-13,19.598472595214844
2014-10-14,19.910964965820312
2014-10-15,19.646556854248047
2014-10-16,19.710649490356445
2014-10-17,19.85487937927246
2014-10-20,19.79878807067871
2014-10-21,20.167362213134766
2014-10-22,20.335617065429688
2014-10-23,20.680160522460938
2014-10-24,20.9205379486084
2014-10-27,21.257057189941406
2014-10-28,21.513458251953125
2014-10-29,21.633638381958008
2014-10-30,21.465381622314453
2014-10-31,21.64966583251953
2014-11-03,21.90605926513672
2014-11-04,21.641653060913086
2014-11-05,22.01023292541504
2014-11-06,22.098369598388672
2014-11-07,22.555070877075195
2014-11-10,23.05185317993164
2014-11-11,23.324268341064453
2014-11-12,23.26016616821289
2014-11-13,23.22812843322754
2014-11-14,23.276199340820312
2014-11-17,23.34029197692871
2014-11-18,23.19607162475586
2014-11-19,23.18806266784668
2014-11-20,23.428430557250977
2014-11-21,23.372346878051758
2014-11-24,23.212099075317383
2014-11-25,22.963712692260742
2014-11-26,23.075881958007812
2014-11-28,23.2441463470459
2014-12-01,23.139986038208008
2014-12-02,23.276199340820312
2014-12-03,23.23613929748535
2014-12-04,23.356321334838867
2014-12-05,23.436447143554688
2014-12-08,23.644765853881836
2014-12-09,23.652782440185547
2014-12-10,23.75694465637207
2014-12-11,23.652782440185547
2014-12-12,23.23613929748535
2014-12-15,22.939674377441406
2014-12-16,22.787439346313477
2014-12-17,23.156002044677734
2014-12-18,23.837066650390625
2014-12-19,24.037378311157227
2014-12-22,23.917190551757812
2014-12-23,24.037378311157227
2014-12-24,24.125516891479492
2014-12-26,24.437997817993164
2014-12-29,24.40595054626465
2014-12-30,24.037378311157227
2014-12-31,23.837066650390625
2015-01-02,23.62073516845703
2015-01-05,23.436447143554688
2015-01-06,23.115949630737305
2015-01-07,23.39637565612793
2015-01-08,24.021350860595703
2015-01-09,23.797012329101562
2015-01-12,23.660795211791992
2015-01-13,23.805015563964844
2015-01-14,23.356321334838867
2015-01-15,22.851543426513672
2015-01-16,23.22812843322754
2015-01-20,23.31625747680664
2015-01-21,23.380361557006836
2015-01-22,23.276199340820312
2015-01-23,24.81458854675293
2015-01-26,25.10304069519043
2015-01-27,25.095029830932617
2015-01-28,25.038936614990234
2015-01-29,25.022912979125977
2015-01-30,24.726455688476562
2015-02-02,24.966819763183594
2015-02-03,24.94278907775879
2015-02-04,25.038936614990234
2015-02-05,25.639869689941406
