Date,HLNE
2017-03-01,15.308709144592285
2017-03-02,15.470121383666992
2017-03-03,15.903380393981934
2017-03-06,15.68250560760498
2017-03-07,15.877894401550293
2017-03-08,15.707985877990723
2017-03-09,15.665514945983887
2017-03-10,15.691001892089844
2017-03-13,15.962849617004395
2017-03-14,16.268688201904297
2017-03-15,16.141258239746094
2017-03-16,16.30266761779785
2017-03-17,16.353639602661133
2017-03-20,16.353639602661133
2017-03-21,16.345144271850586
2017-03-22,16.13275718688965
2017-03-23,16.183734893798828
2017-03-24,16.1667423248291
2017-03-27,15.988341331481934
2017-03-28,15.945865631103516
2017-03-29,15.792945861816406
2017-03-30,15.750467300415039
2017-03-31,15.860910415649414
2017-04-03,15.597556114196777
2017-04-04,15.461627960205078
2017-04-05,15.758965492248535
2017-04-06,15.741971015930176
2017-04-07,15.674009323120117
2017-04-10,15.589051246643066
2017-04-11,15.546576499938965
2017-04-12,15.597556114196777
2017-04-13,15.818435668945312
2017-04-17,15.699491500854492
2017-04-18,15.62303638458252
2017-04-19,15.699491500854492
2017-04-20,15.758965492248535
2017-04-21,15.68250560760498
2017-04-24,15.750467300415039
2017-04-25,15.8099365234375
2017-04-26,15.826929092407227
2017-04-27,15.894885063171387
2017-04-28,15.903380393981934
2017-05-01,16.07329750061035
2017-05-02,16.141258239746094
2017-05-03,16.05630111694336
2017-05-04,16.387624740600586
2017-05-05,16.40460968017578
2017-05-08,16.49806022644043
2017-05-09,16.642486572265625
2017-05-10,16.566028594970703
2017-05-11,16.80390167236328
2017-05-12,16.73593521118164
2017-05-15,16.965309143066406
2017-05-16,16.982303619384766
2017-05-17,16.863359451293945
2017-05-18,16.17523765563965
2017-05-19,16.600004196166992
2017-05-22,16.982303619384766
2017-05-23,17.01202964782715
2017-05-24,17.576976776123047
2017-05-25,17.627954483032227
2017-05-26,17.373090744018555
2017-05-30,17.186185836791992
2017-05-31,17.186185836791992
2017-06-01,17.415563583374023
2017-06-02,17.83184242248535
2017-06-05,17.823345184326172
2017-06-06,17.483522415161133
2017-06-07,17.755380630493164
2017-06-08,17.746883392333984
2017-06-09,17.6109561920166
2017-06-12,17.51751136779785
2017-06-13,17.772369384765625
2017-06-14,17.814849853515625
2017-06-15,18.333066940307617
2017-06-16,18.06121253967285
2017-06-19,18.638906478881836
2017-06-20,18.52846336364746
2017-06-21,18.426523208618164
2017-06-22,18.65347671508789
2017-06-23,18.679168701171875
2017-06-26,18.90184783935547
2017-06-27,18.713428497314453
2017-06-28,18.833337783813477
2017-06-29,18.799076080322266
2017-06-30,18.833337783813477
2017-07-03,19.3900203704834
2017-07-05,19.338632583618164
2017-07-06,18.90184783935547
2017-07-07,19.004615783691406
2017-07-10,18.92754554748535
2017-07-11,18.781944274902344
2017-07-12,18.93610954284668
2017-07-13,18.790512084960938
2017-07-14,18.636354446411133
2017-07-17,18.679168701171875
2017-07-18,18.662038803100586
2017-07-19,19.073135375976562
2017-07-20,18.93610954284668
2017-07-21,18.97036361694336
2017-07-24,19.167346954345703
2017-07-25,19.62982940673828
2017-07-26,19.7582950592041
2017-07-27,19.441408157348633
2017-07-28,19.381458282470703
2017-07-31,19.235858917236328
2017-08-01,19.2786808013916
2017-08-02,18.593523025512695
2017-08-03,18.550701141357422
2017-08-04,18.60208511352539
2017-08-07,18.918977737426758
2017-08-08,19.252988815307617
2017-08-09,19.252988815307617
2017-08-10,19.124526977539062
2017-08-11,19.22730255126953
2017-08-14,19.53561782836914
2017-08-15,20.083749771118164
2017-08-16,19.62982940673828
2017-08-17,19.20159912109375
2017-08-18,19.252988815307617
2017-08-21,19.312946319580078
2017-08-22,19.2786808013916
2017-08-23,19.17591094970703
2017-08-24,19.407150268554688
2017-08-25,19.62982940673828
2017-08-28,19.595571517944336
2017-08-29,19.432846069335938
2017-08-30,19.74116325378418
2017-08-31,20.075183868408203
2017-09-01,20.109439849853516
2017-09-05,19.82681655883789
2017-09-06,19.86107063293457
2017-09-07,19.518491744995117
2017-09-08,19.312946319580078
2017-09-11,19.527053833007812
2017-09-12,19.732606887817383
2017-09-13,19.715476989746094
2017-09-14,20.14266586303711
2017-09-15,20.392934799194336
2017-09-18,20.669103622436523
2017-09-19,21.074716567993164
2017-09-20,21.4199161529541
2017-09-21,21.670194625854492
2017-09-22,21.79964256286621
2017-09-25,21.842790603637695
2017-09-26,22.05854606628418
2017-09-27,22.593610763549805
2017-09-28,22.688547134399414
2017-09-29,23.17183494567871
2017-10-02,23.611968994140625
2017-10-03,23.689638137817383
2017-10-04,23.404842376708984
2017-10-05,22.835262298583984
2017-10-06,23.0164852142334
2017-10-09,23.05100440979004
2017-10-10,23.301280975341797
2017-10-11,23.301280975341797
2017-10-12,23.422107696533203
2017-10-13,23.404842376708984
2017-10-16,23.499773025512695
2017-10-17,23.15456771850586
2017-10-18,23.28402328491211
2017-10-19,23.197723388671875
2017-10-20,23.301280975341797
2017-10-23,22.92156410217285
2017-10-24,23.447999954223633
2017-10-25,23.128679275512695
2017-10-26,23.56882095336914
2017-10-27,23.819089889526367
2017-10-30,23.7327880859375
2017-10-31,23.72416114807129
2017-11-01,23.767305374145508
2017-11-02,23.9916934967041
2017-11-03,24.30237579345703
2017-11-06,23.586078643798828
2017-11-07,24.742507934570312
2017-11-08,26.51167869567871
2017-11-09,26.494422912597656
2017-11-10,26.727436065673828
2017-11-13,26.865514755249023
2017-11-14,27.27976417541504
2017-11-15,27.745790481567383
2017-11-16,28.280860900878906
2017-11-17,27.616336822509766
2017-11-20,28.021944046020508
2017-11-21,28.70372772216797
2017-11-22,28.557018280029297
2017-11-24,28.712356567382812
2017-11-27,28.600173950195312
2017-11-28,29.566736221313477
2017-11-29,29.64440155029297
2017-11-30,29.74797248840332
2017-12-01,29.89468765258789
2017-12-04,29.143871307373047
2017-12-05,29.69618797302246
2017-12-06,29.350980758666992
2017-12-07,29.307832717895508
2017-12-08,29.860153198242188
