Date,TIC
2025-02-18,12.0
2025-02-19,12.350000381469727
2025-02-20,12.75
2025-02-21,12.600000381469727
2025-02-24,12.770000457763672
2025-02-25,12.699999809265137
2025-02-26,12.899999618530273
2025-02-27,12.979999542236328
2025-02-28,12.359999656677246
2025-03-03,12.5
2025-03-04,12.260000228881836
2025-03-05,12.229999542236328
2025-03-06,12.0
2025-03-07,12.109999656677246
2025-03-10,11.5600004196167
2025-03-11,12.109999656677246
2025-03-12,11.819999694824219
2025-03-13,11.699999809265137
2025-03-14,12.149999618530273
2025-03-17,12.260000228881836
2025-03-18,12.65999984741211
2025-03-19,11.84000015258789
2025-03-20,11.720000267028809
2025-03-21,11.380000114440918
2025-03-24,11.789999961853027
2025-03-25,11.520000457763672
2025-03-26,11.229999542236328
2025-03-27,11.1899995803833
2025-03-28,11.25
2025-03-31,11.119999885559082
2025-04-01,10.770000457763672
2025-04-02,10.930000305175781
2025-04-03,10.09000015258789
2025-04-04,9.300000190734863
2025-04-07,9.130000114440918
2025-04-08,9.079999923706055
2025-04-09,9.819999694824219
2025-04-10,9.229999542236328
2025-04-11,9.1899995803833
2025-04-14,9.369999885559082
2025-04-15,9.0600004196167
2025-04-16,9.329999923706055
2025-04-17,9.699999809265137
2025-04-21,9.720000267028809
2025-04-22,9.890000343322754
2025-04-23,9.819999694824219
2025-04-24,9.859999656677246
2025-04-25,9.729999542236328
2025-04-28,10.0
2025-04-29,9.979999542236328
2025-04-30,10.220000267028809
2025-05-01,9.680000305175781
2025-05-02,9.829999923706055
2025-05-05,10.0600004196167
2025-05-06,9.899999618530273
2025-05-07,10.15999984741211
2025-05-08,10.359999656677246
2025-05-09,10.529999732971191
2025-05-12,10.640000343322754
2025-05-13,10.739999771118164
2025-05-14,10.569999694824219
2025-05-15,10.210000038146973
2025-05-16,10.350000381469727
2025-05-19,10.829999923706055
2025-05-20,10.979999542236328
2025-05-21,10.739999771118164
2025-05-22,10.600000381469727
2025-05-23,10.470000267028809
2025-05-27,10.84000015258789
2025-05-28,11.0
2025-05-29,10.699999809265137
2025-05-30,10.5
2025-06-02,10.680000305175781
2025-06-03,10.699999809265137
2025-06-04,10.109999656677246
2025-06-05,10.470000267028809
2025-06-06,10.460000038146973
2025-06-09,11.100000381469727
2025-06-10,10.819999694824219
2025-06-11,10.739999771118164
2025-06-12,10.770000457763672
2025-06-13,11.170000076293945
2025-06-16,11.130000114440918
2025-06-17,11.199999809265137
2025-06-18,10.989999771118164
2025-06-20,10.899999618530273
2025-06-23,10.5600004196167
2025-06-24,10.789999961853027
2025-06-25,10.399999618530273
2025-06-26,10.3100004196167
2025-06-27,10.460000038146973
2025-06-30,11.039999961853027
2025-07-01,10.920000076293945
2025-07-02,11.319999694824219
2025-07-03,11.34000015258789
2025-07-07,11.319999694824219
2025-07-08,11.350000381469727
2025-07-09,11.5
2025-07-10,11.75
2025-07-11,11.479999542236328
2025-07-14,11.979999542236328
2025-07-15,11.579999923706055
2025-07-16,11.779999732971191
2025-07-17,11.890000343322754
2025-07-18,11.59000015258789
2025-07-21,11.59000015258789
2025-07-22,11.8100004196167
2025-07-23,11.8100004196167
2025-07-24,11.9399995803833
2025-07-25,11.859999656677246
2025-07-28,11.25
2025-07-29,11.270000457763672
2025-07-30,11.449999809265137
2025-07-31,11.09000015258789
2025-08-01,11.029999732971191
2025-08-04,10.5
2025-08-05,10.489999771118164
2025-08-06,10.020000457763672
2025-08-07,9.710000038146973
2025-08-08,9.369999885559082
2025-08-11,9.210000038146973
2025-08-12,9.399999618530273
2025-08-13,9.619999885559082
2025-08-14,9.489999771118164
2025-08-15,9.800000190734863
2025-08-18,9.729999542236328
2025-08-19,9.949999809265137
2025-08-20,10.039999961853027
2025-08-21,10.239999771118164
2025-08-22,10.510000228881836
2025-08-25,10.600000381469727
2025-08-26,10.75
2025-08-27,10.600000381469727
2025-08-28,11.039999961853027
2025-08-29,11.270000457763672
2025-09-02,11.15999984741211
2025-09-03,11.229999542236328
2025-09-04,11.329999923706055
2025-09-05,11.399999618530273
2025-09-08,11.699999809265137
2025-09-09,11.6899995803833
2025-09-10,11.3100004196167
2025-09-11,11.470000267028809
2025-09-12,11.380000114440918
2025-09-15,11.300000190734863
2025-09-16,11.130000114440918
2025-09-17,10.9399995803833
2025-09-18,13.449999809265137
2025-09-19,14.399999618530273
