Date,MFA
2010-01-04,4.385593891143799
2010-01-05,4.409236907958984
2010-01-06,4.403326988220215
2010-01-07,4.397416114807129
2010-01-08,4.391504287719727
2010-01-11,4.373772621154785
2010-01-12,4.320578575134277
2010-01-13,4.332399368286133
2010-01-14,4.302847385406494
2010-01-15,4.2555646896362305
2010-01-19,4.273296356201172
2010-01-20,4.332399368286133
2010-01-21,4.296936988830566
2010-01-22,4.296936988830566
2010-01-25,4.2851176261901855
2010-01-26,4.279207706451416
2010-01-27,4.350132465362549
2010-01-28,4.361952781677246
2010-01-29,4.350132465362549
2010-02-01,4.338311672210693
2010-02-02,4.373772621154785
2010-02-03,4.3796844482421875
2010-02-04,4.314669609069824
2010-02-05,4.373772621154785
2010-02-08,4.32649040222168
2010-02-09,4.308758735656738
2010-02-10,4.131443977355957
2010-02-11,4.190547943115234
2010-02-12,4.166905879974365
2010-02-16,4.20828104019165
2010-02-17,4.202369213104248
2010-02-18,4.15508508682251
2010-02-19,4.131443977355957
2010-02-22,4.125532150268555
2010-02-23,4.101891040802002
2010-02-24,4.190547943115234
2010-02-25,4.19645881652832
2010-02-26,4.279207706451416
2010-03-01,4.314669609069824
2010-03-02,4.320578575134277
2010-03-03,4.296936988830566
2010-03-04,4.308758735656738
2010-03-05,4.32649040222168
2010-03-08,4.1787285804748535
2010-03-09,4.202369213104248
2010-03-10,4.273296356201172
2010-03-11,4.261474132537842
2010-03-12,4.2555646896362305
2010-03-15,4.202369213104248
2010-03-16,4.249653339385986
2010-03-17,4.296936988830566
2010-03-18,4.32649040222168
2010-03-19,4.338311672210693
2010-03-22,4.356042385101318
2010-03-23,4.314669609069824
2010-03-24,4.302847385406494
2010-03-25,4.267383098602295
2010-03-26,4.302847385406494
2010-03-29,4.314669609069824
2010-03-30,4.338311672210693
2010-03-31,4.350132465362549
2010-04-01,4.3796844482421875
2010-04-05,4.391504287719727
2010-04-06,4.421058177947998
2010-04-07,4.426967620849609
2010-04-08,4.408649444580078
2010-04-09,4.420863151550293
2010-04-12,4.4330735206604
2010-04-13,4.457497596740723
2010-04-14,4.488031387329102
2010-04-15,4.420863151550293
2010-04-16,4.396437644958496
2010-04-19,4.420863151550293
2010-04-20,4.500241756439209
2010-04-21,4.445286750793457
2010-04-22,4.4636054039001465
2010-04-23,4.488031387329102
2010-04-26,4.4636054039001465
2010-04-27,4.426969528198242
2010-04-28,4.439181327819824
2010-04-29,4.420863151550293
2010-04-30,4.341481685638428
2010-05-03,4.372012615203857
2010-05-04,4.31095027923584
2010-05-05,4.2621002197265625
2010-05-06,4.060598373413086
2010-05-07,4.176616668701172
2010-05-10,4.353695392608643
2010-05-11,4.329269886016846
2010-05-12,4.390332221984863
2010-05-13,4.365906715393066
2010-05-14,4.292632579803467
2010-05-17,4.353695392608643
2010-05-18,4.298738956451416
2010-05-19,4.298738956451416
2010-05-20,4.194933891296387
2010-05-21,4.268208026885986
2010-05-24,4.237676620483398
2010-05-25,4.274313926696777
2010-05-26,4.249888896942139
2010-05-27,4.445286750793457
2010-05-28,4.4758172035217285
2010-06-01,4.4330735206604
2010-06-02,4.549092769622803
2010-06-03,4.542985916137695
2010-06-04,4.414757251739502
2010-06-07,4.481923580169678
2010-06-08,4.536880016326904
2010-06-09,4.512455940246582
2010-06-10,4.579622745513916
2010-06-11,4.585728645324707
2010-06-14,4.61625862121582
2010-06-15,4.640685081481934
2010-06-16,4.640685081481934
2010-06-17,4.610154628753662
2010-06-18,4.628469944000244
2010-06-21,4.640685081481934
2010-06-22,4.561303615570068
2010-06-23,4.567410469055176
2010-06-24,4.5918354988098145
2010-06-25,4.7383832931518555
2010-06-28,4.659003257751465
2010-06-29,4.555197238922119
2010-06-30,4.518561363220215
2010-07-01,4.390332221984863
2010-07-02,4.372012615203857
2010-07-06,4.396437644958496
2010-07-07,4.573516368865967
2010-07-08,4.542189598083496
2010-07-09,4.579780578613281
2010-07-12,4.567253589630127
2010-07-13,4.623635768890381
2010-07-14,4.542189598083496
2010-07-15,4.567253589630127
2010-07-16,4.529660701751709
2010-07-19,4.567253589630127
2010-07-20,4.623635768890381
2010-07-21,4.579780578613281
2010-07-22,4.661228179931641
2010-07-23,4.74893856048584
2010-07-26,4.786530017852783
2010-07-27,4.774000644683838
2010-07-28,4.673755645751953
2010-07-29,4.573516368865967
2010-07-30,4.598577976226807
2010-08-02,4.598577976226807
2010-08-03,4.573516368865967
2010-08-04,4.548457622528076
2010-08-05,4.542189598083496
2010-08-06,4.598577976226807
2010-08-09,4.592311382293701
2010-08-10,4.579780578613281
2010-08-11,4.542189598083496
2010-08-12,4.592311382293701
2010-08-13,4.548457622528076
2010-08-16,4.560985565185547
