Date,AVNW
2010-01-04,42.84000015258789
2010-01-05,42.720001220703125
2010-01-06,43.560001373291016
2010-01-07,44.70000076293945
2010-01-08,44.81999969482422
2010-01-11,47.220001220703125
2010-01-12,46.79999923706055
2010-01-13,45.2400016784668
2010-01-14,44.7599983215332
2010-01-15,45.119998931884766
2010-01-19,46.02000045776367
2010-01-20,44.939998626708984
2010-01-21,44.459999084472656
2010-01-22,43.380001068115234
2010-01-25,44.34000015258789
2010-01-26,43.560001373291016
2010-01-27,45.119998931884766
2010-01-28,44.040000915527344
2010-01-29,43.13999938964844
2010-02-01,43.31999969482422
2010-02-02,43.2599983215332
2010-02-03,43.619998931884766
2010-02-04,37.439998626708984
2010-02-05,38.15999984741211
2010-02-08,35.7599983215332
2010-02-09,35.52000045776367
2010-02-10,36.41999816894531
2010-02-11,36.41999816894531
2010-02-12,37.380001068115234
2010-02-16,37.08000183105469
2010-02-17,36.84000015258789
2010-02-18,37.86000061035156
2010-02-19,38.279998779296875
2010-02-22,38.63999938964844
2010-02-23,37.68000030517578
2010-02-24,38.400001525878906
2010-02-25,36.900001525878906
2010-02-26,36.900001525878906
2010-03-01,38.099998474121094
2010-03-02,39.2400016784668
2010-03-03,39.18000030517578
2010-03-04,39.0
2010-03-05,38.7599983215332
2010-03-08,39.0
2010-03-09,39.0
2010-03-10,38.52000045776367
2010-03-11,37.86000061035156
2010-03-12,37.02000045776367
2010-03-15,36.84000015258789
2010-03-16,37.79999923706055
2010-03-17,39.29999923706055
2010-03-18,38.099998474121094
2010-03-19,37.31999969482422
2010-03-22,39.599998474121094
2010-03-23,40.20000076293945
2010-03-24,39.29999923706055
2010-03-25,41.34000015258789
2010-03-26,40.7400016784668
2010-03-29,41.400001525878906
2010-03-30,41.279998779296875
2010-03-31,39.779998779296875
2010-04-01,39.41999816894531
2010-04-05,41.63999938964844
2010-04-06,42.060001373291016
2010-04-07,41.880001068115234
2010-04-08,40.439998626708984
2010-04-09,39.959999084472656
2010-04-12,39.720001220703125
2010-04-13,39.47999954223633
2010-04-14,43.02000045776367
2010-04-15,42.47999954223633
2010-04-16,41.7599983215332
2010-04-19,40.380001068115234
2010-04-20,41.459999084472656
2010-04-21,42.0
2010-04-22,42.29999923706055
2010-04-23,43.619998931884766
2010-04-26,44.099998474121094
2010-04-27,41.459999084472656
2010-04-28,41.70000076293945
2010-04-29,42.47999954223633
2010-04-30,38.880001068115234
2010-05-03,39.599998474121094
2010-05-04,37.86000061035156
2010-05-05,36.29999923706055
2010-05-06,28.5
2010-05-07,27.719999313354492
2010-05-10,27.420000076293945
2010-05-11,27.1200008392334
2010-05-12,27.899999618530273
2010-05-13,27.780000686645508
2010-05-14,27.239999771118164
2010-05-17,26.8799991607666
2010-05-18,26.520000457763672
2010-05-19,25.799999237060547
2010-05-20,25.5
2010-05-21,26.34000015258789
2010-05-24,25.68000030517578
2010-05-25,25.920000076293945
2010-05-26,25.860000610351562
2010-05-27,27.360000610351562
2010-05-28,26.459999084472656
2010-06-01,25.31999969482422
2010-06-02,26.940000534057617
2010-06-03,26.399999618530273
2010-06-04,24.540000915527344
2010-06-07,23.8799991607666
2010-06-08,23.15999984741211
2010-06-09,21.899999618530273
2010-06-10,22.979999542236328
2010-06-11,23.459999084472656
2010-06-14,22.799999237060547
2010-06-15,23.219999313354492
2010-06-16,23.399999618530273
2010-06-17,22.739999771118164
2010-06-18,22.799999237060547
2010-06-21,22.739999771118164
2010-06-22,22.3799991607666
2010-06-23,22.799999237060547
2010-06-24,22.5
2010-06-25,22.920000076293945
2010-06-28,22.139999389648438
2010-06-29,21.479999542236328
2010-06-30,21.780000686645508
2010-07-01,21.0
2010-07-02,21.0
2010-07-06,20.760000228881836
2010-07-07,22.139999389648438
2010-07-08,22.68000030517578
2010-07-09,24.239999771118164
2010-07-12,24.299999237060547
2010-07-13,24.239999771118164
2010-07-14,23.579999923706055
2010-07-15,23.520000457763672
2010-07-16,22.559999465942383
2010-07-19,23.040000915527344
2010-07-20,23.639999389648438
2010-07-21,23.399999618530273
2010-07-22,24.600000381469727
2010-07-23,25.440000534057617
2010-07-26,25.68000030517578
2010-07-27,24.959999084472656
2010-07-28,24.299999237060547
2010-07-29,24.299999237060547
2010-07-30,24.239999771118164
2010-08-02,24.239999771118164
2010-08-03,24.0
2010-08-04,24.600000381469727
2010-08-05,24.299999237060547
2010-08-06,24.0
2010-08-09,24.84000015258789
2010-08-10,24.0
2010-08-11,22.799999237060547
2010-08-12,23.760000228881836
2010-08-13,23.700000762939453
2010-08-16,24.239999771118164
2010-08-17,24.65999984741211
2010-08-18,24.059999465942383
2010-08-19,24.899999618530273
2010-08-20,24.299999237060547
2010-08-23,23.459999084472656
2010-08-24,23.219999313354492
2010-08-25,23.040000915527344
2010-08-26,24.0
2010-08-27,25.260000228881836
2010-08-30,23.8799991607666
2010-08-31,23.700000762939453
2010-09-01,24.0
2010-09-02,24.719999313354492
2010-09-03,24.420000076293945
2010-09-07,23.639999389648438
2010-09-08,23.399999618530273
2010-09-09,23.040000915527344
2010-09-10,23.34000015258789
2010-09-13,24.299999237060547
2010-09-14,24.540000915527344
2010-09-15,25.440000534057617
2010-09-16,24.239999771118164
2010-09-17,23.579999923706055
2010-09-20,24.299999237060547
2010-09-21,24.479999542236328
2010-09-22,24.239999771118164
2010-09-23,24.059999465942383
2010-09-24,24.18000030517578
2010-09-27,24.420000076293945
2010-09-28,24.059999465942383
2010-09-29,24.479999542236328
2010-09-30,24.540000915527344
2010-10-01,24.540000915527344
2010-10-04,24.0
2010-10-05,25.31999969482422
2010-10-06,24.719999313354492
2010-10-07,24.719999313354492
2010-10-08,25.079999923706055
2010-10-11,24.479999542236328
2010-10-12,24.600000381469727
2010-10-13,25.979999542236328
2010-10-14,27.65999984741211
2010-10-15,26.639999389648438
2010-10-18,26.8799991607666
2010-10-19,25.739999771118164
2010-10-20,27.18000030517578
2010-10-21,26.280000686645508
2010-10-22,26.700000762939453
2010-10-25,26.459999084472656
2010-10-26,26.8799991607666
2010-10-27,26.940000534057617
2010-10-28,26.219999313354492
2010-10-29,27.299999237060547
2010-11-01,26.760000228881836
2010-11-02,27.420000076293945
2010-11-03,28.31999969482422
2010-11-04,28.31999969482422
2010-11-05,26.280000686645508
2010-11-08,25.68000030517578
2010-11-09,25.260000228881836
2010-11-10,26.34000015258789
2010-11-11,26.15999984741211
2010-11-12,26.280000686645508
2010-11-15,25.68000030517578
2010-11-16,24.600000381469727
2010-11-17,24.719999313354492
2010-11-18,25.559999465942383
2010-11-19,25.6200008392334
2010-11-22,24.84000015258789
2010-11-23,24.479999542236328
2010-11-24,25.3799991607666
2010-11-26,25.31999969482422
2010-11-29,25.860000610351562
2010-11-30,24.84000015258789
2010-12-01,25.559999465942383
2010-12-02,26.100000381469727
2010-12-03,26.8799991607666
2010-12-06,28.020000457763672
2010-12-07,28.559999465942383
2010-12-08,28.559999465942383
2010-12-09,30.18000030517578
2010-12-10,31.5
2010-12-13,30.0
2010-12-14,30.059999465942383
2010-12-15,30.299999237060547
2010-12-16,31.020000457763672
2010-12-17,30.959999084472656
2010-12-20,30.65999984741211
2010-12-21,30.959999084472656
2010-12-22,31.440000534057617
2010-12-23,30.420000076293945
2010-12-27,30.299999237060547
2010-12-28,29.81999969482422
2010-12-29,30.360000610351562
2010-12-30,30.0
2010-12-31,30.420000076293945
2011-01-03,30.780000686645508
2011-01-04,30.780000686645508
2011-01-05,31.5
2011-01-06,31.3799991607666
2011-01-07,32.15999984741211
2011-01-10,31.799999237060547
2011-01-11,32.7599983215332
2011-01-12,33.0
2011-01-13,32.58000183105469
2011-01-14,32.58000183105469
2011-01-18,32.220001220703125
2011-01-19,31.079999923706055
2011-01-20,30.65999984741211
2011-01-21,30.1200008392334
2011-01-24,30.780000686645508
2011-01-25,30.479999542236328
2011-01-26,31.079999923706055
2011-01-27,31.5
2011-01-28,30.360000610351562
2011-01-31,31.139999389648438
2011-02-01,32.880001068115234
2011-02-02,32.15999984741211
2011-02-03,31.31999969482422
2011-02-04,37.380001068115234
2011-02-07,37.2599983215332
2011-02-08,36.84000015258789
2011-02-09,36.060001373291016
2011-02-10,36.65999984741211
2011-02-11,38.220001220703125
2011-02-14,37.97999954223633
2011-02-15,37.5
2011-02-16,37.79999923706055
2011-02-17,37.86000061035156
2011-02-18,37.560001373291016
2011-02-22,36.540000915527344
2011-02-23,35.099998474121094
2011-02-24,36.060001373291016
2011-02-25,38.040000915527344
2011-02-28,36.65999984741211
2011-03-01,35.15999984741211
2011-03-02,36.779998779296875
2011-03-03,36.900001525878906
2011-03-04,36.18000030517578
2011-03-07,35.70000076293945
2011-03-08,35.880001068115234
2011-03-09,35.52000045776367
2011-03-10,34.02000045776367
2011-03-11,34.86000061035156
2011-03-14,33.720001220703125
2011-03-15,32.459999084472656
2011-03-16,32.099998474121094
2011-03-17,31.079999923706055
2011-03-18,31.979999542236328
2011-03-21,32.7599983215332
2011-03-22,31.5
2011-03-23,31.440000534057617
2011-03-24,31.739999771118164
2011-03-25,31.139999389648438
2011-03-28,30.959999084472656
2011-03-29,31.079999923706055
2011-03-30,31.200000762939453
2011-03-31,31.020000457763672
2011-04-01,30.65999984741211
2011-04-04,30.540000915527344
2011-04-05,29.940000534057617
2011-04-06,30.65999984741211
2011-04-07,30.780000686645508
2011-04-08,30.899999618530273
2011-04-11,31.020000457763672
2011-04-12,30.780000686645508
2011-04-13,30.780000686645508
2011-04-14,30.420000076293945
2011-04-15,30.899999618530273
2011-04-18,30.059999465942383
2011-04-19,29.760000228881836
2011-04-20,30.360000610351562
2011-04-21,30.18000030517578
2011-04-25,30.1200008392334
2011-04-26,30.65999984741211
2011-04-27,31.260000228881836
2011-04-28,30.719999313354492
2011-04-29,30.719999313354492
2011-05-02,29.940000534057617
2011-05-03,29.700000762939453
2011-05-04,29.100000381469727
2011-05-05,28.440000534057617
2011-05-06,27.780000686645508
2011-05-09,27.84000015258789
2011-05-10,29.579999923706055
2011-05-11,27.959999084472656
2011-05-12,28.31999969482422
2011-05-13,27.84000015258789
2011-05-16,27.299999237060547
2011-05-17,27.0
2011-05-18,27.84000015258789
2011-05-19,27.84000015258789
2011-05-20,27.479999542236328
