Date,AORT
2010-01-04,6.340964317321777
2010-01-05,6.102581977844238
2010-01-06,5.902341365814209
2010-01-07,5.959552764892578
2010-01-08,6.159794807434082
2010-01-11,6.236076831817627
2010-01-12,6.264682769775391
2010-01-13,6.302823066711426
2010-01-14,6.483994483947754
2010-01-15,6.369570255279541
2010-01-19,6.531670570373535
2010-01-20,6.3314290046691895
2010-01-21,6.064442157745361
2010-01-22,5.911876678466797
2010-01-25,5.921412467956543
2010-01-26,5.921412467956543
2010-01-27,5.959552764892578
2010-01-28,5.9786224365234375
2010-01-29,5.997694492340088
2010-02-01,6.045371055603027
2010-02-02,6.064442157745361
2010-02-03,6.016765117645264
2010-02-04,5.759312152862549
2010-02-05,5.883272171020508
2010-02-08,5.873736381530762
2010-02-09,5.988158702850342
2010-02-10,5.9786224365234375
2010-02-11,6.140724182128906
2010-02-12,5.997694492340088
2010-02-16,6.093047618865967
2010-02-17,6.064442157745361
2010-02-18,6.655630111694336
2010-02-19,6.655630111694336
2010-02-22,6.6842360496521
2010-02-23,6.5698113441467285
2010-02-24,6.655630111694336
2010-02-25,6.770052433013916
2010-02-26,6.722376823425293
2010-03-01,6.741446495056152
2010-03-02,6.874940395355225
2010-03-03,6.827264308929443
2010-03-04,7.103787422180176
2010-03-05,6.665163993835449
2010-03-08,6.636559963226318
2010-03-09,6.627023220062256
2010-03-10,6.579347133636475
2010-03-11,6.369570255279541
2010-03-12,6.312358856201172
2010-03-15,6.27421760559082
2010-03-16,6.340964317321777
2010-03-17,6.312358856201172
2010-03-18,6.483994483947754
2010-03-19,6.321893692016602
2010-03-22,6.197935104370117
2010-03-23,6.236076831817627
2010-03-24,6.073976993560791
2010-03-25,6.121653079986572
2010-03-26,6.1788649559021
2010-03-29,6.188399791717529
2010-03-30,6.217005729675293
2010-03-31,6.1693291664123535
2010-04-01,6.226541996002197
2010-04-05,6.407711029052734
2010-04-06,6.369570255279541
2010-04-07,6.150258541107178
2010-04-08,5.902341365814209
2010-04-09,5.826059818267822
2010-04-12,5.768848419189453
2010-04-13,6.054906368255615
2010-04-14,6.207470417022705
2010-04-15,6.197935104370117
2010-04-16,6.207470417022705
2010-04-19,6.026299953460693
2010-04-20,6.035835266113281
2010-04-21,6.016765117645264
2010-04-22,5.950016975402832
2010-04-23,5.883272171020508
2010-04-26,5.845130443572998
2010-04-27,5.768848419189453
2010-04-28,5.616283416748047
2010-04-29,5.892806529998779
2010-04-30,5.826059818267822
2010-05-03,5.911876678466797
2010-05-04,5.549537181854248
2010-05-05,5.158589839935303
2010-05-06,4.786713600158691
2010-05-07,4.815319061279297
2010-05-10,5.101377964019775
2010-05-11,5.168124198913574
2010-05-12,5.4255781173706055
2010-05-13,5.435111999511719
2010-05-14,5.444648265838623
2010-05-17,5.320689678192139
2010-05-18,5.292084217071533
2010-05-19,5.206265926361084
2010-05-20,4.786713600158691
2010-05-21,4.748571395874023
2010-05-24,4.748571395874023
2010-05-25,4.6246137619018555
2010-05-26,4.862995147705078
2010-05-27,4.996488571166992
2010-05-28,4.939276695251465
2010-06-01,4.786713600158691
2010-06-02,5.0727715492248535
2010-06-03,5.034630298614502
2010-06-04,4.7771782875061035
2010-06-07,4.882065773010254
2010-06-08,5.149054527282715
2010-06-09,5.4255781173706055
2010-06-10,5.883272171020508
2010-06-11,5.902341365814209
2010-06-14,5.873736381530762
2010-06-15,5.930946350097656
2010-06-16,5.902341365814209
2010-06-17,5.892806529998779
2010-06-18,5.902341365814209
2010-06-21,5.625818729400635
2010-06-22,5.4923248291015625
2010-06-23,5.3016180992126465
2010-06-24,5.129983425140381
2010-06-25,5.330224990844727
2010-06-28,5.282548904418945
2010-06-29,5.120448589324951
2010-06-30,5.139519214630127
2010-07-01,4.891601085662842
2010-07-02,5.158589839935303
2010-07-06,5.091843128204346
2010-07-07,5.292084217071533
2010-07-08,5.454183101654053
2010-07-09,5.396970748901367
2010-07-12,5.292084217071533
2010-07-13,5.520930290222168
2010-07-14,5.292084217071533
2010-07-15,5.292084217071533
2010-07-16,5.063236236572266
2010-07-19,5.253942966461182
2010-07-20,5.377901077270508
2010-07-21,5.244406223297119
2010-07-22,5.463718891143799
2010-07-23,5.778382778167725
2010-07-26,5.768848419189453
2010-07-27,5.444648265838623
2010-07-28,5.358830451965332
2010-07-29,5.1967315673828125
2010-07-30,5.110912799835205
2010-08-02,5.292084217071533
2010-08-03,5.22533655166626
2010-08-04,5.4255781173706055
2010-08-05,5.47325325012207
2010-08-06,5.540001392364502
2010-08-09,5.787919044494629
2010-08-10,5.683030605316162
2010-08-11,5.215800762176514
2010-08-12,5.263476848602295
2010-08-13,5.053701400756836
2010-08-16,5.158589839935303
2010-08-17,5.311153888702393
2010-08-18,5.339759349822998
2010-08-19,5.273014068603516
2010-08-20,5.215800762176514
2010-08-23,4.939276695251465
2010-08-24,4.986954689025879
