Date,NAVI
2014-04-17,10.10395622253418
2014-04-21,10.002856254577637
2014-04-22,9.990961074829102
2014-04-23,9.979070663452148
2014-04-24,9.889862060546875
2014-04-25,10.044487953186035
2014-04-28,9.913652420043945
2014-04-29,9.919598579406738
2014-04-30,9.84228801727295
2014-05-01,10.109903335571289
2014-05-02,10.080164909362793
2014-05-05,9.996908187866211
2014-05-06,9.717401504516602
2014-05-07,9.87202262878418
2014-05-08,9.782818794250488
2014-05-09,9.681717872619629
2014-05-12,9.485468864440918
2014-05-13,9.425997734069824
2014-05-14,9.360584259033203
2014-05-15,9.360584259033203
2014-05-16,9.43194580078125
2014-05-19,9.52709674835205
2014-05-20,9.479519844055176
2014-05-21,9.47357177734375
2014-05-22,9.497364044189453
2014-05-23,9.556830406188965
2014-05-27,9.50330638885498
2014-05-28,9.324899673461914
2014-05-29,9.324899673461914
2014-05-30,9.396263122558594
2014-06-02,9.402210235595703
2014-06-03,9.414101600646973
2014-06-04,9.540184020996094
2014-06-05,10.008490562438965
2014-06-06,10.008490562438965
2014-06-09,10.092543601989746
2014-06-10,10.086541175842285
2014-06-11,10.13456916809082
2014-06-12,10.050518035888672
2014-06-13,10.008490562438965
2014-06-16,10.074531555175781
2014-06-17,10.110555648803711
2014-06-18,10.242639541625977
2014-06-19,10.320694923400879
2014-06-20,10.482796669006348
2014-06-23,10.614883422851562
2014-06-24,10.599870681762695
2014-06-25,10.57285213470459
2014-06-26,10.608878135681152
2014-06-27,10.710944175720215
2014-06-30,10.632893562316895
2014-07-01,10.67011833190918
2014-07-02,10.668916702270508
2014-07-03,10.626888275146484
2014-07-07,10.596870422363281
2014-07-08,10.566848754882812
2014-07-09,10.638899803161621
2014-07-10,10.67492389678955
2014-07-11,10.740960121154785
2014-07-14,10.8070068359375
2014-07-15,10.626888275146484
2014-07-16,10.698939323425293
2014-07-17,10.626888275146484
2014-07-18,10.62088394165039
2014-07-21,10.72295093536377
2014-07-22,10.788993835449219
2014-07-23,10.794999122619629
2014-07-24,10.788993835449219
2014-07-25,10.728958129882812
2014-07-28,10.80100154876709
2014-07-29,10.626888275146484
2014-07-30,10.554844856262207
2014-07-31,10.326698303222656
2014-08-01,10.410749435424805
2014-08-04,10.308683395385742
2014-08-05,10.176599502563477
2014-08-06,10.200613021850586
2014-08-07,10.122564315795898
2014-08-08,10.374727249145508
2014-08-11,10.266656875610352
2014-08-12,10.266656875610352
2014-08-13,10.308683395385742
2014-08-14,10.296676635742188
2014-08-15,10.21862506866455
2014-08-18,10.434765815734863
2014-08-19,10.398741722106934
2014-08-20,10.50681209564209
2014-08-21,10.482796669006348
2014-08-22,10.476794242858887
2014-08-25,10.584860801696777
2014-08-26,10.57285213470459
2014-08-27,10.632893562316895
2014-08-28,10.638899803161621
2014-08-29,10.770983695983887
2014-09-02,10.794999122619629
2014-09-03,10.794999122619629
2014-09-04,10.782991409301758
2014-09-05,10.680920600891113
2014-09-08,10.62088394165039
2014-09-09,10.494806289672852
2014-09-10,10.506916046142578
2014-09-11,10.573529243469238
2014-09-12,10.670422554016113
2014-09-15,10.512969970703125
2014-09-16,10.597753524780273
2014-09-17,10.79154109954834
2014-09-18,10.809710502624512
2014-09-19,10.815765380859375
2014-09-22,10.79154109954834
2014-09-23,10.658309936523438
2014-09-24,10.84604549407959
2014-09-25,10.737035751342773
2014-09-26,10.706762313842773
2014-09-29,10.688593864440918
2014-09-30,10.724925994873047
2014-10-01,10.561418533325195
2014-10-02,10.537195205688477
2014-10-03,10.555359840393066
2014-10-06,10.640146255493164
2014-10-07,10.47663688659668
2014-10-08,10.500860214233398
2014-10-09,10.452411651611328
2014-10-10,10.370661735534668
2014-10-13,10.47663688659668
2014-10-14,10.57958698272705
2014-10-15,10.549306869506836
2014-10-16,10.682536125183105
2014-10-17,11.269954681396484
2014-10-20,11.28812313079834
2014-10-21,11.378957748413086
2014-10-22,11.22150993347168
2014-10-23,11.330511093139648
2014-10-24,11.445575714111328
2014-10-27,11.409242630004883
2014-10-28,11.530356407165527
2014-10-29,11.66358757019043
2014-10-30,11.808929443359375
2014-10-31,11.978492736816406
2014-11-03,12.111720085144043
2014-11-04,11.784699440002441
2014-11-05,11.881596565246582
2014-11-06,12.172273635864258
2014-11-07,12.238893508911133
2014-11-10,12.232839584350586
2014-11-11,12.293396949768066
2014-11-12,12.190447807312012
2014-11-13,12.584076881408691
