Date,FUN
2010-01-04,6.213499546051025
2010-01-05,6.2572197914123535
2010-01-06,6.355585098266602
2010-01-07,6.448487758636475
2010-01-08,6.475811958312988
2010-01-11,6.546855926513672
2010-01-12,6.361050128936768
2010-01-13,6.4812750816345215
2010-01-14,6.546855926513672
2010-01-15,6.514065742492676
2010-01-19,6.52499532699585
2010-01-20,6.66161584854126
2010-01-21,6.672545433044434
2010-01-22,6.918461799621582
2010-01-25,6.984039783477783
2010-01-26,6.912996768951416
2010-01-27,6.863815784454346
2010-01-28,6.792771339416504
2010-01-29,6.7217278480529785
2010-02-01,6.705333709716797
2010-02-02,6.66161584854126
2010-02-03,6.601501941680908
2010-02-04,6.50860071182251
2010-02-05,6.470346927642822
2010-02-08,6.4812750816345215
2010-02-09,6.497672080993652
2010-02-10,6.284542560577393
2010-02-11,6.24629020690918
2010-02-12,6.251753330230713
2010-02-16,6.158851146697998
2010-02-17,6.24082612991333
2010-02-18,6.20257043838501
2010-02-19,6.18071174621582
2010-02-22,6.131529808044434
2010-02-23,6.158851146697998
2010-02-24,6.218964576721191
2010-02-25,6.136992931365967
2010-02-26,6.098738670349121
2010-03-01,6.153388500213623
2010-03-02,6.147923946380615
2010-03-03,6.038625717163086
2010-03-04,6.044091701507568
2010-03-05,6.071415901184082
2010-03-08,6.065951824188232
2010-03-09,6.071415901184082
2010-03-10,6.09327507019043
2010-03-11,6.142457008361816
2010-03-12,6.087811470031738
2010-03-15,6.688941478729248
2010-03-16,6.667081832885742
2010-03-17,6.557784557342529
2010-03-18,6.568714618682861
2010-03-19,6.437558174133301
2010-03-22,6.404770851135254
2010-03-23,6.399304389953613
2010-03-24,6.382911205291748
2010-03-25,6.388374328613281
2010-03-26,6.3938398361206055
2010-03-29,6.344654560089111
2010-03-30,6.464881420135498
2010-03-31,6.52499532699585
2010-04-01,6.563251495361328
2010-04-05,6.667081832885742
2010-04-06,6.759982109069824
2010-04-07,7.033224582672119
2010-04-08,7.044151782989502
2010-04-09,7.710861682891846
2010-04-12,7.760045051574707
2010-04-13,7.852945804595947
2010-04-14,8.35571002960205
2010-04-15,8.339315414428711
2010-04-16,8.197233200073242
2010-04-19,8.186297416687012
2010-04-20,8.126189231872559
2010-04-21,8.131650924682617
2010-04-22,8.219088554382324
2010-04-23,8.525118827819824
2010-04-26,8.361176490783691
2010-04-27,7.97317361831665
2010-04-28,8.137120246887207
2010-04-29,8.29013442993164
2010-04-30,7.896664619445801
2010-05-03,7.984101295471191
2010-05-04,7.781904697418213
2010-05-05,7.5961012840271
2010-05-06,7.803762435913086
2010-05-07,7.4868035316467285
2010-05-10,7.503198623657227
2010-05-11,7.40483283996582
2010-05-12,7.497734069824219
2010-05-13,7.448550701141357
2010-05-14,7.388438701629639
2010-05-17,7.350184440612793
2010-05-18,7.448550701141357
2010-05-19,7.213562488555908
2010-05-20,7.104265213012695
2010-05-21,7.0168280601501465
2010-05-24,7.104265213012695
2010-05-25,6.896602153778076
2010-05-26,6.94032096862793
2010-05-27,7.082405090332031
2010-05-28,6.929393291473389
2010-06-01,6.912996768951416
2010-06-02,6.902069568634033
2010-06-03,7.104265213012695
2010-06-04,7.055084228515625
2010-06-07,6.590573787689209
2010-06-08,6.552319049835205
2010-06-09,6.727193832397461
2010-06-10,7.120660781860352
2010-06-11,7.208096504211426
2010-06-14,6.923928737640381
2010-06-15,7.164379596710205
2010-06-16,6.989505767822266
2010-06-17,7.0168280601501465
2010-06-18,6.885673522949219
2010-06-21,6.563251495361328
2010-06-22,6.557784557342529
2010-06-23,6.705333709716797
2010-06-24,6.612431049346924
2010-06-25,6.74358606338501
2010-06-28,6.7107977867126465
2010-06-29,6.688941478729248
2010-06-30,6.732661724090576
2010-07-01,6.66161584854126
2010-07-02,6.448487758636475
2010-07-06,6.519531726837158
2010-07-07,6.6397576332092285
2010-07-08,6.9621782302856445
2010-07-09,6.967647075653076
2010-07-12,6.852884292602539
2010-07-13,6.874742031097412
2010-07-14,7.104265213012695
2010-07-15,7.104265213012695
2010-07-16,7.104265213012695
2010-07-19,7.2354207038879395
2010-07-20,7.224493503570557
2010-07-21,7.1753082275390625
2010-07-22,7.3665771484375
2010-07-23,7.634352207183838
2010-07-26,7.645285606384277
2010-07-27,7.568776607513428
2010-07-28,7.519591331481934
2010-07-29,7.5414533615112305
2010-07-30,7.377504825592041
2010-08-02,7.503198623657227
2010-08-03,7.437620639801025
2010-08-04,7.306465148925781
2010-08-05,7.142519474029541
2010-08-06,7.115197658538818
2010-08-09,7.049619197845459
2010-08-10,7.0168280601501465
2010-08-11,6.891138553619385
2010-08-12,6.907534122467041
2010-08-13,6.809167861938477
2010-08-16,6.732661724090576
2010-08-17,6.809167861938477
2010-08-18,6.809167861938477
2010-08-19,6.667081832885742
2010-08-20,6.557784557342529
2010-08-23,6.421163558959961
2010-08-24,6.268148422241211
2010-08-25,6.268148422241211
2010-08-26,6.1643171310424805
2010-08-27,6.251753330230713
2010-08-30,6.109670162200928
2010-08-31,6.2626848220825195
2010-09-01,6.421163558959961
2010-09-02,6.53592586517334
